RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,22378,Trevor Immelman,+.329,70,+23.00
2,0,11123,Chris Couch,+.354,65,+23.00
3,0,22405,Justin Rose,+.365,52,+19.00
4,0,20574,Mathew Goggin,+.373,67,+25.00
5,0,23983,Luke Donald,+.375,64,+24.00
5,0,25686,Jason Dufner,+.375,56,+21.00
7,0,21961,Charles Howell III,+.384,112,+43.00
8,0,22348,Nick O'Hern,+.390,105,+41.00
9,0,02206,David Toms,+.396,48,+19.00
10,0,10809,Jim Furyk,+.397,73,+29.00
11,0,24024,Zach Johnson,+.398,88,+35.00
12,0,34021,Bud Cauley,+.400,85,+34.00
12,0,26331,Charl Schwartzel,+.400,35,+14.00
14,0,24925,Jonathan Byrd,+.403,67,+27.00
15,0,28308,Troy Kelly,+.410,61,+25.00
16,0,28500,Martin Flores,+.413,104,+43.00
17,0,10860,Justin Leonard,+.414,87,+36.00
17,0,25396,Kevin Na,+.414,87,+36.00
19,0,20396,Lee Westwood,+.417,36,+15.00
19,0,21878,Mark Wilson,+.417,84,+35.00
21,0,06522,Ernie Els,+.421,76,+32.00
22,0,23718,Nathan Green,+.422,64,+27.00
23,0,21528,Henrik Stenson,+.426,61,+26.00
24,0,24924,Bill Haas,+.427,82,+35.00
25,0,23800,Bryce Molder,+.430,93,+40.00
26,0,01810,Phil Mickelson,+.432,74,+32.00
27,0,21350,Ryuji Imada,+.433,97,+42.00
28,0,24502,Adam Scott,+.435,46,+20.00
29,0,32200,Roberto Castro,+.436,78,+34.00
30,0,01797,Rocco Mediate,+.439,82,+36.00
31,0,26300,Matt Jones,+.440,50,+22.00
31,0,01766,Billy Mayfair,+.440,109,+48.00
31,0,31202,William McGirt,+.440,91,+40.00
34,0,20593,Greg Chalmers,+.442,95,+42.00
34,0,20160,Charlie Wi,+.442,95,+42.00
36,0,26758,David Hearn,+.446,112,+50.00
37,0,08725,Tom Gillis,+.449,98,+44.00
38,0,25632,Jimmy Walker,+.450,131,+59.00
39,0,27141,J.B. Holmes,+.451,82,+37.00
39,0,29926,Danny Lee,+.451,71,+32.00
41,0,22371,Aaron Baddeley,+.452,84,+38.00
41,0,01116,Michael Bradley,+.452,73,+33.00
41,0,27974,Sung Kang,+.452,93,+42.00
44,0,35139,Richard Lee,+.455,77,+35.00
45,0,06527,Steve Stricker,+.457,46,+21.00
46,0,32150,Michael Thompson,+.458,83,+38.00
47,0,20623,Gavin Coles,+.459,61,+28.00
48,0,23135,Tim Clark,+.462,65,+30.00
48,0,20766,Padraig Harrington,+.462,52,+24.00
50,0,06567,Vijay Singh,+.463,82,+38.00
51,0,22961,David Mathis,+.465,101,+47.00
51,0,27120,Troy Matteson,+.465,86,+40.00
53,0,28475,Jeff Overton,+.466,103,+48.00
53,0,27963,Chris Stroud,+.466,88,+41.00
55,0,29222,Billy Hurley III,+.467,107,+50.00
56,0,20104,Ken Duke,+.468,111,+52.00
56,0,01320,Bob Estes,+.468,79,+37.00
58,0,27649,Brandt Snedeker,+.471,85,+40.00
59,0,28307,Matt Every,+.474,57,+27.00
60,0,24358,Robert Garrigus,+.475,59,+28.00
60,0,32698,Bobby Gates,+.475,99,+47.00
62,0,21209,Sergio Garcia,+.476,63,+30.00
63,0,29910,Blake Adams,+.477,109,+52.00
63,0,19846,Brian Gay,+.477,107,+51.00
65,0,23548,Bill Lunde,+.478,69,+33.00
66,0,28237,Rory McIlroy,+.481,27,+13.00
66,0,27302,Garth Mulroy,+.481,54,+26.00
66,0,24663,Y.E. Yang,+.481,77,+37.00
69,0,25892,Steve Wheatcroft,+.482,56,+27.00
70,0,21753,Brian Davis,+.484,93,+45.00
70,0,23108,Matt Kuchar,+.484,62,+30.00
