"Year","Index","Category","Subcategory","StatId","StatTitle","LocalPath"
"2022","0","STROKES_GAINED","Strokes Gained","02675","SG: Total","data/2022/strokes_gained/strokes_gained/sg_total.csv"
"2022","1","STROKES_GAINED","Strokes Gained","02674","SG: Tee-to-Green","data/2022/strokes_gained/strokes_gained/sg_tee-to-green.csv"
"2022","2","STROKES_GAINED","Strokes Gained","02567","SG: Off-the-Tee","data/2022/strokes_gained/strokes_gained/sg_off-the-tee.csv"
"2022","3","STROKES_GAINED","Strokes Gained","02568","SG: Approach the Green","data/2022/strokes_gained/strokes_gained/sg_approach_the_green.csv"
"2022","4","STROKES_GAINED","Strokes Gained","02569","SG: Around-the-Green","data/2022/strokes_gained/strokes_gained/sg_around-the-green.csv"
"2022","5","STROKES_GAINED","Strokes Gained","02564","SG: Putting","data/2022/strokes_gained/strokes_gained/sg_putting.csv"
"2022","6","OFF_TEE","Strokes Gained - SG","02674","SG: Tee-to-Green","data/2022/strokes_gained/strokes_gained/sg_tee-to-green.csv"
"2022","7","OFF_TEE","Strokes Gained - SG","02567","SG: Off-the-Tee","data/2022/strokes_gained/strokes_gained/sg_off-the-tee.csv"
"2022","8","OFF_TEE","Other","129","Total Driving","data/2022/off_tee/other/total_driving.csv"
"2022","9","OFF_TEE","Other","158","Ball Striking","data/2022/off_tee/other/ball_striking.csv"
"2022","10","OFF_TEE","Distance (All Drives)","159","Longest Drives","data/2022/off_tee/distance_(all_drives)/longest_drives.csv"
"2022","11","OFF_TEE","Distance (All Drives)","101","Driving Distance","data/2022/off_tee/distance_(all_drives)/driving_distance.csv"
"2022","12","OFF_TEE","Distance (All Drives)","496","Driving Pct. 320+ (Measured)","data/2022/off_tee/distance_(all_drives)/driving_pct._320+_(measured).csv"
"2022","13","OFF_TEE","Distance (All Drives)","495","Driving Pct. 300-320 (Measured)","data/2022/off_tee/distance_(all_drives)/driving_pct._300-320_(measured).csv"
"2022","14","OFF_TEE","Distance (All Drives)","454","Driving Pct. 300+ (Measured)","data/2022/off_tee/distance_(all_drives)/driving_pct._300+_(measured).csv"
"2022","15","OFF_TEE","Distance (All Drives)","455","Driving Pct. 280-300 (Measured)","data/2022/off_tee/distance_(all_drives)/driving_pct._280-300_(measured).csv"
"2022","16","OFF_TEE","Distance (All Drives)","456","Driving Pct. 260-280 (Measured)","data/2022/off_tee/distance_(all_drives)/driving_pct._260-280_(measured).csv"
"2022","17","OFF_TEE","Distance (All Drives)","457","Driving Pct. 240-260 (Measured)","data/2022/off_tee/distance_(all_drives)/driving_pct._240-260_(measured).csv"
"2022","18","OFF_TEE","Distance (All Drives)","458","Driving Pct. <= 240 (Measured)","data/2022/off_tee/distance_(all_drives)/driving_pct._less-than=_240_(measured).csv"
"2022","19","OFF_TEE","Distance (All Drives)","317","Driving Distance - All Drives","data/2022/off_tee/distance_(all_drives)/driving_distance_all_drives.csv"
"2022","20","OFF_TEE","Distance (All Drives)","02433","Driving Pct. 320+ (All Drives)","data/2022/off_tee/distance_(all_drives)/driving_pct._320+_(all_drives).csv"
"2022","21","OFF_TEE","Distance (All Drives)","02432","Driving Pct. 300-320 (All Drives)","data/2022/off_tee/distance_(all_drives)/driving_pct._300-320_(all_drives).csv"
"2022","22","OFF_TEE","Distance (All Drives)","214","Driving Pct. 300+ (All Drives)","data/2022/off_tee/distance_(all_drives)/driving_pct._300+_(all_drives).csv"
"2022","23","OFF_TEE","Distance (All Drives)","215","Driving Pct. 280-300 (All Drives)","data/2022/off_tee/distance_(all_drives)/driving_pct._280-300_(all_drives).csv"
"2022","24","OFF_TEE","Distance (All Drives)","216","Driving Pct. 260-280 (All Drives)","data/2022/off_tee/distance_(all_drives)/driving_pct._260-280_(all_drives).csv"
"2022","25","OFF_TEE","Distance (All Drives)","217","Driving Pct. 240-260 (All Drives)","data/2022/off_tee/distance_(all_drives)/driving_pct._240-260_(all_drives).csv"
"2022","26","OFF_TEE","Distance (All Drives)","218","Driving Pct. <= 240 (All Drives)","data/2022/off_tee/distance_(all_drives)/driving_pct._less-than=_240_(all_drives).csv"
"2022","27","OFF_TEE","Distance (All Drives)","02341","Percentage of Yardage covered by Tee Shots","data/2022/off_tee/distance_(all_drives)/percentage_of_yardage_covered_by_tee_shots.csv"
"2022","28","OFF_TEE","Distance (All Drives)","02342","Percentage of Yardage covered by Tee Shots - Par 4's","data/2022/off_tee/distance_(all_drives)/percentage_of_yardage_covered_by_tee_shots_par_4's.csv"
"2022","29","OFF_TEE","Distance (All Drives)","02343","Percentage of Yardage covered by Tee Shots - Par 5's","data/2022/off_tee/distance_(all_drives)/percentage_of_yardage_covered_by_tee_shots_par_5's.csv"
"2022","30","OFF_TEE","Distance (Measured Drives)","101","Driving Distance","data/2022/off_tee/distance_(all_drives)/driving_distance.csv"
