RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 3 AVG,TOTAL PAR
1,1,01201,Lennie Clements,-11,2.94,567
2,1,02321,Fuzzy Zoeller,-10,2.95,642
3,1,01132,Mark Brooks,-9,2.98,1194
4,1,02185,Lance Ten Broeck,-7,2.96,591
5,1,01129,Bill Britton,-5,2.99,1098
5,1,01928,Corey Pavin,-5,2.99,1038
7,3,01968,Nick Price,-4,2.99,858
8,5,01261,Jay Delsing,-3,2.99,1074
8,5,01355,Raymond Floyd,-3,2.99,678
8,5,01943,Chris Perry,-3,2.99,1152
11,24,01313,Steve Elkington,-1,3.00,996
11,24,01323,Brad Fabel,-1,3.00,999
13,51,01306,David Edwards,E,3.00,1035
13,51,02146,Payne Stewart,E,3.00,858
13,51,02159,Curtis Strange,E,3.00,786
16,221,01926,Steve Pate,+1,3.00,1122
16,221,02010,Loren Roberts,+1,3.00,1191
18,288,01203,Russ Cochran,+2,3.01,1044
18,288,01414,Bob Gilder,+2,3.01,834
20,365,01559,Hale Irwin,+3,3.01,675
20,365,01766,Billy Mayfair,+3,3.01,1203
20,365,02131,Mike Springer,+3,3.01,906
23,427,01226,Fred Couples,+4,3.01,999
23,427,01701,Bob Lohr,+4,3.01,894
23,427,01971,Dillard Pruitt,+4,3.01,942
23,427,02104,Jeff Sluman,+4,3.01,1167
23,427,02133,Craig Stadler,+4,3.02,783
28,467,01098,Jay Don Blake,+5,3.01,1050
28,467,01458,Jerry Haas,+5,3.01,1047
28,467,01835,Tommy Moore,+5,3.02,603
28,467,06581,David Sutherland,+5,3.02,825
28,467,02294,Willie Wood,+5,3.02,846
33,507,01093,Ronnie Black,+6,3.02,786
33,507,01385,Jim Gallagher Jr.,+6,3.01,1278
33,507,01499,Mark Hayes,+6,3.03,648
33,507,01527,Scott Hoch,+6,3.01,1287
33,507,01553,John Huston,+6,3.02,1083
33,507,01639,Kenny Knox,+6,3.01,1257
33,507,02239,Scott Verplank,+6,3.03,561
40,534,01161,Mark Calcavecchia,+7,3.03,831
40,534,01633,Tom Kite,+7,3.02,990
40,534,06571,Bryan Norton,+7,3.03,678
40,534,02099,Scott Simpson,+7,3.03,687
40,534,02190,Doug Tewell,+7,3.03,714
40,534,02267,D.A. Weibring,+7,3.02,915
46,546,01024,Billy Andrade,+8,3.02,1098
47,551,01014,Fulton Allem,+9,3.04,762
47,551,01072,Chip Beck,+9,3.03,1023
47,551,01154,Bill Buttner,+9,3.03,873
47,551,01282,Trevor Dodds,+9,3.03,858
47,551,06284,Jim Hallet,+9,3.02,1206
47,551,02196,Robert Thompson,+9,3.04,609
47,551,02255,Denis Watson,+9,3.04,675
54,555,01151,Clark Burroughs,+10,3.05,612
54,555,01577,Lee Janzen,+10,3.03,1158
54,555,01945,Kenny Perry,+10,3.04,843
54,555,02007,Larry Rinker,+10,3.04,828
54,555,06048,Dicky Thompson,+10,3.03,873
54,555,02201,Jim Thorpe,+10,3.03,924
54,555,02223,Bob Tway,+10,3.03,858
61,563,01042,Paul Azinger,+11,3.04,867
61,563,01790,Pat McGowan,+11,3.05,681
61,563,01996,Mike Reid,+11,3.04,822
64,570,01329,Brad Faxon,+12,3.03,1206
64,570,01346,Ed Fiori,+12,3.03,1050
64,570,01887,Mark O'Meara,+12,3.04,918
64,570,02241,Bobby Wadkins,+12,3.03,1122
68,572,01361,Dan Forsman,+13,3.04,1023
68,572,01378,David Frost,+13,3.04,1038
