RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
63,0,27141,J.B. Holmes,$85883,2147065
64,0,32366,Kevin Chappell,$85675,257024
65,0,33399,Adam Hadwin,$84959,2039012
66,0,49771,J.T. Poston,$84869,2461215
67,0,29420,Billy Horschel,$84125,2187249
68,0,26596,Ryan Moore,$83581,1838788
69,0,25572,Graeme McDowell,$83576,1671523
70,0,39977,Max Homa,$82544,2063606
71,0,25804,Bubba Watson,$82001,1558014
72,0,30978,Kiradech Aphibarnrat,$81504,1630073
73,0,39971,Sungjae Im,$81461,2851134
74,0,40006,Erik van Rooyen,$79417,476502
75,0,37455,Si Woo Kim,$78279,2191808
76,0,31646,Emiliano Grillo,$76179,1752114
77,0,33141,Keegan Bradley,$76112,1902797
78,0,33449,Zack Sucher,$75378,753782
79,0,46404,Marcus Kinhult,$72928,72928
80,0,32640,Troy Merritt,$72912,1531143
81,0,29772,Michael Lorenzo-Vera,$71550,143100
82,0,27064,Jhonattan Vegas,$68127,1566910
83,0,46717,Viktor Hovland,$67804,678035
84,0,32139,Danny Willett,$67723,1286737
85,0,39412,Zack Fischer,$67500,135000
86,0,34076,Joel Dahmen,$67240,1949958
87,0,29970,Dylan Frittelli,$65707,1576974
88,0,35891,Cameron Smith,$65427,1504820
89,0,52372,Cameron Champ,$65221,1695748
90,0,23325,Vaughn Taylor,$63849,1723910
91,0,27129,Luke List,$63246,1391408
92,0,46402,Talor Gooch,$62770,1067089
93,0,27408,Martin Kaymer,$62697,877761
94,0,29974,Branden Grace,$62417,1373185
95,0,12716,Charley Hoffman,$61202,1468855
96,0,27214,Kevin Streelman,$61111,1588881
97,0,35449,Adam Long,$61037,1648007
98,0,37189,Harold Varner III,$59737,1553149
99,0,32150,Michael Thompson,$59446,1307816
100,0,36699,Patrick Rodgers,$58158,1046838
101,0,46567,Paul Dunne,$57000,57000
102,0,29926,Danny Lee,$56449,1524126
103,0,55940,Andrew Wilson,$56278,56278
104,0,49633,Charlie Danielson,$55937,223748
105,0,34563,Chesson Hadley,$54063,1405632
106,0,34136,Armando Favela,$54000,108000
107,0,24361,Pat Perez,$52535,1103241
108,0,33122,Russell Knox,$51492,1132825
109,0,45486,Joaquin Niemann,$51233,1434519
110,0,27349,Alex Noren,$50747,913446
111,0,22371,Aaron Baddeley,$50277,904982
112,0,47995,Davis Riley,$50231,50231
113,0,49964,Aaron Wise,$50119,1052507
114,0,33419,Cameron Tringale,$49957,1049106
115,0,51766,Wyndham Clark,$47360,1278721
116,0,40042,Tyler McCumber,$46800,46800
117,0,39324,J.J. Spaun,$46384,1205977
118,0,27644,Brian Harman,$46303,1342778
119,0,37275,Sam Ryder,$46119,1060735
120,0,31560,Brian Stuard,$45539,1320637
121,0,34098,Russell Henley,$45351,1133773
122,0,30110,Kyle Stanley,$44704,1117604
123,0,28938,Justin Harding,$43845,526138
124,0,34021,Bud Cauley,$43601,1090018
125,0,47504,Sam Burns,$42974,1117312
126,0,35104,Tom Lewis,$42925,171700
127,0,33803,Lucas Bjerregaard,$42335,592694
128,0,30692,Scott Stallings,$41556,1080451
129,0,27963,Chris Stroud,$41367,1075552
130,0,35732,Wes Roach,$40965,860264
131,0,35506,Mackenzie Hughes,$40883,1022081
132,0,06567,Vijay Singh,$40800,244800
133,0,29268,Bronson Burgoon,$40734,814673
134,0,52375,Doug Ghim,$40559,243356
135,0,47347,Adam Schenk,$40553,1257158
136,0,32757,Patton Kizzire,$39814,995341
137,0,37212,Paul Barjon,$39629,79257
138,0,29454,Bernd Wiesberger,$39003,78006
139,0,27095,Nick Watney,$38806,1008964
140,0,33667,Carlos Ortiz,$38356,1073962
141,0,33293,Thomas Pieters,$38041,228243
142,0,26300,Matt Jones,$37957,1024852
143,0,33486,Roger Sloan,$37617,1015661
144,0,49960,Sepp Straka,$37396,934894
145,0,39113,Shubhankar Sharma,$37357,261496
146,0,40026,Daniel Berger,$37117,742340
147,0,25686,Jason Dufner,$37055,926365
148,0,29479,Scott Brown,$37017,999457
149,0,30812,Benjamin Hebert,$36925,36925
149,0,29136,Innchoon Hwang,$36925,36925
149,0,46035,Callum Shinkwin,$36925,36925
152,0,19846,Brian Gay,$36766,1029440
153,0,46435,Austin Cook,$36426,837788
154,0,29535,Brice Garnett,$36414,1019594
155,0,48822,Sebastián Muñoz,$36410,946666
156,0,23788,D.J. Trahan,$36280,507919
157,0,33410,Andrew Landry,$35496,887405
158,0,32791,K.H. Lee,$35382,1061457
159,0,46046,Scottie Scheffler,$34968,139871
160,0,47989,Sam Horsfield,$34851,139405
161,0,19803,Ryan Armour,$34124,955468
162,0,34466,Peter Malnati,$33250,864496
163,0,27936,Martin Laird,$33194,863054
164,0,47993,Denny McCarthy,$33041,925156
165,0,27556,Ted Potter Jr.,$32944,757721
166,0,28500,Martin Flores,$32400,32400
167,0,24925,Jonathan Byrd,$32385,550547
168,0,31557,Jim Herman,$32295,678185
169,0,27895,Jonas Blixt,$32241,838271
170,0,33418,Shawn Stefani,$31953,798831
171,0,25493,Nick Taylor,$31881,892663
172,0,24924,Bill Haas,$31774,730806
173,0,32797,Sanghyun Park,$31756,158778
174,0,24024,Zach Johnson,$31745,603160
175,0,47128,Richy Werenski,$31531,851329
176,0,26951,Johnson Wagner,$31463,597792
177,0,34031,Dong Seop Maeng,$30970,30970
178,0,32200,Roberto Castro,$30648,674250
179,0,36824,Paul Peterson,$30483,30483
180,0,01706,Davis Love III,$30135,271216
181,0,47983,Chad Ramey,$29944,29944
182,0,35879,Kelly Kraft,$29216,905681
183,0,29484,Peter Uihlein,$29069,842991
184,0,28252,Seamus Power,$28666,773976
185,0,49766,Hank Lebioda,$28557,656802
186,0,34431,Robert Streb,$28447,796525
187,0,40009,Dominic Bozzelli,$27852,668449
188,0,35617,Martin Trainer,$27686,692155
189,0,27330,Josh Teater,$27649,663570
190,0,36852,Jim Knous,$27276,490976
191,0,34264,Hudson Swafford,$27260,545191
192,0,27958,Ryan Blaum,$26993,755802
193,0,35376,Roberto Díaz,$26964,620178
194,0,28158,Steve Marino,$26901,107603
195,0,25632,Jimmy Walker,$26838,590437
196,0,24357,K.J. Choi,$26565,185952
197,0,50674,Ashton Turner,$26467,26467
198,0,37250,Romain Langasque,$25800,25800
198,0,31113,Paul Waring,$25800,25800
200,0,01666,Bernhard Langer,$25415,25415
201,0,30736,Oscar Fraustro,$25200,25200
202,0,31395,Yosuke Asaji,$25088,25088
203,0,28697,Gaganjeet Bhullar,$25060,50120
204,0,32252,Nino Bertasio,$24438,24438
205,0,36799,Stephan Jaeger,$23967,623145
206,0,35461,Beau Hossler,$23918,645795
207,0,27140,Justin Walters,$23851,23851
208,0,52330,Dylan Meyer,$23823,119114
209,0,23983,Luke Donald,$23803,285630
210,0,34261,Scott Langley,$23551,635883
211,0,29518,Brendan Steele,$23415,515139
212,0,35110,Brett Drewitt,$23400,46800
213,0,22892,Jason Gore,$23240,92960
214,0,55421,Chip McDaniel,$23221,185768
215,0,20229,Stewart Cink,$23000,368008
216,0,30907,Rhys Enoch,$22977,22977
217,0,30927,Brendon Todd,$22959,252546
218,0,34099,Harris English,$22462,628922
219,0,24140,Sean O'Hair,$22372,201352
220,0,28300,Joost Luiten,$22370,111852
221,0,40181,Clément Sordet,$22353,22353
222,0,34358,Jonathan Randolph,$22165,22165
223,0,26758,David Hearn,$22093,397677
224,0,37340,Chase Wright,$21984,571575
225,0,28679,Fabián Gómez,$21651,433027
226,0,46601,Trey Mullinax,$21468,536694
227,0,27896,Ross Fisher,$21300,21300
227,0,27324,Seungsu Han,$21300,21300
227,0,25431,Rob Labritz,$21300,21300
230,0,56762,Will Gordon,$21219,21219
231,0,29936,Ryan Fox,$21052,126313
232,0,24490,George McNeill,$20883,187950
233,0,29461,Jamie Lovemark,$20857,145999
234,0,46523,Joey Garber,$20650,454296
235,0,45609,Tyler Duncan,$20569,596502
236,0,02206,David Toms,$20479,61438
237,0,49773,Chase Koepka,$19610,19610
238,0,06527,Steve Stricker,$19381,135670
239,0,39058,Lucas Herbert,$19250,19250
240,0,32816,Satoshi Kodaira,$19157,421457
241,0,45157,Cam Davis,$19099,477467
242,0,49298,Kramer Hickok,$19016,494424
243,0,37380,Curtis Luck,$18807,432569
244,0,23614,Rich Beem,$18550,18550
245,0,29222,Billy Hurley III,$18415,239396
246,0,26735,Marty Jertson,$18400,18400
247,0,31420,Anirban Lahiri,$18244,419620
248,0,33968,Thorbjørn Olesen,$18148,199623
249,0,30946,Alex Prugh,$17990,467732
250,0,49303,Anders Albertson,$17969,449226
251,0,35532,Tom Hoge,$17921,573464
252,0,26331,Charl Schwartzel,$17902,232725
253,0,35421,Brandon Harkins,$17671,494795
254,0,45734,John Catlin,$17447,104681
255,0,32058,José de Jesús Rodríguez,$17148,394402
256,0,06522,Ernie Els,$16922,304590
257,0,49481,Tae Hee Lee,$16874,33747
258,0,45733,Austen Truslow,$16625,66500
259,0,54926,George Cunningham,$16485,32970
260,0,40115,Adam Svensson,$16229,405730
261,0,54328,Norman Xiong,$16109,48326
262,0,35834,Hyungjoon Lee,$15960,15960
263,0,32448,James Hahn,$15934,159343
264,0,29223,Sam Saunders,$15919,413887
265,0,33653,Thomas Detry,$15850,15850
266,0,49709,Matthew Short,$15721,15721
267,0,20766,Padraig Harrington,$15399,169390
268,0,30926,Chris Kirk,$15377,261401
269,0,39470,Richard Jung,$15352,15352
270,0,33227,Hyun-woo Ryu,$15295,15295
271,0,47420,Jake Knapp,$15200,15200
272,0,34296,Wes Homan,$15184,15184
273,0,30191,Julián Etulain,$15027,360653
274,0,35296,Haotong Li,$14965,179581
275,0,46501,Ollie Schniederjans,$14703,411682
276,0,54628,Lee Hodges,$14592,14592
276,0,30163,Henrik Norlander,$14592,14592
278,0,36326,David Lipsky,$14546,72728
279,0,27619,Ben Leong,$14280,14280
280,0,34306,John Chin,$14026,294536
281,0,23541,Ben Crane,$13791,193074
282,0,55648,Minchel Choi,$13738,27475
283,0,24781,Hunter Mahan,$13694,287579
284,0,37278,Nicholas Lindheim,$13360,227124
285,0,47056,Rikuya Hoshino,$13120,13120
286,0,29370,Mikko Korhonen,$12900,25800
287,0,33592,Andy Pope,$12675,25350
288,0,36514,Yuki Inamori,$12647,37942
289,0,32582,Eric Dugas,$12544,12544
290,0,39327,Ben Silverman,$12437,298497
291,0,47856,Seth Reeves,$12384,309588
292,0,26289,Boo Weekley,$11998,107981
293,0,35658,Kris Ventura,$11521,34563
294,0,24580,Rahil Gangjee,$11480,11480
295,0,45467,Kim Leun-Kwang,$11200,11200
296,0,20098,Stuart Appleby,$11112,33336
297,0,37454,Whee Kim,$10843,292773
298,0,47990,Kyle Jones,$10683,277762
299,0,50526,Tom Lovelady,$10403,145647
300,0,21407,Arjun Atwal,$10349,62095
301,0,48117,Kurt Kitayama,$10100,20200
302,0,30786,Brady Schnell,$10044,210914
303,0,24663,Y.E. Yang,$9764,39055
304,0,45860,Case Cochran,$9634,9634
304,0,54364,Stephen Stallings Jr.,$9634,9634
306,0,39954,Cody Gribble,$9551,248317
307,0,54625,Dawson Armstrong,$9240,9240
307,0,55708,Hayden Buckley,$9240,9240
309,0,39852,Doyeob Mun,$9025,18050
310,0,34213,Grayson Murray,$8965,125511
311,0,32876,Martin Piller,$8935,134029
312,0,30756,Andrea Pavan,$8906,26717
313,0,22378,Trevor Immelman,$8838,35353
314,0,25349,Tim Wilkinson,$8624,8624
315,0,52096,Adri Arnaus,$8450,25350
316,0,33461,Morgan Hoffmann,$8383,92212
317,0,25562,Andres Romero,$8310,74786
318,0,52144,Braden Thornberry,$8279,16557
319,0,20472,Alex Cejka,$8234,181155
320,0,23353,J.J. Henry,$8056,177232
321,0,01226,Fred Couples,$7893,23680
322,0,28259,Sangmoon Bae,$7840,172472
323,0,24358,Robert Garrigus,$7654,84191
324,0,28132,Tyrone Van Aswegen,$7652,114780
325,0,21731,Freddie Jacobson,$7605,144500
326,0,34174,John Huh,$7481,97255
327,0,51680,Alistair Docherty,$7280,7280
328,0,35139,Richard Lee,$7178,14356
329,0,32369,Sihwan Kim,$7140,14280
330,0,39384,Alex Kang,$7082,14164
331,0,55410,Shintaro Ban,$7056,14112
332,0,01677,Tom Lehman,$6976,13952
333,0,11123,Chris Couch,$6791,27166
334,0,46442,Maverick McNealy,$6784,13568
335,0,20850,Daniel Chopra,$6734,40401
336,0,30711,Colt Knost,$6649,66493
337,0,22913,John Rollins,$6485,32424
338,0,34262,Jon Curran,$6465,25861
339,0,20104,Ken Duke,$6450,6450
340,0,34126,Scott Vincent,$6370,12740
341,0,20645,John Senden,$6214,99419
342,0,31121,Berry Henson,$5985,11970
343,0,33951,Julio Santos,$5970,5970
344,0,45729,Drew Nesbitt,$5916,11832
345,0,34409,David Lingmerth,$5511,71644
346,0,31416,Derek Fathauer,$5489,76850
347,0,37273,Derek Ernst,$5057,15172
348,0,20572,Rod Pampling,$4642,102127
349,0,32775,Shugo Imahira,$4434,31040
350,0,12782,Tim Herron,$4328,43281
351,0,30750,Tommy Gainey,$4312,21560
352,0,10387,Chris Thompson,$4297,81635
353,0,20160,Charlie Wi,$4245,12735
354,0,39975,Michael Kim,$4036,104936
355,0,25720,Chad Collins,$3944,59164
356,0,32070,Rafael Campos,$3770,7540
356,0,54591,Ben Griffin,$3770,7540
358,0,10213,Dicky Pride,$3760,11280
359,0,24449,Parker McLachlin,$3709,29674
360,0,32334,Charlie Beljan,$3661,18304
361,0,24964,Ryan Vermeer,$3503,24520
362,0,40058,Zac Blair,$3330,6660
363,0,25240,D.A. Points,$3327,43246
364,0,12510,Chad Campbell,$3241,42130
365,0,08385,Omar Uresti,$3173,12690
366,0,10423,Mike Weir,$3071,27643
367,0,10885,Robert Allenby,$2943,14715
368,0,39004,Dru Love,$2918,14592
369,0,46440,Smylie Kaufman,$2891,14454
370,0,27933,John Merrick,$2722,13611
371,0,01249,John Daly,$2357,7070
372,0,24846,Ricky Barnes,$2034,22370
373,0,50493,Justin Suh,$1993,13952
374,0,23638,Brendon de Jonge,$1984,11904
375,0,22293,Heath Slocum,$1671,6685
376,0,20094,Jonathan Kaye,$1478,5910
377,0,24507,Jason Bohn,$1194,5970
378,0,21753,Brian Davis,$1167,10500
379,0,46550,Brandon Hagy,$1120,14555
380,0,24912,Will MacKenzie,$814,6510
