RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,29484,Peter Uihlein,83.94,486,579
2,0,34046,Jordan Spieth,83.74,551,658
3,0,33419,Cameron Tringale,83.41,382,458
4,0,08793,Tiger Woods,82.83,468,565
5,0,46970,Jon Rahm,82.73,455,550
6,0,33141,Keegan Bradley,82.58,730,884
7,0,32150,Michael Thompson,82.48,433,525
8,0,22056,Cameron Percy,82.02,365,445
9,0,37275,Sam Ryder,81.90,611,746
10,0,30911,Tommy Fleetwood,81.76,493,603
11,0,49964,Aaron Wise,81.60,634,777
12,0,30925,Dustin Johnson,81.58,505,619
13,0,33204,Shane Lowry,81.38,389,478
14,0,39997,Corey Conners,81.27,664,817
15,0,21961,Charles Howell III,81.26,711,875
16,0,33448,Justin Thomas,81.16,547,674
17,0,28237,Rory McIlroy,81.13,387,477
18,0,35450,Patrick Cantlay,81.12,563,694
19,0,29908,C.T. Pan,80.95,765,945
20,0,24140,Sean O'Hair,80.83,426,527
21,0,30944,Jason Kokrak,80.82,649,803
21,0,22405,Justin Rose,80.82,493,610
23,0,23353,J.J. Henry,80.78,559,692
24,0,36689,Brooks Koepka,80.72,402,498
25,0,30110,Kyle Stanley,80.66,713,884
26,0,32333,Kevin Tway,80.65,617,765
27,0,49771,J.T. Poston,80.52,492,611
28,0,29725,Tony Finau,80.45,609,757
29,0,31323,Gary Woodland,80.30,652,812
30,0,32757,Patton Kizzire,80.17,558,696
31,0,34431,Robert Streb,80.14,448,559
32,0,28500,Martin Flores,80.12,528,659
33,0,34256,Andrew Putnam,80.03,601,751
33,0,21528,Henrik Stenson,80.03,473,591
35,0,25804,Bubba Watson,80.00,516,645
36,0,29420,Billy Horschel,79.97,623,779
37,0,37338,Zecheng Dou,79.95,299,374
37,0,27214,Kevin Streelman,79.95,710,888
39,0,29485,Brett Stegmaier,79.92,398,498
40,0,26499,Rafa Cabrera Bello,79.91,533,667
40,0,24502,Adam Scott,79.91,545,682
42,0,37278,Nicholas Lindheim,79.90,465,582
43,0,45609,Tyler Duncan,79.82,692,867
44,0,23108,Matt Kuchar,79.80,565,708
45,0,32102,Rickie Fowler,79.77,544,682
46,0,39546,Keith Mitchell,79.75,634,795
47,0,34264,Hudson Swafford,79.74,484,607
48,0,46601,Trey Mullinax,79.73,421,528
49,0,29518,Brendan Steele,79.72,456,572
50,0,26300,Matt Jones,79.65,411,516
50,0,24361,Pat Perez,79.65,548,688
52,0,27129,Luke List,79.64,579,727
53,0,25493,Nick Taylor,79.63,610,766
54,0,32839,Hideki Matsuyama,79.59,507,637
55,0,30692,Scott Stallings,79.58,565,710
56,0,35421,Brandon Harkins,79.50,578,727
57,0,25818,Scott Piercy,79.46,584,735
58,0,28132,Tyrone Van Aswegen,79.43,587,739
59,0,24925,Jonathan Byrd,79.33,403,508
60,0,24024,Zach Johnson,79.31,617,778
61,0,26851,Marc Leishman,79.29,605,763
62,0,25364,Paul Casey,79.27,497,627
63,0,26758,David Hearn,79.25,443,559
64,0,35461,Beau Hossler,79.23,698,881
65,0,33122,Russell Knox,79.20,674,851
66,0,47128,Richy Werenski,79.19,662,836
67,0,35545,Blayne Barber,79.14,478,604
68,0,33948,Byeong Hun An,79.13,561,709
69,0,01810,Phil Mickelson,79.10,511,646
70,0,32448,James Hahn,79.07,578,731
70,0,36699,Patrick Rodgers,79.07,627,793
72,0,33399,Adam Hadwin,79.02,648,820
73,0,31202,William McGirt,78.96,514,651
74,0,34563,Chesson Hadley,78.85,656,832
75,0,47959,Bryson DeChambeau,78.75,641,814
76,0,20229,Stewart Cink,78.60,551,701
77,0,25198,Francesco Molinari,78.59,503,640
78,0,23621,Rory Sabbatini,78.57,605,770
