RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
1,0,55182,Tom Kim,9.74%,103,1058,+0.08
2,0,37455,Si Woo Kim,9.95%,119,1196,+0.08
3,0,45609,Tyler Duncan,10.09%,111,1100,+0.10
4,0,19803,Ryan Armour,10.15%,94,926,+0.12
5,0,51950,Max McGreevy,10.32%,91,882,+0.21
6,0,26596,Ryan Moore,10.40%,93,894,+0.14
7,0,33410,Andrew Landry,10.48%,92,878,+0.11
8,0,50493,Justin Suh,10.66%,143,1341,+0.18
9,0,35310,Lanto Griffin,10.77%,67,622,+0.04
10,0,31577,Tano Goya,10.85%,97,894,+0.15
11,0,32816,Satoshi Kodaira,10.92%,65,595,+0.06
12,0,50525,Collin Morikawa,10.96%,95,867,+0.21
12,0,25818,Scott Piercy,10.96%,106,967,+0.04
14,0,34256,Andrew Putnam,11.04%,137,1241,+0.13
15,0,34098,Russell Henley,11.09%,113,1019,+0.12
16,0,35449,Adam Long,11.12%,133,1196,+0.16
17,0,40058,Zac Blair,11.23%,98,873,+0.19
18,0,23320,Ryan Palmer,11.26%,101,897,+0.03
19,0,31557,Jim Herman,11.32%,98,866,+0.06
20,0,12716,Charley Hoffman,11.42%,90,788,+0.02
21,0,46414,Aaron Rai,11.49%,139,1210,+0.09
22,0,27936,Martin Laird,11.50%,108,939,+0.09
23,0,32640,Troy Merritt,11.55%,112,970,+0.12
24,0,49960,Sepp Straka,11.59%,124,1070,+0.01
25,0,45522,Christiaan Bezuidenhout,11.66%,128,1098,+0.02
26,0,47988,Nick Hardy,11.75%,144,1226,+0.06
27,0,51890,Greyson Sigg,11.81%,146,1236,+0.05
28,0,30927,Brendon Todd,11.97%,144,1203,+0.13
29,0,51997,Andrew Novak,12.03%,113,939,+0.03
30,0,40115,Adam Svensson,12.09%,174,1439,+0.09
31,0,34363,Tyrrell Hatton,12.10%,111,917,-0.02
32,0,33122,Russell Knox,12.11%,141,1164,+0.11
33,0,24140,Sean O'Hair,12.12%,52,429,-0.08
34,0,22056,Cameron Percy,12.14%,75,618,-0.01
35,0,39997,Corey Conners,12.20%,128,1049,E
36,0,32139,Danny Willett,12.21%,90,737,+0.12
37,0,52513,Carson Young,12.22%,127,1039,+0.09
38,0,36801,Mark Hubbard,12.23%,151,1235,+0.06
39,0,31560,Brian Stuard,12.28%,85,692,+0.07
40,0,39058,Lucas Herbert,12.29%,81,659,+0.11
41,0,49771,J.T. Poston,12.44%,148,1190,+0.03
42,0,35532,Tom Hoge,12.45%,147,1181,+0.01
42,0,46717,Viktor Hovland,12.45%,121,972,-0.02
44,0,33204,Shane Lowry,12.48%,97,777,+0.13
45,0,35450,Patrick Cantlay,12.49%,108,865,-0.01
46,0,52374,Brandon Wu,12.53%,147,1173,+0.10
47,0,57362,Austin Eckroat,12.54%,124,989,+0.15
48,0,28089,Jason Day,12.56%,111,884,E
49,0,26476,Chez Reavie,12.68%,151,1191,+0.12
50,0,28252,Seamus Power,12.72%,115,904,+0.10
51,0,32448,James Hahn,12.76%,121,948,+0.02
51,0,27644,Brian Harman,12.76%,140,1097,+0.04
53,0,34099,Harris English,12.83%,145,1130,+0.13
54,0,24024,Zach Johnson,12.90%,100,775,+0.20
55,0,46442,Maverick McNealy,12.93%,86,665,+0.15
56,0,47983,Chad Ramey,12.96%,161,1242,+0.06
57,0,39324,J.J. Spaun,12.99%,151,1162,+0.08
58,0,49947,Taylor Moore,13.03%,145,1113,+0.06
58,0,51070,Vincent Norrman,13.03%,117,898,+0.13
60,0,39977,Max Homa,13.10%,140,1069,+0.04
60,0,33413,Ben Martin,13.10%,144,1099,+0.01
62,0,39971,Sungjae Im,13.12%,156,1189,+0.02
62,0,30692,Scott Stallings,13.12%,122,930,+0.03
64,0,24925,Jonathan Byrd,13.14%,67,510,+0.06
65,0,52375,Doug Ghim,13.15%,135,1027,+0.03
66,0,47504,Sam Burns,13.21%,133,1007,+0.14
67,0,25900,Lucas Glover,13.35%,149,1116,-0.01
67,0,34610,Matthias Schwab,13.35%,149,1116,+0.07
69,0,55708,Hayden Buckley,13.36%,121,906,+0.13
70,0,52372,Cameron Champ,13.39%,109,814,+0.03
71,0,33399,Adam Hadwin,13.42%,151,1125,+0.13
72,0,23108,Matt Kuchar,13.44%,148,1101,+0.10
73,0,51414,Brent Grant,13.51%,107,792,+0.17
74,0,54628,Lee Hodges,13.54%,167,1233,+0.10
75,0,32839,Hideki Matsuyama,13.55%,132,974,+0.01
76,0,35901,Paul Haley II,13.56%,129,951,+0.14
77,0,52955,Ludvig Åberg,13.58%,85,626,-0.01
78,0,27349,Alex Noren,13.66%,137,1003,+0.09
79,0,25632,Jimmy Walker,13.67%,140,1024,+0.08
80,0,29420,Billy Horschel,13.72%,100,729,+0.07
81,0,47993,Denny McCarthy,13.76%,167,1214,+0.12
81,0,27963,Chris Stroud,13.76%,78,567,+0.05
83,0,45242,Kevin Yu,13.77%,91,661,+0.05
84,0,39546,Keith Mitchell,13.78%,141,1023,+0.11
85,0,32366,Kevin Chappell,13.85%,68,491,-0.09
86,0,55789,Taylor Montgomery,13.86%,162,1169,-0.02
87,0,32757,Patton Kizzire,13.91%,159,1143,+0.06
88,0,53165,Doc Redman,13.99%,130,929,+0.08
89,0,25493,Nick Taylor,14.00%,145,1036,-0.03
90,0,29725,Tony Finau,14.07%,141,1002,+0.08
90,0,29535,Brice Garnett,14.07%,123,874,+0.09
90,0,29908,C.T. Pan,14.07%,76,540,+0.03
93,0,56762,Will Gordon,14.10%,173,1227,+0.07
94,0,36871,Matt NeSmith,14.14%,165,1167,+0.08
95,0,22371,Aaron Baddeley,14.18%,116,818,-0.04
96,0,36724,Augusto Núñez,14.20%,112,789,E
97,0,27214,Kevin Streelman,14.22%,167,1174,+0.01
98,0,32102,Rickie Fowler,14.23%,159,1117,+0.07
98,0,46340,Alex Smalley,14.23%,183,1286,+0.01
100,0,51349,Nico Echavarria,14.25%,107,751,+0.02
101,0,30911,Tommy Fleetwood,14.27%,122,855,+0.08
102,0,34076,Joel Dahmen,14.36%,145,1010,+0.02
103,0,24502,Adam Scott,14.40%,104,722,E
103,0,31323,Gary Woodland,14.40%,145,1007,+0.01
105,0,29221,Webb Simpson,14.42%,106,735,+0.10
106,0,50095,Austin Smotherman,14.43%,162,1123,+0.12
107,0,47995,Davis Riley,14.46%,151,1044,+0.09
108,0,59018,Ryan Gerard,14.50%,97,669,-0.05
109,0,37338,Zecheng Dou,14.60%,153,1048,+0.09
110,0,33448,Justin Thomas,14.67%,136,927,-0.04
111,0,57366,Cameron Young,14.70%,137,932,+0.18
112,0,54591,Ben Griffin,14.75%,181,1227,-0.01
113,0,36326,David Lipsky,14.80%,166,1122,+0.10
113,0,58168,Davis Thompson,14.80%,178,1203,+0.11
115,0,33141,Keegan Bradley,14.81%,138,932,+0.09
116,0,37275,Sam Ryder,14.82%,181,1221,+0.13
117,0,51766,Wyndham Clark,14.83%,172,1160,-0.06
118,0,46435,Austin Cook,14.88%,115,773,+0.07
119,0,56630,Akshay Bhatia,14.89%,120,806,+0.11
120,0,45157,Cam Davis,14.92%,164,1099,+0.01
120,0,28775,Nate Lashley,14.92%,174,1166,+0.01
122,0,54421,Garrick Higgo,14.93%,185,1239,+0.01
123,0,50188,S.H. Kim,14.95%,200,1338,-0.04
124,0,49298,Kramer Hickok,14.99%,162,1081,+0.04
125,0,34409,David Lingmerth,15.07%,123,816,+0.12
126,0,25686,Jason Dufner,15.08%,144,955,+0.12
127,0,31202,William McGirt,15.12%,78,516,+0.13
128,0,40162,Justin Lower,15.13%,169,1117,+0.11
129,0,47347,Adam Schenk,15.23%,206,1353,+0.04
130,0,33948,Byeong Hun An,15.26%,184,1206,+0.01
131,0,54783,Dylan Wu,15.27%,166,1087,+0.04
132,0,32662,Michael Gligic,15.37%,109,709,+0.10
133,0,30163,Henrik Norlander,15.39%,145,942,+0.08
134,0,33408,Tyson Alexander,15.45%,148,958,+0.07
134,0,34255,Joseph Bramlett,15.45%,142,919,+0.05
134,0,34046,Jordan Spieth,15.45%,133,861,+0.05
137,0,31646,Emiliano Grillo,15.47%,188,1215,+0.10
137,0,52453,Nicolai Hojgaard,15.47%,71,459,+0.07
139,0,39067,MJ Daffue,15.53%,159,1024,+0.01
140,0,51491,Brandon Matthews,15.58%,86,552,+0.15
141,0,46441,Robby Shelton,15.60%,178,1141,+0.03
142,0,39975,Michael Kim,15.78%,149,944,+0.10
142,0,35879,Kelly Kraft,15.78%,160,1014,+0.09
144,0,39335,Kevin Roy,15.82%,115,727,E
145,0,47079,Harrison Endycott,15.96%,150,940,+0.15
145,0,29970,Dylan Frittelli,15.96%,125,783,+0.20
147,0,22405,Justin Rose,16.04%,119,742,+0.03
