RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
148,0,55893,Sam Stevens,16.07%,183,1139,-0.02
149,0,48117,Kurt Kitayama,16.09%,122,758,+0.19
149,0,46970,Jon Rahm,16.09%,134,833,+0.05
151,0,58696,Peter Kuest,16.11%,87,540,-0.10
152,0,33653,Thomas Detry,16.16%,149,922,+0.05
153,0,40006,Erik van Rooyen,16.25%,125,769,+0.14
154,0,35461,Beau Hossler,16.28%,198,1216,-0.01
155,0,30926,Chris Kirk,16.38%,173,1056,+0.02
156,0,48081,Xander Schauffele,16.39%,140,854,+0.11
157,0,36699,Patrick Rodgers,16.41%,189,1152,+0.07
158,0,39954,Cody Gribble,16.42%,113,688,+0.08
159,0,36799,Stephan Jaeger,16.47%,243,1475,-0.01
160,0,34563,Chesson Hadley,16.57%,178,1074,-0.02
161,0,35506,Mackenzie Hughes,16.72%,163,975,E
162,0,32333,Kevin Tway,16.74%,183,1093,+0.07
163,0,27974,Sung Kang,16.78%,72,429,+0.04
164,0,29289,S.Y. Noh,16.80%,106,631,+0.08
165,0,33597,Harry Higgs,16.87%,137,812,+0.18
166,0,52411,Kyle Westmoreland,16.95%,131,773,+0.10
167,0,32791,K.H. Lee,17.03%,194,1139,E
168,0,49766,Hank Lebioda,17.04%,98,575,+0.17
169,0,20229,Stewart Cink,17.07%,154,902,+0.10
170,0,48699,Callum Tarren,17.09%,193,1129,-0.01
171,0,40098,Matt Fitzpatrick,17.12%,150,876,+0.02
172,0,51634,Sahith Theegala,17.13%,203,1185,-0.01
173,0,58967,Trevor Werbylo,17.19%,137,797,+0.12
174,0,27554,Scott Harrington,17.39%,136,782,-0.01
175,0,48887,Matt Wallace,17.42%,158,907,+0.03
176,0,55454,Carl Yuan,17.46%,165,945,+0.15
177,0,28237,Rory McIlroy,17.63%,141,800,-0.03
178,0,27129,Luke List,17.71%,203,1146,+0.06
179,0,48867,Matti Schmid,17.77%,126,709,-0.02
180,0,40250,Taylor Pendrith,18.01%,199,1105,+0.06
181,0,47128,Richy Werenski,18.06%,179,991,+0.11
182,0,48119,Ben Taylor,18.14%,209,1152,-0.03
183,0,49453,Trevor Cone,18.18%,156,858,-0.03
184,0,46601,Trey Mullinax,18.37%,167,909,+0.03
185,0,35617,Martin Trainer,18.74%,98,523,+0.04
186,0,46046,Scottie Scheffler,18.75%,192,1024,-0.03
187,0,34466,Peter Malnati,18.76%,197,1050,+0.02
188,0,34431,Robert Streb,18.84%,162,860,+0.05
189,0,48084,Wesley Bryan,18.90%,79,418,+0.01
190,0,27095,Nick Watney,18.97%,140,738,+0.08
191,0,57975,Harry Hall,19.02%,191,1004,+0.05
192,0,47591,Eric Cole,19.65%,295,1501,-0.04
193,0,28420,Ryan Brehm,20.48%,188,918,+0.10
