RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
1,0,32816,Satoshi Kodaira,22' 2",9278.417,419
2,0,31557,Jim Herman,22' 3",12636.833,567
3,0,51997,Andrew Novak,22' 4",12035.833,539
4,0,52513,Carson Young,22' 5",14652.167,653
5,0,40162,Justin Lower,22' 6",14353.500,639
6,0,39058,Lucas Herbert,22' 7",7749.917,343
6,0,49298,Kramer Hickok,22' 7",14632.500,647
6,0,36801,Mark Hubbard,22' 7",16485.000,729
6,0,30926,Chris Kirk,22' 7",13855.583,613
6,0,26596,Ryan Moore,22' 7",13697.500,607
11,0,37275,Sam Ryder,22' 8",15066.667,665
12,0,40058,Zac Blair,22' 10",13104.333,574
13,0,25900,Lucas Glover,22' 11",16977.667,740
14,0,45609,Tyler Duncan,23' 0",16214.083,706
15,0,22405,Justin Rose,23' 1",10475.500,453
15,0,27214,Kevin Streelman,23' 1",15448.333,669
17,0,30163,Henrik Norlander,23' 2",13161.167,568
18,0,52955,Ludvig Åberg,23' 3",8928.167,384
19,0,33653,Thomas Detry,23' 4",12068.417,518
19,0,32757,Patton Kizzire,23' 4",14649.750,627
19,0,33410,Andrew Landry,23' 4",12688.250,544
19,0,33413,Ben Martin,23' 4",15136.583,649
23,0,33122,Russell Knox,23' 5",16086.583,688
23,0,35879,Kelly Kraft,23' 5",14983.250,640
25,0,47079,Harrison Endycott,23' 6",12848.917,546
25,0,39954,Cody Gribble,23' 6",9229.667,393
25,0,51950,Max McGreevy,23' 6",11670.917,496
28,0,58696,Peter Kuest,23' 7",7464.583,317
28,0,32640,Troy Merritt,23' 7",14243.167,604
28,0,50095,Austin Smotherman,23' 7",15795.917,669
31,0,56630,Akshay Bhatia,23' 8",11407.667,482
31,0,54591,Ben Griffin,23' 8",15637.250,660
31,0,28775,Nate Lashley,23' 8",16325.417,689
31,0,53165,Doc Redman,23' 8",13260.667,560
31,0,29221,Webb Simpson,23' 8",10497.583,444
31,0,58168,Davis Thompson,23' 8",16048.750,678
31,0,35617,Martin Trainer,23' 8",6242.417,264
31,0,45242,Kevin Yu,23' 8",9217.083,390
39,0,47347,Adam Schenk,23' 9",17671.250,744
39,0,34431,Robert Streb,23' 9",11186.000,471
