RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
96,0,51414,Brent Grant,30.43%,241,792,+1.33
97,0,46046,Scottie Scheffler,30.47%,312,1024,-0.48
98,0,33413,Ben Martin,30.48%,335,1099,+0.33
99,0,25493,Nick Taylor,30.50%,316,1036,+0.47
100,0,32139,Danny Willett,30.53%,225,737,+1.24
101,0,59018,Ryan Gerard,30.64%,205,669,+0.15
102,0,33448,Justin Thomas,30.85%,286,927,-0.03
103,0,40162,Justin Lower,30.89%,345,1117,+0.78
104,0,32791,K.H. Lee,30.90%,352,1139,+0.14
105,0,25818,Scott Piercy,31.02%,300,967,+0.60
106,0,46340,Alex Smalley,31.03%,399,1286,+0.20
107,0,40098,Matt Fitzpatrick,31.05%,272,876,+0.07
108,0,49947,Taylor Moore,31.09%,346,1113,+0.58
109,0,29908,C.T. Pan,31.11%,168,540,-0.12
110,0,45157,Cam Davis,31.12%,342,1099,+0.29
110,0,52374,Brandon Wu,31.12%,365,1173,+0.93
112,0,39975,Michael Kim,31.14%,294,944,+0.85
113,0,35461,Beau Hossler,31.17%,379,1216,-0.24
114,0,31560,Brian Stuard,31.21%,216,692,+1.30
115,0,54421,Garrick Higgo,31.23%,387,1239,+0.44
116,0,39954,Cody Gribble,31.40%,216,688,+0.46
116,0,51070,Vincent Norrman,31.40%,282,898,+0.78
118,0,31577,Tano Goya,31.54%,282,894,+0.32
119,0,31323,Gary Woodland,31.58%,318,1007,+0.41
120,0,33653,Thomas Detry,31.67%,292,922,+0.62
121,0,25686,Jason Dufner,31.73%,303,955,+0.66
122,0,27214,Kevin Streelman,31.77%,373,1174,+0.03
123,0,34046,Jordan Spieth,31.82%,274,861,+0.44
124,0,49766,Hank Lebioda,31.83%,183,575,+1.26
125,0,46442,Maverick McNealy,31.88%,212,665,+1.37
126,0,58168,Davis Thompson,32.00%,385,1203,+0.81
127,0,32757,Patton Kizzire,32.02%,366,1143,+0.82
127,0,48867,Matti Schmid,32.02%,227,709,-0.13
129,0,34563,Chesson Hadley,32.03%,344,1074,+0.17
130,0,55893,Sam Stevens,32.13%,366,1139,-0.25
131,0,50188,S.H. Kim,32.29%,432,1338,+0.14
132,0,39067,MJ Daffue,32.32%,331,1024,-0.12
133,0,36799,Stephan Jaeger,32.41%,478,1475,-0.10
134,0,46441,Robby Shelton,32.52%,371,1141,+0.32
135,0,47988,Nick Hardy,32.54%,399,1226,+0.35
136,0,47128,Richy Werenski,32.59%,323,991,+1.08
137,0,27349,Alex Noren,32.60%,327,1003,+0.58
138,0,39058,Lucas Herbert,32.63%,215,659,+1.21
139,0,30692,Scott Stallings,32.69%,304,930,+0.43
140,0,51950,Max McGreevy,32.77%,289,882,+2.15
141,0,46970,Jon Rahm,32.89%,274,833,+0.22
142,0,37275,Sam Ryder,33.01%,403,1221,+0.55
143,0,22371,Aaron Baddeley,33.13%,271,818,+0.18
143,0,33597,Harry Higgs,33.13%,269,812,+0.97
145,0,47347,Adam Schenk,33.19%,449,1353,+0.42
146,0,29289,S.Y. Noh,33.28%,210,631,+0.76
147,0,39335,Kevin Roy,33.29%,242,727,+0.45
148,0,48887,Matt Wallace,33.30%,302,907,+0.33
149,0,40006,Erik van Rooyen,33.42%,257,769,+1.13
150,0,51766,Wyndham Clark,33.45%,388,1160,-0.23
151,0,32366,Kevin Chappell,33.60%,165,491,-0.48
152,0,27963,Chris Stroud,33.69%,191,567,+0.58
153,0,36724,Augusto Núñez,33.71%,266,789,-0.15
154,0,55789,Taylor Montgomery,33.88%,396,1169,+0.45
155,0,34431,Robert Streb,33.95%,292,860,+0.21
156,0,12716,Charley Hoffman,34.01%,268,788,+0.63
157,0,47504,Sam Burns,34.16%,344,1007,+0.99
158,0,24502,Adam Scott,34.35%,248,722,-0.24
159,0,27129,Luke List,34.38%,394,1146,+0.18
160,0,54591,Ben Griffin,34.47%,423,1227,+0.14
161,0,47591,Eric Cole,34.58%,519,1501,E
162,0,20229,Stewart Cink,34.59%,312,902,+0.67
163,0,33948,Byeong Hun An,34.66%,418,1206,+0.41
163,0,40250,Taylor Pendrith,34.66%,383,1105,+0.52
165,0,48084,Wesley Bryan,34.69%,145,418,-0.07
166,0,55454,Carl Yuan,34.92%,330,945,+0.52
167,0,25632,Jimmy Walker,35.25%,361,1024,+0.47
168,0,48117,Kurt Kitayama,35.36%,268,758,+1.49
169,0,35506,Mackenzie Hughes,35.38%,345,975,-0.03
170,0,58967,Trevor Werbylo,35.51%,283,797,+0.57
171,0,51634,Sahith Theegala,35.53%,421,1185,+0.02
172,0,37338,Zecheng Dou,35.59%,373,1048,+1.07
173,0,36699,Patrick Rodgers,35.94%,414,1152,+0.82
174,0,34255,Joseph Bramlett,36.13%,332,919,+0.33
175,0,27554,Scott Harrington,36.32%,284,782,+0.70
176,0,57975,Harry Hall,36.45%,366,1004,+0.46
177,0,48699,Callum Tarren,36.49%,412,1129,+0.05
178,0,33408,Tyson Alexander,36.74%,352,958,+1.25
178,0,46601,Trey Mullinax,36.74%,334,909,+0.39
180,0,32333,Kevin Tway,36.87%,403,1093,+0.20
181,0,28237,Rory McIlroy,36.88%,295,800,-0.14
182,0,29970,Dylan Frittelli,37.93%,297,783,+1.21
183,0,27974,Sung Kang,38.00%,163,429,+0.61
184,0,48119,Ben Taylor,38.02%,438,1152,+0.05
185,0,49453,Trevor Cone,38.11%,327,858,-0.18
186,0,34466,Peter Malnati,38.19%,401,1050,+0.60
187,0,35617,Martin Trainer,38.24%,200,523,+0.40
188,0,32662,Michael Gligic,38.36%,272,709,+1.43
189,0,27095,Nick Watney,39.30%,290,738,+0.90
190,0,51491,Brandon Matthews,39.49%,218,552,+0.83
191,0,28420,Ryan Brehm,39.54%,363,918,+0.61
192,0,52453,Nicolai Hojgaard,39.87%,183,459,+0.27
193,0,52411,Kyle Westmoreland,42.30%,327,773,+1.28
