RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
1,0,51491,Brandon Matthews,3.3,18,77,+0.167
2,0,40058,Zac Blair,3.4,30,124,+0.533
3,0,52374,Brandon Wu,3.6,42,178,+0.310
4,0,58696,Peter Kuest,3.7,20,83,+0.350
4,0,31202,William McGirt,3.7,19,83,+0.579
6,0,27963,Chris Stroud,3.9,22,92,+0.136
6,0,52411,Kyle Westmoreland,3.9,30,134,+0.033
8,0,29535,Brice Garnett,4.0,35,150,+0.257
8,0,35879,Kelly Kraft,4.0,41,177,+0.171
10,0,19803,Ryan Armour,4.1,38,159,+0.421
11,0,49453,Trevor Cone,4.2,36,157,+0.250
11,0,56762,Will Gordon,4.2,52,221,+0.423
11,0,51414,Brent Grant,4.2,33,142,+0.242
11,0,27974,Sung Kang,4.2,18,81,+0.111
11,0,22056,Cameron Percy,4.2,26,110,+0.115
11,0,48867,Matti Schmid,4.2,30,134,+0.133
17,0,48084,Wesley Bryan,4.3,18,75,-0.056
17,0,31560,Brian Stuard,4.3,30,124,+0.267
19,0,27936,Martin Laird,4.4,41,177,+0.390
20,0,31577,Tano Goya,4.5,40,170,+0.225
20,0,51950,Max McGreevy,4.5,40,168,+0.400
20,0,36871,Matt NeSmith,4.5,53,226,+0.151
20,0,50095,Austin Smotherman,4.5,51,223,+0.275
24,0,28237,Rory McIlroy,4.6,37,156,-0.027
25,0,32816,Satoshi Kodaira,4.7,28,118,+0.393
25,0,26596,Ryan Moore,4.7,42,178,+0.238
25,0,46046,Scottie Scheffler,4.7,48,204,+0.104
28,0,52375,Doug Ghim,4.8,49,210,+0.143
28,0,35901,Paul Haley II,4.8,46,192,+0.326
28,0,31557,Jim Herman,4.8,42,176,+0.381
28,0,46414,Aaron Rai,4.8,58,247,+0.190
28,0,49960,Sepp Straka,4.8,51,216,+0.451
33,0,36801,Mark Hubbard,4.9,61,260,+0.131
33,0,24140,Sean O'Hair,4.9,21,92,+0.095
33,0,31323,Gary Woodland,4.9,49,210,+0.265
