RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL PAR 5 HOLES,TOTAL HOLE OUTS
1,0,01945,Kenny Perry,15,274,0
2,0,01553,John Huston,14,313,0
2,0,01706,Davis Love III,14,252,0
4,0,01226,Fred Couples,13,213,0
4,0,02218,Ted Tryba,13,371,0
6,0,12782,Tim Herron,12,323,0
6,0,10585,Scott McCarron,12,283,0
6,0,02170,Hal Sutton,12,359,0
9,0,06251,Chris DiMarco,11,333,0
9,0,01766,Billy Mayfair,11,303,0
9,0,02101,Joey Sindelar,11,334,0
12,0,01063,Ben Bates,10,354,0
12,0,01249,John Daly,10,257,0
12,0,02245,Grant Waite,10,332,0
12,0,08793,Tiger Woods,10,241,0
16,0,01261,Jay Delsing,9,275,0
16,0,10809,Jim Furyk,9,345,0
16,0,01408,Kelly Gibson,9,384,0
16,0,06613,Tommy Tolles,9,298,0
20,0,01042,Paul Azinger,8,238,0
20,0,01132,Mark Brooks,8,309,0
20,0,01191,Barry Cheesman,8,333,0
20,0,09011,David Duval,8,274,0
20,0,07457,Steve Flesch,8,340,0
20,0,21805,Harrison Frazar,8,281,0
20,0,01577,Lee Janzen,8,275,0
20,0,08993,Franklin Langham,8,335,0
20,0,01891,David Ogrin,8,344,0
20,0,01968,Nick Price,8,184,0
20,0,02106,Chris Smith,8,321,0
20,0,02131,Mike Springer,8,368,0
20,0,06527,Steve Stricker,8,279,0
33,0,01133,Billy Ray Brown,7,233,0
33,0,01161,Mark Calcavecchia,7,324,0
33,0,01175,Jim Carter,7,368,0
33,0,19881,Robert Damron,7,312,0
33,0,08931,Glen Day,7,306,0
33,0,01376,Bob Friend,7,300,0
33,0,01599,Steve Jones,7,263,0
33,0,01619,Skip Kendall,7,370,0
33,0,01761,Len Mattiace,7,369,0
33,0,01943,Chris Perry,7,377,0
33,0,06567,Vijay Singh,7,306,0
33,0,06595,Kevin Sutherland,7,343,0
33,0,02206,David Toms,7,298,0
33,0,02223,Bob Tway,7,342,0
33,0,08385,Omar Uresti,7,377,0
33,0,12755,Vance Veazey,7,233,0
33,0,02239,Scott Verplank,7,323,0
33,0,02246,Duffy Waldorf,7,289,0
33,0,10423,Mike Weir,7,274,0
52,0,01035,Tommy Armour III,6,301,0
52,0,01072,Chip Beck,6,225,0
52,0,01185,Brandel Chamblee,6,278,0
52,0,06621,Joe Durant,6,262,0
52,0,01320,Bob Estes,6,358,0
52,0,01323,Brad Fabel,6,313,0
52,0,01468,Gary Hallberg,6,212,0
52,0,01533,P.H. Horgan III,6,368,0
52,0,20094,Jonathan Kaye,6,209,0
52,0,11032,Frank Lickliter II,6,359,0
52,0,06090,Jim McGovern,6,304,0
52,0,02008,Lee Rinker,6,363,0
52,0,02214,Kirk Triplett,6,282,0
65,0,01024,Billy Andrade,5,328,0
65,0,20098,Stuart Appleby,5,215,0
65,0,01093,Ronnie Black,5,277,0
65,0,01203,Russ Cochran,5,306,0
65,0,01282,Trevor Dodds,5,316,0
65,0,06522,Ernie Els,5,148,0
65,0,06064,Jeff Gallagher,5,317,0
65,0,01457,Jay Haas,5,278,0
65,0,06575,Dudley Hart,5,285,0
65,0,01527,Scott Hoch,5,329,0
65,0,01604,Steve Jurgensen,5,258,0
65,0,10860,Justin Leonard,5,321,0
65,0,01705,Tim Loustalot,5,230,0
65,0,01771,Blaine McCallister,5,362,0
65,0,01810,Phil Mickelson,5,253,0
65,0,10457,Frank Nobilo,5,204,0
65,0,01887,Mark O'Meara,5,218,0
65,0,01941,Tom Pernice Jr.,5,277,0
65,0,07749,Brett Quigley,5,308,0
65,0,02135,Mike Standly,5,308,0
65,0,06581,David Sutherland,5,325,0
65,0,07753,Kevin Wentworth,5,273,0
65,0,02279,Mark Wiebe,5,272,0
88,0,01014,Fulton Allem,4,213,0
88,0,06004,Stephen Ames,4,190,0
88,0,19824,Craig Barlow,4,286,0
88,0,01060,Dave Barr,4,211,0
88,0,20099,Doug Barron,4,317,0
88,0,10569,Mike Brisky,4,304,0
88,0,01139,Olin Browne,4,247,0
88,0,21584,Richie Coughlan,4,333,0
88,0,01266,Clark Dennis,4,264,0
88,0,01302,R.W. Eaks,4,284,0
88,0,01306,David Edwards,4,265,0
88,0,01326,Nick Faldo,4,157,0
88,0,01334,Keith Fergus,4,182,0
88,0,01353,Bruce Fleisher,4,272,0
88,0,01378,David Frost,4,245,0
88,0,01381,Fred Funk,4,385,0
88,0,01414,Bob Gilder,4,303,0
88,0,06617,Brian Henninger,4,336,0
88,0,08545,Glen Hnatiuk,4,290,0
88,0,10962,Bradley Hughes,4,218,0
88,0,10207,Jimmy Johnston,4,203,0
88,0,10733,Kent Jones,4,314,0
88,0,01607,Brian Kamm,4,255,0
88,0,06332,Neal Lancaster,4,302,0
88,0,01685,J.L. Lewis,4,344,0
88,0,01905,Joe Ozaki,4,199,0
88,0,12660,Jesper Parnevik,4,227,0
88,0,01926,Steve Pate,4,293,0
88,0,02007,Larry Rinker,4,332,0
88,0,07087,Hugh Royer III,4,290,0
88,0,02104,Jeff Sluman,4,361,0
88,0,08375,Paul Stankowski,4,274,0
88,0,02146,Payne Stewart,4,245,0
88,0,02241,Bobby Wadkins,4,327,0
