RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR 5 BIRDIES OR BETTER,PAR 5 HOLES
1,0,08793,Tiger Woods,52.70,127,241
2,0,01042,Paul Azinger,51.68,123,238
3,0,09011,David Duval,50.36,138,274
4,0,01706,Davis Love III,49.60,125,252
5,0,01226,Fred Couples,49.30,105,213
6,0,01249,John Daly,47.47,122,257
7,0,02239,Scott Verplank,46.75,151,323
8,0,01203,Russ Cochran,46.41,142,306
9,0,10809,Jim Furyk,46.38,160,345
10,0,06527,Steve Stricker,46.24,129,279
11,0,01766,Billy Mayfair,46.20,140,303
12,0,02133,Craig Stadler,46.08,100,217
13,0,01191,Barry Cheesman,45.65,152,333
14,0,01302,R.W. Eaks,45.42,129,284
15,0,01553,John Huston,45.37,142,313
16,0,02218,Ted Tryba,44.74,166,371
17,0,07457,Steve Flesch,44.71,152,340
18,0,01527,Scott Hoch,44.38,146,329
19,0,01723,Andrew Magee,44.17,144,326
20,0,01810,Phil Mickelson,43.87,111,253
21,0,01161,Mark Calcavecchia,43.83,142,324
22,0,10585,Scott McCarron,43.82,124,283
23,0,06567,Vijay Singh,43.79,134,306
24,0,21805,Harrison Frazar,43.77,123,281
25,0,01685,J.L. Lewis,43.60,150,344
26,0,12782,Tim Herron,43.34,140,323
27,0,01408,Kelly Gibson,43.23,166,384
28,0,02223,Bob Tway,42.98,147,342
29,0,07101,Dave Stockton Jr.,42.79,92,215
30,0,08375,Paul Stankowski,42.70,117,274
31,0,19881,Robert Damron,42.63,133,312
32,0,02214,Kirk Triplett,42.55,120,282
33,0,01569,Peter Jacobsen,42.41,95,224
34,0,12660,Jesper Parnevik,42.29,96,227
35,0,12755,Vance Veazey,42.06,98,233
36,0,01468,Gary Hallberg,41.98,89,212
37,0,01945,Kenny Perry,41.97,115,274
38,0,07749,Brett Quigley,41.88,129,308
39,0,01599,Steve Jones,41.83,110,263
40,0,02131,Mike Springer,41.58,153,368
41,0,01261,Jay Delsing,41.45,114,275
42,0,10860,Justin Leonard,41.43,133,321
43,0,01320,Bob Estes,41.34,148,358
44,0,01887,Mark O'Meara,41.28,90,218
45,0,01093,Ronnie Black,41.16,114,277
45,0,01941,Tom Pernice Jr.,41.16,114,277
47,0,01063,Ben Bates,40.96,145,354
48,0,01323,Brad Fabel,40.89,128,313
49,0,01707,Steve Lowery,40.86,123,301
50,0,02246,Duffy Waldorf,40.83,118,289
51,0,02146,Payne Stewart,40.82,100,245
52,0,06617,Brian Henninger,40.77,137,336
53,0,07707,Mike Small,40.69,94,231
54,0,20098,Stuart Appleby,40.47,87,215
55,0,06621,Joe Durant,40.46,106,262
55,0,06090,Jim McGovern,40.46,123,304
57,0,06332,Neal Lancaster,40.40,122,302
58,0,12645,Brent Geiberger,40.33,123,305
59,0,01943,Chris Perry,40.32,152,377
60,0,01619,Skip Kendall,40.27,149,370
61,0,01361,Dan Forsman,40.15,110,274
62,0,01331,Rick Fehr,40.09,87,217
63,0,20229,Stewart Cink,40.06,135,337
64,0,01724,Jeff Maggert,40.00,110,275
64,0,02321,Fuzzy Zoeller,40.00,96,240
66,0,01185,Brandel Chamblee,39.93,111,278
66,0,02206,David Toms,39.93,119,298
68,0,08931,Glen Day,39.87,122,306
69,0,02267,D.A. Weibring,39.66,92,232
70,0,21584,Richie Coughlan,39.64,132,333
70,0,01577,Lee Janzen,39.64,109,275
72,0,01414,Bob Gilder,39.60,120,303
73,0,08075,Jerry Kelly,39.53,134,339
73,0,01891,David Ogrin,39.53,136,344
75,0,20099,Doug Barron,39.43,125,317
76,0,01006,John Adams,39.29,88,224
77,0,06613,Tommy Tolles,39.26,117,298
78,0,02159,Curtis Strange,39.11,70,179
79,0,06595,Kevin Sutherland,39.07,134,343
80,0,06270,Bobby Gage,38.76,69,178
81,0,01761,Len Mattiace,38.75,143,369
82,0,08385,Omar Uresti,38.73,146,377
83,0,11032,Frank Lickliter II,38.72,139,359
84,0,01905,Joe Ozaki,38.69,77,199
85,0,01282,Trevor Dodds,38.61,122,316
86,0,06575,Dudley Hart,38.60,110,285
87,0,01334,Keith Fergus,38.46,70,182
88,0,08545,Glen Hnatiuk,38.28,111,290
89,0,02010,Loren Roberts,37.93,99,261
90,0,02170,Hal Sutton,37.88,136,359
91,0,02279,Mark Wiebe,37.87,103,272
92,0,06078,Esteban Toledo,37.61,123,327
93,0,01132,Mark Brooks,37.54,116,309
94,0,01024,Billy Andrade,37.50,123,328
94,0,01266,Clark Dennis,37.50,99,264
96,0,01381,Fred Funk,37.40,144,385
97,0,07087,Hugh Royer III,37.24,108,290
98,0,02023,Clarence Rose,37.15,133,358
99,0,01797,Rocco Mediate,37.11,108,291
100,0,06132,Sonny Skinner,37.06,116,313
101,0,02002,John Riegger,36.91,110,298
102,0,01096,Phil Blackmar,36.81,106,288
103,0,01920,Craig Parry,36.55,53,145
104,0,01926,Steve Pate,36.52,107,293
105,0,02106,Chris Smith,36.45,117,321
105,0,02245,Grant Waite,36.45,121,332
107,0,01968,Nick Price,36.41,67,184
108,0,06643,Paul Goydos,36.39,127,349
109,0,01457,Jay Haas,36.33,101,278
110,0,07569,Mark Carnevale,36.31,118,325
110,0,06581,David Sutherland,36.31,118,325
112,0,07753,Kevin Wentworth,36.26,99,273
113,0,01771,Blaine McCallister,36.19,131,362
114,0,06791,Mark Wurtz,36.18,72,199
115,0,01533,P.H. Horgan III,36.14,133,368
116,0,10423,Mike Weir,36.13,99,274
117,0,02135,Mike Standly,36.04,111,308
118,0,01116,Michael Bradley,36.03,89,247
119,0,01035,Tommy Armour III,35.88,108,301
119,0,01677,Tom Lehman,35.88,94,262
121,0,08553,Lee Porter,35.74,114,319
122,0,02104,Jeff Sluman,35.73,129,361
123,0,01376,Bob Friend,35.67,107,300
124,0,19824,Craig Barlow,35.66,102,286
125,0,02101,Joey Sindelar,35.63,119,334
126,0,01175,Jim Carter,35.60,131,368
127,0,01475,Donnie Hammond,35.56,112,315
128,0,02007,Larry Rinker,35.54,118,332
129,0,08993,Franklin Langham,35.52,119,335
130,0,01717,Sandy Lyle,35.43,79,223
131,0,06012,Greg Kraft,35.42,102,288
132,0,01133,Billy Ray Brown,35.19,82,233
133,0,01633,Tom Kite,35.16,77,219
134,0,01996,Mike Reid,35.14,97,276
135,0,06315,Pete Jordan,34.89,112,321
136,0,10733,Kent Jones,34.71,109,314
137,0,06214,Guy Boros,34.58,102,295
138,0,01139,Olin Browne,34.41,85,247
139,0,02099,Scott Simpson,34.39,65,189
140,0,01705,Tim Loustalot,34.35,79,230
141,0,08339,Spike McRoy,34.18,108,316
142,0,06064,Jeff Gallagher,34.07,108,317
143,0,01549,Mike Hulbert,33.97,107,315
144,0,01378,David Frost,33.88,83,245
145,0,01098,Jay Don Blake,33.83,91,269
146,0,01823,Larry Mize,33.81,94,278
147,0,01607,Brian Kamm,33.73,86,255
148,0,01388,Robert Gamez,33.72,88,261
149,0,10207,Jimmy Johnston,33.50,68,203
150,0,10962,Bradley Hughes,33.49,73,218
150,0,20094,Jonathan Kaye,33.49,70,209
152,0,01385,Jim Gallagher Jr.,33.46,87,260
153,0,01014,Fulton Allem,33.33,71,213
153,0,06251,Chris DiMarco,33.33,111,333
153,0,10457,Frank Nobilo,33.33,68,204
156,0,06522,Ernie Els,33.11,49,148
157,0,01157,Tom Byrum,32.92,106,322
158,0,01510,Nolan Henke,32.79,101,308
159,0,06004,Stephen Ames,32.63,62,190
160,0,02294,Willie Wood,32.62,91,279
161,0,01928,Corey Pavin,32.61,75,230
162,0,01604,Steve Jurgensen,32.56,84,258
163,0,01219,John Cook,32.26,100,310
164,0,01960,Don Pooley,32.21,67,208
165,0,21007,Gabriel Hjertstedt,31.62,80,253
166,0,10195,Tim Conley,31.60,79,250
167,0,06044,Scott Gump,31.53,105,333
168,0,02241,Bobby Wadkins,31.50,103,327
169,0,08537,J.P. Hayes,31.36,74,236
170,0,01072,Chip Beck,31.11,70,225
171,0,06056,Jim Estes,30.91,68,220
172,0,02008,Lee Rinker,30.85,112,363
173,0,01748,Doug Martin,30.37,116,382
174,0,01068,Andy Bean,30.23,52,172
175,0,19883,Joe Daley,30.13,72,239
176,0,12663,Phil Tataurangi,29.85,80,268
177,0,01353,Bruce Fleisher,29.78,81,272
178,0,01329,Brad Faxon,29.50,82,278
179,0,01060,Dave Barr,29.38,62,211
180,0,01326,Nick Faldo,29.30,46,157
181,0,01306,David Edwards,29.06,77,265
182,0,10569,Mike Brisky,28.62,87,304
183,0,20154,Guy Hill,28.57,72,252
184,0,07235,John Morse,27.54,57,207
185,0,21593,Keith Nolan,27.41,54,197
186,0,21631,Iain Steel,25.45,57,224
187,0,01201,Lennie Clements,24.90,60,241
188,0,10213,Dicky Pride,24.41,52,213
