RANK,MOVEMENT,PLAYER_ID,PLAYER,BIRDIE TO BOGEY RATIO,TOTAL BIRDIES AND BETTER,TOTAL BOGEYS AND WORSE
1,0,09011,David Duval,1.74,365,210
2,0,10809,Jim Furyk,1.66,381,229
3,0,07457,Steve Flesch,1.53,384,251
4,0,01706,Davis Love III,1.50,316,211
5,0,02170,Hal Sutton,1.49,395,265
6,0,01553,John Huston,1.47,382,260
6,0,02223,Bob Tway,1.47,380,258
6,0,02239,Scott Verplank,1.47,374,255
9,0,01320,Bob Estes,1.46,378,259
9,0,08793,Tiger Woods,1.46,292,200
11,0,01619,Skip Kendall,1.45,401,277
12,0,20229,Stewart Cink,1.43,386,269
13,0,01161,Mark Calcavecchia,1.42,369,259
13,0,06527,Steve Stricker,1.42,312,220
15,0,01361,Dan Forsman,1.40,293,209
15,0,01381,Fred Funk,1.40,404,288
15,0,02104,Jeff Sluman,1.40,343,245
18,0,01527,Scott Hoch,1.38,379,275
19,0,01599,Steve Jones,1.37,294,214
19,0,01887,Mark O'Meara,1.37,257,188
19,0,01945,Kenny Perry,1.37,310,227
22,0,08931,Glen Day,1.36,355,261
22,0,02214,Kirk Triplett,1.36,286,211
24,0,01185,Brandel Chamblee,1.35,306,226
25,0,01098,Jay Don Blake,1.34,263,196
26,0,01926,Steve Pate,1.33,309,232
27,0,01761,Len Mattiace,1.32,355,269
27,0,01823,Larry Mize,1.32,285,216
27,0,02010,Loren Roberts,1.32,283,215
30,0,01219,John Cook,1.31,298,227
30,0,01569,Peter Jacobsen,1.31,239,183
30,0,02133,Craig Stadler,1.31,234,178
30,0,02146,Payne Stewart,1.31,269,205
34,0,01724,Jeff Maggert,1.30,314,241
34,0,08375,Paul Stankowski,1.30,294,226
36,0,19881,Robert Damron,1.29,327,254
36,0,06643,Paul Goydos,1.29,365,284
36,0,01510,Nolan Henke,1.29,308,239
36,0,01707,Steve Lowery,1.29,306,237
36,0,06567,Vijay Singh,1.29,349,271
41,0,01331,Rick Fehr,1.28,221,173
41,0,06617,Brian Henninger,1.28,351,275
41,0,06012,Greg Kraft,1.28,303,237
41,0,01677,Tom Lehman,1.28,265,207
41,0,01723,Andrew Magee,1.28,354,276
46,0,01035,Tommy Armour III,1.27,317,250
46,0,01943,Chris Perry,1.27,414,326
46,0,07101,Dave Stockton Jr.,1.27,257,202
49,0,01203,Russ Cochran,1.26,317,251
49,0,12645,Brent Geiberger,1.26,329,262
49,0,01577,Lee Janzen,1.26,322,255
49,0,10860,Justin Leonard,1.26,351,278
49,0,12660,Jesper Parnevik,1.26,236,188
54,0,06078,Esteban Toledo,1.25,315,252
55,0,01042,Paul Azinger,1.24,275,221
55,0,01771,Blaine McCallister,1.24,357,287
55,0,01797,Rocco Mediate,1.24,291,234
55,0,01941,Tom Pernice Jr.,1.24,287,231
55,0,02206,David Toms,1.24,312,252
60,0,11032,Frank Lickliter II,1.23,383,312
60,0,01748,Doug Martin,1.23,348,282
62,0,01063,Ben Bates,1.22,368,301
62,0,01226,Fred Couples,1.22,273,223
62,0,02246,Duffy Waldorf,1.22,298,244
65,0,01175,Jim Carter,1.20,354,295
65,0,01457,Jay Haas,1.20,275,230
65,0,01533,P.H. Horgan III,1.20,359,300
65,0,01685,J.L. Lewis,1.20,343,286
65,0,06595,Kevin Sutherland,1.20,337,282
65,0,02279,Mark Wiebe,1.20,251,210
71,0,06004,Stephen Ames,1.18,182,154
71,0,02101,Joey Sindelar,1.18,320,272
71,0,02321,Fuzzy Zoeller,1.18,240,203
74,0,01024,Billy Andrade,1.17,350,299
74,0,01191,Barry Cheesman,1.17,342,293
74,0,21805,Harrison Frazar,1.17,296,253
74,0,12782,Tim Herron,1.17,343,294
74,0,06332,Neal Lancaster,1.17,298,255
74,0,01766,Billy Mayfair,1.17,330,282
80,0,01334,Keith Fergus,1.16,163,140
80,0,01353,Bruce Fleisher,1.16,228,197
82,0,01261,Jay Delsing,1.15,263,229
82,0,01266,Clark Dennis,1.15,272,236
82,0,06044,Scott Gump,1.15,313,273
82,0,06090,Jim McGovern,1.15,279,242
82,0,01891,David Ogrin,1.15,347,301
82,0,08385,Omar Uresti,1.15,380,330
88,0,10585,Scott McCarron,1.14,294,258
88,0,07749,Brett Quigley,1.14,311,274
88,0,02007,Larry Rinker,1.14,324,283
91,0,01468,Gary Hallberg,1.13,214,189
91,0,01475,Donnie Hammond,1.13,290,257
91,0,06575,Dudley Hart,1.13,257,228
91,0,08993,Franklin Langham,1.13,321,284
95,0,21584,Richie Coughlan,1.12,316,281
96,0,01408,Kelly Gibson,1.11,382,343
96,0,01968,Nick Price,1.11,193,174
96,0,02131,Mike Springer,1.11,385,347
96,0,02267,D.A. Weibring,1.11,224,202
100,0,20099,Doug Barron,1.10,311,282
100,0,08553,Lee Porter,1.10,290,263
100,0,02218,Ted Tryba,1.10,367,334
103,0,07569,Mark Carnevale,1.09,308,282
103,0,01249,John Daly,1.09,292,268
103,0,06251,Chris DiMarco,1.09,323,296
103,0,01282,Trevor Dodds,1.09,315,288
103,0,01810,Phil Mickelson,1.09,289,266
103,0,01905,Joe Ozaki,1.09,187,171
103,0,02008,Lee Rinker,1.09,327,300
110,0,01116,Michael Bradley,1.08,237,219
110,0,01157,Tom Byrum,1.08,305,283
110,0,06621,Joe Durant,1.08,275,255
110,0,01376,Bob Friend,1.08,271,250
110,0,20094,Jonathan Kaye,1.08,206,190
110,0,08075,Jerry Kelly,1.08,314,291
110,0,08339,Spike McRoy,1.08,287,266
110,0,06581,David Sutherland,1.08,315,293
110,0,02294,Willie Wood,1.08,259,239
119,0,01302,R.W. Eaks,1.07,297,277
119,0,12663,Phil Tataurangi,1.07,256,240
121,0,06522,Ernie Els,1.06,155,146
121,0,06064,Jeff Gallagher,1.06,299,282
121,0,02023,Clarence Rose,1.06,334,316
124,0,01323,Brad Fabel,1.05,307,291
124,0,02002,John Riegger,1.05,279,266
126,0,08537,J.P. Hayes,1.04,234,225
126,0,08545,Glen Hnatiuk,1.04,276,266
126,0,01920,Craig Parry,1.04,142,137
126,0,02106,Chris Smith,1.04,292,282
126,0,07753,Kevin Wentworth,1.04,269,259
131,0,01549,Mike Hulbert,1.03,283,274
132,0,01329,Brad Faxon,1.02,277,272
132,0,01388,Robert Gamez,1.02,244,239
132,0,06613,Tommy Tolles,1.02,296,289
135,0,01928,Corey Pavin,1.01,196,195
135,0,02245,Grant Waite,1.01,304,301
135,0,10423,Mike Weir,1.01,251,248
138,0,20098,Stuart Appleby,1.00,217,218
138,0,01139,Olin Browne,1.00,237,236
138,0,10962,Bradley Hughes,1.00,213,214
138,0,01705,Tim Loustalot,1.00,218,218
138,0,01996,Mike Reid,1.00,242,243
143,0,01414,Bob Gilder,.99,259,262
