RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ADJUSTMENT,TOTAL ROUNDS
1,0,21209,Sergio Garcia,69.117,4942,- 103.782,70
2,0,01810,Phil Mickelson,69.167,5482,- 86.972,78
3,0,20766,Padraig Harrington,69.277,3535,- 71.159,50
4,0,29718,Anthony Kim,69.279,5688,- 76.439,81
5,0,27770,Camilo Villegas,69.490,5507,- 86.775,78
6,0,06567,Vijay Singh,69.580,5481,- 53.780,78
7,0,10809,Jim Furyk,69.694,6633,- 81.802,94
8,0,20098,Stuart Appleby,69.726,5952,- 95.017,84
9,0,10885,Robert Allenby,69.728,7558,- 97.073,107
10,0,10860,Justin Leonard,69.772,6689,- 60.653,95
11,0,01945,Kenny Perry,69.826,6810,- 36.914,97
12,0,06522,Ernie Els,69.898,3572,- 77.090,50
13,0,06527,Steve Stricker,69.976,5100,- 61.744,72
14,0,22621,Ben Curtis,69.981,5677,- 78.494,80
15,0,06004,Stephen Ames,69.988,5795,- 55.964,82
16,0,19846,Brian Gay,70.015,7151,- 9.450,102
17,0,20229,Stewart Cink,70.019,5723,- 51.478,81
18,0,12510,Chad Campbell,70.040,6615,- 31.284,94
19,0,24502,Adam Scott,70.060,3501,- 68.045,49
20,0,06595,Kevin Sutherland,70.067,6882,- 15.475,98
21,0,28158,Steve Marino,70.071,8364,- 25.537,119
22,0,24361,Pat Perez,70.080,6504,- 56.667,92
23,0,10423,Mike Weir,70.144,6149,- 46.462,87
24,0,23541,Ben Crane,70.155,6053,- 19.694,86
25,0,24781,Hunter Mahan,70.171,6016,- 51.491,85
26,0,20498,Briny Baird,70.187,7960,- 28.863,113
27,0,22371,Aaron Baddeley,70.196,5173,- 48.698,73
28,0,01142,Bart Bryant,70.205,5769,- 82.368,81
29,0,20160,Charlie Wi,70.229,6830,- 17.764,97
30,0,25345,Carl Pettersson,70.245,7792,- 65.057,110
31,0,22046,Geoff Ogilvy,70.253,4568,- 71.796,64
32,0,24357,K.J. Choi,70.259,4971,- 52.852,70
33,0,02223,Bob Tway,70.262,4896,22.329,70
34,0,24138,Ian Poulter,70.269,3520,- 76.817,49
35,0,20157,Retief Goosen,70.272,4159,- 83.249,58
36,0,22348,Nick O'Hern,70.283,5671,- 48.368,80
37,0,01706,Davis Love III,70.297,5554,- 70.845,78
38,0,01941,Tom Pernice Jr.,70.298,7336,- 24.957,104
39,0,21731,Freddie Jacobson,70.300,5558,- 74.618,78
40,0,25364,Paul Casey,70.308,3731,- 74.990,52
41,0,23135,Tim Clark,70.311,6307,- 49.310,89
42,0,02206,David Toms,70.317,4837,- 55.477,68
43,0,24140,Sean O'Hair,70.323,5771,- 74.863,81
44,0,01928,Corey Pavin,70.325,4876,- 23.543,69
45,0,23788,D.J. Trahan,70.329,6664,- 53.032,94
46,0,21878,Mark Wilson,70.366,7537,- 7.841,107
47,0,20104,Ken Duke,70.380,8191,- 26.935,116
48,0,20574,Mathew Goggin,70.391,6436,- 30.409,91
49,0,02239,Scott Verplank,70.396,5738,- 35.960,81
50,0,26289,Boo Weekley,70.414,5903,- 58.608,83
