RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 5 AVG,TOTAL PAR
1,0,50188,S.H. Kim,-177,4.49,1720
2,0,54591,Ben Griffin,-174,4.52,1825
3,0,55893,Sam Stevens,-161,4.52,1680
4,0,36801,Mark Hubbard,-160,4.50,1610
5,0,35532,Tom Hoge,-159,4.53,1690
6,0,47591,Eric Cole,-158,4.56,1780
7,0,51696,Rico Hoey,-152,4.48,1470
8,0,35506,Mackenzie Hughes,-148,4.51,1500
9,0,52375,Doug Ghim,-146,4.53,1540
9,0,36699,Patrick Rodgers,-146,4.54,1590
11,0,58168,Davis Thompson,-145,4.50,1460
12,0,29725,Tony Finau,-143,4.47,1350
13,0,35461,Beau Hossler,-142,4.51,1440
13,0,40162,Justin Lower,-142,4.57,1650
15,0,46046,Scottie Scheffler,-139,4.42,1200
16,0,34587,Chan Kim,-136,4.52,1430
16,0,39546,Keith Mitchell,-136,4.51,1380
16,0,50484,Hayden Springer,-136,4.48,1300
16,0,51634,Sahith Theegala,-136,4.54,1490
20,0,57975,Harry Hall,-135,4.50,1360
20,0,37455,Si Woo Kim,-135,4.53,1430
20,0,28252,Seamus Power,-135,4.55,1500
23,0,48081,Xander Schauffele,-133,4.52,1380
23,0,52513,Carson Young,-133,4.55,1470
25,0,51977,Max Greyserman,-132,4.49,1290
26,0,54576,Patrick Fishburn,-131,4.48,1260
26,0,46442,Maverick McNealy,-131,4.56,1505
26,0,49947,Taylor Moore,-131,4.59,1590
29,0,40115,Adam Svensson,-130,4.61,1660
30,0,34255,Joseph Bramlett,-129,4.54,1400
30,0,60004,Jacob Bridgeman,-129,4.53,1370
30,0,39975,Michael Kim,-129,4.54,1400
30,0,40006,Erik van Rooyen,-129,4.52,1340
30,0,54783,Dylan Wu,-129,4.54,1390
35,0,45242,Kevin Yu,-128,4.48,1230
36,0,47988,Nick Hardy,-127,4.56,1430
36,0,60067,Joe Highsmith,-127,4.50,1270
36,0,46414,Aaron Rai,-127,4.54,1390
36,0,48867,Matti Schmid,-127,4.54,1370
40,0,39971,Sungjae Im,-126,4.56,1440
41,0,57362,Austin Eckroat,-125,4.58,1480
42,0,40250,Taylor Pendrith,-124,4.50,1240
42,0,27064,Jhonattan Vegas,-124,4.49,1210
44,0,59866,Nick Dunlap,-122,4.47,1160
44,0,36799,Stephan Jaeger,-122,4.54,1330
44,0,47347,Adam Schenk,-122,4.61,1580
47,0,56630,Akshay Bhatia,-121,4.57,1400
47,0,35450,Patrick Cantlay,-121,4.47,1140
47,0,48319,Tom Whitney,-121,4.51,1230
50,0,39997,Corey Conners,-120,4.57,1380
50,0,29420,Billy Horschel,-120,4.50,1190
50,0,51997,Andrew Novak,-120,4.56,1355
50,0,57900,Chandler Phillips,-120,4.57,1395
54,0,59143,Mac Meissner,-119,4.51,1220
54,0,50493,Justin Suh,-119,4.53,1270
56,0,51349,Nico Echavarria,-118,4.60,1490
56,0,32791,K.H. Lee,-118,4.55,1310
58,0,35310,Lanto Griffin,-117,4.54,1260
58,0,39324,J.J. Spaun,-117,4.56,1320
60,0,47504,Sam Burns,-116,4.53,1230
60,0,49771,J.T. Poston,-116,4.58,1370
60,0,52374,Brandon Wu,-116,4.58,1380
63,0,46340,Alex Smalley,-115,4.57,1330
64,0,48117,Kurt Kitayama,-114,4.53,1220
65,0,34099,Harris English,-112,4.62,1470
65,0,39327,Ben Silverman,-112,4.58,1330
65,0,48887,Matt Wallace,-112,4.46,1040
68,0,52955,Ludvig Ãberg,-111,4.54,1210
68,0,40026,Daniel Berger,-111,4.56,1260
68,0,50525,Collin Morikawa,-111,4.56,1260
68,0,48699,Callum Tarren,-111,4.54,1210
68,0,57366,Cameron Young,-111,4.57,1300
73,0,59836,Pierceson Coody,-110,4.58,1320
73,0,28089,Jason Day,-110,4.55,1210
73,0,12716,Charley Hoffman,-110,4.54,1200
73,0,37378,Min Woo Lee,-110,4.51,1130
77,0,33948,Byeong Hun An,-109,4.55,1210
78,0,54421,Garrick Higgo,-108,4.60,1340
78,0,54628,Lee Hodges,-108,4.65,1550
78,0,36326,David Lipsky,-108,4.55,1200
78,0,30163,Henrik Norlander,-108,4.51,1110
82,0,27139,David Skinns,-107,4.62,1410
83,0,33141,Keegan Bradley,-106,4.57,1220
83,0,51287,Ryo Hisatsune,-106,4.62,1410
83,0,33448,Justin Thomas,-106,4.54,1150
