RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
1,0,46046,Scottie Scheffler,-94,3.88,3240
2,0,48081,Xander Schauffele,-66,3.92,3512
3,0,54591,Ben Griffin,-47,3.96,4972
4,0,46442,Maverick McNealy,-46,3.95,4080
5,0,60004,Jacob Bridgeman,-43,3.95,3464
6,0,52375,Doug Ghim,-39,3.96,3968
6,0,25900,Lucas Glover,-39,3.96,3992
8,0,34256,Andrew Putnam,-37,3.96,3552
9,0,30163,Henrik Norlander,-32,3.95,2784
10,0,39971,Sungjae Im,-29,3.97,3920
10,0,51894,Vince Whaley,-29,3.96,3200
12,0,52955,Ludvig Ãberg,-28,3.97,3232
12,0,50525,Collin Morikawa,-28,3.97,3400
12,0,27349,Alex Noren,-28,3.96,3112
15,0,35461,Beau Hossler,-27,3.97,3792
16,0,32757,Patton Kizzire,-26,3.96,2768
16,0,46414,Aaron Rai,-26,3.97,3816
18,0,51997,Andrew Novak,-24,3.97,3652
18,0,57900,Chandler Phillips,-24,3.97,3684
18,0,39327,Ben Silverman,-24,3.97,3416
18,0,52513,Carson Young,-24,3.97,3808
22,0,51287,Ryo Hisatsune,-23,3.98,3744
22,0,40250,Taylor Pendrith,-23,3.97,3400
24,0,32839,Hideki Matsuyama,-22,3.97,3184
25,0,47504,Sam Burns,-21,3.97,3336
25,0,36801,Mark Hubbard,-21,3.98,4424
27,0,48084,Wesley Bryan,-20,3.96,2128
27,0,34587,Chan Kim,-20,3.98,3496
29,0,40026,Daniel Berger,-19,3.98,3448
30,0,51977,Max Greyserman,-18,3.98,3436
30,0,34098,Russell Henley,-18,3.98,3176
30,0,40162,Justin Lower,-18,3.98,4268
30,0,52215,Robert MacIntyre,-18,3.98,3240
34,0,45522,Christiaan Bezuidenhout,-17,3.98,3448
34,0,51766,Wyndham Clark,-17,3.98,3040
34,0,28089,Jason Day,-17,3.98,3128
37,0,33486,Roger Sloan,-16,3.98,2872
38,0,51349,Nico Echavarria,-14,3.99,3928
38,0,58168,Davis Thompson,-14,3.99,4040
40,0,57975,Harry Hall,-13,3.99,3496
40,0,51696,Rico Hoey,-13,3.99,3648
40,0,33204,Shane Lowry,-13,3.98,3176
43,0,34076,Joel Dahmen,-12,3.99,3924
43,0,28237,Rory McIlroy,-12,3.98,2960
45,0,39546,Keith Mitchell,-11,3.99,3608
46,0,54576,Patrick Fishburn,-10,3.99,3040
46,0,47983,Chad Ramey,-10,3.99,3632
46,0,55893,Sam Stevens,-10,3.99,4296
49,0,34021,Bud Cauley,-9,3.98,2296
49,0,29908,C.T. Pan,-9,3.99,2524
49,0,49771,J.T. Poston,-9,3.99,3904
49,0,28252,Seamus Power,-9,3.99,4144
53,0,30911,Tommy Fleetwood,-8,3.99,3072
53,0,27644,Brian Harman,-8,3.99,3800
53,0,27936,Martin Laird,-8,3.99,3208
53,0,59143,Mac Meissner,-8,3.99,3176
53,0,51890,Greyson Sigg,-8,3.99,3400
53,0,27064,Jhonattan Vegas,-8,3.99,3176
59,0,39975,Michael Kim,-7,3.99,3600
60,0,24024,Zach Johnson,-6,3.99,2264
60,0,30926,Chris Kirk,-6,3.99,3520
60,0,39324,J.J. Spaun,-6,3.99,3376
63,0,52514,Trace Crowe,-5,3.99,2992
63,0,46717,Viktor Hovland,-5,3.99,2448
63,0,23108,Matt Kuchar,-5,3.99,3248
66,0,39997,Corey Conners,-4,4.00,3768
67,0,37275,Sam Ryder,-2,4.00,3320
67,0,46340,Alex Smalley,-2,4.00,3280
67,0,34046,Jordan Spieth,-2,4.00,3060
67,0,50484,Hayden Springer,-2,4.00,3120
71,0,34255,Joseph Bramlett,-1,4.00,3704
71,0,35450,Patrick Cantlay,-1,4.00,2968
71,0,32333,Kevin Tway,-1,4.00,2584
74,0,36799,Stephan Jaeger,E,4.00,3552
75,0,60067,Joe Highsmith,+1,4.00,3096
75,0,24502,Adam Scott,+1,4.00,3104
77,0,35506,Mackenzie Hughes,+2,4.00,4080
77,0,36699,Patrick Rodgers,+2,4.00,4288
77,0,50095,Austin Smotherman,+2,4.00,2236
77,0,51634,Sahith Theegala,+2,4.00,3984
77,0,33448,Justin Thomas,+2,4.00,3008
82,0,37378,Min Woo Lee,+3,4.00,2976
83,0,35532,Tom Hoge,+4,4.00,4504
84,0,29725,Tony Finau,+5,4.01,3544
84,0,32791,K.H. Lee,+5,4.01,3484
84,0,26476,Chez Reavie,+5,4.01,3032
84,0,25493,Nick Taylor,+5,4.01,3704
84,0,48887,Matt Wallace,+5,4.01,2888
89,0,59836,Pierceson Coody,+6,4.01,3456
89,0,48867,Matti Schmid,+6,4.01,3392
91,0,40058,Zac Blair,+7,4.01,3696
91,0,29535,Brice Garnett,+7,4.01,2056
91,0,40115,Adam Svensson,+7,4.01,4632
94,0,35310,Lanto Griffin,+8,4.01,3216
94,0,55182,Tom Kim,+8,4.01,3584
94,0,48117,Kurt Kitayama,+8,4.01,3416
97,0,26596,Ryan Moore,+9,4.01,3176
97,0,40006,Erik van Rooyen,+9,4.01,3560
99,0,56630,Akshay Bhatia,+10,4.01,3848
99,0,37455,Si Woo Kim,+10,4.01,3976
99,0,47995,Davis Riley,+10,4.01,3248
102,0,34099,Harris English,+11,4.01,4032
102,0,54421,Garrick Higgo,+11,4.01,3488
102,0,12716,Charley Hoffman,+11,4.01,3080
102,0,55789,Taylor Montgomery,+11,4.02,2428
102,0,45242,Kevin Yu,+11,4.01,3296
107,0,47993,Denny McCarthy,+12,4.01,3816
107,0,47679,Victor Perez,+12,4.02,3088
109,0,32367,Jorge Campillo,+13,4.02,2200
109,0,28775,Nate Lashley,+13,4.02,3256
109,0,57366,Cameron Young,+13,4.01,3496
112,0,33948,Byeong Hun An,+14,4.02,3240
112,0,59095,Chris Gotterup,+14,4.02,3124
112,0,32640,Troy Merritt,+14,4.02,3264
115,0,54628,Lee Hodges,+16,4.02,3992
116,0,33141,Keegan Bradley,+17,4.02,3456
116,0,34563,Chesson Hadley,+17,4.02,2952
116,0,36884,Ben Kohles,+17,4.02,3788
116,0,49947,Taylor Moore,+17,4.02,4232
116,0,54783,Dylan Wu,+17,4.02,3488
121,0,46441,Robby Shelton,+18,4.02,3344
121,0,29221,Webb Simpson,+18,4.03,2200
123,0,32070,Rafael Campos,+19,4.03,2504
123,0,56149,Wilson Furr,+19,4.03,2452
123,0,29420,Billy Horschel,+19,4.02,3432
123,0,49960,Sepp Straka,+19,4.02,3328
123,0,30927,Brendon Todd,+19,4.02,4304
123,0,52374,Brandon Wu,+19,4.02,3576
129,0,47663,Kevin Dougherty,+22,4.03,2696
130,0,32366,Kevin Chappell,+24,4.04,2368
130,0,34466,Peter Malnati,+24,4.03,3360
132,0,36871,Matt NeSmith,+25,4.03,3232
133,0,46113,Ryan McCormick,+26,4.04,2652
133,0,27214,Kevin Streelman,+26,4.03,3064
135,0,33653,Thomas Detry,+28,4.04,2984
136,0,50497,Adrien Dumont de Chassart,+29,4.04,3264
137,0,59442,Parker Coody,+30,4.05,2432
137,0,45609,Tyler Duncan,+30,4.04,3160
137,0,36326,David Lipsky,+30,4.04,3048
137,0,22405,Justin Rose,+30,4.04,2696
141,0,47591,Eric Cole,+31,4.03,4760
141,0,47988,Nick Hardy,+31,4.03,3720
143,0,31646,Emiliano Grillo,+32,4.03,3696
144,0,57362,Austin Eckroat,+33,4.03,4056
144,0,33399,Adam Hadwin,+33,4.04,3584
144,0,27330,Josh Teater,+33,4.06,2288
147,0,48153,Matthieu Pavon,+35,4.05,2896
148,0,23320,Ryan Palmer,+36,4.08,1872
149,0,55708,Hayden Buckley,+38,4.05,3144
149,0,52372,Cameron Champ,+38,4.06,2516
149,0,59866,Nick Dunlap,+38,4.05,3032
149,0,27129,Luke List,+38,4.05,3280
149,0,52666,Sami Valimaki,+38,4.06,2640
154,0,22371,Aaron Baddeley,+39,4.05,3136
