RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,DISTANCE RANK,ACCURACY RANK
77,0,34265,Will Wilcox,176,73,103
78,0,20472,Alex Cejka,177,155,22
78,0,08075,Jerry Kelly,177,174,3
78,0,26951,Johnson Wagner,177,101,76
81,0,29725,Tony Finau,178,3,175
81,0,28679,Fabián Gómez,178,105,73
83,0,26758,David Hearn,179,158,21
83,0,27974,Sung Kang,179,77,102
83,0,29223,Sam Saunders,179,81,98
86,0,40026,Daniel Berger,180,34,146
86,0,27141,J.B. Holmes,180,1,179
86,0,31560,Brian Stuard,180,176,4
89,0,23621,Rory Sabbatini,182,118,64
90,0,25493,Nick Taylor,184,47,137
91,0,40058,Zac Blair,185,180,5
91,0,20766,Padraig Harrington,185,97,88
91,0,30711,Colt Knost,185,184,1
91,0,35879,Kelly Kraft,185,93,92
95,0,24358,Robert Garrigus,186,18,168
95,0,26331,Charl Schwartzel,186,44,142
97,0,20848,Ángel Cabrera,187,63,124
97,0,27129,Luke List,187,7,180
99,0,26300,Matt Jones,188,56,132
99,0,27649,Brandt Snedeker,188,75,113
101,0,35300,Andrew Loupe,189,5,184
102,0,30692,Scott Stallings,190,50,140
103,0,34099,Harris English,191,29,162
103,0,21961,Charles Howell III,191,17,174
103,0,27936,Martin Laird,191,33,158
103,0,33448,Justin Thomas,191,24,167
107,0,34563,Chesson Hadley,192,45,147
107,0,34360,Patrick Reed,192,41,151
107,0,20645,John Senden,192,95,97
107,0,34431,Robert Streb,192,59,133
111,0,24507,Jason Bohn,193,179,14
112,0,33461,Morgan Hoffmann,195,66,129
112,0,24781,Hunter Mahan,195,56,139
112,0,02206,David Toms,195,184,11
115,0,28089,Jason Day,196,15,181
115,0,10213,Dicky Pride,196,173,23
117,0,28158,Steve Marino,197,79,118
117,0,29221,Webb Simpson,197,132,65
119,0,36801,Mark Hubbard,198,164,34
119,0,33418,Shawn Stefani,198,78,120
121,0,24024,Zach Johnson,199,167,32
121,0,25396,Kevin Na,199,170,29
121,0,23325,Vaughn Taylor,199,127,72
124,0,24357,K.J. Choi,200,180,20
124,0,12716,Charley Hoffman,200,36,164
126,0,46440,Smylie Kaufman,201,30,171
126,0,21878,Mark Wilson,201,182,19
128,0,29222,Billy Hurley III,204,176,28
128,0,30926,Chris Kirk,204,136,68
128,0,33667,Carlos Ortiz,204,31,173
131,0,45526,Abraham Ancer,205,178,27
132,0,29974,Branden Grace,206,48,158
133,0,29268,Bronson Burgoon,207,71,136
133,0,20104,Ken Duke,207,164,43
133,0,32640,Troy Merritt,207,126,81
133,0,25632,Jimmy Walker,207,24,183
137,0,20098,Stuart Appleby,215,152,63
138,0,23541,Ben Crane,216,162,54
138,0,32618,Rhein Gibson,216,40,176
140,0,27963,Chris Stroud,218,132,86
141,0,01810,Phil Mickelson,219,56,163
142,0,27895,Jonas Blixt,220,90,130
143,0,24912,Will MacKenzie,223,140,83
143,0,23800,Bryce Molder,223,164,59
145,0,29720,Andres Gonzales,224,59,165
146,0,34262,Jon Curran,225,183,42
146,0,24490,George McNeill,225,147,78
148,0,23353,J.J. Henry,227,123,104
149,0,06527,Steve Stricker,228,175,53
149,0,25892,Steve Wheatcroft,228,135,93
151,0,25834,Daniel Summerhays,229,114,115
152,0,27747,Hiroshi Iwata,230,108,122
153,0,23638,Brendon de Jonge,231,122,109
154,0,31420,Anirban Lahiri,232,82,150
154,0,28114,Dawie van der Walt,232,91,141
154,0,25349,Tim Wilkinson,232,171,61
157,0,29289,S.Y. Noh,234,52,182
158,0,06567,Vijay Singh,236,93,143
159,0,22371,Aaron Baddeley,237,82,155
160,0,35891,Cameron Smith,240,132,108
161,0,32876,Martin Piller,241,130,111
161,0,33419,Cameron Tringale,241,142,99
163,0,32757,Patton Kizzire,243,86,157
163,0,28092,D.H. Lee,243,161,82
165,0,06522,Ernie Els,244,74,170
166,0,28475,Jeff Overton,249,143,106
167,0,35532,Tom Hoge,252,100,152
168,0,25240,D.A. Points,253,153,100
169,0,35539,Luke Guthrie,256,102,154
170,0,20157,Retief Goosen,257,108,149
171,0,34466,Peter Malnati,260,169,91
172,0,39975,Michael Kim,264,148,116
173,0,29745,Tyler Aldridge,267,141,126
174,0,21731,Freddie Jacobson,272,162,110
175,0,24846,Ricky Barnes,284,118,166
176,0,28132,Tyrone Van Aswegen,285,114,171
177,0,31416,Derek Fathauer,289,111,178
178,0,25274,Steven Bowditch,292,107,185
178,0,30927,Brendon Todd,292,167,125
180,0,23983,Luke Donald,295,151,144
181,0,27770,Camilo Villegas,304,127,177
182,0,25720,Chad Collins,305,171,134
183,0,24494,Erik Compton,314,145,169
183,0,27942,Rob Oppenheim,314,158,156
185,0,10885,Robert Allenby,315,154,161
