RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,27129,Luke List,34.75,310,892,-0.103
2,0,34046,Jordan Spieth,33.80,290,858,-0.155
3,0,21961,Charles Howell III,33.03,216,654,-0.181
4,0,39546,Keith Mitchell,32.50,325,1000,-0.142
5,0,47995,Davis Riley,32.31,367,1136,-0.144
6,0,33141,Keegan Bradley,32.21,297,922,-0.155
7,0,39971,Sungjae Im,32.10,337,1050,-0.187
8,0,29518,Brendan Steele,32.03,278,868,-0.147
9,0,12716,Charley Hoffman,32.01,258,806,-0.132
10,0,36699,Patrick Rodgers,31.94,306,958,-0.141
11,0,35450,Patrick Cantlay,31.83,233,732,-0.176
12,0,24502,Adam Scott,31.66,278,878,-0.155
13,0,23320,Ryan Palmer,31.61,220,696,-0.186
14,0,49964,Aaron Wise,31.27,334,1068,-0.231
15,0,32333,Kevin Tway,31.22,291,932,+0.027
16,0,47988,Nick Hardy,31.15,195,626,-0.128
17,0,46046,Scottie Scheffler,31.11,285,916,-0.175
18,0,33667,Carlos Ortiz,30.92,222,718,-0.117
19,0,26851,Marc Leishman,30.84,272,882,-0.151
20,0,47483,Will Zalatoris,30.83,246,798,-0.203
21,0,33448,Justin Thomas,30.82,262,850,-0.210
22,0,46442,Maverick McNealy,30.65,312,1018,-0.189
23,0,46601,Trey Mullinax,30.59,279,912,-0.136
24,0,51894,Vince Whaley,30.45,282,926,-0.110
25,0,47529,Mito Pereira,30.42,317,1042,-0.177
26,0,45486,Joaquin Niemann,30.25,245,810,-0.127
27,0,49947,Taylor Moore,30.20,328,1086,-0.149
28,0,32839,Hideki Matsuyama,30.17,242,802,-0.120
29,0,47856,Seth Reeves,29.85,203,680,-0.148
30,0,27064,Jhonattan Vegas,29.73,242,814,-0.112
31,0,39997,Corey Conners,29.49,292,990,-0.175
32,0,31646,Emiliano Grillo,29.48,286,970,-0.199
33,0,48117,Kurt Kitayama,29.47,188,638,-0.069
34,0,48887,Matt Wallace,29.44,199,676,-0.221
35,0,32757,Patton Kizzire,29.02,332,1144,-0.111
36,0,40250,Taylor Pendrith,29.00,239,824,-0.100
37,0,57366,Cameron Young,28.98,284,980,-0.176
38,0,46717,Viktor Hovland,28.95,227,784,-0.145
39,0,51634,Sahith Theegala,28.92,380,1314,-0.132
40,0,47504,Sam Burns,28.81,276,958,-0.159
41,0,26300,Matt Jones,28.71,205,714,-0.112
42,0,29725,Tony Finau,28.64,283,988,-0.201
43,0,40098,Matt Fitzpatrick,28.61,190,664,-0.132
44,0,35891,Cameron Smith,28.59,195,682,-0.267
45,0,35461,Beau Hossler,28.57,260,910,-0.065
46,0,35310,Lanto Griffin,28.45,268,942,-0.116
47,0,45157,Cam Davis,28.42,303,1066,-0.086
48,0,48822,Sebastián Muñoz,28.24,270,956,-0.141
49,0,46340,Alex Smalley,28.09,291,1036,-0.124
50,0,51766,Wyndham Clark,27.90,289,1036,-0.107
51,0,29926,Danny Lee,27.82,153,550,-0.098
52,0,46970,Jon Rahm,27.79,214,770,-0.093
53,0,51997,Andrew Novak,27.61,206,746,-0.073
54,0,46550,Brandon Hagy,27.60,228,826,-0.009
55,0,49960,Sepp Straka,27.27,282,1034,-0.138
56,0,37189,Harold Varner III,27.25,215,789,-0.056
57,0,35617,Martin Trainer,27.22,233,856,-0.116
58,0,30926,Chris Kirk,27.17,238,876,-0.231
59,0,50095,Austin Smotherman,27.13,236,870,-0.157
59,0,31323,Gary Woodland,27.13,210,774,-0.143
61,0,32791,K.H. Lee,26.99,326,1208,-0.184
62,0,28089,Jason Day,26.98,191,708,-0.115
62,0,32448,James Hahn,26.98,225,834,-0.151
