RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 240-260,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,30927,Brendon Todd,19.69,191,970,+0.089
2,0,31560,Brian Stuard,17.65,168,952,+0.065
3,0,19803,Ryan Armour,14.67,71,484,+0.028
4,0,46435,Austin Cook,14.58,107,734,+0.084
5,0,36884,Ben Kohles,14.10,88,624,+0.068
6,0,32816,Satoshi Kodaira,14.06,80,569,+0.100
7,0,35879,Kelly Kraft,13.78,108,784,-0.056
8,0,47993,Denny McCarthy,13.72,166,1210,+0.042
9,0,23983,Luke Donald,13.47,97,720,+0.062
10,0,23325,Vaughn Taylor,13.02,72,553,+0.056
11,0,47128,Richy Werenski,12.93,91,704,+0.165
12,0,29478,Kevin Kisner,12.73,98,770,-0.020
12,0,36871,Matthew NeSmith,12.73,138,1084,+0.051
14,0,39953,Chase Seiffert,12.70,65,512,+0.154
15,0,24024,Zach Johnson,12.04,92,764,+0.239
16,0,34256,Andrew Putnam,11.99,135,1126,E
17,0,26476,Chez Reavie,11.95,124,1038,+0.177
18,0,32150,Michael Thompson,11.94,123,1030,+0.195
19,0,34360,Patrick Reed,11.83,84,710,+0.179
20,0,51950,Max McGreevy,11.79,91,772,+0.187
21,0,35110,Brett Drewitt,11.72,68,580,-0.044
22,0,46402,Talor Gooch,11.69,90,770,+0.056
23,0,25686,Jason Dufner,11.67,63,540,+0.238
23,0,34174,John Huh,11.67,98,840,+0.020
25,0,33204,Shane Lowry,11.63,77,662,+0.052
26,0,22056,Cameron Percy,11.54,51,442,-0.059
27,0,33490,Bo Hoag,11.48,59,514,+0.085
28,0,32662,Michael Gligic,11.46,91,794,E
29,0,29908,C.T. Pan,11.38,112,984,+0.018
30,0,31557,Jim Herman,11.28,67,594,+0.104
31,0,23621,Rory Sabbatini,11.17,78,698,+0.051
32,0,32640,Troy Merritt,11.14,115,1032,+0.078
33,0,54628,Lee Hodges,10.98,126,1148,+0.063
34,0,46414,Aaron Rai,10.90,104,954,+0.125
35,0,27649,Brandt Snedeker,10.88,74,680,+0.257
36,0,27974,Sung Kang,10.83,93,859,+0.151
37,0,48084,Wesley Bryan,10.82,58,536,+0.259
38,0,27936,Martin Laird,10.73,91,848,E
39,0,40162,Justin Lower,10.70,80,748,+0.050
40,0,29221,Webb Simpson,10.64,77,724,-0.026
41,0,29535,Brice Garnett,10.60,89,840,+0.101
42,0,27139,David Skinns,10.56,76,720,+0.303
43,0,29974,Branden Grace,10.47,63,602,+0.048
44,0,47988,Nick Hardy,10.38,65,626,+0.138
45,0,10381,Curtis Thompson,10.36,63,608,+0.111
46,0,39436,Joshua Creel,10.35,53,512,-0.038
47,0,53165,Doc Redman,10.27,90,876,+0.022
48,0,30163,Henrik Norlander,10.22,85,832,+0.165
49,0,33122,Russell Knox,10.21,105,1028,E
50,0,34563,Chesson Hadley,10.20,91,892,-0.033
51,0,49298,Kramer Hickok,10.18,104,1022,E
52,0,28252,Seamus Power,10.14,84,828,+0.036
53,0,36801,Mark Hubbard,10.10,77,762,+0.117
53,0,35449,Adam Long,10.10,106,1050,-0.009
55,0,24361,Pat Perez,10.09,71,704,-0.014
56,0,47983,Chad Ramey,10.08,77,764,+0.221
57,0,27095,Nick Watney,10.07,87,864,+0.264
58,0,37275,Sam Ryder,10.04,109,1086,+0.083
59,0,34098,Russell Henley,10.02,88,878,+0.023
60,0,36326,David Lipsky,9.94,99,996,+0.121
61,0,54783,Dylan Wu,9.75,69,708,+0.101
62,0,34363,Tyrrell Hatton,9.64,64,664,+0.047
63,0,25900,Lucas Glover,9.55,110,1152,+0.136
64,0,30911,Tommy Fleetwood,9.53,53,556,-0.019
65,0,36799,Stephan Jaeger,9.50,96,1010,+0.208
66,0,34610,Matthias Schwab,9.45,72,762,E
67,0,47347,Adam Schenk,9.44,101,1070,+0.059
68,0,24925,Jonathan Byrd,9.40,56,596,+0.089
69,0,48699,Callum Tarren,9.36,70,748,-0.029
70,0,30692,Scott Stallings,9.35,109,1166,+0.055
71,0,27770,Camilo Villegas,9.30,66,710,+0.091
72,0,45522,Christiaan Bezuidenhout,9.29,71,764,+0.070
73,0,22405,Justin Rose,9.28,49,528,-0.041
74,0,30978,Kiradech Aphibarnrat,9.27,46,496,-0.022
75,0,24924,Bill Haas,9.26,87,940,-0.080
76,0,23108,Matt Kuchar,9.21,77,836,+0.013
77,0,49766,Hank Lebioda,9.17,86,938,+0.116
77,0,45540,Jared Wolfe,9.17,60,654,+0.067
79,0,35532,Tom Hoge,9.11,94,1032,-0.074
79,0,35617,Martin Trainer,9.11,78,856,+0.205
81,0,35506,Mackenzie Hughes,9.08,83,914,+0.133
82,0,51890,Greyson Sigg,9.04,90,996,+0.100
83,0,52374,Brandon Wu,8.96,62,692,+0.113
84,0,34255,Joseph Bramlett,8.94,83,928,+0.169
85,0,52375,Doug Ghim,8.90,84,944,+0.024
86,0,29518,Brendan Steele,8.87,77,868,+0.078
87,0,40115,Adam Svensson,8.85,103,1164,+0.068
88,0,49947,Taylor Moore,8.84,96,1086,+0.146
89,0,32333,Kevin Tway,8.80,82,932,+0.098
90,0,27895,Jonas Blixt,8.79,51,580,+0.118
90,0,20229,Stewart Cink,8.79,81,922,+0.037
90,0,32139,Danny Willett,8.79,51,580,E
93,0,45526,Abraham Ancer,8.72,56,642,+0.071
94,0,52372,Cameron Champ,8.59,56,652,+0.161
95,0,24138,Ian Poulter,8.57,43,502,+0.093
96,0,31323,Gary Woodland,8.53,66,774,+0.197
97,0,24980,Scott Gutschewski,8.52,45,528,-0.022
98,0,50095,Austin Smotherman,8.51,74,870,+0.108
99,0,33486,Roger Sloan,8.49,73,860,+0.219
100,0,45609,Tyler Duncan,8.46,76,898,+0.171
101,0,28114,Dawie van der Walt,8.43,56,664,+0.214
102,0,33597,Harry Higgs,8.39,79,942,+0.241
102,0,40006,Erik van Rooyen,8.39,47,560,-0.064
104,0,37189,Harold Varner III,8.37,66,789,+0.015
105,0,28089,Jason Day,8.33,59,708,E
105,0,39058,Lucas Herbert,8.33,47,564,+0.277
107,0,46340,Alex Smalley,8.30,86,1036,+0.058
107,0,27214,Kevin Streelman,8.30,92,1108,-0.087
109,0,29970,Dylan Frittelli,8.28,84,1014,+0.119
110,0,35310,Lanto Griffin,8.17,77,942,-0.039
111,0,37212,Paul Barjon,8.16,71,870,+0.085
111,0,39977,Max Homa,8.16,80,980,+0.113
113,0,48887,Matt Wallace,8.14,55,676,+0.236
114,0,47856,Seth Reeves,8.09,55,680,+0.236
115,0,25818,Scott Piercy,8.01,74,924,-0.122
116,0,45157,Cam Davis,7.97,85,1066,+0.082
117,0,25198,Francesco Molinari,7.90,44,557,+0.068
118,0,50525,Collin Morikawa,7.89,53,672,+0.019
119,0,36852,Jim Knous,7.83,39,498,E
119,0,49960,Sepp Straka,7.83,81,1034,+0.062
121,0,29926,Danny Lee,7.82,43,550,+0.093
121,0,26851,Marc Leishman,7.82,69,882,E
123,0,29289,S.Y. Noh,7.73,49,634,-0.082
124,0,31420,Anirban Lahiri,7.67,64,834,+0.047
125,0,46550,Brandon Hagy,7.63,63,826,+0.317
126,0,32791,K.H. Lee,7.62,92,1208,+0.185
127,0,27644,Brian Harman,7.58,80,1056,+0.013
128,0,55708,Hayden Buckley,7.57,81,1070,+0.123
129,0,34076,Joel Dahmen,7.56,78,1032,+0.269
130,0,40250,Taylor Pendrith,7.52,62,824,+0.016
130,0,47483,Will Zalatoris,7.52,60,798,-0.100
132,0,33399,Adam Hadwin,7.48,79,1056,-0.025
133,0,32366,Kevin Chappell,7.47,46,616,+0.087
134,0,28775,Nate Lashley,7.46,63,844,+0.143
135,0,30944,Jason Kokrak,7.44,53,712,-0.075
136,0,32757,Patton Kizzire,7.43,85,1144,+0.094
137,0,56278,Matthew Wolff,7.39,39,528,+0.256
138,0,27349,Alex Noren,7.34,49,668,+0.265
139,0,31646,Emiliano Grillo,7.32,71,970,+0.085
140,0,54421,Garrick Higgo,7.28,39,536,+0.282
140,0,49771,J.T. Poston,7.28,81,1112,-0.012
142,0,48081,Xander Schauffele,7.27,58,798,-0.172
143,0,35461,Beau Hossler,7.25,66,910,+0.045
144,0,33419,Cameron Tringale,7.23,73,1010,+0.110
145,0,30926,Chris Kirk,7.08,62,876,+0.065
146,0,34466,Peter Malnati,6.95,84,1208,+0.131
147,0,47529,Mito Pereira,6.91,72,1042,+0.014
147,0,51894,Vince Whaley,6.91,64,926,+0.203
149,0,32448,James Hahn,6.83,57,834,-0.070
