RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,27644,Brian Harman,40.06,423,1056,-0.128
2,0,25198,Francesco Molinari,36.98,206,557,-0.063
3,0,28114,Dawie van der Walt,36.90,245,664,-0.004
4,0,39324,J.J. Spaun,36.46,369,1012,-0.136
5,0,47983,Chad Ramey,36.39,278,764,-0.072
6,0,27214,Kevin Streelman,36.28,402,1108,-0.045
7,0,23108,Matt Kuchar,36.00,301,836,-0.183
8,0,45522,Christiaan Bezuidenhout,35.99,275,764,-0.098
9,0,24925,Jonathan Byrd,35.57,212,596,-0.090
10,0,32150,Michael Thompson,35.53,366,1030,-0.098
11,0,49771,J.T. Poston,35.52,395,1112,-0.035
12,0,29420,Billy Horschel,35.14,272,774,-0.107
12,0,35449,Adam Long,35.14,369,1050,-0.043
14,0,29221,Webb Simpson,34.81,252,724,-0.056
15,0,27936,Martin Laird,34.79,295,848,+0.047
16,0,28775,Nate Lashley,34.72,293,844,-0.143
17,0,34466,Peter Malnati,34.69,419,1208,-0.048
17,0,32640,Troy Merritt,34.69,358,1032,-0.134
19,0,24361,Pat Perez,34.52,243,704,-0.123
20,0,25493,Nick Taylor,34.14,325,952,E
21,0,23621,Rory Sabbatini,33.95,237,698,-0.068
22,0,37455,Si Woo Kim,33.92,386,1138,-0.052
23,0,34076,Joel Dahmen,33.91,350,1032,-0.083
23,0,35532,Tom Hoge,33.91,350,1032,-0.054
25,0,52375,Doug Ghim,33.90,320,944,-0.028
25,0,33399,Adam Hadwin,33.90,358,1056,-0.070
27,0,49766,Hank Lebioda,33.80,317,938,-0.047
28,0,36326,David Lipsky,33.73,336,996,-0.065
29,0,51890,Greyson Sigg,33.53,334,996,-0.030
30,0,51997,Andrew Novak,33.51,250,746,-0.060
31,0,35110,Brett Drewitt,33.45,194,580,+0.072
32,0,27770,Camilo Villegas,33.38,237,710,-0.059
33,0,33486,Roger Sloan,33.37,287,860,-0.010
34,0,31420,Anirban Lahiri,33.33,278,834,-0.043
34,0,37275,Sam Ryder,33.33,362,1086,-0.055
36,0,30978,Kiradech Aphibarnrat,33.27,165,496,-0.079
37,0,35506,Mackenzie Hughes,33.26,304,914,-0.023
37,0,22056,Cameron Percy,33.26,147,442,-0.116
39,0,30163,Henrik Norlander,33.17,276,832,-0.101
40,0,40115,Adam Svensson,33.16,386,1164,-0.127
41,0,30926,Chris Kirk,33.11,290,876,-0.062
42,0,45609,Tyler Duncan,32.74,294,898,-0.170
42,0,29535,Brice Garnett,32.74,275,840,-0.080
44,0,24024,Zach Johnson,32.72,250,764,-0.072
45,0,33122,Russell Knox,32.68,336,1028,-0.018
45,0,34610,Matthias Schwab,32.68,249,762,-0.076
47,0,47993,Denny McCarthy,32.48,393,1210,-0.071
48,0,48822,Sebastián Muñoz,32.43,310,956,-0.084
49,0,27974,Sung Kang,32.36,278,859,-0.032
50,0,27649,Brandt Snedeker,32.35,220,680,-0.064
51,0,47128,Richy Werenski,32.24,227,704,-0.004
52,0,39436,Joshua Creel,32.23,165,512,-0.036
53,0,32816,Satoshi Kodaira,32.16,183,569,-0.066
54,0,34360,Patrick Reed,32.11,228,710,-0.061
55,0,28089,Jason Day,32.06,227,708,-0.013
56,0,19803,Ryan Armour,31.82,154,484,-0.143
56,0,35891,Cameron Smith,31.82,217,682,-0.083
58,0,34256,Andrew Putnam,31.79,358,1126,-0.128
59,0,24138,Ian Poulter,31.67,159,502,-0.132
60,0,53165,Doc Redman,31.62,277,876,-0.058
61,0,29478,Kevin Kisner,31.56,243,770,-0.111
62,0,32448,James Hahn,31.53,263,834,-0.049
63,0,52374,Brandon Wu,31.50,218,692,-0.106
64,0,22405,Justin Rose,31.44,166,528,-0.030
65,0,34174,John Huh,31.43,264,840,-0.095
66,0,27895,Jonas Blixt,31.38,182,580,+0.016
67,0,34431,Robert Streb,31.35,316,1008,+0.019
68,0,33419,Cameron Tringale,31.29,316,1010,-0.060
69,0,26476,Chez Reavie,31.21,324,1038,-0.019
70,0,23325,Vaughn Taylor,31.10,172,553,-0.081
71,0,51950,Max McGreevy,31.09,240,772,-0.033
72,0,24980,Scott Gutschewski,31.06,164,528,-0.122
73,0,36801,Mark Hubbard,30.97,236,762,-0.153
74,0,23983,Luke Donald,30.83,222,720,-0.036
75,0,25900,Lucas Glover,30.73,354,1152,-0.020
76,0,49298,Kramer Hickok,30.72,314,1022,-0.067
77,0,39997,Corey Conners,30.71,304,990,-0.059
78,0,39971,Sungjae Im,30.67,322,1050,-0.155
79,0,49964,Aaron Wise,30.62,327,1068,-0.018
80,0,36799,Stephan Jaeger,30.59,309,1010,-0.061
81,0,55708,Hayden Buckley,30.56,327,1070,-0.110
82,0,25818,Scott Piercy,30.52,282,924,-0.021
83,0,33667,Carlos Ortiz,30.50,219,718,+0.041
84,0,40162,Justin Lower,30.35,227,748,-0.070
85,0,54783,Dylan Wu,30.23,214,708,+0.019
86,0,34563,Chesson Hadley,30.16,269,892,-0.011
87,0,35310,Lanto Griffin,30.15,284,942,-0.063
88,0,49960,Sepp Straka,30.08,311,1034,+0.003
89,0,46414,Aaron Rai,29.98,286,954,-0.038
90,0,35879,Kelly Kraft,29.85,234,784,-0.021
90,0,47529,Mito Pereira,29.85,311,1042,-0.051
92,0,46435,Austin Cook,29.84,219,734,-0.091
93,0,25686,Jason Dufner,29.81,161,540,-0.025
94,0,32791,K.H. Lee,29.80,360,1208,-0.097
95,0,47347,Adam Schenk,29.72,318,1070,+0.041
96,0,31646,Emiliano Grillo,29.48,286,970,-0.024
97,0,33490,Bo Hoag,29.38,151,514,+0.013
98,0,33204,Shane Lowry,29.31,194,662,-0.088
99,0,32662,Michael Gligic,29.22,232,794,-0.052
100,0,29908,C.T. Pan,29.17,287,984,-0.035
101,0,32139,Danny Willett,29.14,169,580,-0.047
102,0,54421,Garrick Higgo,29.10,156,536,+0.038
103,0,31557,Jim Herman,28.96,172,594,+0.017
104,0,32757,Patton Kizzire,28.93,331,1144,-0.021
105,0,34363,Tyrrell Hatton,28.92,192,664,-0.104
105,0,51634,Sahith Theegala,28.92,380,1314,-0.116
107,0,45526,Abraham Ancer,28.82,185,642,-0.076
108,0,27349,Alex Noren,28.74,192,668,-0.109
108,0,23320,Ryan Palmer,28.74,200,696,E
110,0,30692,Scott Stallings,28.73,335,1166,-0.048
111,0,48887,Matt Wallace,28.70,194,676,-0.005
112,0,46442,Maverick McNealy,28.68,292,1018,+0.034
113,0,33597,Harry Higgs,28.66,270,942,+0.037
113,0,54628,Lee Hodges,28.66,329,1148,-0.058
