RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,52372,Cameron Champ,84.82,95,112,-0.23
2,0,28237,Rory McIlroy,82.50,99,120,-0.26
3,0,57366,Cameron Young,79.27,130,164,-0.28
4,0,46550,Brandon Hagy,78.38,116,148,-0.20
5,0,46970,Jon Rahm,77.14,108,140,-0.26
6,0,47483,Will Zalatoris,76.39,110,144,-0.27
7,0,27129,Luke List,76.32,116,152,-0.25
8,0,40250,Taylor Pendrith,75.35,107,142,-0.37
9,0,46601,Trey Mullinax,74.39,122,164,-0.27
10,0,34255,Joseph Bramlett,74.07,120,162,-0.18
11,0,56278,Matthew Wolff,73.40,69,94,-0.14
12,0,27064,Jhonattan Vegas,73.29,107,146,-0.24
13,0,51766,Wyndham Clark,73.12,136,186,-0.21
14,0,24502,Adam Scott,72.92,105,144,-0.19
15,0,33448,Justin Thomas,72.37,110,152,-0.22
16,0,48699,Callum Tarren,69.57,96,138,-0.25
16,0,31323,Gary Woodland,69.57,96,138,-0.25
18,0,45540,Jared Wolfe,69.49,82,118,-0.15
19,0,39546,Keith Mitchell,69.19,119,172,-0.21
20,0,47504,Sam Burns,68.75,110,160,-0.22
21,0,12716,Charley Hoffman,68.46,89,130,-0.30
22,0,45157,Cam Davis,68.29,112,164,-0.23
23,0,48117,Kurt Kitayama,67.14,94,140,-0.17
24,0,46046,Scottie Scheffler,66.67,112,168,-0.24
24,0,29518,Brendan Steele,66.67,92,138,-0.24
26,0,47856,Seth Reeves,66.42,89,134,-0.15
27,0,32333,Kevin Tway,66.23,102,154,-0.18
28,0,37212,Paul Barjon,66.20,94,142,-0.23
29,0,33141,Keegan Bradley,65.79,100,152,-0.25
29,0,45486,Joaquin Niemann,65.79,100,152,-0.07
31,0,29725,Tony Finau,65.70,113,172,-0.28
32,0,10381,Curtis Thompson,65.63,84,128,-0.27
33,0,36689,Brooks Koepka,65.22,60,92,-0.12
34,0,49964,Aaron Wise,65.12,112,172,-0.25
35,0,36699,Patrick Rodgers,64.71,110,170,-0.33
36,0,33204,Shane Lowry,64.66,75,116,-0.21
37,0,32366,Kevin Chappell,64.55,71,110,-0.25
38,0,35461,Beau Hossler,64.29,90,140,-0.13
38,0,46717,Viktor Hovland,64.29,90,140,-0.17
40,0,35450,Patrick Cantlay,63.97,87,136,-0.26
41,0,39058,Lucas Herbert,63.89,69,108,-0.12
42,0,47995,Davis Riley,63.83,120,188,-0.23
43,0,46340,Alex Smalley,62.90,117,186,-0.26
44,0,34046,Jordan Spieth,62.84,93,148,-0.23
45,0,32102,Rickie Fowler,62.69,84,134,-0.10
46,0,34264,Hudson Swafford,62.50,80,128,-0.35
47,0,47988,Nick Hardy,61.86,73,118,-0.25
48,0,48081,Xander Schauffele,61.76,84,136,-0.24
49,0,37189,Harold Varner III,61.59,85,138,-0.21
