RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
1,0,30692,Scott Stallings,460,WM Phoenix Open,2,15,510
2,0,47347,Adam Schenk,429,Wells Fargo,1,15,237
3,0,52096,Adri Arnaus,426,The Open,2,1,668
4,0,37066,Grant Forrest,422,Genesis Scottish Open,2,15,977
5,0,20376,Stephen Gallacher,421,Genesis Scottish Open,2,15,977
6,0,36799,Stephan Jaeger,418,AT&T Byron Nelson,3,8,894
6,0,46970,Jon Rahm,418,PGA Championship,2,1,611
6,0,46035,Callum Shinkwin,418,Genesis Scottish Open,1,7,977
9,0,12716,Charley Hoffman,416,Genesis Scottish Open,2,7,977
10,0,40098,Matt Fitzpatrick,415,PGA Championship,2,1,611
10,0,48117,Kurt Kitayama,415,Genesis Scottish Open,1,7,977
10,0,39546,Keith Mitchell,415,Genesis Scottish Open,2,7,977
13,0,47504,Sam Burns,413,Genesis Scottish Open,2,7,977
13,0,57366,Cameron Young,413,The American Express,3,8,704
15,0,52686,Rasmus Hojgaard,412,Genesis Scottish Open,4,7,977
15,0,45486,Joaquin Niemann,412,THE CJ CUP,2,1,899
15,0,08793,Tiger Woods,412,The Open,1,2,668
18,0,27064,Jhonattan Vegas,411,Valero,1,4,770
19,0,33653,Thomas Detry,410,The Open,1,2,668
19,0,47989,Sam Horsfield,410,The Open,1,2,668
21,0,33974,Dean Burmester,409,Genesis Scottish Open,2,7,977
21,0,20229,Stewart Cink,409,Genesis Scottish Open,1,7,977
21,0,30944,Jason Kokrak,409,PGA Championship,1,1,611
21,0,33448,Justin Thomas,409,PGA Championship,2,1,611
25,0,52453,Nicolai Hojgaard,408,PGA Championship,2,16,611
25,0,27129,Luke List,408,WM Phoenix Open,3,14,510
27,0,32252,Nino Bertasio,407,Genesis Scottish Open,2,7,977
27,0,49533,James Hart du Preez,407,The American Express,1,5,704
27,0,46717,Viktor Hovland,407,Genesis Scottish Open,2,10,977
27,0,26851,Marc Leishman,407,Genesis Scottish Open,1,7,977
27,0,63123,Travis Vick,407,U.S. Open,4,4,654
32,0,36699,Patrick Rodgers,406,Genesis Scottish Open,1,7,977
33,0,25804,Bubba Watson,405,PGA Championship,1,1,611
34,0,51766,Wyndham Clark,404,Genesis Scottish Open,1,7,977
34,0,39997,Corey Conners,404,Genesis Scottish Open,2,7,977
34,0,34076,Joel Dahmen,404,Genesis Scottish Open,2,7,977
34,0,54421,Garrick Higgo,404,Sentry,3,7,656
34,0,39977,Max Homa,404,Genesis Scottish Open,1,7,977
34,0,37455,Si Woo Kim,404,The Open,1,2,668
34,0,34364,David Law,404,Genesis Scottish Open,1,7,977
34,0,37378,Min Woo Lee,404,PGA Championship,2,13,611
42,0,39524,Sean Crocker,403,U.S. Open,2,14,654
42,0,47959,Bryson DeChambeau,403,Sentry,3,12,656
42,0,56278,Matthew Wolff,403,PGA Championship,1,13,611
45,0,29725,Tony Finau,402,Sentry,1,12,656
45,0,50584,Connor Syme,402,Genesis Scottish Open,3,15,977
45,0,31323,Gary Woodland,402,PGA Championship,2,1,611
48,0,29936,Ryan Fox,401,Genesis Scottish Open,2,7,977
48,0,23063,Scott Hend,401,Genesis Scottish Open,2,7,977
48,0,51950,Max McGreevy,401,AT&T Byron Nelson,4,8,894
51,0,34363,Tyrrell Hatton,400,Genesis Scottish Open,3,15,977
51,0,29420,Billy Horschel,400,PGA Championship,1,1,611
51,0,26300,Matt Jones,400,Sentry,3,12,656
51,0,32791,K.H. Lee,400,PGA Championship,2,13,611
51,0,46046,Scottie Scheffler,400,Genesis Scottish Open,2,10,977
51,0,24502,Adam Scott,400,AT&T Byron Nelson,4,8,894
