RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
48,0,51894,Vince Whaley,5.83,54,926,+0.148
49,0,32640,Troy Merritt,5.81,60,1032,+0.117
50,0,36801,Mark Hubbard,5.77,44,762,-0.023
50,0,30927,Brendon Todd,5.77,56,970,+0.089
52,0,47983,Chad Ramey,5.76,44,764,+0.159
53,0,48699,Callum Tarren,5.75,43,748,+0.140
54,0,34076,Joel Dahmen,5.72,59,1032,-0.068
55,0,53165,Doc Redman,5.71,50,876,-0.120
56,0,33122,Russell Knox,5.64,58,1028,+0.069
57,0,32816,Satoshi Kodaira,5.62,32,569,+0.063
58,0,47988,Nick Hardy,5.59,35,626,+0.086
59,0,40115,Adam Svensson,5.58,65,1164,+0.308
60,0,47529,Mito Pereira,5.57,58,1042,+0.069
61,0,31557,Jim Herman,5.56,33,594,-0.121
62,0,37275,Sam Ryder,5.52,60,1086,+0.200
63,0,26476,Chez Reavie,5.49,57,1038,-0.053
64,0,34174,John Huh,5.48,46,840,+0.065
65,0,47504,Sam Burns,5.43,52,958,+0.077
66,0,23108,Matt Kuchar,5.38,45,836,+0.156
67,0,45609,Tyler Duncan,5.35,48,898,-0.021
68,0,46340,Alex Smalley,5.31,55,1036,+0.091
69,0,47995,Davis Riley,5.28,60,1136,+0.067
70,0,39324,J.J. Spaun,5.24,53,1012,+0.057
71,0,49298,Kramer Hickok,5.19,53,1022,+0.113
71,0,29478,Kevin Kisner,5.19,40,770,+0.050
73,0,29535,Brice Garnett,5.12,43,840,+0.070
74,0,39953,Chase Seiffert,5.08,26,512,-0.038
75,0,46402,Talor Gooch,5.06,39,770,+0.103
76,0,35506,Mackenzie Hughes,5.03,46,914,+0.109
77,0,36699,Patrick Rodgers,5.01,48,958,E
78,0,40006,Erik van Rooyen,5.00,28,560,+0.214
79,0,54783,Dylan Wu,4.94,35,708,+0.200
80,0,49947,Taylor Moore,4.88,53,1086,+0.038
81,0,24925,Jonathan Byrd,4.87,29,596,+0.103
82,0,30978,Kiradech Aphibarnrat,4.84,24,496,-0.083
83,0,27895,Jonas Blixt,4.83,28,580,+0.321
83,0,27936,Martin Laird,4.83,41,848,+0.073
85,0,29974,Branden Grace,4.82,29,602,+0.172
85,0,36852,Jim Knous,4.82,24,498,-0.083
87,0,25686,Jason Dufner,4.81,26,540,+0.346
88,0,30692,Scott Stallings,4.80,56,1166,+0.286
89,0,33399,Adam Hadwin,4.73,50,1056,E
89,0,40250,Taylor Pendrith,4.73,39,824,+0.179
91,0,36326,David Lipsky,4.72,47,996,+0.043
92,0,24024,Zach Johnson,4.71,36,764,+0.194
92,0,48822,Sebastián Muñoz,4.71,45,956,+0.067
92,0,27649,Brandt Snedeker,4.71,32,680,+0.219
95,0,54628,Lee Hodges,4.70,54,1148,+0.130
95,0,23325,Vaughn Taylor,4.70,26,553,+0.077
97,0,35891,Cameron Smith,4.69,32,682,+0.250
98,0,33204,Shane Lowry,4.68,31,662,+0.097
99,0,28089,Jason Day,4.66,33,708,+0.091
100,0,26851,Marc Leishman,4.65,41,882,+0.146
101,0,47483,Will Zalatoris,4.64,37,798,-0.054
102,0,35461,Beau Hossler,4.62,42,910,+0.310
102,0,26300,Matt Jones,4.62,33,714,+0.030
104,0,50525,Collin Morikawa,4.61,31,672,-0.032
105,0,25900,Lucas Glover,4.60,53,1152,E
105,0,34563,Chesson Hadley,4.60,41,892,+0.244
107,0,28252,Seamus Power,4.59,38,828,+0.158
107,0,48887,Matt Wallace,4.59,31,676,+0.581
109,0,34098,Russell Henley,4.56,40,878,+0.075
110,0,34466,Peter Malnati,4.55,55,1208,+0.109
111,0,28775,Nate Lashley,4.50,38,844,+0.026
112,0,33667,Carlos Ortiz,4.46,32,718,+0.250
113,0,29221,Webb Simpson,4.42,32,724,+0.156
114,0,36689,Brooks Koepka,4.41,24,544,-0.042
115,0,48117,Kurt Kitayama,4.39,28,638,+0.179
116,0,34363,Tyrrell Hatton,4.37,29,664,+0.207
117,0,24980,Scott Gutschewski,4.36,23,528,+0.217
118,0,30926,Chris Kirk,4.34,38,876,+0.026
119,0,27064,Jhonattan Vegas,4.30,35,814,-0.057
120,0,40162,Justin Lower,4.28,32,748,+0.219
121,0,49766,Hank Lebioda,4.26,40,938,+0.050
121,0,49960,Sepp Straka,4.26,44,1034,+0.250
123,0,20229,Stewart Cink,4.23,39,922,+0.205
124,0,28114,Dawie van der Walt,4.22,28,664,+0.143
125,0,35617,Martin Trainer,4.21,36,856,+0.278
126,0,34264,Hudson Swafford,4.19,28,668,+0.250
127,0,33419,Cameron Tringale,4.16,42,1010,+0.167
128,0,52375,Doug Ghim,4.13,39,944,E
128,0,25198,Francesco Molinari,4.13,23,557,+0.043
130,0,32757,Patton Kizzire,4.11,47,1144,+0.213
131,0,39436,Joshua Creel,4.10,21,512,+0.048
131,0,24502,Adam Scott,4.10,36,878,+0.111
133,0,27974,Sung Kang,4.07,35,859,+0.257
134,0,27644,Brian Harman,3.98,42,1056,+0.024
134,0,39977,Max Homa,3.98,39,980,+0.103
136,0,51890,Greyson Sigg,3.92,39,996,+0.154
137,0,25818,Scott Piercy,3.90,36,924,+0.139
138,0,33448,Justin Thomas,3.88,33,850,E
139,0,34431,Robert Streb,3.87,39,1008,-0.051
140,0,32448,James Hahn,3.84,32,834,+0.094
141,0,52372,Cameron Champ,3.83,25,652,+0.320
142,0,45540,Jared Wolfe,3.82,25,654,+0.080
143,0,31646,Emiliano Grillo,3.81,37,970,+0.054
144,0,27349,Alex Noren,3.74,25,668,+0.160
145,0,32791,K.H. Lee,3.64,44,1208,+0.386
146,0,35449,Adam Long,3.62,38,1050,E
147,0,39546,Keith Mitchell,3.60,36,1000,+0.222
148,0,33141,Keegan Bradley,3.58,33,922,+0.030
148,0,51634,Sahith Theegala,3.58,47,1314,+0.170
150,0,32366,Kevin Chappell,3.57,22,616,+0.364
151,0,49964,Aaron Wise,3.56,38,1068,+0.132
152,0,39058,Lucas Herbert,3.55,20,564,+0.450
153,0,46442,Maverick McNealy,3.54,36,1018,+0.194
154,0,46601,Trey Mullinax,3.51,32,912,+0.156
154,0,48081,Xander Schauffele,3.51,28,798,+0.250
156,0,51997,Andrew Novak,3.49,26,746,+0.154
157,0,46717,Viktor Hovland,3.44,27,784,+0.185
158,0,49771,J.T. Poston,3.42,38,1112,+0.158
159,0,35532,Tom Hoge,3.39,35,1032,+0.143
160,0,46046,Scottie Scheffler,3.38,31,916,-0.032
161,0,32839,Hideki Matsuyama,3.37,27,802,-0.222
161,0,33486,Roger Sloan,3.37,29,860,+0.207
163,0,12716,Charley Hoffman,3.35,27,806,+0.222
164,0,29725,Tony Finau,3.34,33,988,+0.061
164,0,29518,Brendan Steele,3.34,29,868,+0.034
166,0,46550,Brandon Hagy,3.27,27,826,+0.296
166,0,57366,Cameron Young,3.27,32,980,-0.188
168,0,34360,Patrick Reed,3.24,23,710,+0.435
169,0,34255,Joseph Bramlett,3.23,30,928,+0.133
169,0,29420,Billy Horschel,3.23,25,774,+0.040
171,0,56278,Matthew Wolff,3.22,17,528,+0.412
172,0,21961,Charles Howell III,3.21,21,654,+0.143
173,0,23621,Rory Sabbatini,3.15,22,698,+0.136
174,0,32333,Kevin Tway,3.11,29,932,+0.276
175,0,55708,Hayden Buckley,3.08,33,1070,+0.030
176,0,32662,Michael Gligic,3.02,24,794,+0.083
177,0,31420,Anirban Lahiri,3.00,25,834,+0.240
178,0,45157,Cam Davis,2.81,30,1066,-0.033
179,0,45526,Abraham Ancer,2.80,18,642,+0.222
179,0,54421,Garrick Higgo,2.80,15,536,E
179,0,27214,Kevin Streelman,2.80,31,1108,-0.097
182,0,45486,Joaquin Niemann,2.72,22,810,E
183,0,39971,Sungjae Im,2.67,28,1050,+0.107
184,0,47856,Seth Reeves,2.65,18,680,+0.111
185,0,28237,Rory McIlroy,2.62,19,724,+0.316
186,0,37455,Si Woo Kim,2.55,29,1138,+0.276
187,0,39997,Corey Conners,2.53,25,990,E
188,0,23320,Ryan Palmer,2.16,15,696,+0.133
189,0,27129,Luke List,2.13,19,892,E
190,0,34046,Jordan Spieth,2.10,18,858,-0.222
191,0,35450,Patrick Cantlay,2.05,15,732,-0.067
192,0,46970,Jon Rahm,1.95,15,770,+0.133
193,0,22056,Cameron Percy,1.58,7,442,+0.571
