RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
44,0,25345,Carl Pettersson,23.0,131846.000,159
44,0,27330,Josh Teater,23.0,111070.000,134
46,0,21528,Henrik Stenson,23.1,79097.000,95
46,0,34264,Hudson Swafford,23.1,85635.000,103
48,0,27436,Graham DeLaet,23.2,111106.000,133
48,0,30750,Tommy Gainey,23.2,87644.000,105
48,0,12716,Charley Hoffman,23.2,139356.000,167
48,0,24502,Adam Scott,23.2,110865.000,133
48,0,32150,Michael Thompson,23.2,82729.000,99
53,0,20848,Ángel Cabrera,23.3,109742.000,131
53,0,12510,Chad Campbell,23.3,52741.000,63
53,0,10809,Jim Furyk,23.3,62002.000,74
53,0,24358,Robert Garrigus,23.3,148526.000,177
53,0,26331,Charl Schwartzel,23.3,102477.000,122
53,0,27214,Kevin Streelman,23.3,101495.000,121
59,0,34099,Harris English,23.4,142404.000,169
59,0,21961,Charles Howell III,23.4,162895.000,193
59,0,36689,Brooks Koepka,23.4,74058.000,88
59,0,29425,Andrew Svoboda,23.4,90087.000,107
59,0,27770,Camilo Villegas,23.4,116314.000,138
64,0,22371,Aaron Baddeley,23.5,94878.000,112
64,0,22621,Ben Curtis,23.5,61692.000,73
64,0,30852,Ryo Ishikawa,23.5,99686.000,118
64,0,27120,Troy Matteson,23.5,72045.000,85
64,0,25396,Kevin Na,23.5,122652.000,145
64,0,25240,D.A. Points,23.5,74472.000,88
64,0,31193,Jim Renner,23.5,63394.000,75
64,0,26679,Kevin Stadler,23.5,122860.000,145
64,0,34431,Robert Streb,23.5,96424.000,114
73,0,29478,Kevin Kisner,23.6,93451.000,110
73,0,28486,Michael Putnam,23.6,160382.000,189
75,0,27644,Brian Harman,23.7,130632.000,153
75,0,27141,J.B. Holmes,23.7,151585.000,178
75,0,29222,Billy Hurley III,23.7,68178.000,80
75,0,22378,Trevor Immelman,23.7,92138.000,108
75,0,22293,Heath Slocum,23.7,60670.000,71
80,0,23353,J.J. Henry,23.8,95106.000,111
80,0,26300,Matt Jones,23.8,119033.000,139
80,0,35541,John Peterson,23.8,101155.000,118
80,0,22913,John Rollins,23.8,83088.000,97
84,0,34563,Chesson Hadley,23.9,103178.000,120
85,0,27556,Ted Potter Jr.,24.0,74213.000,86
86,0,34046,Jordan Spieth,24.1,126481.000,146
86,0,25834,Daniel Summerhays,24.1,142309.000,164
88,0,24846,Ricky Barnes,24.2,110449.000,127
88,0,29420,Billy Horschel,24.2,121829.000,140
88,0,10423,Mike Weir,24.2,51457.000,59
91,0,24357,K.J. Choi,24.3,69214.000,79
92,0,33461,Morgan Hoffmann,24.4,152815.000,174
93,0,20645,John Senden,24.5,128571.000,146
93,0,30692,Scott Stallings,24.5,104901.000,119
95,0,34021,Bud Cauley,24.6,72636.000,82
95,0,30926,Chris Kirk,24.6,136998.000,155
95,0,27466,Spencer Levin,24.6,59434.000,67
95,0,24361,Pat Perez,24.6,107196.000,121
95,0,29221,Webb Simpson,24.6,116699.000,132
95,0,27064,Jhonattan Vegas,24.6,124637.000,141
101,0,27649,Brandt Snedeker,24.7,97891.000,110
102,0,32200,Roberto Castro,24.8,76684.000,86
102,0,35539,Luke Guthrie,24.8,112601.000,126
102,0,23800,Bryce Molder,24.8,63315.000,71
102,0,06567,Vijay Singh,24.8,115213.000,129
106,0,20498,Briny Baird,24.9,60870.000,68
106,0,23638,Brendon de Jonge,24.9,147873.000,165
106,0,32102,Rickie Fowler,24.9,128957.000,144
106,0,25562,Andres Romero,24.9,129088.000,144
106,0,31560,Brian Stuard,24.9,98794.000,110
111,0,24507,Jason Bohn,25.0,80189.000,89
111,0,24912,Will MacKenzie,25.0,117835.000,131
111,0,25572,Graeme McDowell,25.0,47689.000,53
114,0,37273,Derek Ernst,25.1,121175.000,134
114,0,23108,Matt Kuchar,25.1,107467.000,119
116,0,33418,Shawn Stefani,25.2,97954.000,108
116,0,20396,Lee Westwood,25.2,88108.000,97
118,0,32640,Troy Merritt,25.3,54679.000,60
119,0,21209,Sergio Garcia,25.4,71284.000,78
119,0,23621,Rory Sabbatini,25.4,114255.000,125
121,0,21753,Brian Davis,25.5,109341.000,119
121,0,29535,Brice Garnett,25.5,114583.000,125
121,0,34098,Russell Henley,25.5,126780.000,138
124,0,26956,Bronson La'Cassie,25.6,54437.000,59
125,0,08075,Jerry Kelly,25.9,72832.000,78
125,0,35300,Andrew Loupe,25.9,96026.000,103
125,0,21878,Mark Wilson,25.9,75551.000,81
128,0,28307,Matt Every,26.0,100911.000,108
128,0,34261,Scott Langley,26.0,96478.000,103
128,0,27963,Chris Stroud,26.0,119061.000,127
128,0,25632,Jimmy Walker,26.0,160220.000,171
132,0,25720,Chad Collins,26.1,63973.000,68
132,0,34409,David Lingmerth,26.1,99772.000,106
132,0,24781,Hunter Mahan,26.1,136307.000,145
132,0,27933,John Merrick,26.1,126986.000,135
136,0,28259,Sangmoon Bae,26.2,127278.000,135
136,0,24490,George McNeill,26.2,109424.000,116
136,0,22405,Justin Rose,26.2,101733.000,108
139,0,30944,Jason Kokrak,26.3,136474.000,144
139,0,31323,Gary Woodland,26.3,175173.000,185
141,0,24925,Jonathan Byrd,26.4,102545.000,108
141,0,20593,Greg Chalmers,26.4,93289.000,98
141,0,06522,Ernie Els,26.4,129406.000,136
141,0,29926,Danny Lee,26.4,120862.000,127
141,0,28475,Jeff Overton,26.4,116114.000,122
146,0,21731,Freddie Jacobson,26.5,108584.000,114
146,0,29461,Jamie Lovemark,26.5,107629.000,113
146,0,01810,Phil Mickelson,26.5,107792.000,113
146,0,23320,Ryan Palmer,26.5,146913.000,154
146,0,33419,Cameron Tringale,26.5,151808.000,159
151,0,35139,Richard Lee,26.6,94791.000,99
152,0,19846,Brian Gay,26.7,62486.000,65
152,0,26289,Boo Weekley,26.7,94282.000,98
154,0,23541,Ben Crane,26.8,93652.000,97
154,0,20160,Charlie Wi,26.8,91751.000,95
156,0,29289,S.Y. Noh,27.1,135803.000,139
157,0,34174,John Huh,27.3,107309.000,109
157,0,31202,William McGirt,27.3,138783.000,141
157,0,26329,Louis Oosthuizen,27.3,52982.000,54
160,0,07867,Woody Austin,27.4,80940.000,82
161,0,20104,Ken Duke,27.6,107284.000,108
161,0,20157,Retief Goosen,27.6,109266.000,110
161,0,26758,David Hearn,27.6,97444.000,98
164,0,25349,Tim Wilkinson,27.7,83624.000,84
165,0,28092,D.H. Lee,27.9,54178.000,54
166,0,24494,Erik Compton,28.1,139409.000,138
166,0,22046,Geoff Ogilvy,28.1,130434.000,129
168,0,23983,Luke Donald,28.2,58939.000,58
169,0,34360,Patrick Reed,28.9,134076.000,129
169,0,24663,Y.E. Yang,28.9,96590.000,93
171,0,30927,Brendon Todd,29.1,103823.000,99
172,0,29479,Scott Brown,29.3,165578.000,157
173,0,01724,Jeff Maggert,30.0,61500.000,57
174,0,20098,Stuart Appleby,30.4,100794.000,92
174,0,02206,David Toms,30.4,60179.000,55
176,0,10860,Justin Leonard,31.3,43890.000,39
177,0,23135,Tim Clark,34.9,62838.000,50
