RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
117,0,26956,Bronson La'Cassie,45.87,50,59
118,0,27556,Ted Potter Jr.,45.71,80,95
119,0,23409,James Driscoll,45.40,79,95
120,0,24663,Y.E. Yang,45.36,83,100
121,0,33419,Cameron Tringale,45.21,137,166
122,0,26951,Johnson Wagner,45.18,75,91
123,0,22913,John Rollins,45.08,87,106
124,0,07867,Woody Austin,44.83,78,96
125,0,31193,Jim Renner,44.52,69,86
126,0,20160,Charlie Wi,44.44,84,105
127,0,12510,Chad Campbell,44.35,55,69
128,0,34563,Chesson Hadley,44.34,94,118
129,0,24024,Zach Johnson,44.31,109,137
130,0,21878,Mark Wilson,44.17,72,91
131,0,23108,Matt Kuchar,44.14,98,124
132,0,32200,Roberto Castro,44.02,81,103
133,0,27770,Camilo Villegas,44.00,110,140
134,0,10885,Robert Allenby,43.84,89,114
135,0,23623,Bo Van Pelt,43.54,91,118
136,0,35139,Richard Lee,43.52,84,109
137,0,27644,Brian Harman,43.45,126,164
138,0,23353,J.J. Henry,43.42,99,129
139,0,24138,Ian Poulter,43.18,57,75
140,0,20498,Briny Baird,43.17,60,79
141,0,34174,John Huh,42.79,89,119
142,0,20157,Retief Goosen,42.49,99,134
143,0,28132,Tyrone Van Aswegen,42.47,79,107
144,0,24361,Pat Perez,42.39,103,140
145,0,31560,Brian Stuard,40.27,89,132
146,0,21753,Brian Davis,39.76,99,150
147,0,27895,Jonas Blixt,38.85,54,85
148,0,27466,Spencer Levin,38.19,55,89
149,0,21731,Freddie Jacobson,38.15,95,154
150,0,23983,Luke Donald,38.03,54,88
151,0,20593,Greg Chalmers,38.01,84,137
152,0,25572,Graeme McDowell,37.88,50,82
153,0,25444,Justin Hicks,37.77,105,173
154,0,33122,Russell Knox,36.80,92,158
155,0,34261,Scott Langley,36.13,86,152
156,0,22293,Heath Slocum,35.76,59,106
157,0,28092,D.H. Lee,35.51,49,89
158,0,25349,Tim Wilkinson,35.00,70,130
159,0,08075,Jerry Kelly,34.04,64,124
160,0,01724,Jeff Maggert,33.85,44,86
161,0,24507,Jason Bohn,33.78,75,147
162,0,26758,David Hearn,33.73,84,165
163,0,10423,Mike Weir,33.33,53,106
164,0,29222,Billy Hurley III,33.17,68,137
165,0,22621,Ben Curtis,33.16,64,129
166,0,25720,Chad Collins,32.97,61,124
167,0,24357,K.J. Choi,32.37,67,140
168,0,23541,Ben Crane,32.31,74,155
169,0,32640,Troy Merritt,32.21,48,101
170,0,30927,Brendon Todd,32.09,86,182
171,0,10809,Jim Furyk,31.37,64,140
172,0,02206,David Toms,31.17,48,106
173,0,20098,Stuart Appleby,30.40,76,174
174,0,19846,Brian Gay,29.41,55,132
175,0,23135,Tim Clark,28.48,45,113
176,0,23800,Bryce Molder,28.28,56,142
177,0,10860,Justin Leonard,19.58,37,152
