RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
140,0,33418,Shawn Stefani,260.0,1011007.000,108
141,0,34174,John Huh,260.1,1020602.000,109
142,0,26331,Charl Schwartzel,260.3,1143221.000,122
143,0,31202,William McGirt,260.4,1321678.000,141
144,0,24507,Jason Bohn,260.5,834539.000,89
144,0,34046,Jordan Spieth,260.5,1369196.000,146
146,0,23320,Ryan Palmer,260.7,1445394.000,154
147,0,23108,Matt Kuchar,260.9,1117505.000,119
148,0,26679,Kevin Stadler,261.0,1362264.000,145
149,0,25396,Kevin Na,261.1,1363090.000,145
150,0,12716,Charley Hoffman,261.3,1570774.000,167
150,0,26956,Bronson La'Cassie,261.3,555012.000,59
152,0,21753,Brian Davis,261.4,1119888.000,119
153,0,33419,Cameron Tringale,261.6,1497135.000,159
154,0,25632,Jimmy Walker,261.8,1611587.000,171
155,0,32366,Kevin Chappell,261.9,1508533.000,160
155,0,26758,David Hearn,261.9,924067.000,98
157,0,25720,Chad Collins,262.0,641274.000,68
158,0,20593,Greg Chalmers,262.2,924943.000,98
159,0,29926,Danny Lee,262.4,1199528.000,127
159,0,25562,Andres Romero,262.4,1360291.000,144
161,0,01724,Jeff Maggert,262.5,538583.000,57
162,0,25834,Daniel Summerhays,262.8,1551487.000,164
163,0,23541,Ben Crane,262.9,917877.000,97
163,0,28092,D.H. Lee,262.9,511060.000,54
165,0,25274,Steven Bowditch,263.0,1571460.000,166
166,0,27408,Martin Kaymer,263.2,1042442.000,110
167,0,20396,Lee Westwood,263.3,919308.000,97
168,0,01810,Phil Mickelson,263.5,1071834.000,113
168,0,35541,John Peterson,263.5,1119187.000,118
170,0,10423,Mike Weir,263.7,560095.000,59
171,0,20848,Ángel Cabrera,264.6,1247835.000,131
171,0,06522,Ernie Els,264.6,1295694.000,136
173,0,35300,Andrew Loupe,264.7,981492.000,103
174,0,24781,Hunter Mahan,265.1,1383839.000,145
174,0,27963,Chris Stroud,265.1,1212132.000,127
176,0,21528,Henrik Stenson,268.3,917477.000,95
177,0,21209,Sergio Garcia,269.9,757920.000,78
