RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,30925,Dustin Johnson,241.4,921054.000,106
2,0,25364,Paul Casey,244.5,633656.000,72
3,0,29740,Brad Fritsch,245.1,591247.000,67
4,0,32334,Charlie Beljan,246.9,1102014.000,124
5,0,34264,Hudson Swafford,247.1,916373.000,103
6,0,20229,Stewart Cink,247.3,1050353.000,118
7,0,25900,Lucas Glover,247.5,882044.000,99
8,0,25686,Jason Dufner,248.0,669522.000,75
9,0,10885,Robert Allenby,248.3,893948.000,100
10,0,30750,Tommy Gainey,248.4,938826.000,105
11,0,30852,Ryo Ishikawa,248.5,1055762.000,118
11,0,01706,Davis Love III,248.5,921316.000,103
13,0,20498,Briny Baird,248.8,609180.000,68
14,0,33413,Ben Martin,248.9,940938.000,105
15,0,30944,Jason Kokrak,249.1,1291107.000,144
16,0,12510,Chad Campbell,249.2,565213.000,63
17,0,28132,Tyrone Van Aswegen,249.3,789685.000,88
18,0,23623,Bo Van Pelt,249.6,925674.000,103
19,0,31557,Jim Herman,249.8,809248.000,90
20,0,22378,Trevor Immelman,249.9,971669.000,108
21,0,22371,Aaron Baddeley,250.1,1008411.000,112
21,0,27095,Nick Watney,250.1,909482.000,101
23,0,27936,Martin Laird,250.2,1098971.000,122
23,0,32150,Michael Thompson,250.2,891733.000,99
25,0,27064,Jhonattan Vegas,250.3,1270641.000,141
26,0,07867,Woody Austin,250.4,739269.000,82
26,0,24138,Ian Poulter,250.4,622098.000,69
28,0,28500,Martin Flores,250.6,1073426.000,119
29,0,25572,Graeme McDowell,250.8,478513.000,53
30,0,24358,Robert Garrigus,250.9,1598989.000,177
30,0,23353,J.J. Henry,250.9,1002527.000,111
30,0,29518,Brendan Steele,250.9,1246431.000,138
33,0,36689,Brooks Koepka,251.2,795650.000,88
34,0,34431,Robert Streb,251.3,1031147.000,114
35,0,24140,Sean O'Hair,251.4,1221904.000,135
36,0,37273,Derek Ernst,251.5,1213221.000,134
36,0,24912,Will MacKenzie,251.5,1186166.000,131
36,0,27330,Josh Teater,251.5,1213406.000,134
39,0,28089,Jason Day,251.7,607108.000,67
40,0,34360,Patrick Reed,252.3,1171843.000,129
41,0,25444,Justin Hicks,252.5,1145328.000,126
42,0,27895,Jonas Blixt,252.9,609937.000,67
42,0,28780,Nicholas Thompson,252.9,1010499.000,111
44,0,29420,Billy Horschel,253.1,1275843.000,140
44,0,29478,Kevin Kisner,253.1,1002380.000,110
46,0,32448,James Hahn,253.2,1102995.000,121
47,0,25240,D.A. Points,253.3,802459.000,88
47,0,30692,Scott Stallings,253.3,1085264.000,119
49,0,20157,Retief Goosen,253.8,1004992.000,110
49,0,22913,John Rollins,253.8,886285.000,97
49,0,26951,Johnson Wagner,253.8,794936.000,87
49,0,26289,Boo Weekley,253.8,895307.000,98
53,0,33141,Keegan Bradley,254.0,1316895.000,144
53,0,34409,David Lingmerth,254.0,969230.000,106
53,0,25345,Carl Pettersson,254.0,1454020.000,159
56,0,27933,John Merrick,254.2,1235385.000,135
57,0,35539,Luke Guthrie,254.4,1154018.000,126
58,0,25191,Gonzalo Fernandez-Castaño,254.5,1071989.000,117
58,0,34265,Will Wilcox,254.5,769624.000,84
60,0,19846,Brian Gay,254.6,595835.000,65
60,0,26851,Marc Leishman,254.6,1301683.000,142
62,0,32200,Roberto Castro,254.7,788649.000,86
62,0,24490,George McNeill,254.7,1063786.000,116
64,0,24663,Y.E. Yang,254.8,853131.000,93
65,0,34099,Harris English,254.9,1550577.000,169
65,0,29222,Billy Hurley III,254.9,734127.000,80
65,0,32839,Hideki Matsuyama,254.9,1165381.000,127
68,0,21961,Charles Howell III,255.0,1771564.000,193
69,0,27770,Camilo Villegas,255.1,1267298.000,138
70,0,27644,Brian Harman,255.2,1405642.000,153
70,0,27556,Ted Potter Jr.,255.2,790185.000,86
72,0,28486,Michael Putnam,255.3,1736795.000,189
72,0,23621,Rory Sabbatini,255.3,1148639.000,125
74,0,22621,Ben Curtis,255.4,671246.000,73
74,0,23409,James Driscoll,255.4,864195.000,94
74,0,27649,Brandt Snedeker,255.4,1011509.000,110
74,0,20160,Charlie Wi,255.4,873578.000,95
78,0,26300,Matt Jones,255.5,1278328.000,139
78,0,30110,Kyle Stanley,255.5,1462724.000,159
80,0,20104,Ken Duke,255.6,993953.000,108
80,0,10809,Jim Furyk,255.6,680805.000,74
82,0,29535,Brice Garnett,255.7,1150567.000,125
82,0,22293,Heath Slocum,255.7,653600.000,71
84,0,20098,Stuart Appleby,255.9,847650.000,92
84,0,23800,Bryce Molder,255.9,654010.000,71
84,0,29289,S.Y. Noh,255.9,1280455.000,139
87,0,27466,Spencer Levin,256.0,617369.000,67
88,0,34098,Russell Henley,256.1,1272159.000,138
89,0,28259,Sangmoon Bae,256.2,1244969.000,135
89,0,24846,Ricky Barnes,256.2,1171398.000,127
89,0,24357,K.J. Choi,256.2,728600.000,79
92,0,34563,Chesson Hadley,256.3,1107073.000,120
92,0,24361,Pat Perez,256.3,1116487.000,121
92,0,25804,Bubba Watson,256.3,1273156.000,138
95,0,29479,Scott Brown,256.4,1448939.000,157
95,0,27120,Troy Matteson,256.4,784567.000,85
97,0,24024,Zach Johnson,256.5,1200338.000,130
98,0,21731,Freddie Jacobson,256.6,1053132.000,114
98,0,26329,Louis Oosthuizen,256.6,498783.000,54
98,0,24502,Adam Scott,256.6,1228522.000,133
98,0,31560,Brian Stuard,256.6,1016073.000,110
102,0,35732,Wes Roach,256.9,813884.000,88
103,0,30926,Chris Kirk,257.2,1435126.000,155
103,0,31193,Jim Renner,257.2,694423.000,75
105,0,33461,Morgan Hoffmann,257.3,1611435.000,174
105,0,33122,Russell Knox,257.3,1046791.000,113
105,0,28475,Jeff Overton,257.3,1129860.000,122
105,0,06567,Vijay Singh,257.3,1195033.000,129
109,0,26596,Ryan Moore,257.4,1084288.000,117
110,0,24925,Jonathan Byrd,257.5,1001353.000,108
110,0,34021,Bud Cauley,257.5,760062.000,82
112,0,28307,Matt Every,257.7,1001991.000,108
112,0,29425,Andrew Svoboda,257.7,992470.000,107
114,0,29461,Jamie Lovemark,257.8,1048828.000,113
114,0,30927,Brendon Todd,257.8,918938.000,99
116,0,27141,J.B. Holmes,257.9,1652425.000,178
117,0,32333,Kevin Tway,258.0,798700.000,86
118,0,32640,Troy Merritt,258.1,557547.000,60
119,0,23135,Tim Clark,258.2,464795.000,50
119,0,23983,Luke Donald,258.2,539166.000,58
119,0,28237,Rory McIlroy,258.2,1282773.000,138
119,0,20645,John Senden,258.2,1357209.000,146
119,0,25349,Tim Wilkinson,258.2,780778.000,84
124,0,10860,Justin Leonard,258.3,362696.000,39
124,0,21878,Mark Wilson,258.3,753128.000,81
126,0,29221,Webb Simpson,258.5,1228325.000,132
126,0,31323,Gary Woodland,258.5,1721633.000,185
128,0,02206,David Toms,258.7,512297.000,55
129,0,34261,Scott Langley,258.8,959694.000,103
130,0,08075,Jerry Kelly,259.2,727922.000,78
131,0,35139,Richard Lee,259.4,924472.000,99
131,0,22046,Geoff Ogilvy,259.4,1204442.000,129
131,0,22405,Justin Rose,259.4,1008482.000,108
134,0,27214,Kevin Streelman,259.5,1130576.000,121
135,0,24924,Bill Haas,259.6,1429954.000,153
136,0,27436,Graham DeLaet,259.7,1243664.000,133
137,0,24494,Erik Compton,259.8,1290578.000,138
138,0,23638,Brendon de Jonge,259.9,1543757.000,165
138,0,32102,Rickie Fowler,259.9,1347455.000,144
