RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
1,0,28237,Rory McIlroy,76.14,134,42,-85,+2
2,0,30925,Dustin Johnson,71.83,102,40,-65,-6
3,0,29461,Jamie Lovemark,69.74,106,46,-56,+1
4,0,25804,Bubba Watson,67.51,133,64,-80,E
5,0,24502,Adam Scott,66.84,129,64,-87,-12
6,0,24358,Robert Garrigus,66.67,168,84,-89,-6
7,0,31323,Gary Woodland,66.42,180,91,-89,+2
8,0,23320,Ryan Palmer,66.37,150,76,-89,+2
9,0,34265,Will Wilcox,65.60,82,43,-55,-4
10,0,21528,Henrik Stenson,65.49,93,49,-48,-10
11,0,30110,Kyle Stanley,65.00,156,84,-70,+8
12,0,27408,Martin Kaymer,64.50,109,60,-56,+11
13,0,32102,Rickie Fowler,64.41,143,79,-74,-9
14,0,26331,Charl Schwartzel,64.17,120,67,-77,-12
15,0,34099,Harris English,63.85,166,94,-90,-4
16,0,26300,Matt Jones,63.47,139,80,-84,+4
17,0,27064,Jhonattan Vegas,62.84,137,81,-77,-6
18,0,30944,Jason Kokrak,62.56,142,85,-86,+7
19,0,35541,John Peterson,62.37,116,70,-46,+5
20,0,25632,Jimmy Walker,62.26,165,100,-106,-2
21,0,20396,Lee Westwood,61.78,97,60,-59,+2
22,0,36689,Brooks Koepka,61.59,85,53,-44,E
23,0,25274,Steven Bowditch,61.54,160,100,-106,+2
24,0,26679,Kevin Stadler,61.37,143,90,-74,-5
25,0,26851,Marc Leishman,61.30,141,89,-73,-13
26,0,20848,Ángel Cabrera,60.95,128,82,-60,-1
27,0,27936,Martin Laird,60.80,121,78,-80,-1
28,0,28486,Michael Putnam,60.77,189,122,-95,+3
29,0,37273,Derek Ernst,60.55,132,86,-59,+11
30,0,24140,Sean O'Hair,60.37,131,86,-75,E
31,0,33141,Keegan Bradley,60.34,143,94,-66,+4
32,0,25900,Lucas Glover,59.76,98,66,-53,+9
33,0,28089,Jason Day,59.46,66,45,-35,-6
34,0,01810,Phil Mickelson,58.95,112,78,-54,-4
35,0,27141,J.B. Holmes,58.89,169,118,-97,+6
36,0,12716,Charley Hoffman,57.86,162,118,-94,+6
37,0,28259,Sangmoon Bae,57.69,135,99,-76,-10
38,0,21209,Sergio Garcia,57.46,77,57,-36,+3
39,0,21961,Charles Howell III,57.45,189,140,-101,-24
40,0,06522,Ernie Els,57.33,133,99,-70,+1
41,0,25562,Andres Romero,57.26,138,103,-75,-2
42,0,27436,Graham DeLaet,56.64,128,98,-69,-11
43,0,29740,Brad Fritsch,56.30,67,52,-40,-6
44,0,25345,Carl Pettersson,55.99,159,125,-82,-7
45,0,29420,Billy Horschel,55.82,139,110,-80,-3
46,0,22371,Aaron Baddeley,55.72,112,89,-67,-1
47,0,35300,Andrew Loupe,55.63,89,71,-48,+3
48,0,28475,Jeff Overton,55.25,121,98,-67,+3
49,0,33418,Shawn Stefani,55.21,106,86,-60,-11
50,0,23621,Rory Sabbatini,55.16,123,100,-53,-4
