RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
51,0,26329,Louis Oosthuizen,55.10,54,44,-21,+4
52,0,29926,Danny Lee,55.07,125,102,-63,-7
53,0,33461,Morgan Hoffmann,55.02,170,139,-103,+5
53,0,32839,Hideki Matsuyama,55.02,126,103,-78,-22
55,0,34264,Hudson Swafford,54.84,102,84,-49,+4
56,0,22405,Justin Rose,54.82,108,89,-72,-1
57,0,24781,Hunter Mahan,54.79,143,118,-68,-12
58,0,31557,Jim Herman,54.55,90,75,-35,E
59,0,20645,John Senden,53.87,146,125,-89,-14
60,0,27095,Nick Watney,53.72,101,87,-49,-10
61,0,34021,Bud Cauley,53.59,82,71,-45,-3
62,0,30750,Tommy Gainey,53.57,105,91,-44,-2
63,0,30692,Scott Stallings,53.49,115,100,-58,-2
64,0,30852,Ryo Ishikawa,53.42,117,102,-68,-8
65,0,26289,Boo Weekley,53.33,96,84,-48,-2
66,0,27330,Josh Teater,53.23,132,116,-74,-4
67,0,29479,Scott Brown,53.06,156,138,-62,-13
68,0,35732,Wes Roach,53.01,88,78,-45,+6
69,0,25364,Paul Casey,52.94,72,64,-43,-5
70,0,27120,Troy Matteson,52.83,84,75,-38,E
70,0,32333,Kevin Tway,52.83,84,75,-50,-7
72,0,34431,Robert Streb,52.56,113,102,-67,-4
73,0,27214,Kevin Streelman,52.16,121,111,-65,-8
74,0,29518,Brendan Steele,52.11,136,125,-83,-10
75,0,34098,Russell Henley,52.08,138,127,-74,-3
76,0,23638,Brendon de Jonge,52.05,165,152,-87,-2
77,0,29289,S.Y. Noh,51.71,136,127,-73,-17
78,0,30926,Chris Kirk,51.67,155,145,-94,-14
79,0,27963,Chris Stroud,51.63,127,119,-71,-2
80,0,32334,Charlie Beljan,51.54,117,110,-69,+2
81,0,25396,Kevin Na,51.25,144,137,-93,-16
82,0,24924,Bill Haas,51.17,153,146,-93,-16
83,0,25191,Gonzalo Fernandez-Castaño,51.10,116,111,-64,+9
84,0,32448,James Hahn,51.06,120,115,-73,+3
85,0,25686,Jason Dufner,51.02,75,72,-47,-10
86,0,34360,Patrick Reed,51.00,127,122,-79,-2
87,0,28307,Matt Every,50.94,108,104,-64,-9
88,0,29221,Webb Simpson,50.57,132,129,-69,-26
89,0,06567,Vijay Singh,50.39,129,127,-70,-23
90,0,24494,Erik Compton,50.37,135,133,-65,+1
91,0,25834,Daniel Summerhays,50.31,163,161,-88,-19
92,0,20104,Ken Duke,50.23,108,107,-59,-14
93,0,32366,Kevin Chappell,50.16,158,157,-88,-4
94,0,34046,Jordan Spieth,50.00,143,143,-93,-13
95,0,27933,John Merrick,49.81,134,135,-64,-6
96,0,28500,Martin Flores,49.79,119,120,-66,-11
97,0,31202,William McGirt,49.65,141,143,-58,-21
98,0,29535,Brice Garnett,49.60,125,127,-79,-7
99,0,22378,Trevor Immelman,49.54,108,110,-58,-4
100,0,35539,Luke Guthrie,49.41,126,129,-67,-16
101,0,24912,Will MacKenzie,49.25,131,135,-74,+5
102,0,24490,George McNeill,49.15,116,120,-61,-16
103,0,24925,Jonathan Byrd,49.09,108,112,-52,-9
104,0,22046,Geoff Ogilvy,48.86,129,135,-49,-22
105,0,24846,Ricky Barnes,48.85,127,133,-80,+1
106,0,27649,Brandt Snedeker,48.67,110,116,-60,-16
107,0,23409,James Driscoll,48.45,94,100,-49,-7
108,0,34563,Chesson Hadley,48.37,119,127,-77,-4
109,0,28780,Nicholas Thompson,48.05,111,120,-59,-12
110,0,26596,Ryan Moore,47.95,117,127,-69,-6
111,0,01706,Davis Love III,47.89,102,111,-56,+3
112,0,29425,Andrew Svoboda,47.75,106,116,-51,-16
113,0,27770,Camilo Villegas,47.74,137,150,-67,-2
114,0,33413,Ben Martin,47.51,105,116,-52,+1
115,0,29478,Kevin Kisner,47.41,110,122,-61,-17
116,0,34409,David Lingmerth,47.09,105,118,-48,-2
117,0,26956,Bronson La'Cassie,46.83,59,67,-30,-3
118,0,20229,Stewart Cink,46.43,117,135,-66,-13
119,0,12510,Chad Campbell,46.32,63,73,-26,-7
119,0,25240,D.A. Points,46.32,88,102,-34,+1
121,0,24138,Ian Poulter,46.31,69,80,-37,-14
122,0,33419,Cameron Tringale,45.82,159,188,-94,-34
123,0,34174,John Huh,45.80,109,129,-39,-11
124,0,26951,Johnson Wagner,45.79,87,103,-48,-1
125,0,35139,Richard Lee,45.41,99,119,-29,-20
126,0,24663,Y.E. Yang,45.37,93,112,-43,-6
127,0,23108,Matt Kuchar,45.25,119,144,-74,-23
128,0,32150,Michael Thompson,45.00,99,121,-56,-16
129,0,20160,Charlie Wi,44.81,95,117,-46,-12
130,0,27644,Brian Harman,44.74,153,189,-88,-13
131,0,21878,Mark Wilson,44.26,81,102,-39,-3
132,0,24361,Pat Perez,44.16,121,153,-61,-21
133,0,24024,Zach Johnson,44.07,130,165,-83,-33
134,0,22913,John Rollins,44.04,96,122,-44,-9
135,0,27556,Ted Potter Jr.,43.88,86,110,-38,-9
136,0,20498,Briny Baird,43.87,68,87,-38,-10
137,0,31193,Jim Renner,43.86,75,96,-38,+1
138,0,23353,J.J. Henry,43.70,111,143,-50,+3
139,0,10885,Robert Allenby,43.67,100,129,-54,+2
140,0,23623,Bo Van Pelt,43.10,103,136,-54,-16
141,0,07867,Woody Austin,42.93,82,109,-44,-21
142,0,31560,Brian Stuard,42.64,110,148,-51,-33
143,0,32200,Roberto Castro,42.57,86,116,-55,-12
144,0,21753,Brian Davis,41.90,119,165,-85,-28
144,0,28132,Tyrone Van Aswegen,41.90,88,122,-64,+1
146,0,27895,Jonas Blixt,41.36,67,95,-46,+7
147,0,20157,Retief Goosen,41.13,109,156,-66,-8
148,0,27466,Spencer Levin,40.36,67,99,-28,-15
149,0,21731,Freddie Jacobson,40.07,113,169,-57,-15
150,0,25444,Justin Hicks,39.75,126,191,-65,-24
151,0,33122,Russell Knox,39.30,112,173,-63,-15
152,0,20593,Greg Chalmers,38.25,96,155,-53,-12
153,0,01724,Jeff Maggert,37.84,56,92,-16,-6
154,0,23983,Luke Donald,37.66,58,96,-34,-17
155,0,22293,Heath Slocum,37.57,71,118,-42,-18
156,0,34261,Scott Langley,37.50,102,170,-58,-28
157,0,25349,Tim Wilkinson,36.40,83,145,-45,-34
158,0,23541,Ben Crane,35.79,97,174,-47,-2
159,0,25572,Graeme McDowell,35.57,53,96,-25,-23
160,0,08075,Jerry Kelly,35.14,78,144,-48,-22
161,0,32640,Troy Merritt,35.09,60,111,-35,-3
162,0,26758,David Hearn,35.00,98,182,-48,-34
163,0,28092,D.H. Lee,34.87,53,99,-19,-8
164,0,24507,Jason Bohn,34.36,89,170,-49,-22
165,0,29222,Billy Hurley III,33.90,80,156,-35,-27
166,0,22621,Ben Curtis,33.80,73,143,-45,-9
167,0,25720,Chad Collins,33.01,68,138,-33,-8
168,0,10423,Mike Weir,32.78,59,121,-36,-5
169,0,24357,K.J. Choi,32.51,79,164,-54,-20
170,0,20098,Stuart Appleby,31.94,92,196,-52,-29
171,0,30927,Brendon Todd,31.92,98,209,-55,-40
172,0,23800,Bryce Molder,31.84,71,152,-38,-29
173,0,02206,David Toms,31.79,55,118,-29,-16
174,0,10809,Jim Furyk,30.83,74,166,-49,-42
175,0,19846,Brian Gay,30.23,65,150,-31,-8
176,0,23135,Tim Clark,28.25,50,127,-24,-24
177,0,10860,Justin Leonard,18.75,39,169,-18,-33
