RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,27895,Jonas Blixt,159.9,5370210.000,933
2,0,23048,Eric Axley,160.0,4439583.000,771
3,0,23353,J.J. Henry,160.4,7853158.000,1360
4,0,23320,Ryan Palmer,160.6,5596599.000,968
5,0,28780,Nicholas Thompson,160.7,7253223.000,1254
6,0,36699,Patrick Rodgers,160.8,4733812.000,818
7,0,22293,Heath Slocum,160.9,4049014.000,699
8,0,10809,Jim Furyk,161.0,5408805.000,933
9,0,26951,Johnson Wagner,161.1,5944219.000,1025
10,0,35532,Tom Hoge,161.2,6768509.000,1166
10,0,20691,Greg Owen,161.2,4167182.000,718
12,0,32448,James Hahn,161.3,8125577.000,1399
13,0,24507,Jason Bohn,161.4,9065622.000,1560
13,0,23541,Ben Crane,161.4,5426653.000,934
13,0,30925,Dustin Johnson,161.4,5618843.000,967
16,0,23548,Bill Lunde,161.5,3749372.000,645
17,0,32334,Charlie Beljan,161.6,5938279.000,1021
17,0,10860,Justin Leonard,161.6,5642676.000,970
19,0,35545,Blayne Barber,161.7,6553540.000,1126
19,0,34262,Jon Curran,161.7,6812428.000,1170
19,0,01706,Davis Love III,161.7,4367140.000,750
19,0,23623,Bo Van Pelt,161.7,6797224.000,1168
23,0,20229,Stewart Cink,161.8,6890450.000,1183
24,0,34409,David Lingmerth,162.0,7743270.000,1328
24,0,33486,Roger Sloan,162.0,4169995.000,715
24,0,28132,Tyrone Van Aswegen,162.0,4386314.000,752
27,0,28679,Fabián Gómez,162.1,7219633.000,1237
27,0,27644,Brian Harman,162.1,8144692.000,1396
29,0,23800,Bryce Molder,162.3,8040067.000,1376
29,0,28475,Jeff Overton,162.3,7852705.000,1344
29,0,22056,Cameron Percy,162.3,6088777.000,1042
32,0,26758,David Hearn,162.4,8877144.000,1518
32,0,02206,David Toms,162.4,5769530.000,987
32,0,21878,Mark Wilson,162.4,8471622.000,1449
35,0,31560,Brian Stuard,162.5,8285094.000,1416
36,0,37454,Whee Kim,162.6,5870757.000,1003
37,0,25349,Tim Wilkinson,162.7,6078046.000,1038
38,0,22892,Jason Gore,162.8,6070229.000,1036
39,0,31202,William McGirt,162.9,10210931.000,1741
39,0,30946,Alex Prugh,162.9,7558337.000,1289
41,0,30736,Oscar Fraustro,163.0,4189522.000,714
41,0,29720,Andres Gonzales,163.0,7984847.000,1361
41,0,33122,Russell Knox,163.0,9137478.000,1557
44,0,29535,Brice Garnett,163.1,6721703.000,1145
44,0,34261,Scott Langley,163.1,8314464.000,1416
44,0,24502,Adam Scott,163.1,3359017.000,572
47,0,20104,Ken Duke,163.2,8206053.000,1397
47,0,34130,Sung Joon Park,163.2,6638053.000,1130
47,0,25818,Scott Piercy,163.2,8729769.000,1486
47,0,29476,Kyle Reifers,163.2,8431389.000,1435
51,0,34563,Chesson Hadley,163.3,9351817.000,1591
51,0,34360,Patrick Reed,163.3,7993581.000,1360
51,0,25493,Nick Taylor,163.3,8752715.000,1489
51,0,30927,Brendon Todd,163.3,7993008.000,1360
55,0,20472,Alex Cejka,163.4,8324106.000,1415
55,0,31416,Derek Fathauer,163.4,6963560.000,1184
55,0,32640,Troy Merritt,163.4,8641996.000,1469
55,0,27095,Nick Watney,163.4,8525182.000,1449
55,0,25892,Steve Wheatcroft,163.4,7569439.000,1287
60,0,26476,Chez Reavie,163.5,5272377.000,896
61,0,24358,Robert Garrigus,163.6,5770418.000,980
61,0,35451,Scott Pinckney,163.6,7791112.000,1323
61,0,28023,Byron Smith,163.6,4533606.000,770
61,0,34431,Robert Streb,163.6,10153760.000,1724
65,0,20593,Greg Chalmers,163.7,3795023.000,644
65,0,21753,Brian Davis,163.7,7480436.000,1269
65,0,31557,Jim Herman,163.7,8131151.000,1380
65,0,27141,J.B. Holmes,163.7,6953486.000,1180
69,0,30711,Colt Knost,163.8,7818240.000,1326
70,0,32366,Kevin Chappell,163.9,7893885.000,1338
70,0,25720,Chad Collins,163.9,6655862.000,1128
70,0,29425,Andrew Svoboda,163.9,7406417.000,1255
73,0,40058,Zac Blair,164.0,9334799.000,1581
73,0,28500,Martin Flores,164.0,8340322.000,1413
73,0,29222,Billy Hurley III,164.0,6637369.000,1124
73,0,23108,Matt Kuchar,164.0,8149509.000,1380
73,0,27963,Chris Stroud,164.0,7209543.000,1221
78,0,24357,K.J. Choi,164.1,6044767.000,1023
78,0,12716,Charley Hoffman,164.1,8058027.000,1364
78,0,25632,Jimmy Walker,164.1,6782108.000,1148
78,0,34265,Will Wilcox,164.1,4330599.000,733
82,0,25345,Carl Pettersson,164.2,10181836.000,1722
82,0,27649,Brandt Snedeker,164.2,7950034.000,1345
84,0,25274,Steven Bowditch,164.3,9333408.000,1578
84,0,28307,Matt Every,164.3,5939358.000,1004
84,0,34098,Russell Henley,164.3,7091884.000,1199
87,0,20771,Steven Alker,164.4,5297134.000,895
87,0,32200,Roberto Castro,164.4,3812566.000,644
87,0,35539,Luke Guthrie,164.4,7202775.000,1217
87,0,33399,Adam Hadwin,164.4,8574925.000,1449
87,0,21961,Charles Howell III,164.4,10508809.000,1776
87,0,34046,Jordan Spieth,164.4,6976748.000,1179
93,0,25364,Paul Casey,164.5,6691352.000,1130
93,0,28089,Jason Day,164.5,6065584.000,1024
93,0,08075,Jerry Kelly,164.5,7009832.000,1184
96,0,29478,Kevin Kisner,164.6,9988034.000,1686
96,0,29289,S.Y. Noh,164.6,5730077.000,967
98,0,37273,Derek Ernst,164.7,6713148.000,1132
98,0,25900,Lucas Glover,164.7,7653796.000,1291
98,0,30926,Chris Kirk,164.7,5948472.000,1003
98,0,36689,Brooks Koepka,164.7,6890035.000,1162
98,0,31193,Jim Renner,164.7,5927556.000,1000
98,0,34264,Hudson Swafford,164.7,8797345.000,1484
104,0,27436,Graham DeLaet,164.8,5750126.000,969
104,0,27933,John Merrick,164.8,6170733.000,1040
104,0,26289,Boo Weekley,164.8,7106173.000,1198
107,0,32150,Michael Thompson,164.9,7977222.000,1344
108,0,29479,Scott Brown,165.0,8612807.000,1450
108,0,12510,Chad Campbell,165.0,9707900.000,1634
108,0,25804,Bubba Watson,165.0,5962124.000,1004
111,0,28259,Sangmoon Bae,165.1,9364731.000,1576
111,0,39977,Max Homa,165.1,6603518.000,1111
111,0,30852,Ryo Ishikawa,165.1,7994649.000,1345
111,0,24361,Pat Perez,165.1,8838821.000,1487
111,0,33418,Shawn Stefani,165.1,9377743.000,1578
116,0,24024,Zach Johnson,165.2,7474967.000,1257
116,0,27770,Camilo Villegas,165.2,7891426.000,1327
116,0,20396,Lee Westwood,165.2,3407930.000,573
119,0,34256,Andrew Putnam,165.3,5748914.000,966
120,0,23621,Rory Sabbatini,165.4,7057877.000,1185
121,0,10885,Robert Allenby,165.5,5458167.000,916
121,0,06522,Ernie Els,165.5,4158589.000,698
121,0,22405,Justin Rose,165.5,5232227.000,878
121,0,33448,Justin Thomas,165.5,10244892.000,1719
125,0,24494,Erik Compton,165.6,7474829.000,1254
125,0,29420,Billy Horschel,165.6,7809515.000,1310
125,0,30944,Jason Kokrak,165.6,8525562.000,1430
125,0,27466,Spencer Levin,165.6,8871051.000,1488
125,0,25834,Daniel Summerhays,165.6,9513232.000,1596
130,0,36801,Mark Hubbard,165.7,6527239.000,1094
130,0,33413,Ben Martin,165.7,8249629.000,1383
130,0,24138,Ian Poulter,165.7,5143472.000,862
133,0,27936,Martin Laird,165.8,7835231.000,1313
134,0,25686,Jason Dufner,165.9,5122844.000,858
134,0,06567,Vijay Singh,165.9,7377745.000,1235
136,0,22371,Aaron Baddeley,166.0,7037930.000,1178
136,0,24846,Ricky Barnes,166.0,6759291.000,1131
136,0,23638,Brendon de Jonge,166.0,9858274.000,1650
136,0,23983,Luke Donald,166.0,5766170.000,965
140,0,24781,Hunter Mahan,166.1,6974087.000,1166
141,0,20157,Retief Goosen,166.2,6419760.000,1073
142,0,25240,D.A. Points,166.4,6217247.000,1038
