RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,06589,Jeff Woodland,7.59,592,78
2,0,06691,Greg Cesario,7.58,470,62
3,0,02185,Lance Ten Broeck,7.41,719,97
4,0,01755,Dick Mast,7.40,636,86
5,0,01468,Gary Hallberg,7.38,664,90
5,0,01495,Morris Hatalsky,7.38,443,60
7,0,01378,David Frost,7.29,532,73
8,0,01443,Hubert Green,7.24,391,54
9,0,01557,John Inman,7.23,701,97
10,0,01701,Bob Lohr,7.18,603,84
11,0,06012,Greg Kraft,7.15,515,72
12,0,01235,Ben Crenshaw,7.09,496,70
12,0,02090,Tom Sieckmann,7.09,674,95
14,0,01068,Andy Bean,7.07,431,61
15,0,02007,Larry Rinker,7.00,518,74
16,0,06058,John Flannery,6.99,713,102
17,0,02298,Jim Woodward,6.98,356,51
18,0,01353,Bruce Fleisher,6.97,613,88
19,0,01607,Brian Kamm,6.96,592,85
20,0,01329,Brad Faxon,6.95,584,84
21,0,01218,Jeff Cook,6.94,576,83
22,0,06643,Paul Goydos,6.93,651,94
23,0,06197,Michael Allen,6.90,573,83
24,0,01444,Ken Green,6.88,406,59
25,0,01846,Jodie Mudd,6.86,405,59
26,0,01116,Michael Bradley,6.85,541,79
26,0,02218,Ted Tryba,6.85,644,94
26,0,02255,Denis Watson,6.85,425,62
29,0,01659,Massy Kuramoto,6.84,417,61
29,0,02279,Mark Wiebe,6.84,616,90
31,0,01201,Lennie Clements,6.83,546,80
31,0,01475,Donnie Hammond,6.83,567,83
33,0,06566,Jaime Gomez,6.82,580,85
33,0,02223,Bob Tway,6.82,457,67
35,0,01761,Len Mattiace,6.81,531,78
35,0,02206,David Toms,6.81,565,83
37,0,06086,Russell Beiersdorf,6.80,673,99
38,0,02267,D.A. Weibring,6.78,502,74
39,0,01390,Buddy Gardner,6.77,440,65
39,0,02294,Willie Wood,6.77,521,77
41,0,01248,Rick Dalpos,6.74,472,70
42,0,01196,Brian Claar,6.73,720,107
42,0,01374,Robin Freeman,6.73,579,86
42,0,06090,Jim McGovern,6.73,787,117
45,0,01331,Rick Fehr,6.71,651,97
46,0,06124,Patrick Burke,6.67,380,57
47,0,01129,Bill Britton,6.66,586,88
47,0,02322,Richard Zokol,6.66,486,73
49,0,01934,Dave Peege,6.65,379,57
50,0,01261,Jay Delsing,6.64,657,99
50,0,02131,Mike Springer,6.64,538,81
52,0,06144,John Dowdall,6.63,358,54
53,0,01533,P.H. Horgan III,6.62,576,87
54,0,06575,Dudley Hart,6.60,601,91
54,0,06332,Neal Lancaster,6.60,660,100
54,0,02190,Doug Tewell,6.60,416,63
57,0,01093,Ronnie Black,6.59,573,87
58,0,01096,Phil Blackmar,6.58,586,89
59,0,01633,Tom Kite,6.57,447,68
60,0,01876,Greg Norman,6.56,354,54
60,0,02225,Howard Twitty,6.56,597,91
62,0,02214,Kirk Triplett,6.55,596,91
63,0,01024,Billy Andrade,6.54,602,92
63,0,01185,Brandel Chamblee,6.54,543,83
63,0,01715,Mark Lye,6.54,425,65
66,0,01388,Robert Gamez,6.53,522,80
67,0,01288,Ed Dougherty,6.52,717,110
67,0,01361,Dan Forsman,6.52,567,87
67,0,10207,Jimmy Johnston,6.52,450,69
70,0,01577,Lee Janzen,6.51,605,93
70,0,01682,Wayne Levi,6.51,488,75
70,0,02170,Hal Sutton,6.51,553,85
73,0,01346,Ed Fiori,6.49,617,95
73,0,01946,Peter Persons,6.49,584,90
75,0,06247,David Delong,6.48,337,52
75,0,06599,John Elliott,6.48,499,77
75,0,01920,Craig Parry,6.48,473,73
75,0,02159,Curtis Strange,6.48,512,79
75,0,02303,Robert Wrenn,6.48,525,81
80,0,01706,Davis Love III,6.47,641,99
81,0,01197,Bobby Clampett,6.46,349,54
81,0,01724,Jeff Maggert,6.46,575,89
83,0,06617,Brian Henninger,6.45,574,89
83,0,01849,Bill Murchison,6.45,342,53
85,0,05319,Gene Jones,6.44,367,57
85,0,06128,Steve Lamontagne,6.44,625,97
87,0,01143,Brad Bryant,6.43,649,101
88,0,10195,Tim Conley,6.42,398,62
88,0,01320,Bob Estes,6.42,623,97
88,0,01968,Nick Price,6.42,443,69
88,0,06136,Mike Schuchart,6.42,462,72
92,0,08045,Perry Moss,6.39,543,85
93,0,02180,Harry Taylor,6.38,555,87
