RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,06527,Steve Stricker,14' 2",3068.417,217,-49
2,0,01928,Corey Pavin,16' 5",3477.583,212,-42
3,0,12680,Shigeki Maruyama,16' 7",3914.500,236,-37
4,0,23718,Nathan Green,16' 8",3230.500,194,-30
4,0,20127,Chris Riley,16' 8",2720.750,163,-34
4,0,08793,Tiger Woods,16' 8",1463.917,88,-18
7,0,10860,Justin Leonard,16' 9",4851.333,290,-23
7,0,01810,Phil Mickelson,16' 9",2082.083,124,-20
7,0,22295,Darron Stiles,16' 9",2998.417,179,-27
10,0,10117,Bob Heintz,16' 10",3976.833,236,-29
10,0,07547,Craig Kanada,16' 10",4931.583,293,-38
12,0,21209,Sergio Garcia,16' 11",1693.667,100,-9
12,0,24138,Ian Poulter,16' 11",1908.500,113,-25
14,0,01724,Jeff Maggert,17' 0",4089.750,241,-40
14,0,22046,Geoff Ogilvy,17' 0",3578.583,211,-30
14,0,22405,Justin Rose,17' 0",2091.333,123,-10
17,0,08931,Glen Day,17' 1",4224.833,247,-38
18,0,10809,Jim Furyk,17' 2",3229.417,188,-30
18,0,19846,Brian Gay,17' 2",5669.000,330,-60
20,0,21731,Freddie Jacobson,17' 3",3436.083,199,-34
21,0,07363,Craig Bowden,17' 4",4143.583,239,-56
21,0,20850,Daniel Chopra,17' 4",4550.917,263,-43
21,0,22348,Nick O'Hern,17' 4",2531.417,146,-12
21,0,20628,Arron Oberholser,17' 4",2665.833,154,-25
21,0,27649,Brandt Snedeker,17' 4",3925.833,226,-30
21,0,02214,Kirk Triplett,17' 4",4033.250,233,-25
27,0,02239,Scott Verplank,17' 5",2702.583,155,-31
28,0,20433,Mark Hensby,17' 6",3685.750,211,-2
28,0,12705,Cliff Kresge,17' 6",4525.417,259,-26
30,0,01024,Billy Andrade,17' 7",3960.667,225,-32
30,0,20766,Padraig Harrington,17' 7",1989.917,113,+3
30,0,24502,Adam Scott,17' 7",2597.917,148,-17
30,0,10423,Mike Weir,17' 7",2615.000,149,-10
34,0,20229,Stewart Cink,17' 8",3600.083,204,-26
34,0,23135,Tim Clark,17' 8",3369.917,191,-38
34,0,23638,Brendon de Jonge,17' 8",3733.500,211,-36
34,0,07457,Steve Flesch,17' 8",4466.167,253,-12
34,0,01797,Rocco Mediate,17' 8",3551.333,201,-39
34,0,02104,Jeff Sluman,17' 8",2265.333,128,-14
34,0,27770,Camilo Villegas,17' 8",2877.500,163,-9
41,0,07867,Woody Austin,17' 9",4070.500,229,-40
41,0,12652,Cameron Beckman,17' 9",4111.333,232,-36
41,0,06251,Chris DiMarco,17' 9",3486.083,196,-12
41,0,20105,Jeff Gove,17' 9",4877.750,275,-8
41,0,06643,Paul Goydos,17' 9",2589.750,146,-9
41,0,10425,Jay Williamson,17' 9",3060.000,172,-27
47,0,23614,Rich Beem,17' 10",3324.500,186,-19
47,0,06522,Ernie Els,17' 10",1876.583,105,-6
47,0,01320,Bob Estes,17' 10",4380.667,246,-32
47,0,22892,Jason Gore,17' 10",3958.417,222,-23
47,0,02206,David Toms,17' 10",3439.750,193,-21
52,0,20098,Stuart Appleby,17' 11",3159.833,176,-13
52,0,23108,Matt Kuchar,17' 11",3653.750,204,-20
54,0,20472,Alex Cejka,18' 0",4203.333,234,-39
54,0,01577,Lee Janzen,18' 0",2770.583,154,-19
54,0,01707,Steve Lowery,18' 0",3729.333,207,-32
54,0,02101,Joey Sindelar,18' 0",4026.083,224,-8
58,0,26360,Bubba Dickerson,18' 1",2374.000,131,-18
58,0,26881,Jarrod Lyle,18' 1",3997.917,221,-38
60,0,01142,Bart Bryant,18' 2",3785.833,208,-33
61,0,01677,Tom Lehman,18' 3",2392.167,131,-10
61,0,23621,Rory Sabbatini,18' 3",2962.083,162,-27
63,0,19824,Craig Barlow,18' 4",2677.417,146,-12
63,0,25686,Jason Dufner,18' 4",4298.500,234,-35
63,0,01381,Fred Funk,18' 4",3229.833,176,-23
63,0,23800,Bryce Molder,18' 4",2994.917,163,-6
63,0,22293,Heath Slocum,18' 4",5096.583,278,-39
68,0,20498,Briny Baird,18' 5",6165.333,335,-50
68,0,06034,Marco Dawson,18' 5",3520.000,191,-22
