RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,GIR RANK
1,0,23135,Tim Clark,31' 11",30325.917,950,Under
1,0,22293,Heath Slocum,31' 11",53278.417,1668,Under
3,0,08793,Tiger Woods,32' 2",24781.833,770,1 Under
4,0,10809,Jim Furyk,32' 4",38247.917,1182,Under
5,0,02101,Joey Sindelar,32' 5",39032.667,1205,Over
6,0,06527,Steve Stricker,32' 8",37966.167,1163,Under
7,0,06621,Joe Durant,32' 10",43035.583,1310,Over
8,0,01381,Fred Funk,33' 0",31397.917,951,Over
9,0,01035,Tommy Armour III,33' 1",40826.750,1233,Under
10,0,23325,Vaughn Taylor,33' 3",42689.250,1285,Under
11,0,19846,Brian Gay,33' 4",57899.333,1735,Under
12,0,01132,Mark Brooks,33' 6",24495.833,732,Over
12,0,22295,Darron Stiles,33' 6",31843.917,950,Over
14,0,10425,Jay Williamson,33' 7",28966.333,862,Under
15,0,01388,Robert Gamez,33' 9",45921.250,1359,Over
15,0,10860,Justin Leonard,33' 9",49524.083,1466,Under
15,0,27649,Brandt Snedeker,33' 9",52012.500,1541,Under
18,0,20472,Alex Cejka,33' 10",45001.333,1329,Under
19,0,19972,José Coceres,33' 11",25579.417,754,Over
19,0,01677,Tom Lehman,33' 11",29656.583,874,Under
19,0,02104,Jeff Sluman,33' 11",25487.083,751,Over
22,0,10117,Bob Heintz,34' 0",43624.333,1284,Under
23,0,20104,Ken Duke,34' 1",57840.000,1695,Under
23,0,06522,Ernie Els,34' 1",26869.167,789,Under
25,0,08075,Jerry Kelly,34' 3",45958.333,1341,Under
25,0,01797,Rocco Mediate,34' 3",41020.333,1198,Under
25,0,01945,Kenny Perry,34' 3",46187.000,1347,Under
25,0,02239,Scott Verplank,34' 3",36116.583,1055,Under
25,0,26289,Boo Weekley,34' 3",47976.167,1401,Under
30,0,06004,Stephen Ames,34' 4",38121.333,1110,Under
30,0,19824,Craig Barlow,34' 4",27063.500,789,Over
30,0,01142,Bart Bryant,34' 4",45507.083,1327,Under
30,0,21731,Freddie Jacobson,34' 4",41777.083,1218,Under
30,0,02206,David Toms,34' 4",38667.083,1127,Under
35,0,10885,Robert Allenby,34' 5",46233.833,1342,Under
35,0,22046,Geoff Ogilvy,34' 5",39372.583,1145,Under
35,0,21959,Ted Purdy,34' 5",53570.583,1555,Under
38,0,07363,Craig Bowden,34' 6",41435.917,1201,Under
38,0,01161,Mark Calcavecchia,34' 6",45153.833,1309,Under
38,0,20623,Gavin Coles,34' 6",47457.750,1376,Over
38,0,22405,Justin Rose,34' 6",24144.417,700,Under
38,0,02214,Kirk Triplett,34' 6",42076.583,1220,Over
43,0,23108,Matt Kuchar,34' 7",43970.583,1271,Under
43,0,06515,Shaun Micheel,34' 7",43305.167,1251,Under
45,0,20498,Briny Baird,34' 8",65402.667,1886,Under
45,0,12510,Chad Campbell,34' 8",45306.833,1308,Over
45,0,23983,Luke Donald,34' 8",31151.917,898,Under
45,0,27060,John Mallinger,34' 8",54121.167,1560,Over
45,0,25190,Jeff Quinney,34' 8",53362.583,1539,Over
50,0,06197,Michael Allen,34' 9",39703.333,1143,Under
50,0,24507,Jason Bohn,34' 9",32841.250,944,Even
50,0,20382,Stephen Leaney,34' 9",46076.833,1327,Under
50,0,23320,Ryan Palmer,34' 9",51041.000,1469,Over
50,0,24361,Pat Perez,34' 9",40426.750,1163,Under
55,0,07867,Woody Austin,34' 10",52450.500,1505,Under
55,0,07457,Steve Flesch,34' 10",56101.333,1609,Over
55,0,07547,Craig Kanada,34' 10",58808.917,1688,Even
55,0,01766,Billy Mayfair,34' 10",51845.250,1487,Under
55,0,20691,Greg Owen,34' 10",43595.833,1251,Over
60,0,19803,Ryan Armour,34' 11",58633.417,1681,Over
60,0,24290,D.J. Brigman,34' 11",33625.083,962,Over
60,0,01320,Bob Estes,34' 11",49896.083,1428,Under
60,0,06643,Paul Goydos,34' 11",29418.667,842,Over
60,0,20628,Arron Oberholser,34' 11",33178.000,950,Under
60,0,23322,Brett Wetterich,34' 11",43759.583,1252,Even
66,0,24781,Hunter Mahan,35' 0",44955.667,1284,Under
67,0,20229,Stewart Cink,35' 1",45257.667,1289,Under
67,0,12705,Cliff Kresge,35' 1",62815.583,1792,Over
67,0,24502,Adam Scott,35' 1",33989.667,969,Under
70,0,24024,Zach Johnson,35' 2",37838.500,1076,Under
70,0,24140,Sean O'Hair,35' 2",52337.333,1487,Under
70,0,27963,Chris Stroud,35' 2",35198.083,1000,Under
70,0,27770,Camilo Villegas,35' 2",43340.917,1232,Under
74,0,20850,Daniel Chopra,35' 3",59931.750,1699,Under
74,0,21209,Sergio Garcia,35' 3",34833.583,988,Under
74,0,22378,Trevor Immelman,35' 3",34194.417,970,Under
74,0,01928,Corey Pavin,35' 3",44960.250,1275,Over
74,0,21878,Mark Wilson,35' 3",46103.917,1308,Over
79,0,01706,Davis Love III,35' 4",33556.667,949,Over
79,0,23623,Bo Van Pelt,35' 4",61379.167,1738,Under
81,0,01707,Steve Lowery,35' 5",43568.250,1230,Under
81,0,24490,George McNeill,35' 5",50922.917,1438,Under
81,0,10213,Dicky Pride,35' 5",38691.083,1093,Over
81,0,20127,Chris Riley,35' 5",32450.250,916,Under
81,0,26882,Michael Sim,35' 5",31737.167,896,Under
81,0,23788,D.J. Trahan,35' 5",57080.250,1612,Over
87,0,01024,Billy Andrade,35' 6",50022.500,1410,Over
87,0,20105,Jeff Gove,35' 6",59750.000,1685,Even
87,0,20859,Anders Hansen,35' 6",21609.750,609,Over
87,0,01724,Jeff Maggert,35' 6",49490.250,1394,Under
87,0,25345,Carl Pettersson,35' 6",58302.833,1644,Under
92,0,12652,Cameron Beckman,35' 7",54043.500,1520,Under
92,0,01157,Tom Byrum,35' 7",26070.500,733,Over
92,0,20766,Padraig Harrington,35' 7",29141.500,819,Under
92,0,26596,Ryan Moore,35' 7",47686.833,1340,Under
96,0,21753,Brian Davis,35' 8",56181.917,1576,Under
96,0,23638,Brendon de Jonge,35' 8",42262.917,1184,Over
96,0,26881,Jarrod Lyle,35' 8",42762.083,1200,Under
96,0,20645,John Senden,35' 8",53807.750,1507,Under
96,0,06567,Vijay Singh,35' 8",52224.167,1465,Under
96,0,23349,Charles Warren,35' 8",59093.917,1657,Under
102,0,08123,Jeff Brehaut,35' 9",31407.250,879,Over
102,0,11032,Frank Lickliter II,35' 9",54343.583,1519,Under
104,0,20433,Mark Hensby,35' 10",46193.917,1288,Over
104,0,12716,Charley Hoffman,35' 10",53211.000,1484,Over
104,0,26420,Richard Johnson,35' 10",53950.333,1507,Over
104,0,24138,Ian Poulter,35' 10",25178.750,702,Under
108,0,20098,Stuart Appleby,35' 11",37347.500,1039,Over
108,0,27933,John Merrick,35' 11",52158.250,1453,Under
108,0,25804,Bubba Watson,35' 11",42312.083,1178,Under
111,0,08931,Glen Day,36' 0",48294.000,1342,Over
111,0,21949,Joe Ogilvie,36' 0",56087.000,1557,Under
111,0,02246,Duffy Waldorf,36' 0",38089.333,1059,Over
114,0,21646,David Branshaw,36' 1",48453.583,1344,Over
114,0,24925,Jonathan Byrd,36' 1",40221.083,1114,Under
114,0,23353,J.J. Henry,36' 1",44004.083,1219,Under
114,0,10733,Kent Jones,36' 1",56704.750,1573,Under
114,0,20634,Peter Lonard,36' 1",49207.500,1363,Over
114,0,20160,Charlie Wi,36' 1",53554.833,1483,Under
120,0,24358,Robert Garrigus,36' 2",55719.000,1542,Under
120,0,22806,Doug LaBelle II,36' 2",58830.250,1627,Over
120,0,12602,Dean Wilson,36' 2",48510.250,1342,Under
123,0,29718,Anthony Kim,36' 3",51775.333,1429,Under
123,0,24912,Will MacKenzie,36' 3",59057.417,1628,Under
123,0,01810,Phil Mickelson,36' 3",33600.833,927,Under
123,0,22348,Nick O'Hern,36' 3",35802.833,988,Over
123,0,01941,Tom Pernice Jr.,36' 3",54403.750,1500,Under
123,0,23497,Tag Ridings,36' 3",29162.667,804,Under
123,0,22913,John Rollins,36' 3",54459.583,1502,Under
130,0,08537,J.P. Hayes,36' 4",52230.500,1437,Under
130,0,01577,Lee Janzen,36' 4",33821.417,931,Over
130,0,12680,Shigeki Maruyama,36' 4",51940.917,1431,Over
130,0,28475,Jeff Overton,36' 4",35291.667,971,Under
130,0,07749,Brett Quigley,36' 4",41094.917,1132,Over
130,0,29476,Kyle Reifers,36' 4",40933.917,1127,Over
130,0,26679,Kevin Stadler,36' 4",50683.917,1394,Over
130,0,21528,Henrik Stenson,36' 4",23383.750,644,Over
138,0,28158,Steve Marino,36' 5",59384.083,1631,Under
139,0,21805,Harrison Frazar,36' 6",47723.667,1308,Over
139,0,21470,Daisuke Maruyama,36' 6",49696.750,1363,Over
139,0,23621,Rory Sabbatini,36' 6",40994.917,1123,Under
139,0,02223,Bob Tway,36' 6",57584.833,1578,Over
143,0,23614,Rich Beem,36' 7",45890.000,1255,Under
143,0,01473,Todd Hamilton,36' 7",37998.250,1038,1 Over
145,0,12782,Tim Herron,36' 8",53662.167,1465,Under
145,0,20572,Rod Pampling,36' 8",48589.333,1324,Under
147,0,06251,Chris DiMarco,36' 9",41363.833,1126,Over
147,0,25900,Lucas Glover,36' 9",51266.417,1396,Under
147,0,08881,Tripp Isenhour,36' 9",47958.500,1305,Over
147,0,02036,Jim Rutledge,36' 9",30240.417,822,Over
147,0,27095,Nick Watney,36' 9",45885.750,1250,Under
152,0,26951,Johnson Wagner,36' 10",56755.917,1542,Under
152,0,10423,Mike Weir,36' 10",39404.667,1071,Under
154,0,23933,Michael Boyd,36' 11",34301.583,930,Over
154,0,01313,Steve Elkington,36' 11",48198.250,1307,Under
156,0,06034,Marco Dawson,37' 0",43021.083,1162,Under
156,0,27702,Matt Hendrix,37' 0",36238.583,980,Over
156,0,28486,Michael Putnam,37' 0",52823.333,1428,Over
159,0,25686,Jason Dufner,37' 1",57497.167,1551,Over
159,0,12195,Tom Johnson,37' 1",41890.167,1129,Over
161,0,11123,Chris Couch,37' 2",48561.750,1306,Over
161,0,27120,Troy Matteson,37' 2",50560.833,1361,Under
161,0,01948,Tim Petrovic,37' 2",63139.917,1700,Under
164,0,23048,Eric Axley,37' 3",62617.583,1681,Over
164,0,22371,Aaron Baddeley,37' 3",43814.333,1177,Under
164,0,23718,Nathan Green,37' 3",57928.417,1556,Under
164,0,12660,Jesper Parnevik,37' 3",50020.917,1342,Under
168,0,21633,Steve Allan,37' 4",36475.417,977,Under
168,0,23613,Rich Barcelo,37' 4",46703.417,1252,Over
168,0,07223,Brian Bateman,37' 4",29367.417,787,Over
168,0,20157,Retief Goosen,37' 4",22744.250,609,Over
