RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
1,0,24358,Robert Garrigus,76.06,143,45,-63,+9
2,0,21528,Henrik Stenson,71.33,107,43,-71,+7
3,0,33141,Keegan Bradley,71.15,185,75,-127,-4
4,0,30110,Kyle Stanley,70.31,161,68,-84,+8
5,0,25804,Bubba Watson,69.60,158,69,-94,+2
6,0,24502,Adam Scott,66.25,106,54,-63,-6
7,0,26331,Charl Schwartzel,66.14,125,64,-73,-6
8,0,30925,Dustin Johnson,65.93,120,62,-73,-2
9,0,31557,Jim Herman,65.52,95,50,-55,+5
10,0,23320,Ryan Palmer,63.95,149,84,-79,-9
11,0,33869,Eric Meierdierks,63.78,81,46,-34,+2
12,0,25818,Scott Piercy,63.27,143,83,-76,-2
13,0,26679,Kevin Stadler,63.16,156,91,-80,-9
14,0,24781,Hunter Mahan,63.08,164,96,-77,-13
15,0,23621,Rory Sabbatini,62.66,151,90,-95,+1
16,0,20848,Ángel Cabrera,62.56,127,76,-55,+4
17,0,28307,Matt Every,62.54,177,106,-85,+7
18,0,20396,Lee Westwood,62.50,120,72,-65,+12
19,0,25274,Steven Bowditch,62.19,125,76,-77,E
20,0,28237,Rory McIlroy,62.05,103,63,-55,+5
21,0,27408,Martin Kaymer,61.70,87,54,-44,-6
22,0,08793,Tiger Woods,61.59,93,58,-64,-12
23,0,25900,Lucas Glover,61.46,118,74,-59,-4
24,0,31323,Gary Woodland,61.15,181,115,-97,+6
25,0,25562,Andres Romero,59.89,112,75,-67,+14
26,0,21961,Charles Howell III,59.86,176,118,-94,-5
27,0,20766,Padraig Harrington,59.84,76,51,-36,E
28,0,01810,Phil Mickelson,59.72,126,85,-79,-14
29,0,21209,Sergio Garcia,59.65,102,69,-68,-11
30,0,30944,Jason Kokrak,59.23,154,106,-93,-10
31,0,26289,Boo Weekley,58.99,164,114,-89,-11
32,0,28475,Jeff Overton,58.98,151,105,-61,-7
33,0,26851,Marc Leishman,58.67,132,93,-63,+1
34,0,22056,Cameron Percy,58.42,111,79,-50,+3
35,0,20691,Greg Owen,58.22,131,94,-69,+6
36,0,27129,Luke List,58.15,107,77,-66,+3
37,0,34046,Jordan Spieth,58.01,134,97,-79,-3
38,0,29221,Webb Simpson,57.60,144,106,-83,-19
39,0,32334,Charlie Beljan,57.49,119,88,-61,+12
39,0,37273,Derek Ernst,57.49,96,71,-41,+1
41,0,22792,Peter Hanson,57.14,60,45,-39,-4
42,0,27330,Josh Teater,57.08,129,97,-63,-7
43,0,33461,Morgan Hoffmann,56.80,96,73,-49,-6
44,0,28089,Jason Day,56.62,124,95,-80,-9
45,0,12716,Charley Hoffman,56.52,156,120,-93,-6
45,0,29425,Andrew Svoboda,56.52,65,50,-36,-2
47,0,27436,Graham DeLaet,56.47,157,121,-92,-15
48,0,26300,Matt Jones,56.38,137,106,-78,-3
49,0,23788,D.J. Trahan,56.35,71,55,-35,-2
50,0,24140,Sean O'Hair,56.07,97,76,-49,+3
51,0,22405,Justin Rose,55.97,89,70,-57,-5
52,0,27214,Kevin Streelman,55.88,133,105,-79,-9
53,0,25632,Jimmy Walker,55.87,157,124,-90,-14
54,0,34099,Harris English,55.82,163,129,-111,+7
55,0,20645,John Senden,55.61,124,99,-73,-2
56,0,30692,Scott Stallings,55.60,134,107,-72,+2
57,0,29289,S.Y. Noh,54.84,119,98,-58,+18
58,0,22913,John Rollins,54.77,132,109,-68,-3
59,0,23452,Nicolas Colsaerts,54.76,69,57,-38,+1
60,0,27095,Nick Watney,54.71,151,125,-78,-20
61,0,34431,Robert Streb,54.63,112,93,-59,+1
62,0,34360,Patrick Reed,54.03,134,114,-83,-9
63,0,33418,Shawn Stefani,53.66,88,76,-49,-5
64,0,29740,Brad Fritsch,53.22,124,109,-68,+2
65,0,30163,Henrik Norlander,53.20,108,95,-66,+4
66,0,28500,Martin Flores,53.05,139,123,-83,-8
67,0,32102,Rickie Fowler,53.00,115,102,-62,-19
68,0,29479,Scott Brown,52.97,107,95,-60,E
69,0,23638,Brendon de Jonge,52.82,178,159,-106,-23
70,0,06522,Ernie Els,52.63,90,81,-52,-4
71,0,32366,Kevin Chappell,52.59,132,119,-79,E
72,0,12510,Chad Campbell,52.23,129,118,-73,-15
73,0,06567,Vijay Singh,52.17,84,77,-39,E
