RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF CUTS
1,0,23983,Luke Donald,15
2,0,24502,Adam Scott,14
3,0,23541,Ben Crane,11
3,0,06522,Ernie Els,11
5,0,01945,Kenny Perry,10
5,0,21959,Ted Purdy,10
7,0,12510,Chad Campbell,9
7,0,06034,Marco Dawson,9
7,0,20157,Retief Goosen,9
10,0,01142,Bart Bryant,8
10,0,20433,Mark Hensby,8
10,0,12782,Tim Herron,8
10,0,01707,Steve Lowery,8
10,0,01941,Tom Pernice Jr.,8
10,0,25345,Carl Pettersson,8
16,0,24925,Jonathan Byrd,7
16,0,20634,Peter Lonard,7
16,0,12680,Shigeki Maruyama,7
19,0,20098,Stuart Appleby,6
19,0,20623,Gavin Coles,6
19,0,21805,Harrison Frazar,6
19,0,21961,Charles Howell III,6
19,0,01677,Tom Lehman,6
19,0,10860,Justin Leonard,6
19,0,12461,Paul McGinley,6
19,0,20645,John Senden,6
19,0,22293,Heath Slocum,6
19,0,20548,Hidemichi Tanaka,6
29,0,20400,Michael Campbell,5
29,0,01381,Fred Funk,5
29,0,01388,Robert Gamez,5
29,0,21209,Sergio Garcia,5
29,0,25900,Lucas Glover,5
29,0,24604,Hunter Haas,5
29,0,01666,Bernhard Langer,5
29,0,01766,Billy Mayfair,5
29,0,06373,José María Olazábal,5
29,0,01928,Corey Pavin,5
39,0,21407,Arjun Atwal,4
39,0,20850,Daniel Chopra,4
39,0,01261,Jay Delsing,4
39,0,01361,Dan Forsman,4
39,0,20766,Padraig Harrington,4
39,0,19958,Miguel Angel Jiménez,4
39,0,01685,J.L. Lewis,4
39,0,01706,Davis Love III,4
39,0,24140,Sean O'Hair,4
39,0,21949,Joe Ogilvie,4
39,0,21528,Henrik Stenson,4
39,0,23623,Bo Van Pelt,4
39,0,02239,Scott Verplank,4
52,0,12652,Cameron Beckman,3
52,0,10944,Thomas Bjørn,3
52,0,06214,Guy Boros,3
52,0,20229,Stewart Cink,3
52,0,21753,Brian Davis,3
52,0,12760,Danny Ellis,3
52,0,01320,Bob Estes,3
52,0,10809,Jim Furyk,3
52,0,10117,Bob Heintz,3
52,0,06573,Brandt Jobe,3
52,0,01797,Rocco Mediate,3
52,0,25818,Scott Piercy,3
52,0,23497,Tag Ridings,3
52,0,22405,Justin Rose,3
52,0,02101,Joey Sindelar,3
52,0,02106,Chris Smith,3
52,0,02133,Craig Stadler,3
52,0,21878,Mark Wilson,3
70,0,21633,Steve Allan,2
70,0,06004,Stephen Ames,2
70,0,01035,Tommy Armour III,2
70,0,07867,Woody Austin,2
70,0,07223,Brian Bateman,2
70,0,24227,Justin Bolli,2
70,0,08123,Jeff Brehaut,2
70,0,06220,Jaxon Brigman,2
70,0,01132,Mark Brooks,2
70,0,01139,Olin Browne,2
70,0,20848,Ángel Cabrera,2
70,0,25364,Paul Casey,2
70,0,19825,Darren Clarke,2
70,0,11127,Stephen Dodd,2
70,0,24236,Nick Dougherty,2
70,0,20585,Niclas Fasth,2
70,0,01329,Brad Faxon,2
70,0,21461,Kenneth Ferrie,2
70,0,01418,Bill Glasson,2
70,0,06643,Paul Goydos,2
70,0,20569,Richard Green,2
70,0,24924,Bill Haas,2
70,0,22792,Peter Hanson,2
70,0,24847,Michael Harris,2
70,0,20608,David Howell,2
70,0,24511,Thongchai Jaidee,2
70,0,06016,Brad Lardon,2
70,0,27466,Spencer Levin,2
70,0,08339,Spike McRoy,2
70,0,06515,Shaun Micheel,2
70,0,01823,Larry Mize,2
70,0,08635,Colin Montgomerie,2
70,0,26950,John Morgan,2
70,0,25396,Kevin Na,2
70,0,22348,Nick O'Hern,2
70,0,20691,Greg Owen,2
70,0,20663,Brenden Pappas,2
70,0,01968,Nick Price,2
70,0,28486,Michael Putnam,2
70,0,22117,Jyoti Randhawa,2
70,0,10649,Tom Scherrer,2
70,0,07707,Mike Small,2
70,0,02170,Hal Sutton,2
70,0,28118,Peter Tomasulo,2
70,0,02223,Bob Tway,2
70,0,23349,Charles Warren,2
70,0,02257,Brian Watts,2
70,0,20394,Steve Webster,2
70,0,23322,Brett Wetterich,2
70,0,20160,Charlie Wi,2
70,0,24663,Y.E. Yang,2
