RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,08337,Mike Heinen,50,1,1,5,1995410
2,0,01569,Peter Jacobsen,39,0,2,12,1995040
2,0,01928,Corey Pavin,39,2,1,15,1995410
4,0,01905,Joe Ozaki,35,7,3,7,1995020
5,0,01549,Mike Hulbert,33,3,2,7,1995180
6,0,01040,Emlyn Aubrey,31,0,3,15,1995070
7,0,01701,Bob Lohr,30,1,1,14,1995410
8,0,01185,Brandel Chamblee,29,0,1,5,1995060
8,0,06044,Scott Gump,29,0,4,18,1995310
10,0,01157,Tom Byrum,28,1,2,5,1995320
11,0,01042,Paul Azinger,26,0,2,12,1995410
11,0,08931,Glen Day,26,2,2,16,1995410
11,0,01707,Steve Lowery,26,2,3,4,1995050
14,0,01143,Brad Bryant,25,0,2,7,1995410
14,0,01219,John Cook,25,1,1,16,1995420
14,0,06034,Marco Dawson,25,0,1,8,1995420
14,0,01971,Dillard Pruitt,25,0,1,6,1995320
14,0,02279,Mark Wiebe,25,0,2,15,1995410
19,0,01307,Joel Edwards,24,0,1,18,1995380
20,0,01098,Jay Don Blake,23,1,1,3,1995410
20,0,01201,Lennie Clements,23,0,1,9,1995210
20,0,01891,David Ogrin,23,1,4,14,1995400
20,0,02094,Tony Sills,23,5,1,12,1995420
20,0,08375,Paul Stankowski,23,5,2,5,1995070
20,0,02267,D.A. Weibring,23,0,3,12,1995360
20,0,10425,Jay Williamson,23,0,1,16,1995410
27,0,01129,Bill Britton,22,1,1,4,1995050
27,0,01161,Mark Calcavecchia,22,0,2,4,1995050
27,0,01226,Fred Couples,22,5,4,14,1995370
27,0,01326,Nick Faldo,22,2,2,12,1995050
27,0,01381,Fred Funk,22,0,4,15,1995060
27,0,01960,Don Pooley,22,0,2,12,1995070
27,0,10215,Charlie Rymer,22,0,1,18,1995410
27,0,02245,Grant Waite,22,10,2,5,1995410
35,0,07867,Woody Austin,21,0,1,5,1995420
35,0,01060,Dave Barr,21,0,1,4,1995130
35,0,01313,Steve Elkington,21,2,3,17,1995210
35,0,01527,Scott Hoch,21,0,2,10,1995410
35,0,01619,Skip Kendall,21,0,1,14,1995380
35,0,01724,Jeff Maggert,21,0,1,4,1995330
35,0,01945,Kenny Perry,21,0,1,15,1995080
35,0,02101,Joey Sindelar,21,6,4,13,1995310
35,0,08563,Bruce Vaughan,21,0,1,6,1995070
44,0,01024,Billy Andrade,20,0,1,16,1995310
44,0,09011,David Duval,20,0,4,4,1995070
44,0,01346,Ed Fiori,20,0,3,17,1995380
44,0,01414,Bob Gilder,20,1,3,6,1995410
44,0,01550,Ed Humenik,20,0,3,12,1995360
44,0,01607,Brian Kamm,20,2,3,1,1995050
44,0,01766,Billy Mayfair,20,1,1,9,1995420
44,0,01975,Tom Purtzer,20,0,2,3,1995040
44,0,01986,Joey Rassett,20,12,1,2,1995050
44,0,06613,Tommy Tolles,20,2,2,17,1995400
44,0,02214,Kirk Triplett,20,0,4,11,1995330
44,0,02223,Bob Tway,20,0,5,15,1995070
44,0,02256,Tom Watson,20,1,2,12,1995190
57,0,06124,Patrick Burke,19,1,1,10,1995410
57,0,01156,Curt Byrum,19,2,1,17,1995310
57,0,01203,Russ Cochran,19,0,1,13,1995420
57,0,20111,John Connelly,19,6,1,12,1995320
57,0,01306,David Edwards,19,0,1,3,1995160
57,0,01353,Bruce Fleisher,19,0,2,2,1995410
57,0,01388,Robert Gamez,19,4,1,7,1995220
57,0,01408,Kelly Gibson,19,0,2,13,1995110
57,0,06575,Dudley Hart,19,0,1,4,1995410
57,0,20094,Jonathan Kaye,19,1,1,14,1995380
57,0,06332,Neal Lancaster,19,1,3,15,1995380
57,0,01968,Nick Price,19,0,4,17,1995270
57,0,02008,Lee Rinker,19,0,1,9,1995250
57,0,06567,Vijay Singh,19,0,3,15,1995020
57,0,02104,Jeff Sluman,19,1,2,16,1995380
57,0,07101,Dave Stockton Jr.,19,0,1,13,1995410
57,0,08385,Omar Uresti,19,1,3,13,1995070
57,0,06577,John Wilson,19,1,1,10,1995030
75,0,01006,John Adams,18,1,1,15,1995410
75,0,01072,Chip Beck,18,0,1,18,1995410
75,0,01132,Mark Brooks,18,1,2,18,1995070
75,0,01133,Billy Ray Brown,18,0,4,1,1995380
75,0,01142,Bart Bryant,18,0,3,6,1995030
75,0,01175,Jim Carter,18,1,4,3,1995270
75,0,01235,Ben Crenshaw,18,2,2,9,1995050
75,0,01261,Jay Delsing,18,0,1,16,1995070
75,0,06251,Chris DiMarco,18,1,2,16,1995180
75,0,01374,Robin Freeman,18,0,1,11,1995320
75,0,01378,David Frost,18,4,4,17,1995210
75,0,01385,Jim Gallagher Jr.,18,0,1,8,1995070
75,0,01418,Bill Glasson,18,18,5,1,1995420
75,0,01435,Wayne Grady,18,0,2,4,1995030
75,0,01457,Jay Haas,18,0,3,16,1995380
75,0,01475,Donnie Hammond,18,1,1,10,1995220
75,0,01510,Nolan Henke,18,0,1,5,1995410
75,0,01540,Robert Hoyt,18,3,1,2,1995190
75,0,01633,Tom Kite,18,1,3,17,1995320
75,0,01677,Tom Lehman,18,2,4,4,1995320
75,0,01705,Tim Loustalot,18,1,1,4,1995080
75,0,01706,Davis Love III,18,0,2,8,1995050
75,0,01736,Roger Maltbie,18,3,1,16,1995310
75,0,01748,Doug Martin,18,4,2,13,1995270
75,0,01887,Mark O'Meara,18,0,3,12,1995420
75,0,01943,Chris Perry,18,0,1,12,1995420
75,0,06386,Bill Porter,18,2,2,14,1995410
75,0,02010,Loren Roberts,18,2,3,14,1995160
75,0,02133,Craig Stadler,18,0,3,14,1995380
75,0,02135,Mike Standly,18,1,1,17,1995420
75,0,06527,Steve Stricker,18,1,4,2,1995030
75,0,02167,Mike Sullivan,18,1,2,7,1995020
75,0,06048,Dicky Thompson,18,0,2,5,1995320
75,0,02246,Duffy Waldorf,18,0,2,15,1995410
75,0,02321,Fuzzy Zoeller,18,8,2,1,1995040
110,0,20051,Joe Acosta Jr.,17,0,1,13,1995410
110,0,01093,Ronnie Black,17,6,2,4,1995050
110,0,01096,Phil Blackmar,17,1,4,8,1995360
110,0,06214,Guy Boros,17,3,2,10,1995420
110,0,01116,Michael Bradley,17,5,2,18,1995390
110,0,01330,David Feherty,17,2,1,3,1995410
110,0,10933,Scott Ford,17,0,2,11,1995180
110,0,01361,Dan Forsman,17,0,2,16,1995230
110,0,01559,Hale Irwin,17,0,3,10,1995180
110,0,06315,Pete Jordan,17,0,2,12,1995050
110,0,01690,Bruce Lietzke,17,0,2,7,1995420
110,0,01725,John Mahaffey,17,0,1,2,1995130
110,0,08635,Colin Montgomerie,17,3,3,14,1995330
110,0,01876,Greg Norman,17,0,1,17,1995250
110,0,01958,Dan Pohl,17,1,1,8,1995060
110,0,02049,Gene Sauers,17,1,1,9,1995410
110,0,06409,Brad Sherfy,17,0,3,17,1995070
110,0,02148,Ray Stewart,17,1,1,15,1995380
110,0,02159,Curtis Strange,17,1,3,9,1995360
110,0,02226,Tray Tyner,17,0,3,17,1995070
130,0,07721,Pat Bates,16,3,1,17,1995380
130,0,01196,Brian Claar,16,9,1,1,1995190
130,0,06522,Ernie Els,16,1,4,2,1995320
130,0,01320,Bob Estes,16,0,3,4,1995270
130,0,06088,Steve Gotsche,16,0,1,5,1995420
130,0,01577,Lee Janzen,16,1,2,3,1995410
130,0,01599,Steve Jones,16,0,1,7,1995190
130,0,06557,Stephen Keppler,16,0,1,1,1995180
130,0,01783,Mark McCumber,16,3,1,4,1995390
130,0,01823,Larry Mize,16,0,3,3,1995410
130,0,01837,Gil Morgan,16,2,3,16,1995070
130,0,07235,John Morse,16,0,2,15,1995410
130,0,12660,Jesper Parnevik,16,0,1,1,1995230
130,0,01920,Craig Parry,16,10,4,11,1995360
130,0,01926,Steve Pate,16,0,3,12,1995040
130,0,20095,Carl Paulson,16,2,1,4,1995400
130,0,01927,Dennis Paulson,16,1,2,15,1995250
130,0,01992,Don Reese,16,0,2,15,1995180
130,0,01996,Mike Reid,16,0,2,13,1995410
130,0,02099,Scott Simpson,16,0,4,10,1995230
130,0,02111,Mike Smith,16,0,2,17,1995310
130,0,02170,Hal Sutton,16,2,3,17,1995380
130,0,02241,Bobby Wadkins,16,1,2,12,1995050
130,0,06791,Mark Wurtz,16,1,1,8,1995310
154,0,01014,Fulton Allem,15,10,2,10,1995110
154,0,06197,Michael Allen,15,0,3,9,1995410
154,0,01068,Andy Bean,15,1,1,9,1995130
154,0,10569,Mike Brisky,15,0,1,5,1995300
154,0,08717,Kawika Cotner,15,0,3,10,1995420
154,0,01266,Clark Dennis,15,0,4,2,1995310
154,0,01288,Ed Dougherty,15,2,2,6,1995320
154,0,06643,Paul Goydos,15,1,2,5,1995190
154,0,01468,Gary Hallberg,15,0,1,6,1995250
154,0,01499,Mark Hayes,15,1,3,18,1995070
154,0,06617,Brian Henninger,15,1,2,3,1995260
154,0,06012,Greg Kraft,15,0,1,11,1995050
154,0,01648,Billy Kratzert,15,1,2,17,1995360
154,0,01682,Wayne Levi,15,0,1,3,1995420
154,0,01685,J.L. Lewis,15,0,1,10,1995320
154,0,01723,Andrew Magee,15,7,2,3,1995100
154,0,06090,Jim McGovern,15,0,2,16,1995380
154,0,01864,Larry Nelson,15,1,2,3,1995410
154,0,01890,Brett Ogle,15,0,3,16,1995270
154,0,06373,José María Olazábal,15,0,2,6,1995120
154,0,01925,Jerry Pate,15,1,3,14,1995190
154,0,02033,Dave Rummells,15,0,3,14,1995360
154,0,02067,Ted Schulz,15,0,3,18,1995380
154,0,02146,Payne Stewart,15,0,1,13,1995410
154,0,02180,Harry Taylor,15,0,3,18,1995320
154,0,02190,Doug Tewell,15,4,2,10,1995320
154,0,02195,Leonard Thompson,15,1,1,2,1995320
181,0,01035,Tommy Armour III,14,0,2,8,1995300
181,0,01151,Clark Burroughs,14,8,1,17,1995380
181,0,01329,Brad Faxon,14,0,2,1,1995380
181,0,06058,John Flannery,14,1,3,4,1995050
181,0,01444,Ken Green,14,3,3,17,1995410
181,0,10145,Tom Hearn,14,0,1,1,1995410
181,0,01666,Bernhard Langer,14,1,4,18,1995100
181,0,06641,Jeff Leonard,14,3,4,8,1995380
181,0,10860,Justin Leonard,14,2,1,1,1995320
181,0,01717,Sandy Lyle,14,0,2,3,1995110
181,0,01771,Blaine McCallister,14,0,1,18,1995100
181,0,10585,Scott McCarron,14,5,1,16,1995380
181,0,01824,Yoshinori Mizumaki,14,0,1,1,1995320
181,0,06563,Roger Salazar,14,2,3,9,1995190
181,0,02218,Ted Tryba,14,0,4,8,1995070
181,0,02225,Howard Twitty,14,1,2,6,1995190
181,0,02239,Scott Verplank,14,0,3,5,1995420
198,0,01127,Danny Briggs,13,0,1,4,1995060
198,0,06809,Bob Burns,13,1,2,4,1995420
198,0,07569,Mark Carnevale,13,0,1,16,1995380
198,0,01334,Keith Fergus,13,2,1,12,1995430
198,0,10809,Jim Furyk,13,5,2,8,1995320
198,0,01458,Jerry Haas,13,0,1,10,1995180
198,0,08537,J.P. Hayes,13,1,1,10,1995280
198,0,01810,Phil Mickelson,13,1,3,12,1995040
198,0,01906,Masashi Jumbo Ozaki,13,5,1,17,1995330
198,0,01938,David Peoples,13,1,2,1,1995320
198,0,06657,Steve Rintoul,13,0,3,14,1995380
198,0,02152,Dave Stockton,13,1,1,17,1995050
198,0,02188,Ed Terasa,13,4,2,14,1995270
198,0,02242,Lanny Wadkins,13,0,2,16,1995040
212,0,01162,Rex Caldwell,12,0,4,18,1995300
212,0,20229,Stewart Cink,12,1,3,3,1995250
212,0,01284,Mike Donald,12,1,1,13,1995280
212,0,01310,Dave Eichelberger,12,12,3,7,1995050
212,0,01406,Charlie Gibson,12,0,2,4,1995050
212,0,10838,John Godwin,12,12,4,7,1995400
212,0,01443,Hubert Green,12,0,4,11,1995020
212,0,01489,Steve Hart,12,10,1,13,1995060
212,0,01553,John Huston,12,1,2,9,1995420
212,0,01659,Massy Kuramoto,12,2,1,8,1995020
212,0,01755,Dick Mast,12,1,1,15,1995360
212,0,01797,Rocco Mediate,12,0,2,12,1995310
212,0,01946,Peter Persons,12,0,2,1,1995270
212,0,01984,Sam Randolph,12,12,4,7,1995310
212,0,02257,Brian Watts,12,3,1,1,1995330
212,0,02294,Willie Wood,12,0,2,15,1995050
228,0,01197,Bobby Clampett,11,2,2,13,1995310
228,0,01282,Trevor Dodds,11,3,1,1,1995160
228,0,06036,Scott Dunlap,11,3,2,3,1995380
228,0,01331,Rick Fehr,11,1,4,18,1995420
