RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,01527,Scott Hoch,7.82,28,358
2,0,01935,Calvin Peete,8.81,20,227
3,0,02190,Doug Tewell,9.95,22,221
4,0,01072,Chip Beck,10.28,33,321
5,0,01060,Dave Barr,10.82,33,305
6,0,01457,Jay Haas,10.93,33,302
7,0,01006,John Adams,11.22,22,196
8,0,02049,Gene Sauers,11.45,41,358
9,0,01323,Brad Fabel,11.59,35,302
10,0,02185,Lance Ten Broeck,11.67,30,257
11,0,01797,Rocco Mediate,12.25,43,351
12,0,01725,John Mahaffey,12.31,41,333
13,0,01736,Roger Maltbie,12.35,30,243
13,0,02159,Curtis Strange,12.35,31,251
15,0,01783,Mark McCumber,12.40,32,258
15,0,01877,Tim Norris,12.40,31,250
17,0,02146,Payne Stewart,12.43,44,354
18,0,02321,Fuzzy Zoeller,12.44,27,217
19,0,01864,Larry Nelson,12.50,24,192
20,0,01346,Ed Fiori,12.69,42,331
21,0,02303,Robert Wrenn,12.70,40,315
22,0,01701,Bob Lohr,12.80,48,375
23,0,01161,Mark Calcavecchia,12.81,52,406
24,0,02241,Bobby Wadkins,12.94,48,371
25,0,01219,John Cook,12.97,38,293
26,0,01968,Nick Price,13.30,31,233
27,0,01156,Curt Byrum,13.33,44,330
28,0,01355,Raymond Floyd,13.44,25,186
29,0,01891,David Ogrin,13.51,40,296
30,0,01127,Danny Briggs,13.66,22,161
31,0,01135,Ken Brown,13.79,24,174
32,0,02242,Lanny Wadkins,13.82,42,304
33,0,01986,Joey Rassett,13.85,27,195
34,0,02180,Harry Taylor,13.89,20,144
35,0,01418,Bill Glasson,13.90,41,295
36,0,01887,Mark O'Meara,14.07,37,263
37,0,01690,Bruce Lietzke,14.09,41,291
38,0,01846,Jodie Mudd,14.11,46,326
39,0,01475,Donnie Hammond,14.12,48,340
40,0,01931,Rick Pearson,14.23,37,260
41,0,01313,Steve Elkington,14.24,41,288
41,0,06284,Jim Hallet,14.24,47,330
43,0,01559,Hale Irwin,14.29,27,189
44,0,02223,Bob Tway,14.33,47,328
45,0,01378,David Frost,14.34,41,286
46,0,01641,Gary Koch,14.35,31,216
47,0,01717,Sandy Lyle,14.36,29,202
48,0,01132,Mark Brooks,14.38,45,313
49,0,01042,Paul Azinger,14.42,45,312
50,0,01823,Larry Mize,14.61,32,219
51,0,01214,Frank Conner,14.62,25,171
51,0,02229,Brett Upper,14.62,38,260
53,0,01633,Tom Kite,14.65,40,273
54,0,01168,David Canipe,14.69,36,245
55,0,01175,Jim Carter,14.70,41,279
56,0,02322,Richard Zokol,14.81,28,189
57,0,02256,Tom Watson,14.97,28,187
58,0,01014,Fulton Allem,15.00,27,180
58,0,02267,D.A. Weibring,15.00,33,220
60,0,01928,Corey Pavin,15.02,38,253
61,0,02104,Jeff Sluman,15.08,54,358
62,0,01495,Morris Hatalsky,15.09,35,232
63,0,01361,Dan Forsman,15.14,68,449
64,0,02195,Leonard Thompson,15.23,46,302
65,0,01469,Dan Halldorson,15.24,41,269
66,0,01682,Wayne Levi,15.25,45,295
67,0,01958,Dan Pohl,15.27,40,262
68,0,01390,Buddy Gardner,15.38,50,325
69,0,02279,Mark Wiebe,15.45,59,382
70,0,01945,Kenny Perry,15.53,50,322
71,0,01549,Mike Hulbert,15.57,57,366
72,0,02010,Loren Roberts,15.58,43,276
73,0,01061,Ray Barr Jr.,15.63,30,192
73,0,01926,Steve Pate,15.63,50,320
75,0,02246,Duffy Waldorf,15.65,41,262
76,0,01033,George Archer,15.70,46,293
77,0,02100,Tim Simpson,15.75,46,292
78,0,02118,J.C. Snead,15.77,35,222
79,0,01235,Ben Crenshaw,15.79,51,323
80,0,01151,Clark Burroughs,15.85,42,265
81,0,01035,Tommy Armour III,15.89,48,302
82,0,01998,Jack Renner,15.92,39,245
83,0,01203,Russ Cochran,15.94,51,320
84,0,01599,Steve Jones,16.06,44,274
85,0,01303,Bob Eastwood,16.10,38,236
86,0,01996,Mike Reid,16.13,35,217
87,0,01782,Mike McCullough,16.23,37,228
88,0,01226,Fred Couples,16.26,60,369
89,0,01385,Jim Gallagher Jr.,16.44,37,225
90,0,01157,Tom Byrum,16.49,63,382
90,0,01706,Davis Love III,16.49,46,279
92,0,01306,David Edwards,16.50,34,206
93,0,01569,Peter Jacobsen,16.67,41,246
93,0,01851,Bob Murphy,16.67,33,198
93,0,01892,Aki Ohmachi,16.67,39,234
93,0,02101,Joey Sindelar,16.67,63,378
97,0,01129,Bill Britton,16.72,50,299
97,0,02007,Larry Rinker,16.72,55,329
99,0,02170,Hal Sutton,16.73,44,263
99,0,02196,Robert Thompson,16.73,45,269
101,0,01284,Mike Donald,16.77,54,322
101,0,01964,Greg Powers,16.77,27,161
103,0,01771,Blaine McCallister,16.86,57,338
104,0,01648,Billy Kratzert,16.89,37,219
105,0,01826,Brian Mogg,16.92,33,195
106,0,01971,Dillard Pruitt,16.95,40,236
107,0,01310,Dave Eichelberger,16.96,58,342
108,0,01444,Ken Green,16.99,62,365
109,0,01975,Tom Purtzer,17.00,43,253
110,0,01557,John Inman,17.09,40,234
111,0,01571,Barry Jaeckel,17.33,39,225
112,0,02294,Willie Wood,17.37,41,236
113,0,01288,Ed Dougherty,17.44,45,258
114,0,01943,Chris Perry,17.48,54,309
115,0,02023,Clarence Rose,17.53,61,348
116,0,02160,Ron Streck,17.54,37,211
117,0,01837,Gil Morgan,17.57,42,239
118,0,01024,Billy Andrade,17.63,55,312
119,0,02033,Dave Rummells,17.71,68,384
120,0,01938,David Peoples,17.75,52,293
121,0,01639,Kenny Knox,17.78,61,343
122,0,01143,Brad Bryant,17.87,47,263
123,0,02313,Bruce Zabriski,17.97,46,256
124,0,01476,Mike Hammond,18.00,36,200
125,0,01098,Jay Don Blake,18.10,61,337
126,0,01414,Bob Gilder,18.18,48,264
127,0,01201,Lennie Clements,18.21,59,324
128,0,02094,Tony Sills,18.25,52,285
129,0,02239,Scott Verplank,18.27,59,323
130,0,01435,Wayne Grady,18.28,34,186
131,0,01106,Jim Booros,18.29,45,246
132,0,01960,Don Pooley,18.30,43,235
133,0,02148,Ray Stewart,18.34,53,289
134,0,01499,Mark Hayes,18.42,56,304
135,0,01443,Hubert Green,18.65,36,193
