RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,48119,Ben Taylor,156.2,1985588000,353
2,0,34314,Sebastian Cappelen,157.5,2358645000,416
3,0,46550,Brandon Hagy,157.8,3668721000,646
4,0,40042,Tyler McCumber,159.1,3384846000,591
4,0,27330,Josh Teater,159.1,2165503000,378
6,0,19846,Brian Gay,159.4,3994447000,696
6,0,31420,Anirban Lahiri,159.4,3443646000,600
8,0,24924,Bill Haas,159.6,2050736000,357
8,0,27095,Nick Watney,159.6,2775496000,483
10,0,35658,Kris Ventura,159.7,3166904000,551
11,0,25686,Jason Dufner,159.8,4837941000,841
11,0,27770,Camilo Villegas,159.8,4297073000,747
13,0,34264,Hudson Swafford,160.2,4059837000,704
14,0,34255,Joseph Bramlett,160.4,3707034000,642
14,0,27141,J.B. Holmes,160.4,2674363000,463
16,0,27554,Scott Harrington,160.5,4101171000,710
16,0,35461,Beau Hossler,160.5,4553098000,788
18,0,34213,Grayson Murray,160.7,2134201000,369
19,0,49766,Hank Lebioda,160.9,3615155000,624
19,0,35104,Tom Lewis,160.9,4622704000,798
19,0,47347,Adam Schenk,160.9,5212227000,900
22,0,34466,Peter Malnati,161.0,4108942000,709
22,0,27942,Rob Oppenheim,161.0,3570549000,616
24,0,22056,Cameron Percy,161.1,4065883000,701
25,0,32618,Rhein Gibson,161.5,2500022000,430
25,0,29974,Branden Grace,161.5,4110361000,707
27,0,12716,Charley Hoffman,161.6,4950405000,851
27,0,36699,Patrick Rodgers,161.6,4991296000,858
27,0,23623,Bo Van Pelt,161.6,3572255000,614
30,0,47483,Will Zalatoris,161.7,4541626000,780
31,0,34076,Joel Dahmen,161.8,4210965000,723
32,0,33404,Chris Baker,162.0,2670755000,458
32,0,29908,C.T. Pan,162.0,4340019000,744
34,0,20229,Stewart Cink,162.1,5165293000,885
34,0,30110,Kyle Stanley,162.1,5215836000,894
34,0,27064,Jhonattan Vegas,162.1,4342743000,744
37,0,33597,Harry Higgs,162.4,4647523000,795
37,0,33486,Roger Sloan,162.4,4121388000,705
39,0,52375,Doug Ghim,162.5,4686566000,801
40,0,21961,Charles Howell III,162.6,3722382000,636
41,0,28679,Fabián Gómez,162.8,2303270000,393
42,0,26758,David Hearn,162.9,3055619000,521
42,0,33122,Russell Knox,162.9,5531050000,943
42,0,33419,Cameron Tringale,162.9,5478078000,934
45,0,47504,Sam Burns,163.0,4564813000,778
45,0,51766,Wyndham Clark,163.0,4783130000,815
45,0,33410,Andrew Landry,163.0,3955919000,674
48,0,32070,Rafael Campos,163.1,2442433000,416
48,0,26300,Matt Jones,163.1,5606417000,955
50,0,29268,Bronson Burgoon,163.2,3749407000,638
50,0,46442,Maverick McNealy,163.2,4299434000,732
50,0,25818,Scott Piercy,163.2,4417013000,752
53,0,31646,Emiliano Grillo,163.3,4579414000,779
53,0,28775,Nate Lashley,163.3,4108132000,699
53,0,29518,Brendan Steele,163.3,4437135000,755
53,0,51894,Vince Whaley,163.3,3850145000,655
57,0,22371,Aaron Baddeley,163.4,2487938000,423
57,0,45157,Cam Davis,163.4,5586932000,950
57,0,33667,Carlos Ortiz,163.4,5448662000,926
57,0,39324,J.J. Spaun,163.4,3559065000,605
57,0,31560,Brian Stuard,163.4,6023526000,1024
62,0,24357,K.J. Choi,163.5,2907147000,494
62,0,25493,Nick Taylor,163.5,5551962000,943
62,0,35617,Martin Trainer,163.5,3172600000,539
65,0,19803,Ryan Armour,163.6,4512599000,766
65,0,24781,Hunter Mahan,163.6,2461650000,418
67,0,32102,Rickie Fowler,163.7,4250125000,721
67,0,33490,Bo Hoag,163.7,5243648000,890
67,0,32757,Patton Kizzire,163.7,5841594000,991
67,0,27936,Martin Laird,163.7,4573466000,776
67,0,32640,Troy Merritt,163.7,5302805000,900
67,0,34431,Robert Streb,163.7,4897285000,831
73,0,33120,Mark Anderson,163.8,2387538000,405
73,0,28420,Ryan Brehm,163.8,2375715000,403
73,0,27129,Luke List,163.8,4936409000,837
73,0,39953,Chase Seiffert,163.8,3739359000,634
73,0,23325,Vaughn Taylor,163.8,4222178000,716
78,0,46435,Austin Cook,163.9,4479389000,759
78,0,30692,Scott Stallings,163.9,4662093000,790
80,0,32254,Xinjun Zhang,164.0,3425206000,580
81,0,31557,Jim Herman,164.2,3830709000,648
81,0,27556,Ted Potter Jr.,164.2,3547755000,600
83,0,24361,Pat Perez,164.3,5298982000,896
83,0,48887,Matt Wallace,164.3,2460858000,416
85,0,28089,Jason Day,164.4,3982263000,673
85,0,32662,Michael Gligic,164.4,4030080000,681
85,0,33399,Adam Hadwin,164.4,5303978000,896
88,0,32448,James Hahn,164.5,4091132000,691
88,0,33413,Ben Martin,164.5,2333154000,394
88,0,01810,Phil Mickelson,164.5,3796221000,641
88,0,37275,Sam Ryder,164.5,4446179000,751
92,0,35310,Lanto Griffin,164.6,5291187000,893
92,0,34563,Chesson Hadley,164.6,3785669000,639
92,0,23621,Rory Sabbatini,164.6,4194195000,708
92,0,56278,Matthew Wolff,164.6,3193470000,539
96,0,39975,Michael Kim,164.7,3522603000,594
97,0,25364,Paul Casey,164.8,3825552000,645
97,0,39997,Corey Conners,164.8,5666771000,955
97,0,56762,Will Gordon,164.8,4141094000,698
97,0,22405,Justin Rose,164.8,2581021000,435
101,0,48045,Michael Gellerman,164.9,2102002000,354
101,0,49298,Kramer Hickok,164.9,3745867000,631
103,0,33448,Justin Thomas,165.0,4418030000,744
104,0,39977,Max Homa,165.1,4278380000,720
104,0,47993,Denny McCarthy,165.1,5454675000,918
104,0,46046,Scottie Scheffler,165.1,5301640000,892
107,0,29535,Brice Garnett,165.2,4751453000,799
107,0,25900,Lucas Glover,165.2,5329314000,896
107,0,39546,Keith Mitchell,165.2,4234202000,712
107,0,26476,Chez Reavie,165.2,4943068000,831
107,0,46441,Robby Shelton,165.2,4646095000,781
112,0,30926,Chris Kirk,165.3,5330940000,896
112,0,36689,Brooks Koepka,165.3,3266892000,549
112,0,53165,Doc Redman,165.3,4803105000,807
112,0,27214,Kevin Streelman,165.3,5556609000,934
112,0,32333,Kevin Tway,165.3,3432817000,577
117,0,52372,Cameron Champ,165.5,4134239000,694
117,0,37455,Si Woo Kim,165.5,5578117000,936
117,0,30944,Jason Kokrak,165.5,4910729000,824
117,0,35449,Adam Long,165.5,4760204000,799
117,0,45486,Joaquin Niemann,165.5,5858315000,983
122,0,46970,Jon Rahm,165.6,4202049000,705
123,0,29970,Dylan Frittelli,165.7,4115147000,690
123,0,21209,Sergio Garcia,165.7,4588551000,769
123,0,27974,Sung Kang,165.7,5035891000,844
123,0,32791,K.H. Lee,165.7,6288654000,1054
127,0,34174,John Huh,165.8,3450569000,578
128,0,26499,Rafa Cabrera Bello,165.9,4054237000,679
128,0,35532,Tom Hoge,165.9,5728786000,959
128,0,35230,Nelson Ledesma,165.9,2293875000,384
128,0,24140,Sean O'Hair,165.9,3111283000,521
128,0,37189,Harold Varner III,165.9,5358533000,897
133,0,49960,Sepp Straka,166.0,4930435000,825
