RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,47959,Bryson DeChambeau,152.9,5175142.000,940
2,0,28420,Ryan Brehm,155.2,2660199.000,476
3,0,39546,Keith Mitchell,160.5,5315375.000,920
4,0,34255,Joseph Bramlett,161.0,4439957.000,766
4,0,21209,Sergio Garcia,161.0,5465098.000,943
6,0,46550,Brandon Hagy,161.9,4622173.000,793
7,0,52372,Cameron Champ,162.1,5206776.000,892
8,0,56762,Will Gordon,162.4,5442251.000,931
9,0,35461,Beau Hossler,162.9,5565691.000,949
9,0,40042,Tyler McCumber,162.9,4363461.000,744
11,0,30925,Dustin Johnson,163.0,4965153.000,846
11,0,45486,Joaquin Niemann,163.0,7218546.000,1230
13,0,27129,Luke List,163.1,6060872.000,1032
14,0,56278,Matthew Wolff,163.2,4024896.000,685
15,0,51766,Wyndham Clark,163.7,5704339.000,968
15,0,27064,Jhonattan Vegas,163.7,5435150.000,922
17,0,45157,Cam Davis,164.7,7318438.000,1234
17,0,28237,Rory McIlroy,164.7,5088551.000,858
19,0,29970,Dylan Frittelli,165.0,4810113.000,810
20,0,32333,Kevin Tway,165.1,4142140.000,697
21,0,36689,Brooks Koepka,165.2,4257473.000,716
21,0,35617,Martin Trainer,165.2,3859700.000,649
23,0,27554,Scott Harrington,165.4,5138656.000,863
23,0,36699,Patrick Rodgers,165.4,6388901.000,1073
25,0,20229,Stewart Cink,166.3,6406800.000,1070
26,0,49960,Sepp Straka,166.4,6324132.000,1056
27,0,33667,Carlos Ortiz,166.8,6829191.000,1137
28,0,12716,Charley Hoffman,166.9,6490741.000,1080
29,0,47504,Sam Burns,167.1,5980427.000,994
30,0,24502,Adam Scott,167.2,4821787.000,801
31,0,32070,Rafael Campos,167.4,3405497.000,565
32,0,34314,Sebastian Cappelen,167.5,3142238.000,521
33,0,35450,Patrick Cantlay,167.8,5713485.000,946
33,0,26300,Matt Jones,167.8,6966382.000,1153
35,0,25818,Scott Piercy,168.0,5637782.000,932
36,0,30944,Jason Kokrak,168.2,6339411.000,1047
36,0,46970,Jon Rahm,168.2,5388958.000,890
38,0,34213,Grayson Murray,168.7,2970143.000,489
38,0,35658,Kris Ventura,168.7,4262584.000,702
40,0,34264,Hudson Swafford,168.8,5510744.000,907
41,0,31420,Anirban Lahiri,168.9,4548046.000,748
42,0,35104,Tom Lewis,169.0,5871900.000,965
42,0,46442,Maverick McNealy,169.0,5528885.000,909
44,0,47483,Will Zalatoris,169.1,5758207.000,946
45,0,23320,Ryan Palmer,169.2,5584993.000,917
46,0,24781,Hunter Mahan,169.3,3443648.000,565
46,0,47347,Adam Schenk,169.3,6727526.000,1104
46,0,33448,Justin Thomas,169.3,5673896.000,931
49,0,33948,Byeong Hun An,169.4,5812002.000,953
49,0,21961,Charles Howell III,169.4,4477113.000,734
51,0,49964,Aaron Wise,169.6,5885421.000,964
52,0,25804,Bubba Watson,170.0,5017906.000,820
53,0,27141,J.B. Holmes,170.1,3686201.000,602
53,0,46046,Scottie Scheffler,170.1,7091131.000,1158
53,0,51894,Vince Whaley,170.1,4917166.000,803
56,0,29268,Bronson Burgoon,170.2,4699549.000,767
57,0,35891,Cameron Smith,170.3,5837584.000,952
58,0,28089,Jason Day,170.4,4704158.000,767
58,0,37189,Harold Varner III,170.4,6654453.000,1085
60,0,32757,Patton Kizzire,170.7,7640617.000,1243
61,0,29908,C.T. Pan,170.8,5497221.000,894
62,0,28252,Seamus Power,170.9,3574116.000,581
62,0,48081,Xander Schauffele,170.9,5304545.000,862
64,0,32662,Michael Gligic,171.0,5072216.000,824
64,0,48119,Ben Taylor,171.0,2641559.000,429
66,0,24140,Sean O'Hair,171.2,3697060.000,600
66,0,30692,Scott Stallings,171.2,5761948.000,935
68,0,31646,Emiliano Grillo,171.3,5870434.000,952
69,0,37275,Sam Ryder,171.4,5737583.000,930
69,0,25493,Nick Taylor,171.4,7067135.000,1145
71,0,29725,Tony Finau,171.5,6136768.000,994
71,0,33597,Harry Higgs,171.5,6348691.000,1028
71,0,33486,Roger Sloan,171.5,5271579.000,854
74,0,34563,Chesson Hadley,172.0,4917020.000,794
74,0,46717,Viktor Hovland,172.0,5963749.000,963
74,0,28775,Nate Lashley,172.0,4984452.000,805
77,0,27330,Josh Teater,172.4,2835551.000,457
78,0,33404,Chris Baker,172.5,3292117.000,530
78,0,29926,Danny Lee,172.5,4813552.000,775
80,0,32448,James Hahn,172.7,5296604.000,852
80,0,40006,Erik van Rooyen,172.7,5737291.000,923
82,0,37455,Si Woo Kim,172.8,7137118.000,1147
83,0,27095,Nick Watney,173.0,3581450.000,575
84,0,39971,Sungjae Im,173.1,9759002.000,1566
84,0,34431,Robert Streb,173.1,6039058.000,969
86,0,32791,K.H. Lee,173.3,7974389.000,1278
87,0,30911,Tommy Fleetwood,173.4,3994417.000,640
88,0,01810,Phil Mickelson,173.5,5185384.000,830
88,0,46441,Robby Shelton,173.5,6059697.000,970
88,0,31323,Gary Woodland,173.5,4883833.000,782
91,0,34363,Tyrrell Hatton,173.6,3981056.000,637
91,0,33410,Andrew Landry,173.6,5255043.000,841
91,0,34466,Peter Malnati,173.6,5682488.000,909
91,0,29221,Webb Simpson,173.6,5262900.000,842
95,0,48822,Sebastián Muñoz,173.8,7708086.000,1232
95,0,26331,Charl Schwartzel,173.8,6405597.000,1024
95,0,34046,Jordan Spieth,173.8,6301856.000,1007
98,0,27644,Brian Harman,173.9,7351513.000,1174
99,0,24924,Bill Haas,174.0,2680336.000,428
100,0,25364,Paul Casey,174.2,4961285.000,791
100,0,23788,D.J. Trahan,174.2,3981575.000,635
100,0,48887,Matt Wallace,174.2,3266371.000,521
103,0,39953,Chase Seiffert,174.3,4855398.000,774
104,0,33413,Ben Martin,174.4,2945045.000,469
105,0,34099,Harris English,174.5,6757540.000,1076
105,0,33204,Shane Lowry,174.5,5447506.000,867
105,0,22405,Justin Rose,174.5,3512592.000,559
105,0,23623,Bo Van Pelt,174.5,4716964.000,751
109,0,22371,Aaron Baddeley,174.6,3055347.000,486
109,0,29420,Billy Horschel,174.6,6016489.000,957
109,0,49766,Hank Lebioda,174.6,4683467.000,745
112,0,33141,Keegan Bradley,174.7,6780652.000,1078
112,0,29479,Scott Brown,174.7,5496051.000,874
114,0,49771,J.T. Poston,174.8,6816591.000,1083
115,0,35310,Lanto Griffin,174.9,6921675.000,1099
116,0,27770,Camilo Villegas,175.0,5645910.000,896
117,0,30926,Chris Kirk,175.2,6502599.000,1031
117,0,29518,Brendan Steele,175.2,5808750.000,921
119,0,40026,Daniel Berger,175.3,6398407.000,1014
119,0,32839,Hideki Matsuyama,175.3,7327315.000,1161
119,0,50525,Collin Morikawa,175.3,5787588.000,917
122,0,29535,Brice Garnett,175.4,6049837.000,958
122,0,30110,Kyle Stanley,175.4,6440686.000,1020
122,0,33419,Cameron Tringale,175.4,7111765.000,1126
125,0,33120,Mark Anderson,175.5,2987641.000,473
125,0,36871,Matthew NeSmith,175.5,6948816.000,1100
127,0,34076,Joel Dahmen,175.6,5734640.000,907
127,0,31557,Jim Herman,175.6,5151339.000,815
127,0,39324,J.J. Spaun,175.6,4563946.000,722
130,0,27214,Kevin Streelman,175.8,7295948.000,1153
131,0,35230,Nelson Ledesma,175.9,3046006.000,481
132,0,46435,Austin Cook,176.2,5676931.000,895
132,0,19846,Brian Gay,176.2,5436510.000,857
132,0,23621,Rory Sabbatini,176.2,5885107.000,928
135,0,39977,Max Homa,176.3,5832920.000,919
136,0,47128,Richy Werenski,176.5,7276509.000,1145
137,0,45526,Abraham Ancer,176.6,7134957.000,1122
137,0,25900,Lucas Glover,176.6,7114303.000,1119
137,0,27974,Sung Kang,176.6,6498911.000,1022
140,0,25686,Jason Dufner,176.7,6519355.000,1025
140,0,35506,Mackenzie Hughes,176.7,6622864.000,1041
142,0,46402,Talor Gooch,176.8,7210466.000,1133
143,0,39997,Corey Conners,176.9,7373944.000,1158
143,0,53165,Doc Redman,176.9,6038237.000,948
145,0,48045,Michael Gellerman,177.0,2746574.000,431
145,0,49298,Kramer Hickok,177.0,4867298.000,764
145,0,30163,Henrik Norlander,177.0,6588404.000,1034
145,0,22056,Cameron Percy,177.0,5289343.000,830
149,0,52375,Doug Ghim,177.1,6342124.000,995
149,0,29974,Branden Grace,177.1,5515844.000,865
151,0,32102,Rickie Fowler,177.3,5661173.000,887
151,0,32254,Xinjun Zhang,177.3,4397133.000,689
153,0,34098,Russell Henley,177.6,6858450.000,1073
154,0,32816,Satoshi Kodaira,177.7,5437905.000,850
154,0,23108,Matt Kuchar,177.7,5176101.000,809
156,0,47993,Denny McCarthy,177.9,7045543.000,1100
157,0,39975,Michael Kim,178.1,4711769.000,735
157,0,33122,Russell Knox,178.1,7040705.000,1098
157,0,24361,Pat Perez,178.1,6885870.000,1074
160,0,26329,Louis Oosthuizen,178.2,5274697.000,822
161,0,40098,Matt Fitzpatrick,178.3,4698733.000,732
161,0,29478,Kevin Kisner,178.3,6067141.000,945
161,0,26851,Marc Leishman,178.3,5590404.000,871
164,0,27349,Alex Noren,178.4,6510643.000,1014
164,0,32150,Michael Thompson,178.4,6050946.000,942
166,0,24024,Zach Johnson,178.5,6721829.000,1046
167,0,27936,Martin Laird,178.7,6136694.000,954
168,0,35449,Adam Long,178.9,6284156.000,976
168,0,25632,Jimmy Walker,178.9,5505019.000,855
170,0,33490,Bo Hoag,179.0,6701259.000,1040
170,0,34360,Patrick Reed,179.0,5851369.000,908
172,0,25396,Kevin Na,179.1,6931588.000,1075
173,0,33399,Adam Hadwin,179.2,6973041.000,1081
173,0,20396,Lee Westwood,179.2,4548768.000,705
175,0,27942,Rob Oppenheim,179.3,4995181.000,774
176,0,32618,Rhein Gibson,179.4,3364516.000,521
177,0,45609,Tyler Duncan,179.6,6738252.000,1042
178,0,27556,Ted Potter Jr.,179.7,5135231.000,794
179,0,19803,Ryan Armour,180.0,6014945.000,928
179,0,32640,Troy Merritt,180.0,7096169.000,1095
181,0,35532,Tom Hoge,180.1,7883243.000,1216
182,0,34174,John Huh,180.3,4574844.000,705
183,0,24138,Ian Poulter,180.6,4940696.000,760
184,0,26499,Rafa Cabrera Bello,180.7,5368119.000,825
185,0,27649,Brandt Snedeker,181.3,6448013.000,988
186,0,23983,Luke Donald,181.7,4016240.000,614
187,0,26476,Chez Reavie,182.0,6479962.000,989
188,0,32139,Danny Willett,182.5,2516023.000,383
189,0,34256,Andrew Putnam,182.7,6714643.000,1021
190,0,36801,Mark Hubbard,183.8,8151871.000,1232
191,0,28679,Fabián Gómez,184.5,3088949.000,465
192,0,23325,Vaughn Taylor,184.8,5641665.000,848
193,0,31560,Brian Stuard,185.0,8117879.000,1219
194,0,30927,Brendon Todd,187.4,6672423.000,989
195,0,26758,David Hearn,188.5,4308490.000,635
196,0,24357,K.J. Choi,195.7,4192172.000,595
