RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,26758,David Hearn,157.2,928380000,164
2,0,24357,K.J. Choi,161.6,773804000,133
3,0,34466,Peter Malnati,161.7,1524841000,262
4,0,23325,Vaughn Taylor,162.7,1347414000,230
5,0,22371,Aaron Baddeley,164.5,763725000,129
6,0,23983,Luke Donald,165.6,888014000,149
7,0,25686,Jason Dufner,166.5,1582169000,264
8,0,29478,Kevin Kisner,166.7,1631929000,272
9,0,33120,Mark Anderson,167.6,760043000,126
10,0,28679,Fabián Gómez,169.3,700847000,115
11,0,39324,J.J. Spaun,169.4,1085300000,178
11,0,31560,Brian Stuard,169.4,2037428000,334
13,0,34314,Sebastian Cappelen,169.5,756591000,124
14,0,30926,Chris Kirk,169.6,1721915000,282
15,0,32640,Troy Merritt,169.8,1797557000,294
16,0,33410,Andrew Landry,170.7,1395102000,227
16,0,24140,Sean O'Hair,170.7,897213000,146
18,0,26476,Chez Reavie,171.2,1565760000,254
18,0,30927,Brendon Todd,171.2,1633325000,265
20,0,33122,Russell Knox,171.3,1763348000,286
20,0,49766,Hank Lebioda,171.3,1331856000,216
20,0,39953,Chase Seiffert,171.3,1270587000,206
23,0,19803,Ryan Armour,171.5,1580669000,256
23,0,23621,Rory Sabbatini,171.5,1654886000,268
25,0,35230,Nelson Ledesma,171.6,821439000,133
26,0,31557,Jim Herman,171.7,1347665000,218
26,0,24781,Hunter Mahan,171.7,927301000,150
26,0,27649,Brandt Snedeker,171.7,1793035000,290
29,0,19846,Brian Gay,172.1,1233101000,199
29,0,23108,Matt Kuchar,172.1,1350506000,218
31,0,33486,Roger Sloan,172.2,1494418000,241
32,0,29535,Brice Garnett,172.5,1571558000,253
33,0,33490,Bo Hoag,172.7,1684559000,271
33,0,32333,Kevin Tway,172.7,1174821000,189
35,0,46435,Austin Cook,172.8,1381201000,222
36,0,34256,Andrew Putnam,173.1,1632462000,262
37,0,27556,Ted Potter Jr.,173.2,1352937000,217
38,0,30110,Kyle Stanley,173.6,1530948000,245
39,0,32618,Rhein Gibson,173.8,826060000,132
40,0,12716,Charley Hoffman,173.9,2215589000,354
40,0,31420,Anirban Lahiri,173.9,1352338000,216
42,0,34363,Tyrrell Hatton,174.0,1221456000,195
43,0,33404,Chris Baker,174.1,795809000,127
43,0,27214,Kevin Streelman,174.1,2105440000,336
45,0,24024,Zach Johnson,174.2,1756344000,280
46,0,32448,James Hahn,174.6,1578022000,251
47,0,34076,Joel Dahmen,174.7,1648171000,262
47,0,32757,Patton Kizzire,174.7,2484132000,395
47,0,28775,Nate Lashley,174.7,1245017000,198
47,0,22056,Cameron Percy,174.7,1370707000,218
51,0,34046,Jordan Spieth,174.8,2051228000,326
51,0,25632,Jimmy Walker,174.8,1296669000,206
53,0,48045,Michael Gellerman,175.1,731392000,116
53,0,24502,Adam Scott,175.1,1588410000,252
55,0,27095,Nick Watney,175.5,846842000,134
56,0,23623,Bo Van Pelt,175.8,1234218000,195
57,0,32102,Rickie Fowler,175.9,1538468000,243
57,0,34098,Russell Henley,175.9,1912575000,302
59,0,24924,Bill Haas,176.0,696961000,110
60,0,35104,Tom Lewis,176.1,1546789000,244
61,0,33204,Shane Lowry,176.4,1593911000,251
62,0,31646,Emiliano Grillo,176.5,1772277000,279
63,0,52375,Doug Ghim,176.6,1920309000,302
63,0,27330,Josh Teater,176.6,826549000,130
65,0,32662,Michael Gligic,176.7,1392851000,219
65,0,34431,Robert Streb,176.7,1501170000,236
67,0,32139,Danny Willett,177.0,649849000,102
68,0,35532,Tom Hoge,177.1,2180267000,342
69,0,47347,Adam Schenk,177.2,2048199000,321
70,0,25493,Nick Taylor,177.6,2013546000,315
71,0,33948,Byeong Hun An,178.1,1513305000,236
72,0,29268,Bronson Burgoon,178.3,1316151000,205
72,0,39997,Corey Conners,178.3,2182741000,340
72,0,53165,Doc Redman,178.3,1533934000,239
75,0,36801,Mark Hubbard,178.5,2158926000,336
76,0,29974,Branden Grace,178.7,1511434000,235
76,0,33419,Cameron Tringale,178.7,2212519000,344
78,0,30692,Scott Stallings,178.9,1571285000,244
79,0,29725,Tony Finau,179.0,1952609000,303
79,0,46442,Maverick McNealy,179.0,1707848000,265
79,0,22405,Justin Rose,179.0,1044170000,162
79,0,49960,Sepp Straka,179.0,2029684000,315
83,0,34563,Chesson Hadley,179.1,1444389000,224
84,0,46550,Brandon Hagy,179.2,1355004000,210
85,0,45526,Abraham Ancer,179.3,2266169000,351
85,0,26851,Marc Leishman,179.3,1516959000,235
87,0,21961,Charles Howell III,179.4,1175427000,182
88,0,26499,Rafa Cabrera Bello,179.5,1337365000,207
89,0,29970,Dylan Frittelli,179.6,1299517000,201
90,0,39975,Michael Kim,179.7,1170642000,181
91,0,35450,Patrick Cantlay,179.8,1967507000,304
91,0,27644,Brian Harman,179.8,2207235000,341
91,0,47993,Denny McCarthy,179.8,1831668000,283
94,0,37275,Sam Ryder,180.0,1665502000,257
95,0,27770,Camilo Villegas,180.1,1523273000,235
96,0,30163,Henrik Norlander,180.4,1688109000,260
96,0,27942,Rob Oppenheim,180.4,1461318000,225
96,0,48119,Ben Taylor,180.4,792412000,122
96,0,35617,Martin Trainer,180.4,948032000,146
100,0,37189,Harold Varner III,180.5,2066171000,318
101,0,27554,Scott Harrington,180.6,1410850000,217
101,0,27974,Sung Kang,180.6,1546954000,238
101,0,23788,D.J. Trahan,180.6,1014008000,156
104,0,32150,Michael Thompson,180.7,1645468000,253
105,0,20229,Stewart Cink,180.8,2018014000,310
105,0,25396,Kevin Na,180.8,2102196000,323
105,0,29908,C.T. Pan,180.8,1536160000,236
108,0,45486,Joaquin Niemann,180.9,2513348000,386
108,0,40006,Erik van Rooyen,180.9,1804212000,277
110,0,47504,Sam Burns,181.0,2216023000,340
110,0,25900,Lucas Glover,181.0,2039018000,313
110,0,39977,Max Homa,181.0,1746490000,268
