RANK,MOVEMENT,PLAYER_ID,PLAYER,HOLE OUTS
1,0,32791,K.H. Lee,24
1,0,32640,Troy Merritt,24
3,0,29725,Tony Finau,22
3,0,25396,Kevin Na,22
3,0,34046,Jordan Spieth,22
6,0,46717,Viktor Hovland,21
6,0,31560,Brian Stuard,21
6,0,23325,Vaughn Taylor,21
9,0,27644,Brian Harman,20
9,0,47993,Denny McCarthy,20
11,0,45157,Cam Davis,19
11,0,29974,Branden Grace,19
11,0,27554,Scott Harrington,19
11,0,32757,Patton Kizzire,19
15,0,33141,Keegan Bradley,18
15,0,25900,Lucas Glover,18
15,0,46402,Talor Gooch,18
15,0,46442,Maverick McNealy,18
15,0,46046,Scottie Scheffler,18
15,0,27649,Brandt Snedeker,18
15,0,34431,Robert Streb,18
15,0,51894,Vince Whaley,18
23,0,33948,Byeong Hun An,17
23,0,40098,Matt Fitzpatrick,17
23,0,33399,Adam Hadwin,17
23,0,33597,Harry Higgs,17
23,0,35506,Mackenzie Hughes,17
23,0,26300,Matt Jones,17
23,0,30926,Chris Kirk,17
23,0,32839,Hideki Matsuyama,17
23,0,39546,Keith Mitchell,17
23,0,26331,Charl Schwartzel,17
23,0,32150,Michael Thompson,17
23,0,47483,Will Zalatoris,17
35,0,29268,Bronson Burgoon,16
35,0,21209,Sergio Garcia,16
35,0,49298,Kramer Hickok,16
35,0,36801,Mark Hubbard,16
35,0,34466,Peter Malnati,16
35,0,37275,Sam Ryder,16
41,0,34255,Joseph Bramlett,15
41,0,47504,Sam Burns,15
41,0,45609,Tyler Duncan,15
41,0,33490,Bo Hoag,15
41,0,35532,Tom Hoge,15
41,0,29420,Billy Horschel,15
41,0,39975,Michael Kim,15
41,0,37455,Si Woo Kim,15
41,0,35104,Tom Lewis,15
41,0,33667,Carlos Ortiz,15
41,0,24361,Pat Perez,15
41,0,27556,Ted Potter Jr.,15
41,0,46441,Robby Shelton,15
41,0,35891,Cameron Smith,15
41,0,35658,Kris Ventura,15
41,0,47128,Richy Werenski,15
57,0,26499,Rafa Cabrera Bello,14
57,0,47959,Bryson DeChambeau,14
57,0,32102,Rickie Fowler,14
57,0,52375,Doug Ghim,14
57,0,56762,Will Gordon,14
57,0,12716,Charley Hoffman,14
57,0,39971,Sungjae Im,14
57,0,28775,Nate Lashley,14
57,0,33204,Shane Lowry,14
57,0,26476,Chez Reavie,14
57,0,47347,Adam Schenk,14
