RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
1,0,27554,Scott Harrington,272,Sanderson Farms,1,14 - Par 5
2,0,39997,Corey Conners,254,Wells Fargo,4,6 - Par 3 -
3,0,33597,Harry Higgs,230,Safeway Open,2,9 - Par 5 -
4,0,34099,Harris English,224,TOUR Champ,1,15 - Par 3
5,0,22056,Cameron Percy,223,Byron Nelson,4,13 - Par 4
6,0,34046,Jordan Spieth,223,Arnold Palmer,3,2 - Par 3 -
7,0,32254,Xinjun Zhang,221,Wyndham,2,12 - Par 3
8,0,52372,Cameron Champ,219,THE CJ CUP,4,6 - Par 4 -
9,0,32640,Troy Merritt,219,Rocket Mortgage,3,11 - Par 3
10,0,30927,Brendon Todd,213,THE PLAYERS,2,8 - Par 3 -
11,0,47238,Jazz Janewattananond,212,Arnold Palmer,3,14 - Par 3
12,0,24358,Robert Garrigus,211,Barbasol,2,5 - Par 5 -
13,0,33404,Chris Baker,207,U.S. Open(2021),3,4 - Par 4 -
15,0,35658,Kris Ventura,202,Arnold Palmer,4,14 - Par 3
17,0,30163,Henrik Norlander,197,Shriners,1,5 - Par 3 -
18,0,01810,Phil Mickelson,193,Houston Open,2,18 - Par 4
19,0,29908,C.T. Pan,193,NORTHERN TRUST,2,4 - Par 3 -
20,0,47128,Richy Werenski,188,Farmers,1,3 - Par 3 -
21,0,47993,Denny McCarthy,187,RBC Heritage,4,7 - Par 3 -
22,0,46970,Jon Rahm,183,the Memorial,2,16 - Par 3
23,0,48045,Michael Gellerman,182,Palmetto,2,7 - Par 3 -
24,0,36801,Mark Hubbard,181,THE PLAYERS,2,7 - Par 4 -
25,0,30110,Kyle Stanley,180,Travelers,3,8 - Par 3 -
26,0,45526,Abraham Ancer,180,Travelers,3,8 - Par 3 -
27,0,26476,Chez Reavie,180,U.S. Open(2021),2,10 - Par 4
28,0,30926,Chris Kirk,179,Houston Open,1,12 - Par 4
29,0,29221,Webb Simpson,175,Wyndham,4,11 - Par 4
30,0,28775,Nate Lashley,175,Charles Schwab,1,7 - Par 4 -
31,0,32448,James Hahn,174,Shriners,4,2 - Par 4 -
32,0,26679,Kevin Stadler,171,Sanderson Farms,1,16 - Par 4
33,0,35879,Kelly Kraft,171,The Amex,1,3 - Par 4 -
34,0,39975,Michael Kim,170,Farmers,2,5 - Par 4 -
35,0,23108,Matt Kuchar,170,3M Open,2,2 - Par 4 -
36,0,47137,Trevor Simsby,170,WGC-Workday,3,6 - Par 3 -
37,0,48822,Sebastián Muñoz,168,ZOZO,1,7 - Par 4 -
38,0,59605,Tae Hoon Kim,168,Genesis,1,16 - Par 3
40,0,34360,Patrick Reed,164,Charles Schwab,1,12 - Par 4
42,0,47483,Will Zalatoris,164,U.S. Open(2020),1,7 - Par 3 -
44,0,52375,Doug Ghim,163,Pebble Beach,1,13 - Par 4
45,0,26420,Richard Johnson,161,Barbasol,2,4 - Par 4 -
46,0,34563,Chesson Hadley,160,Wyndham,4,16 - Par 3
48,0,46402,Talor Gooch,160,Wyndham,1,11 - Par 4
49,0,21209,Sergio Garcia,160,TOUR Champ,1,1 - Par 4 -
50,0,36689,Brooks Koepka,159,Travelers,2,18 - Par 4
51,0,25632,Jimmy Walker,158,The Amex,1,18 - Par 4
52,0,32102,Rickie Fowler,158,Genesis,3,7 - Par 4 -
53,0,25818,Scott Piercy,158,Shriners,4,18 - Par 4
54,0,45157,Cam Davis,158,The Amex,3,15 - Par 4
55,0,56762,Will Gordon,155,Honda,2,4 - Par 4 -
57,0,29479,Scott Brown,154,Rocket Mortgage,2,15 - Par 3
58,0,31557,Jim Herman,154,Travelers,4,16 - Par 3
60,0,32150,Michael Thompson,153,THE CJ CUP,4,2 - Par 4 -
61,0,26329,Louis Oosthuizen,148,U.S. Open(2020),1,2 - Par 4 -
63,0,36699,Patrick Rodgers,147,Sanderson Farms,2,13 - Par 3
65,0,27936,Martin Laird,142,Houston Open,1,2 - Par 3 -
66,0,27644,Brian Harman,141,Pebble Beach,3,14 - Par 5
67,0,35450,Patrick Cantlay,141,PGA Champ,1,2 - Par 5 -
71,0,39977,Max Homa,138,Valspar,3,6 - Par 4 -
72,0,49773,Chase Koepka,137,Valspar,1,9 - Par 4 -
73,0,46442,Maverick McNealy,137,John Deere,2,16 - Par 3
74,0,40098,Matt Fitzpatrick,136,U.S. Open(2020),2,15 - Par 4
75,0,31323,Gary Woodland,136,Wyndham,2,17 - Par 4
78,0,32839,Hideki Matsuyama,133,Valero,4,11 - Par 4
79,0,26758,David Hearn,132,John Deere,3,3 - Par 3 -
80,0,54314,Tyler Strafaci,132,the Memorial,2,9 - Par 4 -
81,0,33419,Cameron Tringale,131,Arnold Palmer,1,3 - Par 4 -
