RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,34046,Jordan Spieth,37' 7",100614,223,8384.500,E
2,0,28780,Nicholas Thompson,37' 11",93197,205,7766.417,+43.00
3,0,10809,Jim Furyk,38' 3",68826,150,5735.500,+3.00
4,0,35545,Blayne Barber,39' 4",108021,229,9001.750,+24.00
5,0,23048,Eric Axley,39' 6",82897,175,6908.083,+20.00
6,0,25804,Bubba Watson,39' 10",117147,245,9762.250,-8.00
7,0,26329,Louis Oosthuizen,40' 1",83222,173,6935.167,+6.00
8,0,25345,Carl Pettersson,40' 2",165167,343,13763.917,+35.00
9,0,22405,Justin Rose,40' 8",70225,144,5852.083,+26.00
10,0,28500,Martin Flores,41' 0",166408,338,13867.333,+4.00
10,0,33418,Shawn Stefani,41' 0",145018,295,12084.833,+31.00
12,0,24507,Jason Bohn,41' 2",103819,210,8651.583,+26.00
13,0,23541,Ben Crane,41' 3",82247,166,6853.917,+20.00
13,0,20691,Greg Owen,41' 3",78654,159,6554.500,+23.00
15,0,29518,Brendan Steele,41' 4",126472,255,10539.333,+13.00
16,0,25364,Paul Casey,41' 6",119936,241,9994.667,+9.00
17,0,26476,Chez Reavie,41' 7",58833,118,4902.750,+21.00
18,0,20848,Ángel Cabrera,41' 8",84446,169,7037.167,+27.00
18,0,28089,Jason Day,41' 8",127426,255,10618.833,+1.00
18,0,30925,Dustin Johnson,41' 8",113466,227,9455.500,+18.00
18,0,36699,Patrick Rodgers,41' 8",94441,189,7870.083,+24.00
22,0,29222,Billy Hurley III,41' 9",115253,230,9604.417,+38.00
22,0,34261,Scott Langley,41' 9",138850,277,11570.833,+30.00
24,0,22892,Jason Gore,41' 10",91943,183,7661.917,+26.00
25,0,24924,Bill Haas,41' 11",117787,234,9815.583,+3.00
25,0,27141,J.B. Holmes,41' 11",137243,273,11436.917,+26.00
25,0,31202,William McGirt,41' 11",148344,295,12362.000,+40.00
28,0,20229,Stewart Cink,42' 0",122010,242,10167.500,+19.00
28,0,23320,Ryan Palmer,42' 0",108775,216,9064.583,+2.00
30,0,23638,Brendon de Jonge,42' 1",154509,306,12875.750,+25.00
30,0,12716,Charley Hoffman,42' 1",143283,284,11940.250,+24.00
30,0,30944,Jason Kokrak,42' 1",167243,331,13936.917,+9.00
30,0,29926,Danny Lee,42' 1",156606,310,13050.500,+32.00
34,0,25274,Steven Bowditch,42' 2",192356,380,16029.667,+22.00
35,0,32839,Hideki Matsuyama,42' 3",119247,235,9937.250,+20.00
35,0,26331,Charl Schwartzel,42' 3",73461,145,6121.750,+14.00
35,0,25493,Nick Taylor,42' 3",167467,330,13955.583,+57.00
35,0,30927,Brendon Todd,42' 3",115143,227,9595.250,+17.00
39,0,34130,Sung Joon Park,42' 5",95727,188,7977.250,+18.00
40,0,32334,Charlie Beljan,42' 6",114224,224,9518.667,+31.00
40,0,34262,Jon Curran,42' 6",105997,208,8833.083,+41.00
40,0,27936,Martin Laird,42' 6",128945,253,10745.417,+28.00
40,0,34360,Patrick Reed,42' 6",160197,314,13349.750,+7.00
40,0,31560,Brian Stuard,42' 6",110666,217,9222.167,+36.00
45,0,27963,Chris Stroud,42' 7",111851,219,9320.917,+47.00
45,0,20396,Lee Westwood,42' 7",61861,121,5155.083,+27.00
47,0,10885,Robert Allenby,42' 8",83440,163,6953.333,+30.00
47,0,24490,George McNeill,42' 8",141852,277,11821.000,+21.00
49,0,20472,Alex Cejka,42' 9",143617,280,11968.083,+24.00
49,0,29476,Kyle Reifers,42' 9",142502,278,11875.167,+35.00
49,0,31193,Jim Renner,42' 9",110745,216,9228.750,+43.00
49,0,25834,Daniel Summerhays,42' 9",177991,347,14832.583,+27.00
53,0,30736,Oscar Fraustro,42' 10",80667,157,6722.250,+18.00
53,0,29478,Kevin Kisner,42' 10",156873,305,13072.750,+38.00
53,0,34264,Hudson Swafford,42' 10",140898,274,11741.500,+25.00
56,0,33461,Morgan Hoffmann,42' 11",142036,276,11836.333,+12.00
56,0,33448,Justin Thomas,42' 11",178350,346,14862.500,+25.00
58,0,32102,Rickie Fowler,43' 0",101177,196,8431.417,+25.00
58,0,30852,Ryo Ishikawa,43' 0",141893,275,11824.417,+20.00
60,0,27933,John Merrick,43' 1",88460,171,7371.667,+27.00
60,0,26596,Ryan Moore,43' 1",94077,182,7839.750,+18.00
62,0,35532,Tom Hoge,43' 2",126974,245,10581.167,+24.00
63,0,27895,Jonas Blixt,43' 3",101782,196,8481.833,+27.00
63,0,23108,Matt Kuchar,43' 3",138700,267,11558.333,+11.00
63,0,30692,Scott Stallings,43' 3",84592,163,7049.333,+19.00
63,0,26951,Johnson Wagner,43' 3",98658,190,8221.500,+23.00
67,0,29725,Tony Finau,43' 4",204427,393,17035.583,-2.00
67,0,08075,Jerry Kelly,43' 4",98239,189,8186.583,+11.00
67,0,01706,Davis Love III,43' 4",76489,147,6374.083,+17.00
67,0,21878,Mark Wilson,43' 4",143948,277,11995.667,+29.00
71,0,37273,Derek Ernst,43' 7",121401,232,10116.750,+26.00
72,0,34099,Harris English,43' 8",172385,329,14365.417,+31.00
72,0,24361,Pat Perez,43' 8",132050,252,11004.167,+18.00
72,0,25818,Scott Piercy,43' 8",153918,294,12826.500,+36.00
75,0,39977,Max Homa,43' 9",138001,263,11500.083,+35.00
75,0,33122,Russell Knox,43' 9",121844,232,10153.667,+21.00
75,0,36689,Brooks Koepka,43' 9",133311,254,11109.250,+4.00
75,0,24781,Hunter Mahan,43' 9",142729,272,11894.083,+31.00
75,0,27214,Kevin Streelman,43' 9",103893,198,8657.750,+17.00
75,0,25349,Tim Wilkinson,43' 9",104963,200,8746.917,+42.00
81,0,20771,Steven Alker,43' 10",73598,140,6133.167,+33.00
81,0,27644,Brian Harman,43' 10",133075,253,11089.583,+21.00
83,0,32200,Roberto Castro,43' 11",57488,109,4790.667,+21.00
83,0,28475,Jeff Overton,43' 11",151691,288,12640.917,+36.00
85,0,25720,Chad Collins,44' 0",117694,223,9807.833,+21.00
85,0,32448,James Hahn,44' 0",136327,258,11360.583,+18.00
85,0,22046,Geoff Ogilvy,44' 0",68632,130,5719.333,+23.00
88,0,25900,Lucas Glover,44' 1",123262,233,10271.833,+51.00
88,0,27466,Spencer Levin,44' 1",120014,227,10001.167,+45.00
90,0,25686,Jason Dufner,44' 2",81051,153,6754.250,+10.00
90,0,20157,Retief Goosen,44' 2",127758,241,10646.500,+33.00
90,0,34563,Chesson Hadley,44' 2",176932,334,14744.333,+59.00
90,0,24502,Adam Scott,44' 2",69418,131,5784.833,+30.00
90,0,27095,Nick Watney,44' 2",146147,276,12178.917,+45.00
95,0,12510,Chad Campbell,44' 3",159436,300,13286.333,+39.00
95,0,21753,Brian Davis,44' 3",125248,236,10437.333,+42.00
95,0,33413,Ben Martin,44' 3",134451,253,11204.250,+61.00
95,0,27770,Camilo Villegas,44' 3",168229,317,14019.083,+31.00
99,0,24846,Ricky Barnes,44' 4",142471,268,11872.583,+31.00
100,0,29720,Andres Gonzales,44' 5",153637,288,12803.083,+40.00
100,0,34409,David Lingmerth,44' 5",128347,241,10695.583,+32.00
100,0,22056,Cameron Percy,44' 5",119991,225,9999.250,+35.00
100,0,28486,Michael Putnam,44' 5",129466,243,10788.833,+39.00
104,0,27436,Graham DeLaet,44' 6",92424,173,7702.000,+32.00
105,0,25240,D.A. Points,44' 7",132244,247,11020.333,+23.00
106,0,20593,Greg Chalmers,44' 8",69635,130,5802.917,+21.00
106,0,28679,Fabián Gómez,44' 8",131250,245,10937.500,+63.00
108,0,40026,Daniel Berger,44' 9",153591,286,12799.250,+21.00
108,0,30946,Alex Prugh,44' 9",132747,247,11062.250,+33.00
108,0,34256,Andrew Putnam,44' 9",113916,212,9493.000,+41.00
108,0,34265,Will Wilcox,44' 9",67615,126,5634.583,+9.00
112,0,35539,Luke Guthrie,44' 10",136197,253,11349.750,+24.00
112,0,26289,Boo Weekley,44' 10",121501,226,10125.083,+18.00
114,0,33141,Keegan Bradley,44' 11",99713,185,8309.417,+11.00
114,0,27649,Brandt Snedeker,44' 11",153489,285,12790.750,+34.00
114,0,02206,David Toms,44' 11",68976,128,5748.000,+23.00
114,0,25892,Steve Wheatcroft,44' 11",137968,256,11497.333,+44.00
