RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
118,0,25191,Gonzalo Fernandez-Castaño,45' 0",111244,206,9270.333,+33.00
118,0,36801,Mark Hubbard,45' 0",107960,200,8996.667,+43.00
118,0,06567,Vijay Singh,45' 0",146418,271,12201.500,+26.00
121,0,23800,Bryce Molder,45' 1",121276,224,10106.333,+26.00
122,0,35451,Scott Pinckney,45' 2",142957,264,11913.083,+33.00
123,0,24494,Erik Compton,45' 3",135192,249,11266.000,+25.00
124,0,32366,Kevin Chappell,45' 4",132842,244,11070.167,+36.00
124,0,20104,Ken Duke,45' 4",133159,245,11096.583,+30.00
124,0,34098,Russell Henley,45' 4",123417,227,10284.750,+36.00
124,0,29420,Billy Horschel,45' 4",130449,240,10870.750,+33.00
124,0,21961,Charles Howell III,45' 4",225039,414,18753.250,+22.00
124,0,30711,Colt Knost,45' 4",111525,205,9293.750,+41.00
124,0,29223,Sam Saunders,45' 4",112680,207,9390.000,+35.00
124,0,28132,Tyrone Van Aswegen,45' 4",79993,147,6666.083,+15.00
132,0,33399,Adam Hadwin,45' 6",133305,244,11108.750,+28.00
132,0,31557,Jim Herman,45' 6",127739,234,10644.917,+36.00
132,0,24138,Ian Poulter,45' 6",82959,152,6913.250,+28.00
135,0,29479,Scott Brown,45' 7",159113,291,13259.417,+39.00
135,0,23621,Rory Sabbatini,45' 7",134096,245,11174.667,+14.00
137,0,10860,Justin Leonard,45' 8",78977,144,6581.417,+19.00
138,0,06522,Ernie Els,45' 9",87809,160,7317.417,+22.00
138,0,31416,Derek Fathauer,45' 9",164242,299,13686.833,+35.00
138,0,23623,Bo Van Pelt,45' 9",126287,230,10523.917,+46.00
141,0,40058,Zac Blair,45' 10",147931,269,12327.583,+41.00
141,0,23983,Luke Donald,45' 10",117805,214,9817.083,+25.00
141,0,25369,Jamie Donaldson,45' 10",67696,123,5641.333,+14.00
141,0,21528,Henrik Stenson,45' 10",70418,128,5868.167,+3.00
145,0,29535,Brice Garnett,45' 11",127350,231,10612.500,+31.00
145,0,26851,Marc Leishman,45' 11",139914,254,11659.500,+23.00
147,0,29289,S.Y. Noh,46' 0",124088,225,10340.667,+36.00
147,0,20645,John Senden,46' 0",83829,152,6985.750,+32.00
149,0,28259,Sangmoon Bae,46' 1",199769,361,16647.417,+54.00
149,0,33667,Carlos Ortiz,46' 1",175407,317,14617.250,+27.00
149,0,31323,Gary Woodland,46' 1",112183,203,9348.583,+21.00
152,0,32640,Troy Merritt,46' 2",150691,272,12557.583,+41.00
152,0,29221,Webb Simpson,46' 2",115705,209,9642.083,+22.00
152,0,34431,Robert Streb,46' 2",207803,375,17316.917,+38.00
152,0,32150,Michael Thompson,46' 2",152927,276,12743.917,+50.00
156,0,26300,Matt Jones,46' 3",142028,256,11835.667,+20.00
157,0,24358,Robert Garrigus,46' 5",125282,225,10440.167,+40.00
158,0,33419,Cameron Tringale,46' 6",125062,224,10421.833,+36.00
159,0,25562,Andres Romero,46' 7",117945,211,9828.750,+20.00
160,0,37454,Whee Kim,46' 9",110982,198,9248.500,+29.00
160,0,35541,John Peterson,46' 9",132920,237,11076.667,+33.00
160,0,33486,Roger Sloan,46' 9",89150,159,7429.167,+47.00
163,0,24925,Jonathan Byrd,46' 10",97274,173,8106.167,+18.00
163,0,23353,J.J. Henry,46' 10",147901,263,12325.083,+42.00
163,0,24140,Sean O'Hair,46' 10",158570,282,13214.167,+22.00
166,0,24357,K.J. Choi,46' 11",115468,205,9622.333,+35.00
167,0,28307,Matt Every,47' 3",144692,255,12057.667,+56.00
167,0,24024,Zach Johnson,47' 3",113412,200,9451.000,+33.00
169,0,21209,Sergio Garcia,47' 4",76695,135,6391.250,+26.00
170,0,25632,Jimmy Walker,47' 5",156597,275,13049.750,+41.00
171,0,27064,Jhonattan Vegas,47' 6",171628,301,14302.333,+37.00
172,0,23548,Bill Lunde,47' 8",73158,128,6096.500,+26.00
172,0,25396,Kevin Na,47' 8",144694,253,12057.833,+28.00
174,0,26758,David Hearn,47' 9",168526,294,14043.833,+38.00
174,0,29425,Andrew Svoboda,47' 9",150201,262,12516.750,+58.00
176,0,22371,Aaron Baddeley,47' 11",154025,268,12835.417,+35.00
177,0,34358,Jonathan Randolph,48' 2",142656,247,11888.000,+37.00
177,0,28023,Byron Smith,48' 2",104666,181,8722.167,+31.00
179,0,20766,Padraig Harrington,48' 9",127006,217,10583.833,+29.00
179,0,22293,Heath Slocum,48' 9",70733,121,5894.417,+31.00
181,0,30926,Chris Kirk,48' 10",109076,186,9089.667,+26.00
182,0,01810,Phil Mickelson,49' 6",133018,224,11084.833,+19.00
183,0,25198,Francesco Molinari,51' 7",65584,106,5465.333,+8.00
184,0,34174,John Huh,51' 8",160056,258,13338.000,+52.00
