RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,25804,Bubba Watson,34' 8",120,4164.333,-9.00
2,0,10809,Jim Furyk,36' 9",86,3158.167,+4.00
3,0,23048,Eric Axley,37' 11",84,3188.250,+11.00
4,0,31202,William McGirt,38' 6",139,5355.917,+21.00
5,0,12716,Charley Hoffman,39' 0",169,6595.750,+14.00
6,0,30925,Dustin Johnson,39' 1",120,4685.667,-3.00
7,0,34046,Jordan Spieth,39' 2",118,4621.417,-4.00
7,0,28780,Nicholas Thompson,39' 2",110,4307.000,+20.00
9,0,29222,Billy Hurley III,39' 4",101,3974.583,+13.00
10,0,26476,Chez Reavie,39' 5",74,2917.333,+15.00
11,0,20593,Greg Chalmers,39' 10",76,3028.083,+9.00
12,0,30852,Ryo Ishikawa,39' 11",147,5862.000,+6.00
13,0,24507,Jason Bohn,40' 1",106,4252.667,+9.00
14,0,20229,Stewart Cink,40' 3",109,4383.583,-5.00
15,0,35545,Blayne Barber,40' 4",99,3993.667,+6.00
15,0,34261,Scott Langley,40' 4",166,6691.167,+17.00
17,0,36699,Patrick Rodgers,40' 5",106,4280.833,+12.00
17,0,20396,Lee Westwood,40' 5",59,2386.917,+13.00
19,0,10885,Robert Allenby,40' 6",57,2308.333,+4.00
19,0,33418,Shawn Stefani,40' 6",146,5908.583,+15.00
21,0,33461,Morgan Hoffmann,40' 7",148,6001.000,+1.00
22,0,34563,Chesson Hadley,40' 8",147,5975.250,+28.00
23,0,34262,Jon Curran,40' 10",85,3473.583,+8.00
24,0,25274,Steven Bowditch,40' 11",164,6709.167,+12.00
25,0,31193,Jim Renner,41' 0",110,4505.417,+24.00
26,0,29478,Kevin Kisner,41' 1",152,6244.000,+16.00
26,0,34256,Andrew Putnam,41' 1",103,4227.417,+11.00
28,0,30927,Brendon Todd,41' 3",118,4868.167,+13.00
29,0,22892,Jason Gore,41' 4",87,3596.000,+12.00
29,0,25345,Carl Pettersson,41' 4",167,6900.833,+23.00
31,0,20848,Ángel Cabrera,41' 5",81,3353.250,+15.00
31,0,27141,J.B. Holmes,41' 5",134,5547.333,+10.00
33,0,30944,Jason Kokrak,41' 6",158,6553.750,+1.00
34,0,29926,Danny Lee,41' 8",144,5997.250,+15.00
35,0,32839,Hideki Matsuyama,41' 10",125,5229.750,+10.00
36,0,30736,Oscar Fraustro,41' 11",90,3769.083,+8.00
36,0,25834,Daniel Summerhays,41' 11",181,7581.667,+14.00
38,0,28500,Martin Flores,42' 0",170,7137.750,+11.00
39,0,23108,Matt Kuchar,42' 1",105,4417.917,-3.00
39,0,29518,Brendan Steele,42' 1",136,5727.417,+2.00
41,0,23541,Ben Crane,42' 2",70,2953.083,+8.00
41,0,27933,John Merrick,42' 2",92,3879.917,+23.00
43,0,24846,Ricky Barnes,42' 3",149,6290.083,+17.00
44,0,26329,Louis Oosthuizen,42' 4",83,3511.417,+5.00
45,0,27649,Brandt Snedeker,42' 7",127,5407.000,+8.00
46,0,29476,Kyle Reifers,42' 8",157,6700.833,+32.00
47,0,32334,Charlie Beljan,42' 9",126,5391.417,+18.00
47,0,20691,Greg Owen,42' 9",97,4147.667,+16.00
49,0,34264,Hudson Swafford,42' 10",142,6085.917,+17.00
50,0,34098,Russell Henley,42' 11",89,3819.000,E
51,0,25240,D.A. Points,43' 0",118,5077.917,+3.00
52,0,28089,Jason Day,43' 1",124,5341.417,+3.00
52,0,24924,Bill Haas,43' 1",121,5217.000,+1.00
54,0,25364,Paul Casey,43' 2",106,4576.500,+6.00
55,0,25686,Jason Dufner,43' 3",72,3116.333,+3.00
56,0,22405,Justin Rose,43' 4",79,3423.917,+14.00
56,0,29223,Sam Saunders,43' 4",120,5201.000,+28.00
58,0,27895,Jonas Blixt,43' 5",102,4428.833,+10.00
58,0,34409,David Lingmerth,43' 5",119,5163.167,+22.00
58,0,34360,Patrick Reed,43' 5",163,7073.417,+5.00
58,0,20645,John Senden,43' 5",76,3298.917,+13.00
58,0,25349,Tim Wilkinson,43' 5",96,4168.167,+23.00
63,0,27466,Spencer Levin,43' 6",109,4742.667,+21.00
63,0,35541,John Peterson,43' 6",125,5435.417,+16.00
63,0,27963,Chris Stroud,43' 6",112,4871.583,+24.00
66,0,33448,Justin Thomas,43' 7",167,7278.833,+8.00
67,0,23638,Brendon de Jonge,43' 9",154,6734.917,+16.00
67,0,27095,Nick Watney,43' 9",150,6564.417,+25.00
69,0,24494,Erik Compton,43' 11",114,5007.667,+12.00
69,0,23800,Bryce Molder,43' 11",143,6282.500,+15.00
71,0,40026,Daniel Berger,44' 1",169,7447.000,+19.00
72,0,24781,Hunter Mahan,44' 2",134,5916.833,+20.00
72,0,23320,Ryan Palmer,44' 2",107,4725.167,+8.00
72,0,25818,Scott Piercy,44' 2",197,8702.083,+32.00
72,0,30692,Scott Stallings,44' 2",86,3800.417,+6.00
76,0,02206,David Toms,44' 3",95,4200.250,+15.00
77,0,32102,Rickie Fowler,44' 4",106,4701.417,+22.00
78,0,33413,Ben Martin,44' 5",130,5773.417,+35.00
78,0,24490,George McNeill,44' 5",154,6837.250,+18.00
80,0,33399,Adam Hadwin,44' 6",128,5693.167,+23.00
81,0,29725,Tony Finau,44' 7",232,10345.083,-1.00
81,0,29420,Billy Horschel,44' 7",99,4414.750,+17.00
83,0,25562,Andres Romero,44' 8",103,4599.083,+9.00
84,0,21753,Brian Davis,44' 9",128,5723.333,+18.00
84,0,27644,Brian Harman,44' 9",132,5908.250,+10.00
84,0,31557,Jim Herman,44' 9",132,5904.167,+18.00
84,0,30946,Alex Prugh,44' 9",123,5508.417,+13.00
84,0,21878,Mark Wilson,44' 9",182,8141.917,+11.00
89,0,25900,Lucas Glover,44' 10",114,5106.500,+30.00
89,0,35539,Luke Guthrie,44' 10",123,5511.417,+10.00
89,0,35532,Tom Hoge,44' 10",145,6506.250,+18.00
89,0,24361,Pat Perez,44' 10",134,6007.000,+5.00
89,0,32150,Michael Thompson,44' 10",127,5692.833,+17.00
94,0,01810,Phil Mickelson,44' 11",104,4670.000,+14.00
95,0,32448,James Hahn,45' 0",149,6705.667,+17.00
95,0,27936,Martin Laird,45' 0",146,6571.583,+18.00
95,0,31560,Brian Stuard,45' 0",110,4953.500,+19.00
95,0,34265,Will Wilcox,45' 0",78,3507.083,+4.00
99,0,30711,Colt Knost,45' 1",122,5499.833,+15.00
99,0,33486,Roger Sloan,45' 1",100,4508.833,+29.00
99,0,27214,Kevin Streelman,45' 1",98,4417.083,+15.00
99,0,23623,Bo Van Pelt,45' 1",112,5051.750,+17.00
103,0,32200,Roberto Castro,45' 2",53,2393.583,+15.00
103,0,20157,Retief Goosen,45' 2",119,5370.750,+27.00
103,0,08075,Jerry Kelly,45' 2",96,4337.750,+5.00
103,0,01706,Davis Love III,45' 2",67,3025.333,+11.00
107,0,32640,Troy Merritt,45' 3",178,8049.917,+25.00
108,0,28259,Sangmoon Bae,45' 4",205,9294.750,+32.00
108,0,32366,Kevin Chappell,45' 4",123,5579.583,+23.00
108,0,25191,Gonzalo Fernandez-Castaño,45' 4",128,5806.083,+18.00
108,0,39977,Max Homa,45' 4",150,6806.000,+23.00
112,0,28679,Fabián Gómez,45' 5",133,6040.333,+33.00
112,0,33667,Carlos Ortiz,45' 5",155,7034.667,+20.00
112,0,35451,Scott Pinckney,45' 5",170,7716.833,+18.00
115,0,24357,K.J. Choi,45' 6",116,5274.417,+18.00
115,0,26331,Charl Schwartzel,45' 6",75,3413.417,+7.00
117,0,27436,Graham DeLaet,45' 7",88,4011.167,+19.00
117,0,36801,Mark Hubbard,45' 7",112,5103.000,+19.00
117,0,22056,Cameron Percy,45' 7",114,5193.500,+13.00
120,0,34431,Robert Streb,45' 10",213,9755.500,+10.00
121,0,40058,Zac Blair,45' 11",159,7305.417,+24.00
121,0,21209,Sergio Garcia,45' 11",71,3259.083,+12.00
121,0,28475,Jeff Overton,45' 11",148,6795.083,+25.00
124,0,20771,Steven Alker,46' 0",76,3493.833,+12.00
124,0,26289,Boo Weekley,46' 0",113,5202.167,-1.00
126,0,26596,Ryan Moore,46' 2",86,3973.250,+13.00
127,0,29479,Scott Brown,46' 3",161,7445.750,+17.00
127,0,20104,Ken Duke,46' 3",151,6986.500,+18.00
127,0,34358,Jonathan Randolph,46' 3",116,5364.583,+17.00
130,0,33141,Keegan Bradley,46' 5",96,4456.083,-1.00
130,0,26300,Matt Jones,46' 5",138,6401.000,+16.00
130,0,37454,Whee Kim,46' 5",115,5334.333,+18.00
130,0,24138,Ian Poulter,46' 5",81,3759.417,+14.00
134,0,24024,Zach Johnson,46' 6",89,4137.750,+13.00
134,0,34130,Sung Joon Park,46' 6",101,4695.667,+11.00
136,0,24925,Jonathan Byrd,46' 7",94,4382.167,+5.00
136,0,34099,Harris English,46' 7",175,8158.333,+26.00
136,0,31416,Derek Fathauer,46' 7",159,7404.167,+19.00
136,0,25493,Nick Taylor,46' 7",171,7968.750,+27.00
140,0,28486,Michael Putnam,46' 8",143,6670.167,+21.00
140,0,26951,Johnson Wagner,46' 8",93,4338.333,+6.00
142,0,25892,Steve Wheatcroft,46' 10",138,6461.000,+19.00
143,0,12510,Chad Campbell,46' 11",134,6292.000,+17.00
144,0,33122,Russell Knox,47' 0",118,5545.750,+16.00
144,0,22046,Geoff Ogilvy,47' 0",60,2819.667,+11.00
146,0,21961,Charles Howell III,47' 1",267,12579.000,+25.00
146,0,21528,Henrik Stenson,47' 1",52,2447.583,+1.00
148,0,29221,Webb Simpson,47' 2",97,4576.750,E
149,0,25720,Chad Collins,47' 3",125,5902.333,+7.00
149,0,25632,Jimmy Walker,47' 3",146,6896.333,+15.00
151,0,29720,Andres Gonzales,47' 4",142,6725.667,+22.00
152,0,36689,Brooks Koepka,47' 5",129,6114.333,+6.00
152,0,27770,Camilo Villegas,47' 5",165,7818.083,+25.00
154,0,20472,Alex Cejka,47' 6",136,6465.333,+20.00
154,0,23353,J.J. Henry,47' 6",121,5743.167,+17.00
154,0,33419,Cameron Tringale,47' 6",127,6037.167,+27.00
157,0,20766,Padraig Harrington,47' 7",112,5329.250,+13.00
158,0,26851,Marc Leishman,47' 9",147,7016.917,+17.00
159,0,26758,David Hearn,47' 10",180,8605.583,+35.00
160,0,37273,Derek Ernst,47' 11",121,5796.667,+13.00
161,0,29535,Brice Garnett,48' 1",139,6678.500,+25.00
162,0,28132,Tyrone Van Aswegen,48' 4",82,3961.167,+8.00
162,0,31323,Gary Woodland,48' 4",117,5650.750,+13.00
164,0,22371,Aaron Baddeley,48' 10",166,8108.167,+21.00
164,0,24502,Adam Scott,48' 10",66,3222.000,+16.00
164,0,06567,Vijay Singh,48' 10",126,6151.250,+19.00
167,0,28307,Matt Every,48' 11",118,5772.250,+45.00
168,0,23621,Rory Sabbatini,49' 0",123,6030.833,+7.00
169,0,29425,Andrew Svoboda,49' 2",113,5560.250,+29.00
170,0,23983,Luke Donald,50' 1",95,4759.417,+12.00
171,0,23548,Bill Lunde,50' 2",76,3810.917,+5.00
171,0,29289,S.Y. Noh,50' 2",111,5566.167,+20.00
173,0,28023,Byron Smith,50' 5",108,5443.083,+23.00
174,0,10860,Justin Leonard,50' 7",61,3087.250,+12.00
174,0,22293,Heath Slocum,50' 7",69,3488.833,+14.00
