RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
1,0,25364,Paul Casey,.939,66.667,71
2,0,34046,Jordan Spieth,.896,60.927,68
3,0,25198,Francesco Molinari,.842,49.651,59
4,0,20229,Stewart Cink,.793,64.273,81
5,0,32839,Hideki Matsuyama,.758,44.750,59
6,0,33448,Justin Thomas,.738,47.961,65
7,0,30925,Dustin Johnson,.670,39.545,59
8,0,25396,Kevin Na,.631,41.647,66
9,0,34021,Bud Cauley,.588,48.211,82
10,0,27095,Nick Watney,.585,37.452,64
11,0,24138,Ian Poulter,.573,31.492,55
12,0,31323,Gary Woodland,.571,38.816,68
13,0,40026,Daniel Berger,.570,39.303,69
14,0,30110,Kyle Stanley,.562,52.849,94
15,0,23320,Ryan Palmer,.555,27.212,49
16,0,01810,Phil Mickelson,.553,38.124,69
17,0,24502,Adam Scott,.536,22.521,42
18,0,25686,Jason Dufner,.519,37.370,72
19,0,25632,Jimmy Walker,.518,25.910,50
20,0,46970,Jon Rahm,.515,33.998,66
21,0,12510,Chad Campbell,.506,43.019,85
22,0,29221,Webb Simpson,.503,42.284,84
22,0,27649,Brandt Snedeker,.503,21.136,42
24,0,26596,Ryan Moore,.498,32.347,65
25,0,10809,Jim Furyk,.492,21.629,44
26,0,24358,Robert Garrigus,.477,28.647,60
27,0,35450,Patrick Cantlay,.467,21.471,46
28,0,27129,Luke List,.443,38.083,86
29,0,29222,Billy Hurley III,.432,29.839,69
30,0,27436,Graham DeLaet,.427,30.345,71
31,0,26289,Boo Weekley,.425,25.951,61
32,0,48084,Wesley Bryan,.421,32.411,77
32,0,25240,D.A. Points,.421,24.401,58
34,0,29518,Brendan Steele,.411,29.181,71
35,0,26851,Marc Leishman,.410,29.915,73
36,0,32102,Rickie Fowler,.408,25.686,63
37,0,24924,Bill Haas,.399,28.748,72
37,0,26331,Charl Schwartzel,.399,19.155,48
39,0,29725,Tony Finau,.390,35.455,91
40,0,21209,Sergio Garcia,.378,17.385,46
41,0,26476,Chez Reavie,.375,31.152,83
41,0,30692,Scott Stallings,.375,25.469,68
43,0,33948,Byeong Hun An,.369,21.059,57
44,0,22405,Justin Rose,.363,19.219,53
45,0,12716,Charley Hoffman,.349,32.411,93
46,0,29478,Kevin Kisner,.334,25.725,77
47,0,37189,Harold Varner III,.330,28.418,86
48,0,28237,Rory McIlroy,.322,11.596,36
49,0,25818,Scott Piercy,.311,15.219,49
50,0,46501,Ollie Schniederjans,.309,25.006,81
51,0,29926,Danny Lee,.304,23.083,76
52,0,25900,Lucas Glover,.301,25.903,86
53,0,33413,Ben Martin,.297,20.770,70
54,0,32366,Kevin Chappell,.294,21.165,72
55,0,32757,Patton Kizzire,.290,20.882,72
56,0,31646,Emiliano Grillo,.281,18.529,66
57,0,22056,Cameron Percy,.266,14.618,55
58,0,22371,Aaron Baddeley,.256,11.783,46
59,0,23108,Matt Kuchar,.253,19.489,77
60,0,27974,Sung Kang,.251,20.620,82
61,0,24846,Ricky Barnes,.238,18.294,77
62,0,29740,Brad Fritsch,.235,9.874,42
62,0,35532,Tom Hoge,.235,9.165,39
64,0,33204,Shane Lowry,.231,8.764,38
65,0,21961,Charles Howell III,.223,15.142,68
66,0,24361,Pat Perez,.222,16.230,73
67,0,26329,Louis Oosthuizen,.215,10.973,51
68,0,28252,Seamus Power,.202,13.758,68
68,0,34264,Hudson Swafford,.202,15.327,76
70,0,27214,Kevin Streelman,.197,15.358,78
71,0,34098,Russell Henley,.196,16.868,86
72,0,33399,Adam Hadwin,.183,14.454,79
72,0,29461,Jamie Lovemark,.183,14.656,80
74,0,33122,Russell Knox,.181,9.796,54
75,0,29974,Branden Grace,.173,8.146,47
75,0,27963,Chris Stroud,.173,8.302,48
77,0,27064,Jhonattan Vegas,.172,12.191,71
78,0,31560,Brian Stuard,.171,11.782,69
79,0,35879,Kelly Kraft,.159,10.354,65
80,0,39975,Michael Kim,.158,13.252,84
81,0,35891,Cameron Smith,.149,10.589,71
82,0,23621,Rory Sabbatini,.146,7.743,53
83,0,31557,Jim Herman,.143,9.439,66
84,0,33141,Keegan Bradley,.139,12.683,91
84,0,27936,Martin Laird,.139,9.984,72
86,0,34099,Harris English,.138,9.929,72
87,0,23325,Vaughn Taylor,.135,10.289,76
88,0,19803,Ryan Armour,.121,5.924,49
89,0,24140,Sean O'Hair,.118,8.285,70
90,0,27770,Camilo Villegas,.107,6.616,62
91,0,36801,Mark Hubbard,.101,6.163,61
91,0,30926,Chris Kirk,.101,7.092,70
93,0,32200,Roberto Castro,.099,5.355,54
