RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
72,0,29223,Sam Saunders,.138,8.435,61
73,0,25632,Jimmy Walker,.135,6.748,50
74,0,25364,Paul Casey,.133,9.408,71
75,0,33419,Cameron Tringale,.125,8.102,65
76,0,34174,John Huh,.124,9.452,76
77,0,26951,Johnson Wagner,.120,6.822,57
78,0,25834,Daniel Summerhays,.110,9.022,82
79,0,46550,Brandon Hagy,.109,7.504,69
80,0,24140,Sean O'Hair,.107,7.509,70
81,0,31416,Derek Fathauer,.094,5.991,64
82,0,29420,Billy Horschel,.084,6.719,80
82,0,35891,Cameron Smith,.084,5.979,71
84,0,25720,Chad Collins,.079,4.292,54
85,0,30191,Julián Etulain,.078,3.994,51
85,0,33461,Morgan Hoffmann,.078,6.427,82
87,0,24924,Bill Haas,.055,3.956,72
88,0,29221,Webb Simpson,.049,4.125,84
89,0,22371,Aaron Baddeley,.044,2.005,46
90,0,22046,Geoff Ogilvy,.043,2.890,67
91,0,32448,James Hahn,.036,2.948,81
92,0,40058,Zac Blair,.035,2.795,81
93,0,27466,Spencer Levin,.030,1.981,67
94,0,24138,Ian Poulter,.025,1.358,55
95,0,29720,Andres Gonzales,.023,1.325,57
96,0,35532,Tom Hoge,.019,.734,39
96,0,30925,Dustin Johnson,.019,1.126,59
98,0,25349,Tim Wilkinson,.009,.417,46
99,0,34431,Robert Streb,.003,.223,84
100,0,47128,Richy Werenski,.000,.023,61
101,0,25686,Jason Dufner,-.001,-.056,72
102,0,34264,Hudson Swafford,-.005,-.351,76
103,0,28679,Fabián Gómez,-.006,-.281,51
104,0,12716,Charley Hoffman,-.012,-1.073,93
105,0,29908,C.T. Pan,-.013,-1.023,76
105,0,29518,Brendan Steele,-.013,-.920,71
107,0,33120,Mark Anderson,-.016,-.665,42
108,0,29461,Jamie Lovemark,-.017,-1.340,80
108,0,32640,Troy Merritt,-.017,-1.157,70
108,0,26596,Ryan Moore,-.017,-1.136,65
111,0,46501,Ollie Schniederjans,-.019,-1.527,81
112,0,31202,William McGirt,-.025,-1.803,72
113,0,25900,Lucas Glover,-.026,-2.240,86
114,0,39324,J.J. Spaun,-.027,-1.964,72
115,0,19803,Ryan Armour,-.029,-1.420,49
116,0,27141,J.B. Holmes,-.032,-1.978,61
117,0,40009,Dominic Bozzelli,-.033,-1.804,55
118,0,33413,Ben Martin,-.044,-3.114,70
119,0,26758,David Hearn,-.052,-3.705,71
120,0,46601,Trey Mullinax,-.057,-3.986,70
120,0,33418,Shawn Stefani,-.057,-3.428,60
122,0,22405,Justin Rose,-.063,-3.340,53
123,0,36699,Patrick Rodgers,-.066,-4.379,66
124,0,30926,Chris Kirk,-.074,-5.153,70
125,0,34358,Jonathan Randolph,-.076,-3.868,51
126,0,34213,Grayson Murray,-.082,-6.930,85
127,0,25198,Francesco Molinari,-.089,-5.245,59
128,0,24502,Adam Scott,-.097,-4.061,42
129,0,32757,Patton Kizzire,-.103,-7.427,72
130,0,27095,Nick Watney,-.113,-7.249,64
131,0,49771,J.T. Poston,-.117,-8.506,73
132,0,27963,Chris Stroud,-.126,-6.046,48
133,0,31557,Jim Herman,-.127,-8.381,66
134,0,24507,Jason Bohn,-.133,-8.253,62
134,0,29725,Tony Finau,-.133,-12.113,91
136,0,46440,Smylie Kaufman,-.137,-8.612,63
136,0,31560,Brian Stuard,-.137,-9.422,69
138,0,28420,Ryan Brehm,-.149,-9.710,65
139,0,25274,Steven Bowditch,-.150,-6.745,45
140,0,23541,Ben Crane,-.155,-10.666,69
141,0,35879,Kelly Kraft,-.157,-10.201,65
142,0,31646,Emiliano Grillo,-.173,-11.407,66
143,0,25804,Bubba Watson,-.187,-9.910,53
144,0,25493,Nick Taylor,-.191,-15.843,83
145,0,47959,Bryson DeChambeau,-.193,-14.116,73
146,0,36801,Mark Hubbard,-.200,-12.184,61
147,0,30852,Ryo Ishikawa,-.204,-8.770,43
148,0,22056,Cameron Percy,-.205,-11.280,55
149,0,33141,Keegan Bradley,-.216,-19.670,91
150,0,35300,Andrew Loupe,-.242,-11.367,47
151,0,29974,Branden Grace,-.248,-11.639,47
152,0,46732,Rick Lamb,-.254,-9.641,38
153,0,28307,Matt Every,-.272,-16.610,61
154,0,34021,Bud Cauley,-.273,-22.350,82
155,0,29476,Kyle Reifers,-.276,-20.398,74
156,0,27214,Kevin Streelman,-.281,-21.946,78
157,0,12510,Chad Campbell,-.286,-24.298,85
158,0,32366,Kevin Chappell,-.303,-21.815,72
159,0,28237,Rory McIlroy,-.304,-10.947,36
160,0,20771,Steven Alker,-.309,-15.757,51
160,0,30110,Kyle Stanley,-.309,-29.000,94
162,0,21209,Sergio Garcia,-.311,-14.300,46
163,0,28093,Miguel Angel Carballo,-.320,-13.749,43
163,0,30692,Scott Stallings,-.320,-21.750,68
163,0,28132,Tyrone Van Aswegen,-.320,-25.572,80
166,0,31420,Anirban Lahiri,-.336,-19.798,59
167,0,32839,Hideki Matsuyama,-.345,-20.381,59
168,0,33122,Russell Knox,-.349,-18.820,54
169,0,23621,Rory Sabbatini,-.357,-18.911,53
170,0,20472,Alex Cejka,-.359,-22.282,62
171,0,33948,Byeong Hun An,-.375,-21.401,57
172,0,31323,Gary Woodland,-.381,-25.913,68
173,0,37455,Si Woo Kim,-.392,-23.526,60
174,0,37189,Harold Varner III,-.402,-34.560,86
175,0,30944,Jason Kokrak,-.405,-33.637,83
176,0,27064,Jhonattan Vegas,-.413,-29.289,71
177,0,20157,Retief Goosen,-.425,-17.413,41
178,0,27129,Luke List,-.426,-36.664,86
179,0,23353,J.J. Henry,-.430,-32.264,75
180,0,32200,Roberto Castro,-.447,-24.152,54
181,0,20104,Ken Duke,-.452,-27.136,60
182,0,24358,Robert Garrigus,-.456,-27.370,60
183,0,35110,Brett Drewitt,-.457,-19.661,43
184,0,25240,D.A. Points,-.478,-27.701,58
185,0,29485,Brett Stegmaier,-.514,-29.839,58
186,0,20572,Rod Pampling,-.518,-34.213,66
187,0,25818,Scott Piercy,-.526,-25.762,49
188,0,29740,Brad Fritsch,-.596,-25.050,42
189,0,26289,Boo Weekley,-.954,-58.166,61
190,0,23320,Ryan Palmer,-1.159,-56.813,49
