RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
83,0,30944,Jason Kokrak,170,90,80
84,0,24357,K.J. Choi,174,103,71
84,0,23497,Tag Ridings,174,100,74
86,0,20229,Stewart Cink,175,153,22
87,0,28679,Fabián Gómez,176,58,118
88,0,21961,Charles Howell III,177,135,42
88,0,08075,Jerry Kelly,177,90,87
90,0,01320,Bob Estes,178,81,97
90,0,28500,Martin Flores,178,94,84
92,0,25632,Jimmy Walker,179,118,61
93,0,22806,Doug LaBelle II,180,69,111
93,0,34409,David Lingmerth,180,42,138
95,0,27408,Martin Kaymer,187,88,99
96,0,33461,Morgan Hoffmann,190,87,103
97,0,37273,Derek Ernst,191,69,122
97,0,32448,James Hahn,191,90,101
97,0,30926,Chris Kirk,191,122,69
100,0,20098,Stuart Appleby,195,103,92
101,0,22378,Trevor Immelman,199,146,53
102,0,27933,John Merrick,205,155,50
102,0,27649,Brandt Snedeker,205,126,79
104,0,01810,Phil Mickelson,207,164,43
105,0,24663,Y.E. Yang,210,66,144
106,0,30852,Ryo Ishikawa,212,150,62
107,0,20848,Ángel Cabrera,213,118,95
108,0,08725,Tom Gillis,214,39,175
109,0,28475,Jeff Overton,219,121,98
110,0,24494,Erik Compton,221,128,93
111,0,28307,Matt Every,223,140,83
111,0,25834,Daniel Summerhays,223,115,108
113,0,27120,Troy Matteson,224,124,100
114,0,21753,Brian Davis,226,69,157
114,0,31202,William McGirt,226,138,88
116,0,01116,Michael Bradley,230,171,59
117,0,32102,Rickie Fowler,232,98,134
117,0,25572,Graeme McDowell,232,88,144
117,0,20572,Rod Pampling,232,126,106
120,0,29289,S.Y. Noh,233,118,115
121,0,24507,Jason Bohn,234,125,109
122,0,20104,Ken Duke,235,94,141
123,0,23108,Matt Kuchar,236,163,73
123,0,02206,David Toms,236,106,130
125,0,33418,Shawn Stefani,237,108,129
126,0,24140,Sean O'Hair,243,83,160
127,0,20443,Jin Park,245,108,137
128,0,27129,Luke List,246,97,149
128,0,10213,Dicky Pride,246,136,110
130,0,26851,Marc Leishman,250,156,94
131,0,23135,Tim Clark,253,94,159
132,0,26758,David Hearn,259,158,101
132,0,25240,D.A. Points,259,116,143
134,0,23800,Bryce Molder,261,133,128
134,0,25818,Scott Piercy,261,111,150
136,0,25345,Carl Pettersson,262,108,154
137,0,27644,Brian Harman,263,117,146
138,0,25274,Steven Bowditch,264,103,161
138,0,22295,Darron Stiles,264,111,153
140,0,24399,Scott Gardiner,267,150,117
140,0,19970,Robert Karlsson,267,128,139
140,0,34360,Patrick Reed,267,142,125
143,0,24138,Ian Poulter,268,132,136
144,0,34021,Bud Cauley,269,143,126
145,0,32698,Bobby Gates,270,128,142
146,0,22961,David Mathis,271,138,133
147,0,34261,Scott Langley,272,152,120
148,0,27963,Chris Stroud,274,161,113
149,0,22792,Peter Hanson,275,106,169
150,0,35539,Luke Guthrie,279,147,132
151,0,23541,Ben Crane,280,159,121
151,0,10860,Justin Leonard,280,140,140
153,0,20160,Charlie Wi,287,111,176
154,0,22046,Geoff Ogilvy,288,133,155
155,0,26951,Johnson Wagner,289,177,112
156,0,25562,Andres Romero,290,122,168
157,0,28259,Sangmoon Bae,292,165,127
158,0,23409,James Driscoll,294,170,124
159,0,30711,Colt Knost,295,131,164
160,0,22621,Ben Curtis,297,174,123
161,0,28135,Aaron Watkins,299,147,152
162,0,23983,Luke Donald,300,144,156
163,0,06522,Ernie Els,310,147,163
164,0,10885,Robert Allenby,315,167,148
165,0,30750,Tommy Gainey,316,144,172
165,0,19846,Brian Gay,316,136,180
167,0,25336,Alistair Presnell,319,168,151
168,0,21099,David Lynn,322,175,147
168,0,32150,Michael Thompson,322,160,162
170,0,20593,Greg Chalmers,323,156,167
171,0,20766,Padraig Harrington,328,154,174
172,0,21731,Freddie Jacobson,331,166,165
173,0,24227,Justin Bolli,332,162,170
174,0,26497,Casey Wittenberg,337,179,158
175,0,28310,Lee Williams,340,175,165
176,0,06004,Stephen Ames,342,172,170
177,0,27895,Jonas Blixt,346,173,173
178,0,22371,Aaron Baddeley,347,169,178
179,0,12782,Tim Herron,355,178,177
180,0,10423,Mike Weir,359,180,179
