RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,27436,Graham DeLaet,4,1,3
1,0,21528,Henrik Stenson,4,3,1
3,0,22405,Justin Rose,13,4,9
3,0,26289,Boo Weekley,13,7,6
5,0,31557,Jim Herman,21,5,16
5,0,06527,Steve Stricker,21,19,2
7,0,24502,Adam Scott,25,14,11
8,0,26679,Kevin Stadler,26,18,8
9,0,25804,Bubba Watson,27,22,5
10,0,23788,D.J. Trahan,28,10,18
11,0,23638,Brendon de Jonge,33,23,10
11,0,29420,Billy Horschel,33,6,27
11,0,24781,Hunter Mahan,33,8,25
11,0,28780,Nicholas Thompson,33,13,20
15,0,27095,Nick Watney,39,26,13
16,0,08793,Tiger Woods,41,17,24
17,0,34046,Jordan Spieth,45,8,37
18,0,33141,Keegan Bradley,51,2,49
19,0,25444,Justin Hicks,60,48,12
20,0,30110,Kyle Stanley,61,29,32
21,0,27503,Steve LeBrun,64,36,28
21,0,26476,Chez Reavie,64,24,40
23,0,25686,Jason Dufner,65,39,26
24,0,30163,Henrik Norlander,66,35,31
25,0,27214,Kevin Streelman,70,16,54
26,0,23353,J.J. Henry,72,55,17
27,0,24024,Zach Johnson,73,58,15
28,0,25900,Lucas Glover,74,20,54
29,0,06573,Brandt Jobe,75,11,64
30,0,26300,Matt Jones,76,12,64
31,0,32200,Roberto Castro,77,44,33
32,0,21209,Sergio Garcia,79,50,29
32,0,24361,Pat Perez,79,61,18
32,0,31323,Gary Woodland,79,43,36
35,0,27330,Josh Teater,81,31,50
36,0,06567,Vijay Singh,82,75,7
37,0,34174,John Huh,83,38,45
38,0,32366,Kevin Chappell,87,27,60
38,0,23621,Rory Sabbatini,87,64,23
40,0,33419,Cameron Tringale,89,54,35
41,0,22913,John Rollins,91,61,30
42,0,24924,Bill Haas,95,74,21
43,0,10809,Jim Furyk,98,84,14
43,0,33869,Eric Meierdierks,98,50,48
45,0,26331,Charl Schwartzel,99,27,72
46,0,23320,Ryan Palmer,104,48,56
47,0,24846,Ricky Barnes,106,102,4
48,0,29740,Brad Fritsch,109,63,46
49,0,29518,Brendan Steele,111,45,66
49,0,34431,Robert Streb,111,29,82
51,0,29221,Webb Simpson,112,69,43
52,0,21878,Mark Wilson,113,57,56
53,0,23452,Nicolas Colsaerts,116,78,38
53,0,20396,Lee Westwood,116,25,91
55,0,24490,George McNeill,120,31,89
56,0,30925,Dustin Johnson,123,84,39
57,0,28237,Rory McIlroy,125,39,86
58,0,34099,Harris English,127,64,63
59,0,01724,Jeff Maggert,128,81,47
60,0,12510,Chad Campbell,134,100,34
61,0,24358,Robert Garrigus,135,77,58
61,0,12716,Charley Hoffman,135,50,85
63,0,35139,Richard Lee,136,84,52
63,0,23623,Bo Van Pelt,136,55,81
65,0,34098,Russell Henley,137,21,116
66,0,32334,Charlie Beljan,138,33,105
67,0,28089,Jason Day,141,45,96
68,0,22056,Cameron Percy,142,66,76
69,0,20691,Greg Owen,143,66,77
70,0,31560,Brian Stuard,144,69,75
71,0,28092,D.H. Lee,145,78,67
71,0,29425,Andrew Svoboda,145,75,70
73,0,26596,Ryan Moore,150,36,114
73,0,23325,Vaughn Taylor,150,15,135
75,0,27770,Camilo Villegas,151,111,40
76,0,30692,Scott Stallings,154,50,104
77,0,29479,Scott Brown,163,45,118
78,0,27936,Martin Laird,164,34,130
79,0,27556,Ted Potter Jr.,165,58,107
80,0,20645,John Senden,167,99,68
81,0,28455,Will Claxton,168,90,78
81,0,36884,Ben Kohles,168,78,90
