RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,21633,Steve Allan,66.33,199,3
2,0,28089,Jason Day,67.00,335,5
3,0,21350,Ryuji Imada,67.80,339,5
4,0,06527,Steve Stricker,68.00,408,6
5,0,20663,Brenden Pappas,68.20,341,5
6,0,25720,Chad Collins,68.33,410,6
7,0,20572,Rod Pampling,68.40,342,5
8,0,22371,Aaron Baddeley,68.57,480,7
9,0,23349,Charles Warren,68.67,206,3
10,0,22621,Ben Curtis,68.80,344,5
11,0,01810,Phil Mickelson,69.00,345,5
11,0,26668,Marc Turnesa,69.00,276,4
13,0,01313,Steve Elkington,69.11,622,9
13,0,24924,Bill Haas,69.11,622,9
15,0,07457,Steve Flesch,69.25,554,8
16,0,23320,Ryan Palmer,69.33,416,6
17,0,24361,Pat Perez,69.57,487,7
17,0,02223,Bob Tway,69.57,487,7
19,0,08537,J.P. Hayes,69.67,209,3
20,0,20634,Peter Lonard,69.70,697,10
21,0,23541,Ben Crane,69.71,488,7
22,0,21878,Mark Wilson,69.73,767,11
23,0,10875,Todd Demsey,69.75,558,8
23,0,24502,Adam Scott,69.75,279,4
25,0,21753,Brian Davis,69.83,419,6
26,0,20229,Stewart Cink,69.88,559,8
27,0,22348,Nick O'Hern,69.89,629,9
28,0,20104,Ken Duke,69.91,769,11
29,0,24925,Jonathan Byrd,70.00,420,6
29,0,23135,Tim Clark,70.00,420,6
29,0,10733,Kent Jones,70.00,490,7
29,0,08075,Jerry Kelly,70.00,210,3
29,0,01706,Davis Love III,70.00,420,6
34,0,28158,Steve Marino,70.06,1191,17
35,0,23623,Bo Van Pelt,70.10,701,10
36,0,01388,Robert Gamez,70.11,631,9
37,0,19803,Ryan Armour,70.13,561,8
38,0,08931,Glen Day,70.14,491,7
38,0,21949,Joe Ogilvie,70.14,491,7
38,0,01941,Tom Pernice Jr.,70.14,982,14
41,0,24357,K.J. Choi,70.20,351,5
41,0,20623,Gavin Coles,70.20,351,5
43,0,24358,Robert Garrigus,70.22,632,9
44,0,20574,Mathew Goggin,70.25,562,8
44,0,20105,Jeff Gove,70.25,281,4
44,0,19913,Ron Whittaker,70.25,281,4
47,0,25349,Tim Wilkinson,70.30,703,10
48,0,26631,Cody Freeman,70.33,211,3
48,0,22378,Trevor Immelman,70.33,422,6
48,0,06595,Kevin Sutherland,70.33,633,9
51,0,01320,Bob Estes,70.36,774,11
51,0,23718,Nathan Green,70.36,774,11
51,0,22293,Heath Slocum,70.36,985,14
54,0,23048,Eric Axley,70.38,563,8
54,0,20378,Mathias Grönberg,70.38,563,8
54,0,27141,J.B. Holmes,70.38,563,8
57,0,23797,Brett Rumford,70.40,352,5
58,0,12652,Cameron Beckman,70.43,493,7
58,0,25190,Jeff Quinney,70.43,493,7
58,0,08385,Omar Uresti,70.43,493,7
61,0,22913,John Rollins,70.45,775,11
62,0,20766,Padraig Harrington,70.50,282,4
62,0,01553,John Huston,70.50,282,4
62,0,24781,Hunter Mahan,70.50,564,8
62,0,12660,Jesper Parnevik,70.50,423,6
66,0,12602,Dean Wilson,70.55,776,11
67,0,26289,Boo Weekley,70.56,635,9
68,0,10505,Shane Bertsch,70.57,494,7
68,0,21961,Charles Howell III,70.57,494,7
70,0,21209,Sergio Garcia,70.60,353,5
70,0,20127,Chris Riley,70.60,353,5
72,0,23353,J.J. Henry,70.62,918,13
73,0,23778,Brad Adamonis,70.67,424,6
73,0,06621,Joe Durant,70.67,636,9
73,0,06522,Ernie Els,70.67,212,3
76,0,08845,Scott Sterling,70.70,707,10
76,0,26951,Johnson Wagner,70.70,707,10
78,0,21731,Freddie Jacobson,70.75,566,8
78,0,01707,Steve Lowery,70.75,566,8
80,0,25345,Carl Pettersson,70.77,920,13
81,0,24024,Zach Johnson,70.78,637,9
81,0,25562,Andres Romero,70.78,637,9
83,0,01928,Corey Pavin,70.82,779,11
84,0,20098,Stuart Appleby,70.83,425,6
84,0,12510,Chad Campbell,70.83,425,6
84,0,26420,Richard Johnson,70.83,425,6
87,0,06197,Michael Allen,70.92,851,12
88,0,30750,Tommy Gainey,71.00,142,2
88,0,22892,Jason Gore,71.00,568,8
88,0,01724,Jeff Maggert,71.00,639,9
88,0,10585,Scott McCarron,71.00,284,4
88,0,25396,Kevin Na,71.00,781,11
88,0,01945,Kenny Perry,71.00,710,10
88,0,20645,John Senden,71.00,852,12
88,0,25804,Bubba Watson,71.00,781,11
96,0,20498,Briny Baird,71.07,995,14
97,0,12716,Charley Hoffman,71.08,853,12
98,0,25900,Lucas Glover,71.11,640,9
99,0,25842,Jon Mills,71.14,498,7
100,0,26500,Alejandro Cañizares,71.17,427,6
100,0,06567,Vijay Singh,71.17,427,6
102,0,01161,Mark Calcavecchia,71.20,356,5
102,0,27936,Martin Laird,71.20,712,10
102,0,10860,Justin Leonard,71.20,712,10
102,0,10423,Mike Weir,71.20,356,5
106,0,27095,Nick Watney,71.21,997,14
107,0,19846,Brian Gay,71.22,641,9
107,0,27214,Kevin Streelman,71.22,641,9
107,0,27770,Camilo Villegas,71.22,641,9
110,0,20472,Alex Cejka,71.25,570,8
110,0,23125,Brad Elder,71.25,285,4
110,0,07749,Brett Quigley,71.25,285,4
110,0,28780,Nicholas Thompson,71.25,855,12
114,0,27060,John Mallinger,71.27,784,11
114,0,24490,George McNeill,71.27,784,11
116,0,27649,Brandt Snedeker,71.29,499,7
116,0,02206,David Toms,71.29,499,7
118,0,22046,Geoff Ogilvy,71.33,428,6
119,0,06573,Brandt Jobe,71.40,357,5
119,0,23157,Richard Johnson,71.40,357,5
119,0,23788,D.J. Trahan,71.40,714,10
122,0,23540,Jason Allred,71.43,500,7
122,0,12823,Carlos Franco,71.43,500,7
122,0,29718,Anthony Kim,71.43,500,7
125,0,20157,Retief Goosen,71.50,429,6
125,0,01948,Tim Petrovic,71.50,572,8
125,0,21959,Ted Purdy,71.50,429,6
125,0,12309,Bob Sowards,71.50,429,6
125,0,23325,Vaughn Taylor,71.50,429,6
130,0,10885,Robert Allenby,71.55,787,11
131,0,12826,Paul Claxton,71.60,358,5
131,0,22806,Doug LaBelle II,71.60,358,5
131,0,27613,David Lutterus,71.60,358,5
134,0,12782,Tim Herron,71.62,931,13
135,0,27963,Chris Stroud,71.63,573,8
135,0,20160,Charlie Wi,71.63,573,8
137,0,06004,Stephen Ames,71.67,430,6
137,0,23409,James Driscoll,71.67,645,9
137,0,24138,Ian Poulter,71.67,430,6
140,0,21805,Harrison Frazar,71.75,287,4
141,0,01142,Bart Bryant,71.78,646,9
142,0,07547,Craig Kanada,71.80,359,5
142,0,26695,Michael Letzig,71.80,359,5
142,0,10649,Tom Scherrer,71.80,359,5
145,0,25364,Paul Casey,71.83,431,6
146,0,28475,Jeff Overton,71.86,503,7
147,0,06034,Marco Dawson,71.88,575,8
147,0,06251,Chris DiMarco,71.88,575,8
147,0,06643,Paul Goydos,71.88,575,8
150,0,27561,Nick Flanagan,72.00,720,10
150,0,10809,Jim Furyk,72.00,288,4
150,0,20433,Mark Hensby,72.00,288,4
150,0,26679,Kevin Stadler,72.00,576,8
154,0,23497,Tag Ridings,72.10,721,10
155,0,01577,Lee Janzen,72.11,649,9
155,0,24663,Y.E. Yang,72.11,649,9
157,0,20850,Daniel Chopra,72.14,505,7
157,0,02239,Scott Verplank,72.14,505,7
159,0,07867,Woody Austin,72.17,866,12
159,0,24140,Sean O'Hair,72.17,433,6
161,0,01139,Olin Browne,72.33,651,9
161,0,01226,Fred Couples,72.33,434,6
161,0,06090,Jim McGovern,72.33,434,6
161,0,27933,John Merrick,72.33,434,6
165,0,01766,Billy Mayfair,72.36,796,11
166,0,27120,Troy Matteson,72.38,579,8
