RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
167,0,31193,Jim Renner,4.05,43,1062
168,0,25274,Steven Bowditch,4.12,69,1674
169,0,37273,Derek Ernst,4.17,57,1368
169,0,32839,Hideki Matsuyama,4.17,60,1440
171,0,35732,Wes Roach,4.41,50,1134
172,0,10885,Robert Allenby,4.46,65,1458
173,0,23621,Rory Sabbatini,4.49,63,1404
174,0,28780,Nicholas Thompson,4.53,66,1458
175,0,26329,Louis Oosthuizen,4.59,38,828
176,0,30110,Kyle Stanley,5.42,81,1494
177,0,25900,Lucas Glover,5.47,65,1188
