RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES (OVERALL)
1,0,21731,Freddie Jacobson,1.65,27,1638
2,0,28089,Jason Day,1.74,15,864
3,0,29478,Kevin Kisner,1.76,27,1530
4,0,24507,Jason Bohn,1.85,27,1458
4,0,10860,Justin Leonard,1.85,25,1350
6,0,08075,Jerry Kelly,1.88,27,1440
6,0,25572,Graeme McDowell,1.88,21,1116
8,0,27644,Brian Harman,1.90,38,1998
8,0,23800,Bryce Molder,1.90,25,1314
10,0,27895,Jonas Blixt,1.97,22,1116
10,0,24024,Zach Johnson,1.97,34,1728
12,0,25804,Bubba Watson,1.98,26,1314
13,0,28237,Rory McIlroy,2.00,23,1152
14,0,23108,Matt Kuchar,2.02,32,1584
14,0,20645,John Senden,2.02,36,1782
16,0,31202,William McGirt,2.03,35,1728
17,0,20593,Greg Chalmers,2.06,30,1458
18,0,27963,Chris Stroud,2.08,33,1584
19,0,30927,Brendon Todd,2.11,41,1944
20,0,26758,David Hearn,2.12,37,1746
21,0,23541,Ben Crane,2.13,31,1458
22,0,23638,Brendon de Jonge,2.14,42,1962
22,0,30925,Dustin Johnson,2.14,22,1026
22,0,25632,Jimmy Walker,2.14,37,1728
25,0,34261,Scott Langley,2.15,36,1674
26,0,22371,Aaron Baddeley,2.16,28,1296
27,0,25349,Tim Wilkinson,2.17,32,1476
28,0,25834,Daniel Summerhays,2.21,39,1764
29,0,24357,K.J. Choi,2.22,32,1440
29,0,30852,Ryo Ishikawa,2.22,30,1350
31,0,31560,Brian Stuard,2.23,35,1566
32,0,25720,Chad Collins,2.25,30,1332
33,0,33141,Keegan Bradley,2.27,36,1584
33,0,24494,Erik Compton,2.27,36,1584
35,0,26851,Marc Leishman,2.29,33,1440
35,0,33413,Ben Martin,2.29,33,1440
37,0,30944,Jason Kokrak,2.31,27,1170
38,0,32102,Rickie Fowler,2.35,36,1530
39,0,26951,Johnson Wagner,2.39,28,1170
40,0,26300,Matt Jones,2.41,36,1494
41,0,32640,Troy Merritt,2.42,27,1116
42,0,22621,Ben Curtis,2.44,32,1314
43,0,23983,Luke Donald,2.48,25,1008
43,0,24781,Hunter Mahan,2.48,38,1530
43,0,25396,Kevin Na,2.48,42,1692
46,0,21209,Sergio Garcia,2.49,26,1044
46,0,34265,Will Wilcox,2.49,22,882
48,0,33419,Cameron Tringale,2.50,50,1998
49,0,33122,Russell Knox,2.54,42,1656
49,0,27466,Spencer Levin,2.54,27,1062
49,0,31323,Gary Woodland,2.54,42,1656
52,0,24925,Jonathan Byrd,2.55,33,1296
52,0,27649,Brandt Snedeker,2.55,40,1566
54,0,28132,Tyrone Van Aswegen,2.56,36,1404
55,0,25364,Paul Casey,2.58,26,1008
56,0,24140,Sean O'Hair,2.60,36,1386
56,0,02206,David Toms,2.60,29,1116
58,0,22405,Justin Rose,2.61,32,1224
59,0,35139,Richard Lee,2.64,37,1404
60,0,20098,Stuart Appleby,2.65,43,1620
60,0,20157,Retief Goosen,2.65,43,1620
60,0,26596,Ryan Moore,2.65,40,1512
60,0,10423,Mike Weir,2.65,31,1170
64,0,32366,Kevin Chappell,2.66,46,1728
64,0,34098,Russell Henley,2.66,44,1656
64,0,34046,Jordan Spieth,2.66,47,1764
67,0,30926,Chris Kirk,2.67,50,1872
68,0,33461,Morgan Hoffmann,2.69,48,1782
68,0,26331,Charl Schwartzel,2.69,30,1116
70,0,32200,Roberto Castro,2.70,36,1332
70,0,24502,Adam Scott,2.70,33,1224
72,0,27141,J.B. Holmes,2.71,42,1548
73,0,23135,Tim Clark,2.74,37,1350
73,0,23409,James Driscoll,2.74,35,1278
75,0,24924,Bill Haas,2.75,52,1890
76,0,24846,Ricky Barnes,2.78,44,1584
76,0,10809,Jim Furyk,2.78,40,1440
76,0,29535,Brice Garnett,2.78,44,1584
76,0,29222,Billy Hurley III,2.78,43,1548
76,0,27408,Martin Kaymer,2.78,32,1152
76,0,36689,Brooks Koepka,2.78,28,1008
76,0,24912,Will MacKenzie,2.78,41,1476
76,0,22913,John Rollins,2.78,40,1440
76,0,27330,Josh Teater,2.78,44,1584
76,0,24663,Y.E. Yang,2.78,39,1404
86,0,24361,Pat Perez,2.84,43,1512
87,0,34409,David Lingmerth,2.85,39,1368
88,0,27936,Martin Laird,2.87,32,1116
89,0,21961,Charles Howell III,2.88,55,1908
90,0,29479,Scott Brown,2.89,52,1800
90,0,29740,Brad Fritsch,2.89,25,864
92,0,25345,Carl Pettersson,2.93,48,1638
92,0,26679,Kevin Stadler,2.93,47,1602
94,0,27556,Ted Potter Jr.,2.94,36,1224
95,0,19846,Brian Gay,2.95,42,1422
96,0,34360,Patrick Reed,2.96,48,1620
96,0,33418,Shawn Stefani,2.96,32,1080
98,0,01810,Phil Mickelson,2.97,38,1278
99,0,21528,Henrik Stenson,2.98,29,972
100,0,07867,Woody Austin,3.01,32,1062
100,0,32334,Charlie Beljan,3.01,39,1296
100,0,35539,Luke Guthrie,3.01,46,1530
100,0,34174,John Huh,3.01,45,1494
104,0,06522,Ernie Els,3.02,43,1422
104,0,34099,Harris English,3.02,50,1656
104,0,20160,Charlie Wi,3.02,38,1260
107,0,29221,Webb Simpson,3.04,46,1512
108,0,12716,Charley Hoffman,3.05,51,1674
109,0,23353,J.J. Henry,3.07,48,1566
109,0,23320,Ryan Palmer,3.07,47,1530
111,0,34021,Bud Cauley,3.08,31,1008
111,0,27933,John Merrick,3.08,46,1494
113,0,29425,Andrew Svoboda,3.10,43,1386
114,0,21753,Brian Davis,3.11,52,1674
114,0,28092,D.H. Lee,3.11,28,900
116,0,29926,Danny Lee,3.13,45,1440
116,0,34431,Robert Streb,3.13,40,1278
118,0,28475,Jeff Overton,3.14,43,1368
119,0,24490,George McNeill,3.16,45,1422
120,0,34563,Chesson Hadley,3.17,48,1512
120,0,24138,Ian Poulter,3.17,32,1008
120,0,20396,Lee Westwood,3.17,32,1008
123,0,25444,Justin Hicks,3.20,57,1782
124,0,29420,Billy Horschel,3.21,52,1620
124,0,23623,Bo Van Pelt,3.21,48,1494
126,0,27770,Camilo Villegas,3.22,55,1710
127,0,20229,Stewart Cink,3.24,53,1638
128,0,25191,Gonzalo Fernandez-Castaño,3.25,48,1476
129,0,22378,Trevor Immelman,3.26,47,1440
130,0,30692,Scott Stallings,3.29,45,1368
131,0,30750,Tommy Gainey,3.30,41,1242
132,0,28307,Matt Every,3.33,51,1530
132,0,32448,James Hahn,3.33,48,1440
132,0,29518,Brendan Steele,3.33,51,1530
135,0,25240,D.A. Points,3.35,44,1314
135,0,27214,Kevin Streelman,3.35,47,1404
137,0,28259,Sangmoon Bae,3.36,46,1368
138,0,32150,Michael Thompson,3.38,45,1332
139,0,21878,Mark Wilson,3.42,40,1170
140,0,26956,Bronson La'Cassie,3.43,29,846
141,0,29289,S.Y. Noh,3.44,57,1656
142,0,27120,Troy Matteson,3.45,36,1044
143,0,12510,Chad Campbell,3.46,33,954
143,0,25562,Andres Romero,3.46,48,1386
145,0,27436,Graham DeLaet,3.52,50,1422
145,0,29461,Jamie Lovemark,3.52,38,1080
145,0,35541,John Peterson,3.52,38,1080
145,0,34264,Hudson Swafford,3.52,45,1278
149,0,31557,Jim Herman,3.54,37,1044
150,0,28500,Martin Flores,3.59,55,1530
151,0,06567,Vijay Singh,3.61,54,1494
152,0,01706,Davis Love III,3.63,47,1296
153,0,25686,Jason Dufner,3.70,36,972
154,0,20104,Ken Duke,3.77,53,1404
155,0,20848,Ángel Cabrera,3.78,47,1242
156,0,32333,Kevin Tway,3.80,41,1080
157,0,28486,Michael Putnam,3.81,70,1836
158,0,24358,Robert Garrigus,3.82,55,1440
158,0,22046,Geoff Ogilvy,3.82,55,1440
160,0,35300,Andrew Loupe,3.83,42,1098
161,0,27095,Nick Watney,3.85,52,1350
162,0,22293,Heath Slocum,3.86,48,1242
163,0,20498,Briny Baird,3.89,35,900
164,0,27064,Jhonattan Vegas,4.00,54,1350
165,0,01724,Jeff Maggert,4.01,39,972
165,0,26289,Boo Weekley,4.01,52,1296
