RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
164,0,01288,Ed Dougherty,1.827,2406,1317,2.59
164,0,02241,Bobby Wadkins,1.827,1339,733,2.28
166,0,06691,Greg Cesario,1.829,1068,584,2.50
166,0,01282,Trevor Dodds,1.829,1672,914,2.58
168,0,01323,Brad Fabel,1.831,1738,949,2.33
169,0,01060,Dave Barr,1.832,2193,1197,2.34
170,0,01346,Ed Fiori,1.833,2046,1116,2.27
171,0,01249,John Daly,1.837,1438,783,2.62
172,0,01958,Dan Pohl,1.840,1244,676,2.50
173,0,01191,Barry Cheesman,1.841,1883,1023,2.65
173,0,02201,Jim Thorpe,1.841,1215,660,2.48
175,0,01035,Tommy Armour III,1.842,1210,657,2.45
176,0,08553,Lee Porter,1.843,1008,547,2.41
177,0,01564,David Jackson,1.844,1870,1014,2.83
178,0,06247,David Delong,1.847,957,518,2.26
179,0,06284,Jim Hallet,1.848,1881,1018,2.47
180,0,06144,John Dowdall,1.851,1066,576,2.22
181,0,01938,David Peoples,1.852,1941,1048,2.37
181,0,10795,Neale Smith,1.852,1150,621,2.33
183,0,06006,JC Anderson,1.854,1683,908,2.60
184,0,07569,Mark Carnevale,1.863,2046,1098,2.23
184,0,01725,John Mahaffey,1.863,1662,892,2.20
186,0,01469,Dan Halldorson,1.868,1670,894,2.33
187,0,01934,Dave Peege,1.870,1122,600,2.27
188,0,01930,Eddie Pearce,1.880,1265,673,2.45
189,0,06401,Marty Schiene,1.885,1259,668,2.29
