RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,01378,David Frost,1.739,1525,877,3.27
2,0,01329,Brad Faxon,1.741,1649,947,3.27
3,0,01444,Ken Green,1.750,1211,692,3.12
4,0,01876,Greg Norman,1.751,1191,680,3.29
5,0,02099,Scott Simpson,1.752,1596,911,3.05
6,0,01755,Dick Mast,1.754,1665,949,3.28
7,0,01235,Ben Crenshaw,1.755,1367,779,2.85
7,0,06058,John Flannery,1.755,2087,1189,3.07
9,0,01475,Donnie Hammond,1.758,1797,1022,3.02
9,0,01682,Wayne Levi,1.758,1617,920,3.00
11,0,01203,Russ Cochran,1.760,2028,1152,2.99
11,0,06012,Greg Kraft,1.760,1440,818,2.95
11,0,01928,Corey Pavin,1.760,2045,1162,2.90
14,0,02242,Lanny Wadkins,1.764,1492,846,2.93
14,0,02255,Denis Watson,1.764,1157,656,2.97
16,0,01701,Bob Lohr,1.765,1779,1008,2.82
16,0,02146,Payne Stewart,1.765,2081,1179,3.05
18,0,01577,Lee Janzen,1.766,1953,1106,3.07
18,0,01968,Nick Price,1.766,1563,885,2.98
18,0,02256,Tom Watson,1.766,1160,657,3.12
21,0,01553,John Huston,1.768,2438,1379,3.09
21,0,01633,Tom Kite,1.768,1501,849,3.14
21,0,01823,Larry Mize,1.768,1627,920,2.84
24,0,01361,Dan Forsman,1.769,1879,1062,2.91
24,0,02159,Curtis Strange,1.769,1677,948,2.86
26,0,01042,Paul Azinger,1.770,1821,1029,2.93
26,0,06086,Russell Beiersdorf,1.770,2098,1185,2.95
26,0,01920,Craig Parry,1.770,1483,838,3.03
29,0,01468,Gary Hallberg,1.771,1737,981,3.14
29,0,02185,Lance Ten Broeck,1.771,1900,1073,2.86
31,0,01098,Jay Don Blake,1.774,1659,935,2.92
31,0,01226,Fred Couples,1.774,1549,873,3.13
31,0,02279,Mark Wiebe,1.774,1872,1055,2.91
34,0,01331,Rick Fehr,1.775,2144,1208,2.84
34,0,01557,John Inman,1.775,1947,1097,2.79
34,0,01607,Brian Kamm,1.775,1816,1023,3.00
34,0,02090,Tom Sieckmann,1.775,1977,1114,2.91
38,0,01014,Fulton Allem,1.777,1948,1096,2.94
38,0,01024,Billy Andrade,1.777,1871,1053,3.00
38,0,01196,Brian Claar,1.777,2316,1303,2.79
38,0,01495,Morris Hatalsky,1.777,1203,677,2.90
38,0,01510,Nolan Henke,1.777,1940,1092,3.06
38,0,06090,Jim McGovern,1.777,2482,1397,2.95
44,0,01161,Mark Calcavecchia,1.778,1983,1115,2.97
44,0,01706,Davis Love III,1.778,2165,1218,2.96
44,0,01707,Steve Lowery,1.778,2345,1319,2.77
47,0,02225,Howard Twitty,1.779,1914,1076,3.00
48,0,01116,Michael Bradley,1.780,1606,902,2.92
48,0,01313,Steve Elkington,1.780,1945,1093,2.90
48,0,01527,Scott Hoch,1.780,2122,1192,2.91
48,0,02214,Kirk Triplett,1.780,1994,1120,2.77
48,0,02267,D.A. Weibring,1.780,1602,900,2.77
53,0,01096,Phil Blackmar,1.781,1797,1009,2.84
53,0,01201,Lennie Clements,1.781,1763,990,2.82
53,0,01837,Gil Morgan,1.781,1961,1101,2.68
56,0,01559,Hale Irwin,1.782,1468,824,2.82
56,0,02131,Mike Springer,1.782,1700,954,2.88
58,0,01320,Bob Estes,1.783,2134,1197,2.87
58,0,06589,Jeff Woodland,1.783,1519,852,2.71
60,0,02033,Dave Rummells,1.784,1702,954,2.75
61,0,01353,Bruce Fleisher,1.785,1889,1058,2.81
62,0,01143,Brad Bryant,1.786,2141,1199,2.94
63,0,01306,David Edwards,1.787,1808,1012,2.85
63,0,01549,Mike Hulbert,1.787,2098,1174,2.68
63,0,02322,Richard Zokol,1.787,1487,832,2.64
66,0,01200,Keith Clearwater,1.788,2258,1263,3.04
66,0,01846,Jodie Mudd,1.788,1182,661,2.98
66,0,02049,Gene Sauers,1.788,1949,1090,2.90
66,0,02223,Bob Tway,1.788,1339,749,2.82
70,0,01129,Bill Britton,1.789,1855,1037,2.80
70,0,10195,Tim Conley,1.789,1297,725,2.73
70,0,02010,Loren Roberts,1.789,2109,1179,2.60
73,0,01219,John Cook,1.790,1940,1084,2.64
74,0,06197,Michael Allen,1.791,1700,949,2.81
74,0,01418,Bill Glasson,1.791,1795,1002,2.90
74,0,02224,Greg Twiggs,1.791,1920,1072,2.87
77,0,01381,Fred Funk,1.793,2532,1412,2.79
77,0,06566,Jaime Gomez,1.793,1743,972,2.71
77,0,06643,Paul Goydos,1.793,1976,1102,2.73
77,0,06332,Neal Lancaster,1.793,2162,1206,2.78
77,0,01771,Blaine McCallister,1.793,1996,1113,2.95
82,0,01385,Jim Gallagher Jr.,1.794,1946,1085,2.88
82,0,01677,Tom Lehman,1.794,2104,1173,2.76
82,0,02218,Ted Tryba,1.794,1972,1099,2.88
82,0,02321,Fuzzy Zoeller,1.794,1688,941,2.82
86,0,01783,Mark McCumber,1.795,1752,976,2.90
86,0,01864,Larry Nelson,1.795,1165,649,2.74
86,0,02007,Larry Rinker,1.795,1522,848,2.77
86,0,02298,Jim Woodward,1.795,1014,565,2.85
90,0,01975,Tom Purtzer,1.796,1191,663,2.64
91,0,01072,Chip Beck,1.797,1842,1025,2.77
91,0,01569,Peter Jacobsen,1.797,1747,972,2.60
91,0,01723,Andrew Magee,1.797,1626,905,2.69
91,0,01926,Steve Pate,1.797,1903,1059,2.72
95,0,01724,Jeff Maggert,1.798,1987,1105,3.02
95,0,02101,Joey Sindelar,1.798,1539,856,2.57
95,0,02170,Hal Sutton,1.798,1767,983,2.78
95,0,02206,David Toms,1.798,1724,959,2.81
99,0,01185,Brandel Chamblee,1.799,1785,992,2.68
99,0,01887,Mark O'Meara,1.799,1880,1045,2.92
101,0,01093,Ronnie Black,1.800,1863,1035,2.81
101,0,01810,Phil Mickelson,1.800,1562,868,2.83
101,0,02104,Jeff Sluman,1.800,2016,1120,2.64
104,0,01533,P.H. Horgan III,1.801,1796,997,2.73
104,0,01736,Roger Maltbie,1.801,1255,697,2.65
106,0,01261,Jay Delsing,1.803,2106,1168,2.69
106,0,01374,Robin Freeman,1.803,1769,981,2.82
106,0,02135,Mike Standly,1.803,1954,1084,2.74
109,0,06617,Brian Henninger,1.804,1885,1045,2.66
109,0,02245,Grant Waite,1.804,1910,1059,2.78
111,0,01414,Bob Gilder,1.805,1653,916,2.79
111,0,02100,Tim Simpson,1.805,1917,1062,2.63
113,0,01197,Bobby Clampett,1.806,1134,628,2.69
113,0,01945,Kenny Perry,1.806,1997,1106,2.78
113,0,02180,Harry Taylor,1.806,1965,1088,2.58
113,0,02303,Robert Wrenn,1.806,1627,901,2.77
117,0,01766,Billy Mayfair,1.807,2507,1387,2.57
117,0,01891,David Ogrin,1.807,2051,1135,2.70
119,0,01006,John Adams,1.808,1974,1092,2.72
119,0,01218,Jeff Cook,1.808,1651,913,2.73
119,0,01659,Massy Kuramoto,1.808,1148,635,2.77
122,0,01443,Hubert Green,1.809,1031,570,2.54
122,0,01457,Jay Haas,1.809,2516,1391,2.64
122,0,02111,Mike Smith,1.809,1892,1046,2.49
125,0,01388,Robert Gamez,1.810,1739,961,3.11
125,0,02294,Willie Wood,1.810,1607,888,2.58
127,0,06124,Patrick Burke,1.811,1195,660,2.53
127,0,06044,Scott Gump,1.811,2007,1108,2.52
129,0,01408,Kelly Gibson,1.813,2161,1192,2.73
129,0,05319,Gene Jones,1.813,1180,651,2.63
129,0,02133,Craig Stadler,1.813,1791,988,2.68
132,0,08045,Perry Moss,1.814,1818,1002,2.52
132,0,01946,Peter Persons,1.814,1912,1054,2.39
132,0,02217,Dennis Trixler,1.814,1683,928,2.61
135,0,01132,Mark Brooks,1.815,2080,1146,2.66
135,0,01248,Rick Dalpos,1.815,1345,741,2.44
135,0,01435,Wayne Grady,1.815,1069,589,2.50
135,0,06575,Dudley Hart,1.815,1968,1084,2.46
135,0,01849,Bill Murchison,1.815,1096,604,2.53
135,0,02246,Duffy Waldorf,1.815,1724,950,2.73
141,0,01390,Buddy Gardner,1.816,1302,717,2.75
142,0,01157,Tom Byrum,1.817,1572,865,2.44
142,0,01690,Bruce Lietzke,1.817,1143,629,2.69
144,0,06128,Steve Lamontagne,1.818,2096,1153,2.61
144,0,01761,Len Mattiace,1.818,1496,823,2.52
144,0,01971,Dillard Pruitt,1.818,2000,1100,2.43
147,0,08759,Tad Rhyan,1.819,1577,867,2.39
148,0,01049,Ian Baker-Finch,1.820,1261,693,2.63
148,0,01307,Joel Edwards,1.820,1938,1065,2.54
148,0,01550,Ed Humenik,1.820,2066,1135,2.64
148,0,06136,Mike Schuchart,1.820,1545,849,2.67
148,0,02190,Doug Tewell,1.820,1376,756,2.50
153,0,06599,John Elliott,1.821,1539,845,2.91
154,0,01068,Andy Bean,1.823,1167,640,2.70
154,0,01284,Mike Donald,1.823,1940,1064,2.38
156,0,01648,Billy Kratzert,1.824,1182,648,2.41
156,0,01715,Mark Lye,1.824,1375,754,2.59
156,0,01797,Rocco Mediate,1.824,1957,1073,2.65
156,0,01890,Brett Ogle,1.824,1215,666,2.73
156,0,02067,Ted Schulz,1.824,1972,1081,2.53
161,0,06034,Marco Dawson,1.825,2254,1235,2.52
161,0,01619,Skip Kendall,1.825,2049,1123,2.57
163,0,10207,Jimmy Johnston,1.826,1360,745,2.66
