RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,TOTAL PURSE AVAILABLE
1,0,01876,Greg Norman,4.99,990475,19850000
2,0,01326,Nick Faldo,4.48,345260,7700000
3,0,01559,Hale Irwin,4.00,802247,20050000
3,0,01560,David Ishii,4.00,188000,4700000
5,0,06373,José María Olazábal,3.84,337836,8800000
6,0,01846,Jodie Mudd,3.54,871744,24600000
7,0,01682,Wayne Levi,3.53,918646,26000000
8,0,02020,Eduardo Romero,3.18,74666,2350000
9,0,02146,Payne Stewart,3.13,908279,29000000
10,0,01042,Paul Azinger,3.08,897728,29100000
11,0,01226,Fred Couples,2.87,727997,25350000
12,0,01161,Mark Calcavecchia,2.70,800280,29600000
13,0,02100,Tim Simpson,2.68,777769,29050000
14,0,01633,Tom Kite,2.57,635199,24750000
14,0,01823,Larry Mize,2.57,644196,25100000
16,0,01796,Mark McNulty,2.55,34375,1350000
17,0,01837,Gil Morgan,2.49,675626,27100000
18,0,02242,Lanny Wadkins,2.45,648428,26450000
19,0,01887,Mark O'Meara,2.44,679174,27850000
20,0,01049,Ian Baker-Finch,2.19,589490,26950000
21,0,01569,Peter Jacobsen,2.13,527777,24800000
22,0,01435,Wayne Grady,2.05,508682,24850000
23,0,01766,Billy Mayfair,1.96,667653,34000000
24,0,01072,Chip Beck,1.94,550813,28350000
25,0,01313,Steve Elkington,1.82,528560,29100000
26,0,01690,Bruce Lietzke,1.76,329292,18750000
27,0,01706,Davis Love III,1.74,518171,29700000
28,0,01968,Nick Price,1.64,502772,30600000
29,0,01388,Robert Gamez,1.58,445905,28250000
30,0,01235,Ben Crenshaw,1.54,351190,22800000
31,0,01219,John Cook,1.52,433109,28550000
31,0,01553,John Huston,1.52,421689,27750000
33,0,02223,Bob Tway,1.51,478360,31600000
34,0,06530,Ray Pearce,1.46,21900,1500000
35,0,01928,Corey Pavin,1.45,452823,31250000
36,0,02010,Loren Roberts,1.43,461518,32200000
37,0,01355,Raymond Floyd,1.42,264077,18600000
38,0,01599,Steve Jones,1.41,350980,24850000
