RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,TOTAL HOLES,TOTAL RTP
1,0,26851,Marc Leishman,+.322,59,+19.00
2,0,34046,Jordan Spieth,+.333,84,+28.00
3,0,23108,Matt Kuchar,+.338,77,+26.00
3,0,27963,Chris Stroud,+.338,74,+25.00
5,0,25900,Lucas Glover,+.347,98,+34.00
6,0,28089,Jason Day,+.351,37,+13.00
7,0,33419,Cameron Tringale,+.352,54,+19.00
8,0,34563,Chesson Hadley,+.356,73,+26.00
8,0,40115,Adam Svensson,+.356,45,+16.00
10,0,19803,Ryan Armour,+.361,83,+30.00
11,0,35450,Patrick Cantlay,+.366,41,+15.00
12,0,29268,Bronson Burgoon,+.368,38,+14.00
13,0,46970,Jon Rahm,+.371,35,+13.00
14,0,51766,Wyndham Clark,+.373,83,+31.00
15,0,06522,Ernie Els,+.375,40,+15.00
15,0,35506,Mackenzie Hughes,+.375,72,+27.00
17,0,37455,Si Woo Kim,+.377,61,+23.00
18,0,32139,Danny Willett,+.378,45,+17.00
19,0,39971,Sungjae Im,+.380,92,+35.00
20,0,10809,Jim Furyk,+.382,68,+26.00
21,0,36852,Jim Knous,+.387,31,+12.00
22,0,32102,Rickie Fowler,+.388,67,+26.00
23,0,27936,Martin Laird,+.391,87,+34.00
23,0,28237,Rory McIlroy,+.391,46,+18.00
23,0,24502,Adam Scott,+.391,46,+18.00
26,0,47993,Denny McCarthy,+.400,70,+28.00
27,0,29420,Billy Horschel,+.402,92,+37.00
28,0,25632,Jimmy Walker,+.403,67,+27.00
29,0,36699,Patrick Rodgers,+.404,52,+21.00
30,0,23621,Rory Sabbatini,+.408,98,+40.00
31,0,25198,Francesco Molinari,+.410,39,+16.00
32,0,30191,Julián Etulain,+.415,65,+27.00
33,0,26300,Matt Jones,+.420,88,+37.00
33,0,01810,Phil Mickelson,+.420,50,+21.00
35,0,35732,Wes Roach,+.422,45,+19.00
36,0,33948,Byeong Hun An,+.423,52,+22.00
37,0,29974,Branden Grace,+.424,59,+25.00
38,0,34466,Peter Malnati,+.425,80,+34.00
39,0,19846,Brian Gay,+.426,108,+46.00
40,0,29725,Tony Finau,+.429,70,+30.00
40,0,22405,Justin Rose,+.429,42,+18.00
40,0,27214,Kevin Streelman,+.429,56,+24.00
43,0,33410,Andrew Landry,+.431,58,+25.00
44,0,30978,Kiradech Aphibarnrat,+.434,53,+23.00
44,0,24925,Jonathan Byrd,+.434,53,+23.00
44,0,29478,Kevin Kisner,+.434,76,+33.00
47,0,29484,Peter Uihlein,+.435,69,+30.00
48,0,35617,Martin Trainer,+.438,80,+35.00
49,0,32200,Roberto Castro,+.441,59,+26.00
50,0,34099,Harris English,+.444,90,+40.00
50,0,27649,Brandt Snedeker,+.444,90,+40.00
52,0,33122,Russell Knox,+.446,56,+25.00
53,0,45526,Abraham Ancer,+.447,76,+34.00
53,0,29221,Webb Simpson,+.447,85,+38.00
55,0,27644,Brian Harman,+.450,80,+36.00
56,0,37380,Curtis Luck,+.455,55,+25.00
57,0,28775,Nate Lashley,+.457,70,+32.00
57,0,27095,Nick Watney,+.457,81,+37.00
59,0,49766,Hank Lebioda,+.458,59,+27.00
59,0,37275,Sam Ryder,+.458,59,+27.00
61,0,35461,Beau Hossler,+.459,85,+39.00
62,0,34098,Russell Henley,+.460,50,+23.00
62,0,26476,Chez Reavie,+.460,50,+23.00
64,0,24024,Zach Johnson,+.462,52,+24.00
65,0,22371,Aaron Baddeley,+.464,56,+26.00
66,0,25818,Scott Piercy,+.467,75,+35.00
66,0,34360,Patrick Reed,+.467,92,+43.00
68,0,31560,Brian Stuard,+.468,79,+37.00
69,0,28679,Fabián Gómez,+.469,49,+23.00
70,0,47959,Bryson DeChambeau,+.470,66,+31.00
71,0,24924,Bill Haas,+.471,85,+40.00
71,0,28252,Seamus Power,+.471,87,+41.00
73,0,40026,Daniel Berger,+.472,72,+34.00
73,0,26499,Rafa Cabrera Bello,+.472,72,+34.00
75,0,47347,Adam Schenk,+.473,74,+35.00
76,0,33418,Shawn Stefani,+.475,61,+29.00
77,0,32757,Patton Kizzire,+.476,63,+30.00
77,0,32150,Michael Thompson,+.476,84,+40.00
79,0,29908,C.T. Pan,+.478,69,+33.00
80,0,29970,Dylan Frittelli,+.479,71,+34.00
80,0,33667,Carlos Ortiz,+.479,73,+35.00
82,0,36799,Stephan Jaeger,+.483,60,+29.00
83,0,25572,Graeme McDowell,+.485,66,+32.00
83,0,48822,Sebastián Muñoz,+.485,68,+33.00
85,0,35449,Adam Long,+.487,76,+37.00
86,0,47504,Sam Burns,+.488,84,+41.00
86,0,36689,Brooks Koepka,+.488,43,+21.00
86,0,30692,Scott Stallings,+.488,82,+40.00
89,0,21961,Charles Howell III,+.489,92,+45.00
89,0,35879,Kelly Kraft,+.489,94,+46.00
91,0,24361,Pat Perez,+.491,57,+28.00
91,0,30110,Kyle Stanley,+.491,53,+26.00
93,0,32058,José de Jesús Rodríguez,+.493,67,+33.00
94,0,33486,Roger Sloan,+.494,85,+42.00
95,0,47990,Kyle Jones,+.500,52,+26.00
95,0,27974,Sung Kang,+.500,74,+37.00
95,0,32839,Hideki Matsuyama,+.500,70,+35.00
95,0,39546,Keith Mitchell,+.500,70,+35.00
95,0,45486,Joaquin Niemann,+.500,68,+34.00
95,0,39324,J.J. Spaun,+.500,80,+40.00
95,0,25493,Nick Taylor,+.500,98,+49.00
102,0,27958,Ryan Blaum,+.506,79,+40.00
103,0,32791,K.H. Lee,+.507,75,+38.00
104,0,48081,Xander Schauffele,+.509,53,+27.00
105,0,31646,Emiliano Grillo,+.510,51,+26.00
106,0,20472,Alex Cejka,+.512,43,+22.00
107,0,31557,Jim Herman,+.514,35,+18.00
108,0,30944,Jason Kokrak,+.515,66,+34.00
108,0,25396,Kevin Na,+.515,68,+35.00
108,0,25804,Bubba Watson,+.515,68,+35.00
111,0,27141,J.B. Holmes,+.516,64,+33.00
112,0,35376,Roberto Díaz,+.517,60,+31.00
112,0,35532,Tom Hoge,+.517,60,+31.00
114,0,27129,Luke List,+.519,54,+28.00
114,0,37340,Chase Wright,+.519,52,+27.00
116,0,29223,Sam Saunders,+.521,71,+37.00
117,0,29479,Scott Brown,+.524,82,+43.00
118,0,34021,Bud Cauley,+.526,78,+41.00
