RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,25396,Kevin Na,27.75,2331,84,22
2,0,20593,Greg Chalmers,27.77,2388,86,22
3,0,06527,Steve Stricker,27.96,1929,69,22
4,0,23983,Luke Donald,28.03,1878,67,22
5,0,21731,Freddie Jacobson,28.19,2368,84,23
6,0,19846,Brian Gay,28.28,2432,86,20
7,0,32102,Rickie Fowler,28.35,2296,81,21
8,0,28089,Jason Day,28.37,2071,73,23
9,0,23800,Bryce Molder,28.38,2270,80,23
10,0,22371,Aaron Baddeley,28.39,2129,75,22
11,0,25562,Andres Romero,28.41,2131,75,22
11,0,20160,Charlie Wi,28.41,2358,83,23
13,0,27095,Nick Watney,28.44,2190,77,22
14,0,26596,Ryan Moore,28.47,2135,75,22
14,0,22046,Geoff Ogilvy,28.47,1879,66,24
16,0,27649,Brandt Snedeker,28.51,2423,85,23
17,0,23108,Matt Kuchar,28.52,2510,88,24
18,0,11123,Chris Couch,28.53,2083,73,23
19,0,07457,Steve Flesch,28.55,2398,84,22
20,0,25632,Jimmy Walker,28.57,2257,79,22
21,0,29718,Anthony Kim,28.59,2030,71,22
22,0,21949,Joe Ogilvie,28.63,1918,67,24
23,0,10585,Scott McCarron,28.64,1747,61,23
23,0,01948,Tim Petrovic,28.64,2406,84,22
25,0,12602,Dean Wilson,28.66,1777,62,22
26,0,33911,Nate Smith,28.68,1721,60,22
27,0,24663,Y.E. Yang,28.69,1693,59,24
28,0,23320,Ryan Palmer,28.70,2296,80,23
29,0,29910,Blake Adams,28.71,3216,112,23
29,0,24024,Zach Johnson,28.71,2239,78,22
29,0,27939,Matt McQuillan,28.71,1579,55,23
32,0,35087,Bio Kim,28.72,1867,65,22
33,0,23718,Nathan Green,28.74,2213,77,24
34,0,25345,Carl Pettersson,28.75,2674,93,23
35,0,26300,Matt Jones,28.76,2042,71,23
36,0,29221,Webb Simpson,28.77,2819,98,23
37,0,21407,Arjun Atwal,28.79,2620,91,22
38,0,10505,Shane Bertsch,28.80,1613,56,21
39,0,23638,Brendon de Jonge,28.81,2910,101,23
40,0,25274,Steven Bowditch,28.84,2365,82,23
40,0,22961,David Mathis,28.84,2221,77,23
40,0,24361,Pat Perez,28.84,2192,76,24
43,0,23325,Vaughn Taylor,28.85,2568,89,24
44,0,32150,Michael Thompson,28.88,2108,73,24
45,0,24925,Jonathan Byrd,28.90,2370,82,23
46,0,27936,Martin Laird,28.91,2197,76,21
47,0,19970,Robert Karlsson,28.92,1706,59,23
47,0,29478,Kevin Kisner,28.92,1851,64,25
49,0,01577,Lee Janzen,28.95,1621,56,23
50,0,08075,Jerry Kelly,28.96,2317,80,25
50,0,08375,Paul Stankowski,28.96,2085,72,24
50,0,02206,David Toms,28.96,2143,74,24
53,0,20229,Stewart Cink,28.97,1912,66,24
53,0,20572,Rod Pampling,28.97,1854,64,21
55,0,20766,Padraig Harrington,28.98,1710,59,24
56,0,12782,Tim Herron,28.99,2348,81,22
57,0,20070,Matt Bettencourt,29.01,2437,84,23
57,0,21350,Ryuji Imada,29.01,2408,83,24
59,0,20098,Stuart Appleby,29.02,1886,65,23
59,0,07867,Woody Austin,29.02,1538,53,22
61,0,32366,Kevin Chappell,29.03,2090,72,24
61,0,24490,George McNeill,29.03,1771,61,23
63,0,25240,D.A. Points,29.04,2585,89,23
63,0,27770,Camilo Villegas,29.04,1975,68,24
65,0,23409,James Driscoll,29.05,1888,65,22
65,0,30926,Chris Kirk,29.05,2527,87,24
67,0,20157,Retief Goosen,29.06,1424,49,25
67,0,24138,Ian Poulter,29.06,1482,51,23
69,0,20848,Ángel Cabrera,29.07,1337,46,23
69,0,26287,Roland Thatcher,29.07,1948,67,24
71,0,23541,Ben Crane,29.08,2123,73,24
71,0,24604,Hunter Haas,29.08,2675,92,23
71,0,01810,Phil Mickelson,29.08,2239,77,23
71,0,25818,Scott Piercy,29.08,2152,74,23
75,0,21878,Mark Wilson,29.09,2531,87,23
76,0,21753,Brian Davis,29.10,3056,105,21
76,0,06251,Chris DiMarco,29.10,2590,89,24
78,0,08537,J.P. Hayes,29.11,1572,54,23
79,0,24290,D.J. Brigman,29.12,1718,59,24
