RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
1,0,20157,Retief Goosen,64.00,64,1
2,0,12510,Chad Campbell,68.25,1092,16
3,0,10809,Jim Furyk,68.38,547,8
4,0,06251,Chris DiMarco,68.63,549,8
5,0,02239,Scott Verplank,68.69,893,13
6,0,08793,Tiger Woods,68.75,550,8
7,0,06567,Vijay Singh,68.77,894,13
8,0,01381,Fred Funk,68.85,1377,20
9,0,06522,Ernie Els,69.00,414,6
9,0,06575,Dudley Hart,69.00,345,5
11,0,10860,Justin Leonard,69.11,622,9
12,0,01388,Robert Gamez,69.14,1452,21
13,0,01945,Kenny Perry,69.19,1107,16
14,0,10585,Scott McCarron,69.23,900,13
15,0,02223,Bob Tway,69.36,763,11
16,0,06004,Stephen Ames,69.43,1597,23
16,0,01677,Tom Lehman,69.43,1597,23
18,0,01707,Steve Lowery,69.50,973,14
18,0,02010,Loren Roberts,69.50,695,10
20,0,02246,Duffy Waldorf,69.56,1252,18
21,0,20127,Chris Riley,69.58,835,12
22,0,01723,Andrew Magee,69.61,1253,18
23,0,01024,Billy Andrade,69.63,1114,16
24,0,08375,Paul Stankowski,69.71,1185,17
25,0,23621,Rory Sabbatini,69.75,1116,16
26,0,01553,John Huston,69.79,977,14
27,0,02104,Jeff Sluman,69.83,1257,18
28,0,20498,Briny Baird,69.85,908,13
28,0,01810,Phil Mickelson,69.85,908,13
30,0,20548,Hidemichi Tanaka,69.86,1467,21
31,0,10213,Dicky Pride,69.88,1188,17
32,0,06332,Neal Lancaster,69.89,1328,19
32,0,10423,Mike Weir,69.89,629,9
34,0,22371,Aaron Baddeley,69.92,839,12
34,0,23338,David Gossett,69.92,839,12
36,0,20472,Alex Cejka,69.94,1259,18
36,0,20229,Stewart Cink,69.94,1189,17
36,0,08931,Glen Day,69.94,1189,17
39,0,20029,Notah Begay III,69.95,1469,21
39,0,07457,Steve Flesch,69.95,1399,20
41,0,19824,Craig Barlow,70.00,1190,17
41,0,23135,Tim Clark,70.00,840,12
41,0,01457,Jay Haas,70.00,840,12
44,0,12782,Tim Herron,70.06,1191,17
45,0,01797,Rocco Mediate,70.07,1051,15
46,0,01157,Tom Byrum,70.11,1262,18
46,0,21961,Charles Howell III,70.11,1262,18
48,0,01226,Fred Couples,70.13,561,8
49,0,06595,Kevin Sutherland,70.14,982,14
50,0,01619,Skip Kendall,70.17,2035,29
51,0,01161,Mark Calcavecchia,70.18,772,11
52,0,22548,Patrick Sheehan,70.19,1123,16
53,0,19825,Darren Clarke,70.20,351,5
53,0,20634,Peter Lonard,70.20,1053,15
53,0,01706,Davis Love III,70.20,1053,15
56,0,20094,Jonathan Kaye,70.25,1405,20
57,0,12823,Carlos Franco,70.27,1054,15
57,0,01685,J.L. Lewis,70.27,1546,22
59,0,20099,Doug Barron,70.33,1688,24
59,0,06034,Marco Dawson,70.33,1266,18
59,0,23983,Luke Donald,70.33,844,12
59,0,01329,Brad Faxon,70.33,844,12
59,0,20663,Brenden Pappas,70.33,1266,18
59,0,22295,Darron Stiles,70.33,1477,21
65,0,08537,J.P. Hayes,70.36,985,14
66,0,01761,Len Mattiace,70.38,1126,16
66,0,20628,Arron Oberholser,70.38,915,13
66,0,20572,Rod Pampling,70.38,1126,16
66,0,06527,Steve Stricker,70.38,563,8
70,0,20645,John Senden,70.40,1760,25
70,0,02206,David Toms,70.40,704,10
72,0,07867,Woody Austin,70.41,1549,22
72,0,07721,Pat Bates,70.41,1901,27
72,0,01938,David Peoples,70.41,1197,17
75,0,01941,Tom Pernice Jr.,70.45,1550,22
76,0,01577,Lee Janzen,70.46,916,13
77,0,01320,Bob Estes,70.47,1198,17
77,0,11011,Mike Sposa,70.47,1057,15
79,0,12645,Brent Geiberger,70.50,987,14
79,0,06643,Paul Goydos,70.50,987,14
79,0,01968,Nick Price,70.50,282,4
82,0,02101,Joey Sindelar,70.52,1622,23
83,0,23034,Brent Schwarzrock,70.53,1340,19
84,0,02214,Kirk Triplett,70.56,1270,18
85,0,02170,Hal Sutton,70.57,988,14
86,0,06809,Bob Burns,70.58,1341,19
87,0,12680,Shigeki Maruyama,70.61,1271,18
88,0,25345,Carl Pettersson,70.65,1201,17
89,0,24502,Adam Scott,70.67,212,3
90,0,12652,Cameron Beckman,70.69,1131,16
91,0,23036,Chris Anderson,70.70,1414,20
91,0,20436,Garrett Willis,70.70,1626,23
93,0,01361,Dan Forsman,70.72,1273,18
93,0,10565,Ian Leggatt,70.72,1273,18
95,0,08633,Per-Ulrik Johansson,70.73,1839,26
95,0,26420,Richard Johnson,70.73,1556,22
97,0,01724,Jeff Maggert,70.75,1132,16
97,0,02002,John Riegger,70.75,849,12
99,0,08725,Tom Gillis,70.79,1345,19
99,0,10912,Craig Perks,70.79,991,14
101,0,24361,Pat Perez,70.81,1133,16
102,0,07749,Brett Quigley,70.82,1558,22
103,0,10885,Robert Allenby,70.83,850,12
103,0,06573,Brandt Jobe,70.83,850,12
103,0,01766,Billy Mayfair,70.83,1629,23
106,0,01948,Tim Petrovic,70.85,921,13
107,0,06621,Joe Durant,70.87,1630,23
108,0,12705,Cliff Kresge,70.92,1702,24
109,0,24357,K.J. Choi,70.93,993,14
109,0,08075,Jerry Kelly,70.93,993,14
109,0,12660,Jesper Parnevik,70.93,1915,27
112,0,25692,Akio Sadakata,70.94,1135,16
113,0,01378,David Frost,70.95,1561,22
114,0,01098,Jay Don Blake,71.00,923,13
114,0,08123,Jeff Brehaut,71.00,1562,22
114,0,23541,Ben Crane,71.00,923,13
114,0,01887,Mark O'Meara,71.00,781,11
118,0,26950,John Morgan,71.06,1208,17
119,0,22913,John Rollins,71.09,782,11
120,0,01035,Tommy Armour III,71.13,1138,16
121,0,10107,Deane Pappas,71.14,1494,21
121,0,20095,Carl Paulson,71.14,1565,22
123,0,24925,Jonathan Byrd,71.17,854,12
124,0,20121,Todd Fischer,71.18,1210,17
125,0,08337,Mike Heinen,71.19,1139,16
126,0,06617,Brian Henninger,71.25,855,12
127,0,01928,Corey Pavin,71.27,1069,15
128,0,23353,J.J. Henry,71.28,1283,18
128,0,06078,Esteban Toledo,71.28,1782,25
130,0,20593,Greg Chalmers,71.33,1926,27
130,0,08547,John Maginnes,71.33,1284,18
130,0,22046,Geoff Ogilvy,71.33,856,12
133,0,01307,Joel Edwards,71.36,999,14
134,0,21739,Aaron Barber,71.38,1713,24
134,0,23108,Matt Kuchar,71.38,928,13
134,0,11032,Frank Lickliter II,71.38,1142,16
137,0,01139,Olin Browne,71.41,1571,22
137,0,07941,Mike Grob,71.41,1214,17
139,0,23614,Rich Beem,71.42,857,12
139,0,07101,Dave Stockton Jr.,71.42,857,12
141,0,19846,Brian Gay,71.43,1500,21
142,0,01569,Peter Jacobsen,71.44,1286,18
143,0,22621,Ben Curtis,71.46,929,13
144,0,10201,Matt Gogel,71.48,1501,21
145,0,01042,Paul Azinger,71.50,1430,20
145,0,19881,Robert Damron,71.50,1001,14
145,0,21806,Paul Gow,71.50,858,12
145,0,01666,Bernhard Langer,71.50,1001,14
149,0,01475,Donnie Hammond,71.52,1502,21
150,0,20566,Kaname Yokoo,71.55,787,11
151,0,23552,Hank Kuehne,71.56,644,9
152,0,01175,Jim Carter,71.63,1361,19
153,0,21805,Harrison Frazar,71.64,1003,14
154,0,25031,Andy Miller,71.69,1864,26
155,0,20098,Stuart Appleby,71.71,1004,14
156,0,10733,Kent Jones,71.75,574,8
157,0,06515,Shaun Micheel,71.76,1220,17
158,0,20940,Kenichi Kuboya,71.79,1364,19
159,0,20574,Mathew Goggin,71.81,1149,16
160,0,23177,Kenneth Staton,71.82,790,11
161,0,12388,Michael Clark II,71.83,862,12
162,0,19972,José Coceres,71.87,1078,15
163,0,07223,Brian Bateman,71.88,1222,17
163,0,23656,Jason Caron,71.88,1222,17
163,0,20623,Gavin Coles,71.88,1222,17
166,0,12662,Thomas Levet,71.89,1294,18
167,0,06581,David Sutherland,71.94,1151,16
168,0,01132,Mark Brooks,71.95,1511,21
169,0,20573,Scott Laycock,72.00,1080,15
169,0,08339,Spike McRoy,72.00,1656,23
171,0,20771,Steven Alker,72.11,1370,19
172,0,21633,Steve Allan,72.18,794,11
173,0,02049,Gene Sauers,72.23,939,13
174,0,24356,Jason Buha,72.24,1228,17
175,0,01249,John Daly,72.40,724,10
176,0,10425,Jay Williamson,72.41,1231,17
177,0,02106,Chris Smith,72.47,1232,17
178,0,23125,Brad Elder,72.50,580,8
179,0,08545,Glen Hnatiuk,72.56,1306,18
180,0,12755,Vance Veazey,72.65,1235,17
181,0,21209,Sergio Garcia,72.67,872,12
182,0,22293,Heath Slocum,72.78,1310,18
183,0,22892,Jason Gore,72.87,1093,15
184,0,21878,Mark Wilson,72.94,1313,18
185,0,12661,Todd Barranger,73.15,951,13
186,0,12602,Dean Wilson,73.29,1246,17
187,0,20568,Anthony Painter,73.72,1327,18
188,0,26489,Cameron Yancey,74.00,814,11
189,0,06475,Jeff Klein,74.08,889,12
190,0,25450,Ty Tryon,74.11,667,9
