RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,01042,Paul Azinger,17,12,5
1,0,01677,Tom Lehman,17,13,4
1,0,01958,Dan Pohl,17,5,12
4,0,01690,Bruce Lietzke,18,1,17
5,0,01313,Steve Elkington,19,11,8
6,0,02322,Richard Zokol,22,8,14
7,0,01475,Donnie Hammond,23,8,15
8,0,02190,Doug Tewell,24,14,10
9,0,01968,Nick Price,31,4,27
10,0,01724,Jeff Maggert,33,3,30
10,0,01797,Rocco Mediate,33,20,13
12,0,01226,Fred Couples,39,33,6
13,0,01385,Jim Gallagher Jr.,41,7,34
14,0,01766,Billy Mayfair,42,31,11
15,0,01633,Tom Kite,43,20,23
16,0,02246,Duffy Waldorf,49,6,43
17,0,01355,Raymond Floyd,51,2,49
18,0,01887,Mark O'Meara,54,37,17
18,0,02100,Tim Simpson,54,53,1
20,0,01200,Keith Clearwater,55,34,21
21,0,01361,Dan Forsman,56,25,31
21,0,02321,Fuzzy Zoeller,56,16,40
23,0,02049,Gene Sauers,62,46,16
24,0,01876,Greg Norman,63,43,20
25,0,01307,Joel Edwards,64,55,9
26,0,01783,Mark McCumber,68,34,34
26,0,02146,Payne Stewart,68,27,41
28,0,01938,David Peoples,70,41,29
29,0,01388,Robert Gamez,75,24,51
30,0,01014,Fulton Allem,76,10,66
30,0,01706,Davis Love III,76,18,58
32,0,02101,Joey Sindelar,77,70,7
33,0,06124,Patrick Burke,78,28,50
34,0,01550,Ed Humenik,79,17,62
35,0,06044,Scott Gump,80,52,28
36,0,01219,John Cook,81,79,2
36,0,02135,Mike Standly,81,22,59
38,0,02133,Craig Stadler,84,19,65
39,0,01331,Rick Fehr,85,40,45
40,0,01725,John Mahaffey,86,25,61
40,0,01837,Gil Morgan,86,15,71
42,0,01132,Mark Brooks,90,53,37
43,0,01469,Dan Halldorson,91,74,17
43,0,01771,Blaine McCallister,91,46,45
45,0,01306,David Edwards,94,41,53
46,0,01457,Jay Haas,95,59,36
47,0,01196,Brian Claar,96,58,38
48,0,01510,Nolan Henke,97,43,54
48,0,01945,Kenny Perry,97,50,47
50,0,01203,Russ Cochran,101,62,39
51,0,02159,Curtis Strange,103,71,32
52,0,01723,Andrew Magee,105,23,82
52,0,02225,Howard Twitty,105,61,44
54,0,06128,Steve Lamontagne,107,59,48
55,0,01006,John Adams,109,84,25
56,0,07569,Mark Carnevale,112,55,57
56,0,02067,Ted Schulz,112,46,66
58,0,01971,Dillard Pruitt,114,37,77
59,0,01946,Peter Persons,116,62,54
60,0,01823,Larry Mize,117,36,81
60,0,02010,Loren Roberts,117,91,26
62,0,01381,Fred Funk,118,50,68
63,0,01682,Wayne Levi,119,67,52
63,0,01928,Corey Pavin,119,65,54
65,0,01975,Tom Purtzer,120,37,83
66,0,01060,Dave Barr,122,119,3
67,0,01577,Lee Janzen,131,62,69
68,0,06090,Jim McGovern,137,30,107
69,0,01249,John Daly,144,65,79
70,0,01996,Mike Reid,147,84,63
71,0,01072,Chip Beck,148,89,59
72,0,01418,Bill Glasson,149,45,104
73,0,01139,Olin Browne,150,55,95
74,0,01736,Roger Maltbie,154,84,70
75,0,01444,Ken Green,155,133,22
76,0,02303,Robert Wrenn,156,46,110
77,0,01553,John Huston,157,84,73
78,0,01408,Kelly Gibson,162,76,86
79,0,06284,Jim Hallet,163,140,23
80,0,01549,Mike Hulbert,164,101,63
81,0,01049,Ian Baker-Finch,168,71,97
82,0,01096,Phil Blackmar,170,76,94
83,0,02095,Larry Silveira,171,69,102
84,0,02104,Jeff Sluman,172,130,42
85,0,06040,John Ross,177,144,33
86,0,01414,Bob Gilder,178,29,149
87,0,01143,Brad Bryant,179,103,76
87,0,01926,Steve Pate,179,108,71
87,0,02099,Scott Simpson,179,105,74
90,0,01161,Mark Calcavecchia,183,92,91
90,0,01559,Hale Irwin,183,71,112
90,0,02167,Mike Sullivan,183,84,99
93,0,02298,Jim Woodward,186,94,92
94,0,01284,Mike Donald,188,99,89
94,0,01323,Brad Fabel,188,90,98
94,0,01569,Peter Jacobsen,188,31,157
97,0,01353,Bruce Fleisher,193,101,92
97,0,06332,Neal Lancaster,193,76,117
99,0,01093,Ronnie Black,195,79,116
100,0,06751,Chris Tucker,200,75,125
101,0,01522,Lon Hinkle,202,83,119
102,0,01320,Bob Estes,203,79,124
102,0,02224,Greg Twiggs,203,68,135
104,0,02242,Lanny Wadkins,204,124,80
105,0,02111,Mike Smith,205,121,84
106,0,02033,Dave Rummells,211,109,102
107,0,01701,Bob Lohr,212,94,118
108,0,01142,Bart Bryant,213,125,88
109,0,01960,Don Pooley,219,109,110
110,0,06034,Marco Dawson,220,94,126
110,0,01435,Wayne Grady,220,142,78
112,0,01261,Jay Delsing,225,103,122
113,0,01527,Scott Hoch,227,152,75
114,0,02206,David Toms,228,98,130
115,0,01040,Emlyn Aubrey,229,100,129
115,0,06072,Greg Whisman,229,92,137
117,0,01185,Brandel Chamblee,231,126,105
118,0,02131,Mike Springer,233,113,120
118,0,02195,Leonard Thompson,233,105,128
118,0,02313,Bruce Zabriski,233,143,90
121,0,01376,Bob Friend,234,138,96
122,0,02267,D.A. Weibring,235,82,153
123,0,02090,Tom Sieckmann,239,139,100
124,0,02007,Larry Rinker,240,153,87
125,0,01035,Tommy Armour III,241,128,113
125,0,01129,Bill Britton,241,140,101
127,0,01288,Ed Dougherty,245,113,132
128,0,06048,Dicky Thompson,247,113,134
129,0,06150,Carl Cooper,250,109,141
129,0,06132,Sonny Skinner,250,135,115
131,0,02185,Lance Ten Broeck,251,137,114
132,0,02279,Mark Wiebe,252,167,85
133,0,01891,David Ogrin,254,148,106
134,0,01468,Gary Hallberg,255,109,146
135,0,02002,John Riegger,257,94,163
136,0,02214,Kirk Triplett,258,113,145
137,0,01755,Dick Mast,259,151,108
138,0,01846,Jodie Mudd,261,113,148
139,0,01378,David Frost,265,121,144
140,0,06599,John Elliott,267,105,162
141,0,01346,Ed Fiori,268,128,140
141,0,08277,Greg Lesher,268,135,133
143,0,01157,Tom Byrum,271,134,137
144,0,01098,Jay Don Blake,275,166,109
145,0,01239,Michael Cunning,279,121,158
146,0,01024,Billy Andrade,280,159,121
146,0,01235,Ben Crenshaw,280,157,123
148,0,02311,Kim Young,281,113,168
149,0,01533,P.H. Horgan III,284,153,131
150,0,01557,John Inman,285,131,154
151,0,02226,Tray Tyner,287,126,161
152,0,01133,Billy Ray Brown,290,148,142
153,0,01443,Hubert Green,294,119,175
154,0,01748,Doug Martin,297,161,136
154,0,02170,Hal Sutton,297,170,127
156,0,01168,David Canipe,300,131,169
156,0,01374,Robin Freeman,300,157,143
158,0,06575,Dudley Hart,305,150,155
159,0,06010,Brad Bell,311,144,167
160,0,02201,Jim Thorpe,315,168,147
161,0,06122,Greg Hickman,318,147,171
162,0,01329,Brad Faxon,320,181,139
163,0,01458,Jerry Haas,321,171,150
164,0,01495,Morris Hatalsky,322,146,176
165,0,02292,Bob Wolcott,323,164,159
166,0,01489,Steve Hart,324,160,164
167,0,06012,Greg Kraft,325,165,160
167,0,02094,Tony Sills,325,155,170
169,0,01943,Chris Perry,327,175,152
