RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,02170,Hal Sutton,71.31,1335,1872,-0.26
2,0,01677,Tom Lehman,71.07,985,1386,-0.23
3,0,01361,Dan Forsman,70.71,980,1386,-0.26
4,0,07457,Steve Flesch,70.54,1257,1782,-0.26
5,0,09011,David Duval,70.53,1003,1422,-0.32
6,0,01599,Steve Jones,70.10,959,1368,-0.26
7,0,01161,Mark Calcavecchia,69.75,1155,1656,-0.26
8,0,02214,Kirk Triplett,69.51,1026,1476,-0.24
9,0,10962,Bradley Hughes,69.40,787,1134,-0.23
10,0,02246,Duffy Waldorf,69.24,1022,1476,-0.24
11,0,01771,Blaine McCallister,68.96,1291,1872,-0.24
12,0,01823,Larry Mize,68.90,955,1386,-0.25
13,0,01797,Rocco Mediate,68.77,1015,1476,-0.24
14,0,08375,Paul Stankowski,68.69,952,1386,-0.26
15,0,01553,John Huston,68.66,1100,1602,-0.31
16,0,01219,John Cook,68.60,1136,1656,-0.22
17,0,02101,Joey Sindelar,68.58,1185,1728,-0.23
18,0,06567,Vijay Singh,68.48,1097,1602,-0.25
19,0,07749,Brett Quigley,68.31,1082,1584,-0.24
20,0,01468,Gary Hallberg,68.21,749,1098,-0.24
21,0,01098,Jay Don Blake,68.16,957,1404,-0.23
22,0,01042,Paul Azinger,68.06,833,1224,-0.28
23,0,01577,Lee Janzen,67.95,954,1404,-0.29
24,0,01723,Andrew Magee,67.93,1125,1656,-0.27
25,0,02223,Bob Tway,67.86,1197,1764,-0.28
26,0,06078,Esteban Toledo,67.74,1134,1674,-0.22
27,0,01706,Davis Love III,67.70,853,1260,-0.33
28,0,02245,Grant Waite,67.66,1157,1710,-0.21
29,0,02239,Scott Verplank,67.65,1169,1728,-0.29
30,0,08793,Tiger Woods,67.55,839,1242,-0.27
31,0,10809,Jim Furyk,67.53,1179,1746,-0.29
32,0,01527,Scott Hoch,67.52,1191,1764,-0.28
33,0,01266,Clark Dennis,67.41,910,1350,-0.24
34,0,06621,Joe Durant,67.39,934,1386,-0.24
35,0,01203,Russ Cochran,67.36,1067,1584,-0.25
36,0,02104,Jeff Sluman,67.35,1285,1908,-0.23
37,0,07569,Mark Carnevale,67.32,1127,1674,-0.21
37,0,01619,Skip Kendall,67.32,1236,1836,-0.28
39,0,01226,Fred Couples,67.27,775,1152,-0.30
40,0,06044,Scott Gump,67.24,1174,1746,-0.21
41,0,19824,Craig Barlow,67.22,980,1458,-0.19
41,0,01060,Dave Barr,67.22,726,1080,-0.18
43,0,01334,Keith Fergus,67.19,641,954,-0.22
44,0,01707,Steve Lowery,67.18,1040,1548,-0.25
45,0,01510,Nolan Henke,67.17,1064,1584,-0.25
46,0,01185,Brandel Chamblee,67.15,967,1440,-0.26
47,0,20229,Stewart Cink,67.08,1123,1674,-0.30
48,0,01705,Tim Loustalot,67.01,772,1152,-0.20
49,0,06575,Dudley Hart,66.88,951,1422,-0.22
50,0,02106,Chris Smith,66.85,1107,1656,-0.22
51,0,01381,Fred Funk,66.81,1371,2052,-0.25
52,0,01475,Donnie Hammond,66.73,1045,1566,-0.24
53,0,01943,Chris Perry,66.67,1284,1926,-0.28
54,0,01569,Peter Jacobsen,66.58,779,1170,-0.25
55,0,06643,Paul Goydos,66.56,1198,1800,-0.25
56,0,01945,Kenny Perry,66.53,982,1476,-0.27
57,0,01320,Bob Estes,66.50,1197,1800,-0.27
58,0,01035,Tommy Armour III,66.48,1041,1566,-0.26
59,0,01388,Robert Gamez,66.43,825,1242,-0.22
60,0,01766,Billy Mayfair,66.41,1028,1548,-0.25
61,0,06251,Chris DiMarco,66.38,1147,1728,-0.24
62,0,01157,Tom Byrum,66.36,1099,1656,-0.22
63,0,01175,Jim Carter,66.35,1266,1908,-0.24
64,0,01926,Steve Pate,66.27,1014,1530,-0.25
64,0,02206,David Toms,66.27,1014,1530,-0.27
66,0,07101,Dave Stockton Jr.,66.24,775,1170,-0.30
67,0,10860,Justin Leonard,66.20,1144,1728,-0.25
68,0,02008,Lee Rinker,66.19,1239,1872,-0.22
69,0,12660,Jesper Parnevik,66.15,774,1170,-0.26
70,0,11032,Frank Lickliter II,66.14,1262,1908,-0.26
71,0,08545,Glen Hnatiuk,66.13,988,1494,-0.21
72,0,06595,Kevin Sutherland,66.11,1190,1800,-0.25
73,0,08553,Lee Porter,66.06,1082,1638,-0.22
74,0,08931,Glen Day,66.05,1070,1620,-0.28
75,0,01282,Trevor Dodds,66.03,1034,1566,-0.26
75,0,01941,Tom Pernice Jr.,66.03,939,1422,-0.26
77,0,12782,Tim Herron,66.02,1117,1692,-0.24
78,0,01724,Jeff Maggert,65.98,962,1458,-0.27
79,0,01685,J.L. Lewis,65.90,1115,1692,-0.24
80,0,01063,Ben Bates,65.89,1186,1800,-0.25
81,0,01306,David Edwards,65.86,901,1368,-0.19
82,0,21584,Richie Coughlan,65.84,1114,1692,-0.22
83,0,01376,Bob Friend,65.82,1007,1530,-0.22
84,0,01533,P.H. Horgan III,65.77,1243,1890,-0.24
85,0,06004,Stephen Ames,65.74,568,864,-0.25
86,0,01191,Barry Cheesman,65.65,1099,1674,-0.26
87,0,06581,David Sutherland,65.59,1098,1674,-0.23
88,0,02241,Bobby Wadkins,65.56,1062,1620,-0.21
89,0,01968,Nick Price,65.52,684,1044,-0.25
90,0,02146,Payne Stewart,65.51,849,1296,-0.26
91,0,20099,Doug Barron,65.48,1049,1602,-0.24
92,0,02010,Loren Roberts,65.42,895,1368,-0.27
93,0,02023,Clarence Rose,65.31,1152,1764,-0.23
94,0,01633,Tom Kite,65.23,728,1116,-0.21
95,0,01457,Jay Haas,65.19,927,1422,-0.25
96,0,06527,Steve Stricker,65.17,915,1404,-0.30
97,0,02002,John Riegger,65.13,973,1494,-0.23
