RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
140,0,02214,Kirk Triplett,258.7,39321,152
142,0,02225,Howard Twitty,258.6,48880,189
143,0,01355,Raymond Floyd,258.5,27919,108
143,0,01378,David Frost,258.5,42398,164
143,0,02267,D.A. Weibring,258.5,33344,129
146,0,02242,Lanny Wadkins,258.1,42065,163
147,0,02294,Willie Wood,257.9,35845,139
148,0,01284,Mike Donald,257.7,58491,227
149,0,01201,Lennie Clements,257.5,41714,162
150,0,02023,Clarence Rose,257.2,44487,173
151,0,01157,Tom Byrum,257.1,45765,178
151,0,01736,Roger Maltbie,257.1,32653,127
153,0,01132,Mark Brooks,256.9,58052,226
154,0,01487,Jeff Hart,256.8,41855,163
154,0,02094,Tony Sills,256.8,25675,100
156,0,01219,John Cook,256.6,48749,190
157,0,01489,Steve Hart,256.2,34590,135
157,0,02007,Larry Rinker,256.2,49955,195
157,0,06132,Sonny Skinner,256.2,38167,149
157,0,02186,Brian Tennyson,256.2,49188,192
161,0,01023,Jerry Anderson,256.1,28430,111
161,0,01321,Tom Eubank,256.1,29960,117
163,0,01946,Peter Persons,255.8,50137,196
164,0,01168,David Canipe,255.6,42693,167
164,0,01559,Hale Irwin,255.6,31181,122
164,0,01823,Larry Mize,255.6,44225,173
167,0,01333,Jack Ferenz,255.1,25253,99
168,0,01154,Bill Buttner,254.9,44102,173
168,0,01443,Hubert Green,254.9,30844,121
168,0,01507,Webb Heintzelman,254.9,48168,189
171,0,01928,Corey Pavin,254.6,53462,210
172,0,01381,Fred Funk,254.5,41991,165
173,0,01960,Don Pooley,254.1,37858,149
174,0,02099,Scott Simpson,254.0,31751,125
175,0,01346,Ed Fiori,253.8,54571,215
176,0,01196,Brian Claar,253.7,42375,167
177,0,01106,Jim Booros,253.5,44368,175
177,0,01458,Jerry Haas,253.5,44877,177
177,0,02010,Loren Roberts,253.5,56538,223
180,0,02279,Mark Wiebe,253.0,50600,200
181,0,01306,David Edwards,252.5,36608,145
182,0,01435,Wayne Grady,252.1,41591,165
183,0,01701,Bob Lohr,251.8,48092,191
184,0,02230,Stan Utley,251.2,53004,211
185,0,01061,Ray Barr Jr.,250.5,29808,119
185,0,01790,Pat McGowan,250.5,42827,171
187,0,01495,Morris Hatalsky,250.1,41267,165
188,0,01891,David Ogrin,250.0,41997,168
189,0,01996,Mike Reid,248.6,32809,132
190,0,01557,John Inman,248.1,50374,203
191,0,01835,Tommy Moore,245.2,42414,173
192,0,01935,Calvin Peete,244.2,31260,128
