RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,20574,Mathew Goggin,49.26,67,136,-0.16
2,0,06527,Steve Stricker,46.27,62,134,-0.39
3,0,28780,Nicholas Thompson,45.21,85,188,-0.19
4,0,07867,Woody Austin,44.05,74,168,-0.22
5,0,28158,Steve Marino,43.33,78,180,-0.05
6,0,06004,Stephen Ames,43.08,56,130,-0.20
7,0,20160,Charlie Wi,42.78,77,180,-0.29
8,0,23614,Rich Beem,42.75,59,138,-0.12
8,0,26289,Boo Weekley,42.75,59,138,+0.05
10,0,20691,Greg Owen,42.70,76,178,-0.05
11,0,01797,Rocco Mediate,42.54,57,134,-0.16
12,0,02206,David Toms,41.67,75,180,-0.09
12,0,23623,Bo Van Pelt,41.67,75,180,-0.16
14,0,01473,Todd Hamilton,41.55,59,142,-0.15
15,0,26498,Matt Weibring,41.53,49,118,-0.04
16,0,25686,Jason Dufner,41.28,71,172,-0.20
17,0,23800,Bryce Molder,41.23,47,114,-0.15
18,0,01313,Steve Elkington,40.71,57,140,-0.12
18,0,24361,Pat Perez,40.71,57,140,-0.26
20,0,28089,Jason Day,40.57,43,106,+0.02
21,0,20104,Ken Duke,40.51,64,158,-0.11
21,0,01945,Kenny Perry,40.51,64,158,-0.13
23,0,06595,Kevin Sutherland,40.36,67,166,-0.25
24,0,08075,Jerry Kelly,40.24,66,164,-0.21
25,0,10585,Scott McCarron,40.11,73,182,-0.26
26,0,29221,Webb Simpson,39.89,75,188,-0.07
27,0,24663,Y.E. Yang,39.61,61,154,+0.05
28,0,12652,Cameron Beckman,39.51,64,162,-0.19
29,0,06567,Vijay Singh,39.47,45,114,-0.02
30,0,24912,Will MacKenzie,39.13,54,138,-0.02
30,0,24138,Ian Poulter,39.13,36,92,-0.19
32,0,25900,Lucas Glover,39.08,68,174,-0.15
33,0,22046,Geoff Ogilvy,38.71,48,124,-0.25
34,0,26497,Casey Wittenberg,38.52,47,122,-0.19
35,0,10423,Mike Weir,38.51,57,148,-0.12
36,0,22892,Jason Gore,38.41,53,138,-0.09
37,0,22548,Patrick Sheehan,38.37,33,86,-0.24
38,0,22405,Justin Rose,38.33,46,120,-0.15
39,0,20070,Matt Bettencourt,38.30,72,188,-0.21
40,0,20645,John Senden,38.27,75,196,-0.24
41,0,23778,Brad Adamonis,38.24,52,136,-0.17
41,0,01161,Mark Calcavecchia,38.24,52,136,-0.06
43,0,23621,Rory Sabbatini,38.19,55,144,-0.18
