RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,30925,Dustin Johnson,65.92,2708985,410968
2,0,25562,Andres Romero,65.32,1803313,276069
3,0,29718,Anthony Kim,65.19,2507805,384687
4,0,23497,Tag Ridings,65.17,1678446,257530
5,0,31323,Gary Woodland,65.10,1513212,232429
6,0,27141,J.B. Holmes,65.03,2555331,392942
7,0,24358,Robert Garrigus,64.74,2949640,455632
8,0,25804,Bubba Watson,64.64,2347721,363194
9,0,01810,Phil Mickelson,64.43,1993939,309472
10,0,27095,Nick Watney,64.14,2794466,435685
11,0,06567,Vijay Singh,63.95,2082767,325668
12,0,20848,Ángel Cabrera,63.93,1562680,244449
13,0,12716,Charley Hoffman,63.83,3530518,553134
14,0,27936,Martin Laird,63.76,2517936,394906
15,0,20850,Daniel Chopra,63.71,3378179,530274
16,0,21805,Harrison Frazar,63.70,3388055,531857
17,0,27120,Troy Matteson,63.65,3547203,557259
18,0,24140,Sean O'Hair,63.58,2366431,372173
19,0,23349,Charles Warren,63.46,2143811,337829
20,0,27214,Kevin Streelman,63.41,3481424,549000
21,0,01226,Fred Couples,63.38,1692121,266982
21,0,24781,Hunter Mahan,63.38,3041469,479879
23,0,26851,Marc Leishman,63.33,3378975,533563
24,0,01706,Davis Love III,63.31,3125073,493610
25,0,27683,Leif Olson,63.20,1713876,271175
26,0,21209,Sergio Garcia,63.18,1770870,280282
27,0,20229,Stewart Cink,63.16,2378954,376633
27,0,28158,Steve Marino,63.16,3366705,533035
29,0,25818,Scott Piercy,63.13,3048372,482886
30,0,23621,Rory Sabbatini,63.03,2684528,425916
31,0,23320,Ryan Palmer,62.99,2809288,445984
32,0,22046,Geoff Ogilvy,62.98,2356040,374100
32,0,26289,Boo Weekley,62.98,2593566,411836
34,0,22913,John Rollins,62.97,3167566,503024
35,0,01945,Kenny Perry,62.94,2930827,465678
35,0,21959,Ted Purdy,62.94,3562252,565995
35,0,28780,Nicholas Thompson,62.94,3469576,551234
38,0,20070,Matt Bettencourt,62.92,3466509,550897
39,0,28089,Jason Day,62.90,2013808,320170
40,0,12782,Tim Herron,62.87,3200407,509067
41,0,25900,Lucas Glover,62.85,3159665,502765
42,0,26300,Matt Jones,62.82,1790563,285044
43,0,28475,Jeff Overton,62.74,3040678,484680
44,0,24846,Ricky Barnes,62.70,2028607,323524
44,0,27770,Camilo Villegas,62.70,2269295,361907
46,0,23788,D.J. Trahan,62.69,3178025,506935
47,0,24502,Adam Scott,62.66,1684173,268778
48,0,26695,Michael Letzig,62.62,3397737,542574
49,0,24925,Jonathan Byrd,62.61,3155747,504014
50,0,24924,Bill Haas,62.58,3256769,520422
