RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,01876,Greg Norman,1.341,1521,1134
2,0,02256,Tom Watson,1.362,1324,972
3,0,02099,Scott Simpson,1.377,1735,1260
4,0,01235,Ben Crenshaw,1.378,2133,1548
5,0,01928,Corey Pavin,1.408,1724,1224
6,0,02010,Loren Roberts,1.420,1968,1386
7,0,01378,David Frost,1.422,1996,1404
8,0,01920,Craig Parry,1.426,1591,1116
9,0,01435,Wayne Grady,1.428,1439,1008
10,0,01968,Nick Price,1.431,1546,1080
11,0,01072,Chip Beck,1.441,2230,1548
12,0,02239,Scott Verplank,1.444,1663,1152
13,0,02321,Fuzzy Zoeller,1.447,1901,1314
14,0,01559,Hale Irwin,1.448,1929,1332
15,0,01219,John Cook,1.449,2087,1440
16,0,01633,Tom Kite,1.452,2038,1404
17,0,01014,Fulton Allem,1.453,2144,1476
18,0,02159,Curtis Strange,1.454,2172,1494
19,0,01823,Larry Mize,1.457,1967,1350
20,0,01677,Tom Lehman,1.460,2128,1458
20,0,01724,Jeff Maggert,1.460,2313,1584
22,0,06567,Vijay Singh,1.461,1762,1206
23,0,01329,Brad Faxon,1.470,2434,1656
24,0,01306,David Edwards,1.472,2173,1476
25,0,01553,John Huston,1.478,2235,1512
26,0,02104,Jeff Sluman,1.482,2455,1656
27,0,02225,Howard Twitty,1.485,2353,1584
28,0,01887,Mark O'Meara,1.493,2446,1638
29,0,02133,Craig Stadler,1.494,1855,1242
30,0,01810,Phil Mickelson,1.497,1752,1170
31,0,01331,Rick Fehr,1.501,2081,1386
32,0,02242,Lanny Wadkins,1.505,1815,1206
33,0,01706,Davis Love III,1.506,2467,1638
34,0,01226,Fred Couples,1.508,1384,918
35,0,01385,Jim Gallagher Jr.,1.509,2254,1494
36,0,01457,Jay Haas,1.510,2772,1836
37,0,10809,Jim Furyk,1.511,2583,1710
37,0,06090,Jim McGovern,1.511,2583,1710
39,0,06643,Paul Goydos,1.514,2834,1872
40,0,01161,Mark Calcavecchia,1.515,2290,1512
41,0,01129,Bill Britton,1.520,1861,1224
41,0,02146,Payne Stewart,1.520,2080,1368
43,0,01381,Fred Funk,1.521,2874,1890
44,0,01468,Gary Hallberg,1.524,2139,1404
45,0,01510,Nolan Henke,1.525,2168,1422
46,0,01550,Ed Humenik,1.527,2447,1602
47,0,01203,Russ Cochran,1.528,2585,1692
48,0,01527,Scott Hoch,1.530,2589,1692
48,0,01837,Gil Morgan,1.530,1790,1170
50,0,01723,Andrew Magee,1.534,2458,1602
50,0,06791,Mark Wurtz,1.534,2236,1458
52,0,01707,Steve Lowery,1.538,2603,1692
52,0,02131,Mike Springer,1.538,2326,1512
54,0,01132,Mark Brooks,1.540,3105,2016
54,0,01748,Doug Martin,1.540,2245,1458
56,0,01098,Jay Don Blake,1.543,2416,1566
57,0,08931,Glen Day,1.545,2614,1692
58,0,02135,Mike Standly,1.547,2589,1674
59,0,01577,Lee Janzen,1.548,2452,1584
60,0,01682,Wayne Levi,1.549,2314,1494
60,0,02067,Ted Schulz,1.549,2175,1404
62,0,01201,Lennie Clements,1.550,2343,1512
63,0,02214,Kirk Triplett,1.551,2513,1620
64,0,01444,Ken Green,1.552,2403,1548
64,0,02033,Dave Rummells,1.552,2793,1800
66,0,01890,Brett Ogle,1.557,1625,1044
67,0,06197,Michael Allen,1.558,2748,1764
68,0,02167,Mike Sullivan,1.559,1992,1278
69,0,01282,Trevor Dodds,1.560,2218,1422
69,0,01418,Bill Glasson,1.560,2106,1350
69,0,06575,Dudley Hart,1.560,2275,1458
72,0,02230,Stan Utley,1.562,2053,1314
73,0,01495,Morris Hatalsky,1.563,2138,1368
74,0,01771,Blaine McCallister,1.565,2677,1710
74,0,02267,D.A. Weibring,1.565,1775,1134
76,0,01096,Phil Blackmar,1.566,1889,1206
76,0,01766,Billy Mayfair,1.566,2791,1782
78,0,01139,Olin Browne,1.568,2569,1638
79,0,07569,Mark Carnevale,1.569,2429,1548
80,0,12661,Todd Barranger,1.570,1894,1206
80,0,01320,Bob Estes,1.570,2684,1710
80,0,01755,Dick Mast,1.570,2374,1512
83,0,01945,Kenny Perry,1.572,2801,1782
